id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value
2487959113,394,44,2,49,12,7mk4va7b2p6tnv2xjxcgjy8h6,0,45.4,31.5,2022-11-27T12:06:25.745Z,2022-11-27T12:06:27Z,3928072339,56,Back,3928072431,233,465,3928072341,285,,,,,,,,,,,,,,,,,a0g0ldiol9fzw09gk5i9e15w4,Miku Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959143,466,1,2,49,13,djz9e25b9zuiu5rmv1zha3i6f,1,55.2,64.4,2022-11-27T12:06:27.028Z,2022-11-27T12:06:28Z,3928072505,212,9.3,3928072497,168,,3928072495,3,,3928072507,213,0.7,3928072499,56,Center,3928072503,141,72.8,3928072501,140,62.2,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959153,467,1,2,49,15,djz9e25b9zuiu5rmv1zha3i6f,0,62.2,72.8,2022-11-27T12:06:28.708Z,2022-11-27T12:06:29Z,3928072535,56,Left,3928072543,213,1.7,3928072541,212,12.6,3928072539,141,91.0,3928072537,140,60.1,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959157,395,49,2,49,16,7mk4va7b2p6tnv2xjxcgjy8h6,1,52.2,10.6,2022-11-27T12:06:29.809Z,2022-11-27T12:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959191,396,1,2,49,16,7mk4va7b2p6tnv2xjxcgjy8h6,1,52.2,10.6,2022-11-27T12:06:30.081Z,2022-11-27T12:06:35Z,3928072713,140,77.7,3928072711,56,Right,3928072719,213,6.1,3928072715,141,3.7,3928072717,212,27.2,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959201,397,1,2,49,22,7mk4va7b2p6tnv2xjxcgjy8h6,0,89.8,8.6,2022-11-27T12:06:35.585Z,2022-11-27T12:06:37Z,3928072775,212,29.1,3928072767,155,,3928072765,2,,3928072777,213,1.3,3928072769,56,Center,3928072773,141,50.0,3928072771,140,97.0,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959241,468,12,2,49,24,djz9e25b9zuiu5rmv1zha3i6f,1,3.4,51.9,2022-11-27T12:06:38.260Z,2022-11-27T12:06:43Z,3928072929,56,Back,3928072937,213,4.8,3928072933,141,16.2,3928072931,140,4.8,3928072935,212,24.3,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959229,398,1,2,49,26,7mk4va7b2p6tnv2xjxcgjy8h6,0,95.3,88.6,2022-11-27T12:06:39.945Z,2022-11-27T12:07:01Z,3928072881,2,,3928072889,141,74.1,3928072893,213,4.7,3928072891,212,9.9,3928072885,56,Center,3928072887,140,95.4,,,,,,,du0eybpvf5vcvtuj074x74jdg,Ane Miren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959243,469,8,2,49,30,djz9e25b9zuiu5rmv1zha3i6f,1,5.3,26,2022-11-27T12:06:43.525Z,2022-11-27T12:06:43Z,3928072943,56,Back,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959251,470,49,2,49,30,djz9e25b9zuiu5rmv1zha3i6f,1,5.3,26,2022-11-27T12:06:44.052Z,2022-11-27T12:06:44Z,,,,,,,,,,,,,,,,,,,,,,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959269,471,1,2,49,30,djz9e25b9zuiu5rmv1zha3i6f,1,5.3,26,2022-11-27T12:06:44.261Z,2022-11-27T12:06:46Z,3928073055,140,26.2,3928073057,141,25.4,3928073063,1,,3928073051,157,,3928073061,213,6.3,3928073053,56,Back,3928073059,212,21.9,,,,5xlqh4i9zb5daj4khs1mbbxpm,Nuria Ligero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959281,472,1,2,49,32,djz9e25b9zuiu5rmv1zha3i6f,1,26.2,25.4,2022-11-27T12:06:46.004Z,2022-11-27T12:06:48Z,3928073111,213,4.3,3928073103,56,Back,3928073101,3,,3928073109,212,6.8,3928073105,140,23.9,3928073107,141,16.1,,,,,,,5kio1iodx7cq9i9p9kql1nuuh,Ángela Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959283,473,3,2,49,34,djz9e25b9zuiu5rmv1zha3i6f,0,24,11.8,2022-11-27T12:06:48.115Z,2022-11-27T12:06:50Z,3928073115,56,Back,3928073155,233,399,3928073117,285,,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959291,399,7,2,49,34,7mk4va7b2p6tnv2xjxcgjy8h6,1,76,88.2,2022-11-27T12:06:48.116Z,2022-11-27T12:06:50Z,3928073147,56,Left,3928073151,233,473,3928073149,286,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959293,400,49,2,49,36,7mk4va7b2p6tnv2xjxcgjy8h6,1,76.1,99.2,2022-11-27T12:06:49.762Z,2022-11-27T12:06:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959297,401,50,2,49,37,7mk4va7b2p6tnv2xjxcgjy8h6,1,76.8,97.4,2022-11-27T12:06:50.929Z,2022-11-27T12:06:52Z,3928073219,233,474,3928073171,56,Left,3928073173,286,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959305,474,7,2,49,37,djz9e25b9zuiu5rmv1zha3i6f,1,23.2,2.6,2022-11-27T12:06:50.930Z,2022-11-27T12:06:55Z,3928073205,56,Back,3928073209,233,401,3928073273,167,,3928073207,285,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959303,402,43,2,49,38,7mk4va7b2p6tnv2xjxcgjy8h6,1,0,0,2022-11-27T12:06:51.888Z,2022-11-27T12:06:55Z,3928073201,56,Left,3928073311,144,61,,,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959363,403,5,2,49,39,7mk4va7b2p6tnv2xjxcgjy8h6,1,76.8,101.4,2022-11-27T12:06:53.029Z,2022-11-27T12:54:47Z,3928073517,233,475,3928073511,56,Left,3928073513,347,,,,,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959319,475,5,2,49,39,djz9e25b9zuiu5rmv1zha3i6f,0,23.2,-1.4,2022-11-27T12:06:53.029Z,2022-11-27T12:07:02Z,3928073523,233,403,3928073289,347,,3928073287,56,Back,,,,,,,,,,,,,,,,9742qffzdwiz9y3y7et40863t,Natalia Montilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959389,404,1,2,49,48,7mk4va7b2p6tnv2xjxcgjy8h6,0,76.2,100,2022-11-27T12:07:02.321Z,2022-11-27T12:07:18Z,3928073629,212,6.5,3928073621,107,,3928073623,56,Left,3928073887,189,,3928073631,213,4.7,3928073627,141,91.2,3928073625,140,76.1,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959373,476,43,2,49,51,djz9e25b9zuiu5rmv1zha3i6f,1,0,0,2022-11-27T12:07:04.787Z,2022-11-27T12:07:13Z,3928073791,144,49,,,,,,,,,,,,,,,,,,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959383,477,12,2,49,51,djz9e25b9zuiu5rmv1zha3i6f,1,26.3,10.2,2022-11-27T12:07:05.107Z,2022-11-27T12:07:16Z,3928073589,213,4.7,3928073839,233,405,3928073583,140,26.2,3928073581,56,Back,3928073587,212,2.7,3928073585,141,6.2,3928073837,397,,,,,1cfjcoum4z07r1p3uyy2p9x49,G. Asantewaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959391,405,74,2,49,51,7mk4va7b2p6tnv2xjxcgjy8h6,1,76,93.6,2022-11-27T12:07:05.108Z,2022-11-27T12:07:16Z,3928073737,285,,3928073835,397,,3928073843,233,477,3928073635,56,Left,,,,,,,,,,,,,cfmly5uuomypp4t0pibgtfazu,Carla Morera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959401,478,52,2,49,55,djz9e25b9zuiu5rmv1zha3i6f,1,4.1,45.8,2022-11-27T12:07:08.948Z,2022-11-27T12:07:09Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959485,479,1,2,50,12,djz9e25b9zuiu5rmv1zha3i6f,0,9.9,47.6,2022-11-27T12:07:25.652Z,2022-11-27T12:07:29Z,3928074275,189,,3928074175,199,,3928074177,56,Left,3928074181,141,100.0,3928074183,212,65.2,3928074187,1,,3928074179,140,61.7,3928074185,213,0.6,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959515,406,5,2,50,14,7mk4va7b2p6tnv2xjxcgjy8h6,1,38.7,-0.9,2022-11-27T12:07:27.695Z,2022-11-27T12:54:47Z,3928074387,233,480,3928074371,56,Back,3928074373,347,,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959489,480,5,2,50,14,djz9e25b9zuiu5rmv1zha3i6f,0,61.3,100.9,2022-11-27T12:07:27.695Z,2022-11-27T12:07:36Z,3928074205,347,,3928074203,56,Left,3928074391,233,406,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959549,407,1,2,50,26,7mk4va7b2p6tnv2xjxcgjy8h6,1,34,0,2022-11-27T12:07:39.632Z,2022-11-27T12:07:42Z,3928074567,1,,3928074557,56,Right,3928074555,107,,3928074565,213,0.2,3928074559,140,57.1,3928074561,141,6.4,3928074563,212,24.9,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959561,408,1,2,50,29,7mk4va7b2p6tnv2xjxcgjy8h6,1,57.1,6.4,2022-11-27T12:07:42.768Z,2022-11-27T12:07:45Z,3928074635,141,25.2,3928074633,140,57.1,3928074631,56,Center,3928074639,213,1.6,3928074637,212,12.8,3928074629,155,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959565,409,44,2,50,31,7mk4va7b2p6tnv2xjxcgjy8h6,1,57.8,27.9,2022-11-27T12:07:45.265Z,2022-11-27T12:07:46Z,3928074693,233,481,3928074657,286,,3928074655,56,Center,,,,,,,,,,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959569,481,44,2,50,31,djz9e25b9zuiu5rmv1zha3i6f,0,42.2,72.1,2022-11-27T12:07:45.266Z,2022-11-27T12:07:46Z,3928074701,233,409,3928074663,56,Back,3928074665,285,,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959571,410,1,2,50,32,7mk4va7b2p6tnv2xjxcgjy8h6,0,57.1,25.3,2022-11-27T12:07:45.568Z,2022-11-27T12:07:46Z,3928074673,141,26.8,3928074671,140,59.2,3928074667,3,,3928074675,212,2.4,3928074669,56,Center,3928074677,213,0.4,,,,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959577,482,61,2,50,33,djz9e25b9zuiu5rmv1zha3i6f,1,41.6,69.5,2022-11-27T12:07:46.547Z,2022-11-27T12:07:46Z,3928074705,56,Back,,,,,,,,,,,,,,,,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959589,411,1,2,50,33,7mk4va7b2p6tnv2xjxcgjy8h6,1,44.1,19.8,2022-11-27T12:07:47.024Z,2022-11-27T12:07:49Z,3928074763,56,Back,3928074769,212,13.6,3928074771,213,3.3,3928074765,140,31.3,3928074767,141,16.8,,,,,,,,,,a0g0ldiol9fzw09gk5i9e15w4,Miku Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959603,412,1,2,50,35,7mk4va7b2p6tnv2xjxcgjy8h6,0,31.3,17.1,2022-11-27T12:07:49.089Z,2022-11-27T12:07:51Z,3928074855,140,74.9,3928074857,141,25.0,3928074851,157,,3928074863,1,,3928074853,56,Center,3928074861,213,0.1,3928074859,212,46.1,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959623,483,1,2,50,38,djz9e25b9zuiu5rmv1zha3i6f,1,22.6,75.7,2022-11-27T12:07:51.828Z,2022-11-27T12:07:55Z,3928074965,212,18.1,3928074967,213,3.6,3928074957,3,,3928074961,140,6.8,3928074963,141,64.9,3928074959,56,Back,,,,,,,2dsgmfs9crnzz3425si3m9uj9,Dorine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959627,484,52,2,50,41,djz9e25b9zuiu5rmv1zha3i6f,1,6.8,64.9,2022-11-27T12:07:54.868Z,2022-11-27T12:07:55Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959659,485,80,2,50,48,djz9e25b9zuiu5rmv1zha3i6f,0,12.1,58.1,2022-11-27T12:08:01.876Z,2022-11-27T12:08:01Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959671,486,1,2,50,49,djz9e25b9zuiu5rmv1zha3i6f,1,12.1,58.1,2022-11-27T12:08:02.963Z,2022-11-27T12:08:04Z,3928075205,141,50.2,3928075203,140,26.8,3928075201,56,Back,3928075209,213,5.9,3928075207,212,16.3,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959703,487,1,2,50,50,djz9e25b9zuiu5rmv1zha3i6f,1,26.8,50.2,2022-11-27T12:08:04.292Z,2022-11-27T12:08:07Z,3928075367,212,15.4,3928075365,141,57.8,3928075369,213,2.8,3928075363,140,13.0,3928075361,56,Back,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959725,488,1,2,50,54,djz9e25b9zuiu5rmv1zha3i6f,1,14.5,58,2022-11-27T12:08:07.571Z,2022-11-27T12:08:10Z,3928075495,141,44.4,3928075491,140,16.0,3928075487,56,Back,3928075497,212,9.4,3928075503,213,4.9,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959747,489,1,2,50,56,djz9e25b9zuiu5rmv1zha3i6f,1,16,44.4,2022-11-27T12:08:10.036Z,2022-11-27T12:08:13Z,3928075599,141,57.8,3928075603,213,1.9,3928075601,212,9.7,3928075597,140,12.9,3928075595,56,Back,,,,,,,,,,1nhju64j5loikn6t0j9m6au39,Leles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959765,490,1,2,51,0,djz9e25b9zuiu5rmv1zha3i6f,1,15.2,61.8,2022-11-27T12:08:13.781Z,2022-11-27T12:08:18Z,3928075729,141,81.3,3928075723,155,,3928075731,212,41.7,3928075733,213,0.3,3928075727,140,52.9,3928075735,1,,3928075725,56,Left,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959771,491,44,2,51,4,djz9e25b9zuiu5rmv1zha3i6f,1,53.6,83,2022-11-27T12:08:18.080Z,2022-11-27T12:08:18Z,3928075759,286,,3928075767,233,413,3928075757,56,Left,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959769,413,44,2,51,4,7mk4va7b2p6tnv2xjxcgjy8h6,0,46.4,17,2022-11-27T12:08:18.081Z,2022-11-27T12:08:19Z,3928075751,56,Back,3928075753,285,,3928075771,233,491,,,,,,,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959777,492,1,2,51,4,djz9e25b9zuiu5rmv1zha3i6f,0,52.9,81.3,2022-11-27T12:08:18.308Z,2022-11-27T12:08:21Z,3928075837,213,0.6,3928075827,168,,3928075825,3,,3928075835,212,15.6,3928075829,56,Left,3928075831,140,65.4,3928075833,141,93.8,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959779,414,49,2,51,7,7mk4va7b2p6tnv2xjxcgjy8h6,1,29.7,6.7,2022-11-27T12:08:20.994Z,2022-11-27T12:08:21Z,,,,,,,,,,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959797,415,1,2,51,7,7mk4va7b2p6tnv2xjxcgjy8h6,1,29.6,6.7,2022-11-27T12:08:21.504Z,2022-11-27T12:08:23Z,3928075915,212,9.8,3928075913,141,12.6,3928075911,140,38.1,3928075917,213,0.4,3928075909,56,Back,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959807,416,1,2,51,9,7mk4va7b2p6tnv2xjxcgjy8h6,1,41,12.2,2022-11-27T12:08:23.312Z,2022-11-27T12:08:25Z,3928075987,213,5.9,3928075979,56,Right,3928075985,212,14.7,3928075981,140,53.9,3928075983,141,3.8,,,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959827,417,1,2,51,11,7mk4va7b2p6tnv2xjxcgjy8h6,0,47.8,4.1,2022-11-27T12:08:25.392Z,2022-11-27T12:08:39Z,3928076079,141,3.7,3928076113,233,493,3928076111,236,,3928076075,56,Back,3928076117,286,,3928076077,140,41.2,3928076083,213,3.2,3928076081,212,6.9,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959831,493,74,2,51,11,djz9e25b9zuiu5rmv1zha3i6f,1,59.6,97.8,2022-11-27T12:08:25.393Z,2022-11-27T12:08:39Z,3928076095,56,Left,3928076405,233,417,3928076375,285,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959907,418,5,2,51,14,7mk4va7b2p6tnv2xjxcgjy8h6,1,44,-1.6,2022-11-27T12:08:28.501Z,2022-11-27T12:08:42Z,3928076529,347,,3928076527,56,Back,3928076535,233,494,,,,,,,,,,,,,,,,2j37sn6v53zhgz2hf1q33gzdg,Sanadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959841,494,5,2,51,14,djz9e25b9zuiu5rmv1zha3i6f,0,56,101.6,2022-11-27T12:08:28.501Z,2022-11-27T12:54:47Z,3928076539,233,418,3928076163,56,Left,3928076165,347,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,R. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959941,419,1,2,51,29,7mk4va7b2p6tnv2xjxcgjy8h6,1,51.8,0,2022-11-27T12:08:42.544Z,2022-11-27T12:08:46Z,3928076667,140,60.0,3928076665,56,Right,3928076671,212,9.1,3928076673,213,0.3,3928076669,141,2.9,3928076663,107,,,,,,,,1dfho5ul0u10h5m7cmtmj5x7u,Cristina Auñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959943,420,1,2,51,32,7mk4va7b2p6tnv2xjxcgjy8h6,0,63.5,4,2022-11-27T12:08:46.273Z,2022-11-27T12:08:48Z,3928076685,140,86.5,3928076687,141,50.1,3928076681,157,,3928076683,56,Center,3928076689,212,39.6,3928076693,1,,3928076691,213,0.9,,,,61ho0mi13ewpotj5udjt7mz2s,Sara Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959955,495,52,2,51,36,djz9e25b9zuiu5rmv1zha3i6f,1,14.1,49.3,2022-11-27T12:08:49.828Z,2022-11-27T12:08:49Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487959969,496,80,2,51,38,djz9e25b9zuiu5rmv1zha3i6f,0,15.6,49.2,2022-11-27T12:08:51.827Z,2022-11-27T12:08:51Z,,,,,,,,,,,,,,,,,,,,,,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960041,497,1,2,51,45,djz9e25b9zuiu5rmv1zha3i6f,0,23.5,56.6,2022-11-27T12:08:59.460Z,2022-11-27T12:18:15Z,3928077195,56,Center,3928077201,212,45.7,3928077203,213,0.2,3928077197,140,65.8,3928077193,155,,3928077205,1,,3928077199,141,72.3,,,,hf67c0ip1chljjy1udsjpt2i,Malena Mieres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960039,421,44,2,51,49,7mk4va7b2p6tnv2xjxcgjy8h6,1,32.2,25.9,2022-11-27T12:09:03.024Z,2022-11-27T12:09:04Z,3928077249,233,498,3928077189,285,,3928077187,56,Back,,,,,,,,,,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960045,498,44,2,51,49,djz9e25b9zuiu5rmv1zha3i6f,0,67.8,74.1,2022-11-27T12:09:03.025Z,2022-11-27T12:09:04Z,3928077267,233,421,3928077223,286,,3928077221,56,Center,,,,,,,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960043,422,1,2,51,49,7mk4va7b2p6tnv2xjxcgjy8h6,0,28.6,22.5,2022-11-27T12:09:03.296Z,2022-11-27T12:09:03Z,3928077219,213,0.0,3928077217,212,6.1,3928077209,3,,3928077215,141,22.5,3928077213,140,34.4,3928077211,56,Back,,,,,,,d2at1haixfnekibqj89y4nxed,O. Ohale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960053,499,61,2,51,50,djz9e25b9zuiu5rmv1zha3i6f,1,65.8,72.3,2022-11-27T12:09:04.420Z,2022-11-27T12:09:04Z,3928077265,56,Center,,,,,,,,,,,,,,,,,,,,,,3z91j68ij26ar4vifyqyp34k,Carmen Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960055,423,49,2,51,51,7mk4va7b2p6tnv2xjxcgjy8h6,1,32.7,30.4,2022-11-27T12:09:04.768Z,2022-11-27T12:09:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960107,424,1,2,51,54,7mk4va7b2p6tnv2xjxcgjy8h6,1,36,21.8,2022-11-27T12:09:07.728Z,2022-11-27T12:09:11Z,3928077499,213,2.5,3928077491,56,Back,3928077493,140,19.9,3928077497,212,20.9,3928077495,141,39.8,,,,,,,,,,6lruud03b1so5uyjduuthtuj9,Miriam Diéguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960145,425,1,2,51,57,7mk4va7b2p6tnv2xjxcgjy8h6,1,18.8,47.5,2022-11-27T12:09:11.200Z,2022-11-27T12:09:15Z,3928077667,140,8.1,3928077665,56,Back,3928077673,213,2.9,3928077671,212,11.6,3928077669,141,51.9,,,,,,,,,,8vwiezkux2gxs99ziy7x69fu2,Elba Vergés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960149,426,1,2,52,0,7mk4va7b2p6tnv2xjxcgjy8h6,0,5.7,49.9,2022-11-27T12:09:14.281Z,2022-11-27T12:09:18Z,3928077695,157,,3928077707,1,,3928077699,140,41.5,3928077705,213,6.0,3928077697,56,Back,3928077701,141,31.5,3928077703,212,39.6,,,,1bvbnq69gxx0nciovzzf6o8dm,Patricia Larqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960153,500,49,2,52,3,djz9e25b9zuiu5rmv1zha3i6f,1,61.8,68.3,2022-11-27T12:09:17.188Z,2022-11-27T12:09:17Z,,,,,,,,,,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487960177,501,50,2,52,6,djz9e25b9zuiu5rmv1zha3i6f,1,69.2,54.4,2022-11-27T12:09:20.195Z,2022-11-27T12:09:24Z,3928077807,56,Center,3928077809,286,,3928077945,233,427,,,,,,,,,,,,,,,,4ngzyppqh4iaqqy0vrynwz66s,Violeta García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
