id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2526264501,1,34,16,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-01T04:45:28.124Z,2023-04-01T06:11:56Z,4151158743,194,cm1x3wpag38ievovx1azsp9lh,4151158745,197,5039,4151158737,59,"27, 5, 17, 37, 4, 44, 26, 35, 9, 39, 15, 3, 16, 22, 28, 29, 33, 41",4151158739,130,4,4151158747,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151158741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151158735,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4151158733,30,"eu0wama1jzd9er063es4p3b9x, 1vodims2kc52x1ew6acbj0wr9, 5rqe1mdhd56mpjkas654hby3u, 8k94yjnb64nf994hbmpaiieol, 406wrekzsvvqqo9jgv2lk1d5, cxmuf2ztbfbfw5p2fmr7uzbvt, 49pimptme99yiya9m9idpa1d6, 2otou563dkse1ojis549sw1rd, cm1x3wpag38ievovx1azsp9lh, 1zckxb4ugqeuc50tggo5cohyh, 3o1ca5xdl2d20r1cwx3r548gl, 6w26g83j8eztacwrfa4ilvh05, 489o5ixewcy1xkpvqaxrbwgyd, elwh2hvzlbju52obpqmh39vxl, evr7sx84cls1ngo2fdloflcoa, 8mmr7rl5w3nfvs9304pbrfpjo, anzbyfw36kbait6hvlzornuok, cam8s80ouxcw7900f0qiwoacq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526269499,1,34,16,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-04-01T05:13:19.451Z,2023-04-01T05:15:34Z,4151183305,130,8,4151183311,197,5061,4151183303,59,"71, 27, 49, 5, 2, 30, 24, 6, 10, 44, 29, 4, 18, 23, 32, 35, 41, 9",4151183299,30,"9r2zywyi1254rds8d2h4ne0ru, 6ety665au3tex2kv0cslxxgd0, 7zri7nh5xi24s16qsyjb7q6fo, egr1qg67z829bjgvwi8508yy, b2ud6d4vrv31bb5l00jzcogoa, cvid25qdznmh1j1lyto6dp695, cpr3syuxxldolgb1a5exxvug9, 60wqpvcqw404cqqw11nejmvo5, b68uhpy97bj96uyshxaqdsr9, 6ll3swg4tj5f8mw4k996adz2t, ddf07flibb0j2s97fwmnuau3t, 5pdp2jtcguno7n8wxy53bfsgl, ey5f9ve8nitrasavs98v01coa, eho6q5j8oz6hw3tffv8p0erdg, 4td7pzgggkj7v70bux2wl6l90, 5pgua1i009fqvqfshy4ncgnv9, 6pjif1rwpdftfj1dfee9l5xm2, ei6bl9rnpy19fhgc649rz6rqh",4151183313,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151183307,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151183301,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4151183309,194,9r2zywyi1254rds8d2h4ne0ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280899,2,32,1,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-01T06:04:32.756Z,2023-04-01T06:04:35Z,4151244823,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280895,2,32,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-04-01T06:04:32.756Z,2023-04-01T06:04:32Z,4151244803,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280925,3,1,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,50,50,2023-04-01T06:04:32.856Z,2023-04-01T06:04:38Z,4151244947,279,S,4151244941,141,34.6,4151244945,213,3.7,4151244943,212,20.8,4151244939,140,32.9,4151244937,56,Back,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280955,4,1,1,0,6,27o8mdqno6jslcjb709sxjwyy,0,35.2,28.5,2023-04-01T06:04:38.794Z,2023-04-01T06:04:43Z,4151245061,56,Right,4151245067,212,71.0,4151245071,1,,4151245069,213,6.1,4151245065,141,5.3,4151245063,140,100.0,4151245059,155,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280959,3,5,1,0,10,e90fnsgtnamze3yssxpg392eb,1,-1.4,94.4,2023-04-01T06:04:43.590Z,2023-04-01T06:05:44Z,4151245097,233,5,4151245087,346,,4151245085,56,Back,,,,,,,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280961,5,5,1,0,10,27o8mdqno6jslcjb709sxjwyy,0,101.4,5.6,2023-04-01T06:04:43.590Z,2023-04-01T06:04:44Z,4151245091,346,,4151245105,233,3,4151245089,56,Right,,,,,,,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281035,4,1,1,0,19,e90fnsgtnamze3yssxpg392eb,1,5,53.3,2023-04-01T06:04:52.246Z,2023-04-01T06:04:56Z,4151245419,124,,4151245433,237,,4151245423,140,5.2,4151245429,213,4.7,4151245421,56,Back,4151245427,212,20.2,4151245425,141,23.6,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281057,5,1,1,0,23,e90fnsgtnamze3yssxpg392eb,0,16.7,14.3,2023-04-01T06:04:56.647Z,2023-04-01T06:05:00Z,4151245509,213,0.2,4151245499,155,,4151245507,212,47.9,4151245501,56,Center,4151245511,1,,4151245503,140,61.1,4151245505,141,30.4,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281075,6,61,1,0,27,27o8mdqno6jslcjb709sxjwyy,1,40.4,72.1,2023-04-01T06:05:00.114Z,2023-04-01T06:05:00Z,4151245571,56,Back,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281077,7,49,1,0,29,27o8mdqno6jslcjb709sxjwyy,1,36.3,79.3,2023-04-01T06:05:01.834Z,2023-04-01T06:05:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7zri7nh5xi24s16qsyjb7q6fo,K. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
