id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2514825453,1,34,16,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-04T03:17:43.478Z,2023-03-04T03:20:15Z,4069768811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069768809,130,4,4069768805,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069768815,197,5040,4069768807,59,"1, 13, 5, 8, 4, 3, 14, 10, 33, 41, 23, 6, 16, 17, 20, 27, 30, 99",4069768803,30,"8psi8rr64yq7ovzua6ekiznpx, 5olu4s7w7nn9wy1219grd6z8p, 55plbq48ahcbaz5maex325nv8, dmg39rv08bjlkilby5aycpsve, 5rlqthybpl2knkqybspx2cjpx, awckr8ajqo4vstzghb59rkwkp, 1zajsokdkegr6kia745i27omi, 520gf81j9admw2zeib75x3v11, 3h1911weob775j3n3r77gjlrd, 3o2up44nguwivaltm6d2hdhw5, gseaoyujse4xe4xwhlsq6sq1, edb7mugbc0u6ke0rk67po87o5, e8vzy09iw6420p567rmrcj3vu, 1m492fb1pd8amxhgextvoonsa, 2ingh41ma0grign63tygcgaok, 1h7fvauzlamj44picr31usjys, asr6wzzjgymajee0mth8rbvt, 88d8c6vvmo62h0lnbbo1t9i39",4069768813,194,dmg39rv08bjlkilby5aycpsve,4069768817,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514825507,1,34,16,0,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-03-04T03:18:01.962Z,2023-03-04T04:05:32Z,4069769115,197,5056,4069769105,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4069769111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069769109,130,19,4069769117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069769113,194,8alc0ohhvwzzpv25jxnicfmqd,4069769107,59,"1, 3, 26, 22, 4, 2, 88, 20, 18, 17, 11, 6, 7, 9, 10, 13, 23, 44",4069769103,30,"5ai6500e7oug5v5hybnkfzh7t, 3tx6890pt4hfaz45foj1nhey1, 9w0brh9x5ez6yoiinh50g6y5m, 8alc0ohhvwzzpv25jxnicfmqd, 1acnyk8g437ayer0m4e1331pm, etsgyfejyka71co7e2xeq6r55, docsi872whx44eedrczqua385, ec0zzrcibmg2r6apg8a0c81cl, 4o71xxq6qdkhug58a073fxega, 7skv5ydauf4i86hywekivt7je, 2rdx221tb304urcypk3y5nkk5, 63x2f9goh9q2g6ql4r0ll4w5x, 978z8ejc2jneguyb6yq430g5x, dsf12u0bjuxj3n0s4cvt8b9t6, 2lwcix6j3nphfos61pidoxuj9, 3mqvpqnv1yixpclmxsvqfoxec, aua94lt20qwged96rn4hzz3rp, 8d1sjb0uxmgz8945khj6ovmqd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831169,2,32,1,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-03-04T04:03:44.335Z,2023-03-08T00:56:24Z,4069798489,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831163,2,32,1,0,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-03-04T04:03:44.335Z,2023-03-04T04:03:44Z,4069798459,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831185,3,1,1,0,0,83d6z6wvkzs3dx9oy3mftixow,1,49.9,49.9,2023-03-04T04:03:44.513Z,2023-03-04T04:03:51Z,4069798601,212,28.8,4069798597,140,29.9,4069798605,279,S,4069798595,56,Back,4069798603,213,3.9,4069798599,141,20.9,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831207,4,1,1,0,6,83d6z6wvkzs3dx9oy3mftixow,0,30.2,19.4,2023-03-04T04:03:51.132Z,2023-03-04T04:07:47Z,4069798705,1,,4069798693,56,Right,4069798697,141,4.0,4069798691,155,,4069798699,212,37.8,4069798703,213,6.0,4069798695,140,64.8,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831191,3,44,1,0,7,5pol481515zvirmk6t00kerbc,1,34.7,95,2023-03-04T04:03:51.937Z,2023-03-04T04:03:56Z,4069798623,56,Back,4069798741,233,5,4069798625,285,,,,,,,,,,,,,,,,,55plbq48ahcbaz5maex325nv8,A. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831213,5,44,1,0,7,83d6z6wvkzs3dx9oy3mftixow,0,65.3,5,2023-03-04T04:03:51.938Z,2023-03-04T05:09:24Z,4069798745,233,3,4069798733,56,Right,4069798735,286,,,,,,,,,,,,,,,,,7skv5ydauf4i86hywekivt7je,Y. Ohashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831199,4,1,1,0,7,5pol481515zvirmk6t00kerbc,0,34.1,94.1,2023-03-04T04:03:52.049Z,2023-03-04T04:03:52Z,4069798645,140,44.2,4069798641,3,,4069798649,212,10.6,4069798647,141,93.0,4069798643,56,Back,4069798651,213,6.2,,,,,,,55plbq48ahcbaz5maex325nv8,A. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514831217,6,4,1,0,11,83d6z6wvkzs3dx9oy3mftixow,1,55.4,5.7,2023-03-04T04:03:55.568Z,2023-03-04T04:03:58Z,4069798783,233,5,4069798759,265,,4069798757,152,,4069798761,286,,4069798753,13,,4069798755,56,Right,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
