id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2518955667,7,1,1,0,16,9s2g5k3dlmfii452t8edaeozh,0,43,74.1,2023-03-12T06:03:24.614Z,2023-03-12T06:06:04Z,4091625603,141,73.8,4091625599,56,Center,4091625607,213,6.3,4091625609,1,,4091625601,140,79.4,4091629429,155,,4091625605,212,38.2,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955679,5,49,1,0,18,ydlnn8jofdkseegh42az3fpt,1,9.8,14,2023-03-12T06:03:26.836Z,2023-03-12T06:03:26Z,,,,,,,,,,,,,,,,,,,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955685,6,1,1,0,18,ydlnn8jofdkseegh42az3fpt,0,9.8,14,2023-03-12T06:03:27.204Z,2023-03-12T06:03:27Z,4091625669,140,20.3,4091625673,212,11.3,4091625671,141,10.6,4091625667,56,Back,4091625675,213,6.1,,,,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955693,8,61,1,0,20,9s2g5k3dlmfii452t8edaeozh,1,77.5,88,2023-03-12T06:03:28.930Z,2023-03-12T06:03:29Z,4091625709,56,Left,,,,,,,,,,,,,,,,,,,,,,aa1f06qx3epbsge6s4ayd1e22,T. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955715,7,1,1,0,21,ydlnn8jofdkseegh42az3fpt,1,17.5,19.8,2023-03-12T06:03:29.427Z,2023-03-12T06:03:32Z,4091625773,141,42.7,4091625769,56,Back,4091625775,212,21.3,4091625777,213,2.3,4091625771,140,3.6,,,,,,,,,,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955717,8,1,1,0,23,ydlnn8jofdkseegh42az3fpt,0,3.6,42.7,2023-03-12T06:03:32.068Z,2023-03-12T06:03:33Z,4091625791,213,0.1,4091625793,1,,4091625787,141,47.0,4091625783,56,Back,4091625781,157,,4091625789,212,41.1,4091625785,140,42.6,,,,bpzxb7f450i503nsl4wj1xk2x,T. Nagaishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955723,9,49,1,0,25,9s2g5k3dlmfii452t8edaeozh,1,60.5,52.7,2023-03-12T06:03:33.676Z,2023-03-12T06:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,7xvwcat6dce9y9obgc8e2s1k9,K. Tsunemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955727,10,1,1,0,25,9s2g5k3dlmfii452t8edaeozh,0,60.5,52.7,2023-03-12T06:03:34.140Z,2023-03-12T06:03:35Z,4091625843,141,55.2,4091625839,56,Center,4091625837,157,,4091625849,213,0.1,4091625841,140,73.9,4091625853,1,,4091625845,212,14.2,,,,7xvwcat6dce9y9obgc8e2s1k9,K. Tsunemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955757,9,1,1,0,28,ydlnn8jofdkseegh42az3fpt,0,29.5,52.4,2023-03-12T06:03:36.372Z,2023-03-12T06:03:39Z,4091625951,212,21.2,4091625953,213,6.0,4091625945,56,Back,4091625941,3,,4091625949,141,44.3,4091625947,140,49.0,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955777,11,1,1,0,32,9s2g5k3dlmfii452t8edaeozh,0,48.3,58.4,2023-03-12T06:03:41.227Z,2023-03-12T06:07:24Z,4091626037,3,,4091626039,56,Center,4091626045,141,59.3,4091626041,140,53.3,4091626049,213,0.1,4091626047,212,5.3,,,,,,,21urhapqadraths78se3rh0ph,G. Shōji,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955775,10,44,1,0,33,ydlnn8jofdkseegh42az3fpt,1,43.2,38.7,2023-03-12T06:03:41.987Z,2023-03-12T06:03:44Z,4091626031,56,Back,4091626033,285,,4091626059,233,12,,,,,,,,,,,,,,,,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955779,12,44,1,0,33,9s2g5k3dlmfii452t8edaeozh,0,56.8,61.3,2023-03-12T06:03:41.988Z,2023-03-12T06:03:44Z,4091626053,56,Center,4091626055,286,,4091626085,233,10,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955783,11,1,1,0,34,ydlnn8jofdkseegh42az3fpt,1,39.7,36.6,2023-03-12T06:03:42.675Z,2023-03-12T06:03:44Z,4091626067,3,,4091626069,56,Back,4091626073,141,32.7,4091626071,140,45.0,4091626077,213,5.8,4091626075,212,6.2,,,,,,,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955789,12,49,1,0,36,ydlnn8jofdkseegh42az3fpt,1,45,32.7,2023-03-12T06:03:44.644Z,2023-03-12T06:03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,93daey7ftdnw8cpsdzkmtamdx,T. Kanamori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955807,13,43,1,0,39,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-12T06:03:47.635Z,2023-03-12T06:03:58Z,4091626159,56,Center,4091626167,233,13,4091626161,286,0,4091626343,144,3,,,,,,,,,,,,,93daey7ftdnw8cpsdzkmtamdx,T. Kanamori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955805,13,43,1,0,39,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-03-12T06:03:47.635Z,2023-03-12T06:04:57Z,4091626151,56,Back,4091626153,285,0,4091627735,144,45,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955813,14,43,1,0,40,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-12T06:03:48.644Z,2023-03-12T06:04:01Z,4091626201,212,14.0,4091626419,144,1,4091626203,213,0.3,4091626195,56,Center,4091626199,141,70.6,4091626197,140,73.0,,,,,,,93daey7ftdnw8cpsdzkmtamdx,T. Kanamori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955823,15,4,1,0,44,ydlnn8jofdkseegh42az3fpt,1,63.7,70,2023-03-12T06:03:53.034Z,2023-03-12T06:03:54Z,4091626255,265,,4091626251,56,Center,4091626257,286,,4091626267,233,14,4091626249,13,,4091626253,152,,,,,,,,93daey7ftdnw8cpsdzkmtamdx,T. Kanamori,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955821,14,4,1,0,44,9s2g5k3dlmfii452t8edaeozh,0,36.3,30,2023-03-12T06:03:53.035Z,2023-03-12T06:03:55Z,4091626277,233,15,4091626247,285,,4091626239,56,Back,4091626243,152,,4091626237,13,,4091626245,265,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956039,16,1,1,1,20,ydlnn8jofdkseegh42az3fpt,0,60.3,63.1,2023-03-12T06:04:28.388Z,2023-03-12T06:10:21Z,4091627273,152,,4091627269,5,,4091627285,1,,4091627281,212,35.4,4091627277,140,88.0,4091627279,141,33.3,4091627271,155,,4091627275,56,Center,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,4091627283,213,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
2518956047,15,12,1,1,23,9s2g5k3dlmfii452t8edaeozh,1,8.5,72.7,2023-03-12T06:04:31.709Z,2023-03-12T06:04:34Z,4091627313,56,Back,4091627341,167,,4091627323,15,,4091627317,141,93.9,4091627319,212,17.6,4091627321,213,2.2,4091627315,140,0.0,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956055,17,56,1,1,23,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-12T06:04:31.797Z,2023-03-12T06:04:51Z,4091627355,56,Right,,,,,,,,,,,,,,,,,,,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956051,16,6,1,1,23,9s2g5k3dlmfii452t8edaeozh,0,0,86.9,2023-03-12T06:04:32.276Z,2023-03-16T15:40:40Z,4091627337,56,Back,4091627339,73,,4091627413,233,18,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956073,18,6,1,1,23,ydlnn8jofdkseegh42az3fpt,1,100,13.1,2023-03-12T06:04:32.276Z,2023-03-12T06:04:46Z,4091627397,75,,4091627395,56,Right,4091627407,233,16,,,,,,,,,,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956195,19,1,1,2,2,ydlnn8jofdkseegh42az3fpt,0,99.5,0.4,2023-03-12T06:05:11.012Z,2023-03-16T15:40:35Z,4091628045,224,,4091628047,56,Center,4091628041,6,,4091628049,140,88.5,4091628043,155,,4091628039,2,,4091628053,212,40.7,4100817093,20,,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,4091628057,1,,4091628051,141,57.8,4091628055,213,1.9,,,,,,,,,,,,,,,,,,,
2518956203,17,12,1,2,6,9s2g5k3dlmfii452t8edaeozh,1,9.9,39.5,2023-03-12T06:05:14.699Z,2023-03-12T06:05:16Z,4091628085,140,9.8,4091628105,167,,4091628091,213,4.7,4091628083,56,Back,4091628087,141,0.0,4091628089,212,28.0,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956207,18,5,1,2,7,9s2g5k3dlmfii452t8edaeozh,0,11.6,-1.7,2023-03-12T06:05:15.459Z,2023-03-12T06:05:19Z,4091628097,56,Back,4091628165,233,20,4091628099,347,,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956219,20,5,1,2,7,ydlnn8jofdkseegh42az3fpt,1,88.4,101.7,2023-03-12T06:05:15.459Z,2023-03-12T06:06:09Z,4091628137,347,,4091628155,233,18,4091628135,56,Left,,,,,,,,,,,,,,,,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956303,21,1,1,2,20,ydlnn8jofdkseegh42az3fpt,0,86.6,100,2023-03-12T06:05:29.190Z,2023-03-12T06:05:30Z,4091628481,140,93.2,4091628487,213,5.1,4091628485,212,17.0,4091628483,141,78.8,4091628477,107,,4091628479,56,Center,,,,,,,4ls5lzyiwwab2l2ou5an46ew9,I. Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956305,19,8,1,2,22,9s2g5k3dlmfii452t8edaeozh,1,7.9,16.5,2023-03-12T06:05:30.922Z,2023-03-16T15:41:03Z,4091628493,56,Back,4091639899,15,,4100817309,385,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956339,22,1,1,2,24,ydlnn8jofdkseegh42az3fpt,1,90.7,92.4,2023-03-12T06:05:32.356Z,2023-03-12T06:05:35Z,4091628645,56,Center,4091628651,212,13.9,4091628653,213,4.8,4091628649,141,72.0,4091628643,3,,4091628647,140,91.2,,,,,,,4ls5lzyiwwab2l2ou5an46ew9,I. Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956341,23,61,1,2,27,ydlnn8jofdkseegh42az3fpt,0,91.2,71.4,2023-03-12T06:05:35.684Z,2023-03-12T06:05:36Z,4091628657,56,Center,,,,,,,,,,,,,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956349,20,52,1,2,29,9s2g5k3dlmfii452t8edaeozh,1,3,38.3,2023-03-12T06:05:37.482Z,2023-03-16T15:41:15Z,4100817437,376,,,,,,,,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956449,21,1,1,2,45,9s2g5k3dlmfii452t8edaeozh,0,15.7,44.3,2023-03-12T06:05:53.611Z,2023-03-12T06:05:58Z,4091629221,213,0.0,4091629223,1,,4091629215,140,68.3,4091629217,141,47.0,4091629213,56,Center,4091629219,212,55.3,4091629211,199,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956451,24,43,1,2,49,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-12T06:05:57.811Z,2023-03-12T06:06:11Z,4091629227,285,0,4091629615,144,44,4091629225,56,Back,,,,,,,,,,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956453,25,1,1,2,50,ydlnn8jofdkseegh42az3fpt,0,34.5,60.3,2023-03-12T06:05:58.372Z,2023-03-12T06:05:59Z,4091629237,140,46.6,4091629239,141,55.5,4091629243,213,6.0,4091629235,56,Back,4091629233,3,,4091629241,212,13.1,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956471,22,1,1,2,52,9s2g5k3dlmfii452t8edaeozh,1,54.9,43.1,2023-03-12T06:06:00.569Z,2023-03-12T06:12:40Z,4091629351,213,1.4,4091629343,56,Left,4091629345,140,60.5,4091642271,157,,4091629347,141,85.6,4091629349,212,29.5,4091642275,1,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956495,23,1,1,2,54,9s2g5k3dlmfii452t8edaeozh,0,60.5,85.6,2023-03-12T06:06:02.731Z,2023-03-16T15:43:25Z,4100818415,157,,4091629483,141,49.7,4091629479,56,Center,4091629481,140,98.1,4091629489,1,,4091629487,213,5.7,4091629485,212,46.4,,,,aa1f06qx3epbsge6s4ayd1e22,T. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956507,26,52,1,2,59,ydlnn8jofdkseegh42az3fpt,1,1.4,50.3,2023-03-12T06:06:08.116Z,2023-03-16T15:42:57Z,4100818221,378,,,,,,,,,,,,,,,,,,,,,,,bpzxb7f450i503nsl4wj1xk2x,T. Nagaishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956565,27,1,1,3,8,ydlnn8jofdkseegh42az3fpt,1,14.6,45.7,2023-03-12T06:06:17.125Z,2023-03-12T06:06:20Z,4091629797,1,,4091629791,141,95.9,4091629789,140,65.6,4091629787,56,Left,4091629795,213,0.6,4091629785,199,,4091629793,212,63.5,,,,bpzxb7f450i503nsl4wj1xk2x,T. Nagaishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956595,28,1,1,3,12,ydlnn8jofdkseegh42az3fpt,1,65.6,95.9,2023-03-12T06:06:20.773Z,2023-03-12T06:06:24Z,4091629919,141,88.6,4091629913,3,,4091629917,140,74.0,4091629923,213,5.8,4091629921,212,10.1,4091629915,56,Left,,,,,,,4ls5lzyiwwab2l2ou5an46ew9,I. Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956605,29,1,1,3,14,ydlnn8jofdkseegh42az3fpt,0,74,88.6,2023-03-12T06:06:23.165Z,2023-03-12T06:07:02Z,4091629981,141,81.4,4091629983,212,7.8,4091629975,168,,4091629985,213,5.6,4091629977,56,Left,4091629973,3,,4091629979,140,79.8,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956603,24,1,1,3,15,9s2g5k3dlmfii452t8edaeozh,1,25,21.6,2023-03-12T06:06:24.106Z,2023-03-12T06:06:25Z,4091629967,212,9.4,4091629969,213,6.2,4091629961,56,Back,4091629965,141,20.0,4091629963,140,33.9,4091629959,3,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956609,25,49,1,3,16,9s2g5k3dlmfii452t8edaeozh,1,33.9,20,2023-03-12T06:06:25.163Z,2023-03-12T06:06:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956615,26,1,1,3,16,9s2g5k3dlmfii452t8edaeozh,1,33.9,20,2023-03-12T06:06:25.291Z,2023-03-12T06:06:26Z,4091630003,56,Back,4091630011,213,4.2,4091630005,140,29.6,4091630009,212,10.0,4091630007,141,6.8,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956621,27,1,1,3,17,9s2g5k3dlmfii452t8edaeozh,1,27.2,7,2023-03-12T06:06:26.331Z,2023-03-12T06:06:27Z,4091630045,213,0.0,4091630041,141,7.6,4091630039,140,38.4,4091630043,212,11.8,4091630037,56,Back,,,,,,,,,,7xvwcat6dce9y9obgc8e2s1k9,K. Tsunemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956623,28,1,1,3,18,9s2g5k3dlmfii452t8edaeozh,1,38.5,7.6,2023-03-12T06:06:27.130Z,2023-03-12T06:06:27Z,4091630061,212,7.9,4091630085,156,,4091630065,213,1.8,4091630055,56,Back,4091630057,140,36.6,4091630059,141,18.9,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956677,29,3,1,3,20,9s2g5k3dlmfii452t8edaeozh,1,33.8,23.2,2023-03-12T06:06:28.458Z,2023-03-16T15:44:32Z,4100819019,465,,4091630265,56,Back,4091630277,233,31,4091630267,286,,,,,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956649,31,45,1,3,20,ydlnn8jofdkseegh42az3fpt,0,66.2,76.8,2023-03-12T06:06:28.458Z,2023-03-12T06:06:36Z,4091630285,285,,4091630281,233,29,4091630173,56,Center,,,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956637,30,43,1,3,21,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-12T06:06:29.700Z,2023-03-12T06:06:34Z,4091630259,144,61,4091630129,56,Center,,,,,,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956679,30,50,1,3,26,9s2g5k3dlmfii452t8edaeozh,1,72.8,9,2023-03-12T06:06:35.179Z,2023-03-12T06:06:40Z,4091630269,56,Right,4091630375,233,32,4091630271,286,,,,,,,,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
