id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2521281561,4,12,1,0,11,92br3632xgmc25jvr0jesfvl6,1,4.2,92.6,2023-03-18T06:04:09.424Z,2023-03-18T06:04:11Z,4103963737,233,7,4103963691,185,,4103963693,56,Back,,,,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281577,5,5,1,0,12,92br3632xgmc25jvr0jesfvl6,0,5.2,101.4,2023-03-18T06:04:10.813Z,2023-03-18T06:11:35Z,4103963779,233,8,4103963765,56,Back,4103963767,347,,,,,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281579,8,5,1,0,12,1f3ehp8p9yi8reamghry4p76t,1,94.8,-1.4,2023-03-18T06:04:10.813Z,2023-03-18T06:04:12Z,4103963771,347,,4103963769,56,Right,4103963775,233,5,,,,,,,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281631,9,1,1,0,20,1f3ehp8p9yi8reamghry4p76t,1,94.9,0,2023-03-18T06:04:19.261Z,2023-03-18T06:04:20Z,4103963989,141,4.6,4103963993,213,1.3,4103963983,107,,4103963987,140,95.8,4103963991,212,4.2,4103963985,56,Right,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281641,10,1,1,0,21,1f3ehp8p9yi8reamghry4p76t,1,95.8,4.6,2023-03-18T06:04:20.156Z,2023-03-18T06:04:21Z,4103964049,213,4.1,4103964041,56,Right,4103964045,141,0.5,4103964053,156,,4103964047,212,3.5,4103964043,140,93.8,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281677,11,1,1,0,26,1f3ehp8p9yi8reamghry4p76t,1,89.5,3.5,2023-03-18T06:04:24.973Z,2023-03-18T06:04:27Z,4103964209,212,15.3,4103964211,213,1.0,4103964205,140,97.9,4103964207,141,21.9,4103964203,56,Center,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281681,12,1,1,0,29,1f3ehp8p9yi8reamghry4p76t,0,98,23.6,2023-03-18T06:04:27.677Z,2023-03-18T06:08:42Z,4103964225,212,20.2,4103964223,141,52.4,4103964219,56,Center,4103964227,213,1.8,4103964221,140,93.4,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281695,6,12,1,0,30,92br3632xgmc25jvr0jesfvl6,1,9.1,49.1,2023-03-18T06:04:29.091Z,2023-03-18T06:04:30Z,4103964279,212,12.8,4103964281,213,3.7,4103964295,167,,4103964273,56,Back,4103964277,141,39.5,4103964275,140,0.0,,,,,,,3erz4yrlw2m15mxxocwq31g16,R. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281701,7,6,1,0,31,92br3632xgmc25jvr0jesfvl6,0,0,36,2023-03-18T06:04:30.213Z,2023-03-23T12:52:46Z,4103964293,73,,4103964291,56,Back,4103964387,233,13,,,,,,,,,,,,,,,,3erz4yrlw2m15mxxocwq31g16,R. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281719,13,6,1,0,31,1f3ehp8p9yi8reamghry4p76t,1,100,64,2023-03-18T06:04:30.213Z,2023-03-18T06:11:38Z,4103964375,233,7,4103964365,56,Center,4103964367,73,,,,,,,,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281983,14,1,1,1,9,1f3ehp8p9yi8reamghry4p76t,1,99.5,99.5,2023-03-18T06:05:07.997Z,2023-03-23T12:56:35Z,4103965407,224,,4117344791,72,,4103965403,6,,4103965405,155,,4103965419,1,,4103965409,56,Center,4103965415,212,36.6,4103965417,213,4.5,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,4103965413,141,46.9,4103978923,210,4103978925,154,,4103965401,2,1,15,4103965411,140,92.2,,,,,,,,,,,,,,,,,,,,,,
2521281987,15,44,1,1,10,1f3ehp8p9yi8reamghry4p76t,1,90.1,40.2,2023-03-18T06:05:09.339Z,2023-03-23T12:56:07Z,4103965429,286,,4103965471,233,8,4103965427,56,Center,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281967,8,44,1,1,10,92br3632xgmc25jvr0jesfvl6,0,9.9,59.8,2023-03-18T06:05:09.340Z,2023-03-23T12:56:09Z,4103965353,285,,4103965351,56,Back,4103965485,233,15,,,,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281989,16,15,1,1,11,1f3ehp8p9yi8reamghry4p76t,1,89.5,42.8,2023-03-18T06:05:09.429Z,2023-03-23T12:56:35Z,4103978927,80,,4103978931,154,,4117352471,139,,4103965435,17,,4103978947,231,49.5,4103978675,328,,4103978943,147,43.1,4103978669,25,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,4103978945,230,98.2,4103965437,56,4103978677,82,,4103978929,29,,Center,4103978937,102,46.6,4103978933,55,14,4103978939,103,19,4103978941,146,90.4,4103978671,15,,,,,,,,,,,
2521282045,11,43,1,1,13,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-03-18T06:05:11.529Z,2023-03-23T12:56:02Z,4103979409,233,16,4103979283,56,Back,4117352631,144,10,4103979281,94,0,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523819285,915,61,1,1,13,1f3ehp8p9yi8reamghry4p76t,1,86.9,39.8,2023-03-18T06:05:12.335Z,2023-03-23T12:56:24Z,4117353255,56,Center,4117353331,228,,,,,,,,,,,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2521285415,76,15,1,1,14,1f3ehp8p9yi8reamghry4p76t,1,92.9,49.9,2023-03-18T06:05:13.296Z,2023-03-23T12:56:46Z,4103982783,147,50,4103982787,231,49.6,4103982767,17,,4103981143,82,,4117353995,29,,4103982769,81,,4103982775,108,,4103981157,233,12,61mnri2ox1dao9jdo2ye42i8l,T. Arano,4103982781,146,94.1,4103982785,230,4103981037,56,Center,4103982777,328,,98.5,4117353997,55,915,4103982773,103,20.8,4103981139,20,,4103982771,102,47.4,4103981137,25,,,,,,,,,,,
2521282047,12,10,1,1,15,92br3632xgmc25jvr0jesfvl6,1,6.8,51.5,2023-03-18T06:05:13.396Z,2023-03-18T06:13:54Z,4103981173,233,76,4103980547,94,,4103980549,56,Back,,,,,,,,,,,,,,,,cts4m629mfz3knbeyri4021n9,M. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282009,9,49,1,1,16,92br3632xgmc25jvr0jesfvl6,1,9.1,43.9,2023-03-18T06:05:14.956Z,2023-03-23T12:58:31Z,,,,,,,,,,,,,,,,,,,,,,,,,ejiqb92493nx7l8wifxbw5hp1,N. Lavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282025,10,4,1,1,17,92br3632xgmc25jvr0jesfvl6,1,8.7,47.2,2023-03-18T06:05:15.483Z,2023-03-23T12:58:33Z,4103965591,285,,4103965585,295,,4103965583,13,,4103965587,56,Back,4103965657,233,17,4103965589,152,,,,,,,,ejiqb92493nx7l8wifxbw5hp1,N. Lavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282033,17,4,1,1,17,1f3ehp8p9yi8reamghry4p76t,0,91.3,52.8,2023-03-18T06:05:15.484Z,2023-03-23T12:58:34Z,4103984345,295,,4103965661,233,10,4103965621,152,,4103965613,13,,4103965617,56,Center,4103965627,286,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282343,13,1,1,1,52,92br3632xgmc25jvr0jesfvl6,1,5.2,38.9,2023-03-18T06:05:50.787Z,2023-03-18T06:06:00Z,4103967011,152,,4103967009,5,,4103966829,140,43.8,4103966825,157,,4103966835,213,5.8,4103966827,56,Back,4103966833,212,46.2,4103966837,1,,bnejmblsp0svuw4x3ngkgwonp,M. Higashiguchi,4103966831,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282349,14,1,1,1,57,92br3632xgmc25jvr0jesfvl6,1,45.4,6.6,2023-03-18T06:05:56.196Z,2023-03-23T13:01:15Z,4103966859,212,18.0,4103966861,213,6.1,4103966849,3,,4103966851,168,,4103966857,141,1.9,4103966853,56,Right,4103966855,140,62.3,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523821067,923,61,1,1,57,92br3632xgmc25jvr0jesfvl6,1,66.7,3.5,2023-03-18T06:05:56.324Z,2023-03-23T13:01:21Z,4117361487,56,Right,,,,,,,,,,,,,,,,,,,,,,8sjwzm5s22rk4wxhbpx099jx0,N. Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282353,15,5,1,1,58,92br3632xgmc25jvr0jesfvl6,0,58.4,-1.4,2023-03-18T06:05:57.023Z,2023-03-18T06:06:00Z,4103966877,347,,4103966997,233,18,4103966875,56,Right,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282369,18,5,1,1,58,1f3ehp8p9yi8reamghry4p76t,1,41.6,101.4,2023-03-18T06:05:57.023Z,2023-03-18T06:11:35Z,4103966969,56,Back,4103966971,347,,4103966989,233,15,,,,,,,,,,,,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282435,19,1,1,2,7,1f3ehp8p9yi8reamghry4p76t,1,41.7,100,2023-03-18T06:06:05.957Z,2023-03-18T06:06:19Z,4103967249,140,40.1,4103967251,141,86.0,4103967697,189,,4103967247,56,Back,4103967255,213,4.6,4103967253,212,10.4,4103967245,107,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282451,20,1,1,2,8,1f3ehp8p9yi8reamghry4p76t,1,40.1,86,2023-03-18T06:06:06.676Z,2023-03-18T06:06:20Z,4103967321,140,42.2,4103967325,212,8.3,4103967323,141,97.7,4103967327,213,1.3,4103967317,56,Back,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282459,21,1,1,2,9,1f3ehp8p9yi8reamghry4p76t,0,42.2,97.7,2023-03-18T06:06:07.965Z,2023-03-23T13:02:18Z,4103967337,157,,4103967359,1,,4103967343,140,71.3,4103967355,213,5.8,4103967347,141,71.7,4103967351,212,35.3,4103967341,56,Center,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282487,16,1,1,2,12,92br3632xgmc25jvr0jesfvl6,0,29.7,27,2023-03-18T06:06:10.788Z,2023-03-18T06:06:14Z,4103967481,56,Back,4103967479,3,,4103967483,140,33.2,4103967487,212,8.4,4103967485,141,15.9,4103967489,213,5.2,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282499,22,44,1,2,13,1f3ehp8p9yi8reamghry4p76t,1,67.2,86.5,2023-03-18T06:06:11.818Z,2023-03-23T13:02:41Z,4103967547,286,,4103967545,56,Left,4103967549,233,17,,,,,,,,,,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282491,17,44,1,2,13,92br3632xgmc25jvr0jesfvl6,0,32.8,13.5,2023-03-18T06:06:11.819Z,2023-03-23T13:02:42Z,4103967603,233,22,4103967519,285,,4103967517,56,Back,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282501,23,1,1,2,14,1f3ehp8p9yi8reamghry4p76t,0,67.7,88.9,2023-03-18T06:06:12.565Z,2023-03-23T13:02:44Z,4103967563,141,100.0,4103967557,3,,4103967567,213,0.8,4103967565,212,11.5,4103967559,56,Left,4103967561,140,75.0,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282515,18,5,1,2,15,92br3632xgmc25jvr0jesfvl6,1,26,-1.8,2023-03-18T06:06:13.435Z,2023-03-23T13:02:47Z,4103967623,347,,4103967647,233,24,4103967621,56,Back,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282519,24,5,1,2,15,1f3ehp8p9yi8reamghry4p76t,0,74,101.8,2023-03-18T06:06:13.435Z,2023-03-23T13:02:45Z,4103967655,233,18,4103967633,347,,4103967631,56,Left,,,,,,,,,,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282595,19,1,1,2,26,92br3632xgmc25jvr0jesfvl6,1,27.3,0,2023-03-18T06:06:25.044Z,2023-03-18T06:06:27Z,4103967977,140,41.1,4103967973,107,,4103967975,56,Back,4103967979,141,14.4,4103967981,212,18.0,4103967983,213,0.6,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282609,20,1,1,2,29,92br3632xgmc25jvr0jesfvl6,1,41.1,14.4,2023-03-18T06:06:27.588Z,2023-03-18T06:06:31Z,4103968049,140,46.2,4103968051,141,4.9,4103968055,213,5.4,4103968047,56,Back,4103968045,155,,4103968053,212,8.4,,,,,,,cts4m629mfz3knbeyri4021n9,M. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282621,21,61,1,2,31,92br3632xgmc25jvr0jesfvl6,0,50.2,5.6,2023-03-18T06:06:29.899Z,2023-03-18T06:46:26Z,4103968099,56,Right,,,,,,,,,,,,,,,,,,,,,,8sjwzm5s22rk4wxhbpx099jx0,N. Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282637,25,61,1,2,32,1f3ehp8p9yi8reamghry4p76t,0,49.8,94.4,2023-03-18T06:06:30.899Z,2023-03-18T06:18:55Z,4103968155,56,Back,,,,,,,,,,,,,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282649,23,61,1,2,33,92br3632xgmc25jvr0jesfvl6,0,54.2,4.4,2023-03-18T06:06:31.429Z,2023-03-18T06:46:28Z,4103968213,56,Right,,,,,,,,,,,,,,,,,,,,,,3erz4yrlw2m15mxxocwq31g16,R. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282627,22,43,1,2,33,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-03-18T06:06:32.308Z,2023-03-18T06:18:52Z,4103992557,144,3,4103968113,286,0,4103968337,233,26,4103968111,56,Right,,,,,,,,,,,,,8sjwzm5s22rk4wxhbpx099jx0,N. Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282671,26,43,1,2,33,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-03-18T06:06:32.309Z,2023-03-18T06:18:53Z,4103968343,167,0,4103968289,56,Back,4103992619,144,7,4103968291,285,0,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282655,24,5,1,2,34,92br3632xgmc25jvr0jesfvl6,0,54.4,-1.8,2023-03-18T06:06:33.116Z,2023-03-18T06:46:29Z,4103968235,347,,4103968233,56,Right,4103968481,233,27,,,,,,,,,,,,,,,,3erz4yrlw2m15mxxocwq31g16,R. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282683,27,5,1,2,34,1f3ehp8p9yi8reamghry4p76t,1,45.6,101.8,2023-03-18T06:06:33.116Z,2023-03-18T06:46:33Z,4103968471,233,24,4103968357,56,Back,4103968359,347,,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282727,28,1,1,2,44,1f3ehp8p9yi8reamghry4p76t,1,51.3,100,2023-03-18T06:06:43.100Z,2023-03-18T06:06:45Z,4103968517,107,,4103968521,140,65.4,4103968525,212,16.7,4103968519,56,Left,4103968523,141,89.7,4103968527,213,5.8,,,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282733,29,1,1,2,45,1f3ehp8p9yi8reamghry4p76t,0,67.5,90.8,2023-03-18T06:06:43.957Z,2023-03-23T13:06:15Z,4103968565,212,13.8,4103968567,213,0.5,4103968563,141,100.0,4103968561,140,78.7,4103968559,56,Left,,,,,,,,,,70pwpkwjgkp07b4m4jdz1l0fe,T. Ogashiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282789,25,5,1,2,46,92br3632xgmc25jvr0jesfvl6,1,26.4,-1.5,2023-03-18T06:06:44.874Z,2023-03-23T13:06:18Z,4103968787,347,,4103968785,56,Back,4103968789,233,30,,,,,,,,,,,,,,,,3erz4yrlw2m15mxxocwq31g16,R. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
