id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/17/value,assist
2533373083,6,44,1,0,9,1f3ehp8p9yi8reamghry4p76t,0,55.4,7,2023-04-15T06:03:50.351Z,2023-04-15T06:03:52Z,4189001325,233,5,4189001281,286,,4189001279,56,Right,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373105,6,1,1,0,10,3vfso415vj7uitnunviuzdyg3,1,43.1,92.4,2023-04-15T06:03:50.707Z,2023-04-15T06:03:54Z,4189001393,56,Left,4189001389,3,,4189001395,140,53.9,4189001401,213,5.7,4189001397,141,81.4,4189001399,212,13.6,4189001391,168,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374167,35,49,1,0,11,3vfso415vj7uitnunviuzdyg3,1,53.8,81.8,2023-04-15T06:03:51.901Z,2023-04-15T06:06:55Z,,,,,,,,,,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373107,7,43,1,0,13,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-15T06:03:54.195Z,2023-04-15T06:04:03Z,4189001409,56,Left,4189001571,144,50,4189001411,286,0,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373117,8,1,1,0,15,3vfso415vj7uitnunviuzdyg3,1,52.3,85.6,2023-04-15T06:03:55.492Z,2023-04-15T06:03:56Z,4189001453,213,1.4,4189001449,141,96.2,4189001447,140,53.3,4189001451,212,7.3,4189001445,56,Left,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373121,9,1,1,0,16,3vfso415vj7uitnunviuzdyg3,1,53.3,96,2023-04-15T06:03:56.739Z,2023-04-15T06:03:57Z,4189001461,56,Back,4189001469,213,3.2,4189001463,140,33.4,4189001465,141,94.4,4189001467,212,20.9,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373135,10,1,1,0,17,3vfso415vj7uitnunviuzdyg3,1,33.4,94.4,2023-04-15T06:03:57.555Z,2023-04-15T06:04:01Z,4189001531,56,Back,4189001539,213,3.5,4189001537,212,12.2,4189001533,140,22.6,4189001535,141,87.8,,,,,,,,,,eo5kfco94g7az5x9dn2mtr78q,T. Ogiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373157,11,1,1,0,21,3vfso415vj7uitnunviuzdyg3,1,22.6,87.8,2023-04-15T06:04:01.459Z,2023-04-15T06:04:06Z,4189001619,1,,4189001611,140,3.5,4189001615,212,33.8,4189001613,141,47.8,4189001609,56,Back,4189001617,213,4.1,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373171,12,1,1,0,25,3vfso415vj7uitnunviuzdyg3,1,14.3,56,2023-04-15T06:04:06.019Z,2023-04-15T06:04:09Z,4189001681,140,26.0,4189001687,213,1.1,4189001683,141,91.8,4189001685,212,27.3,4189001679,56,Back,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373175,13,1,1,0,29,3vfso415vj7uitnunviuzdyg3,1,26.8,92.9,2023-04-15T06:04:09.827Z,2023-04-15T06:04:11Z,4189001717,212,17.6,4189001713,140,37.2,4189001715,141,72.6,4189001719,213,5.4,4189001711,56,Back,,,,,,,,,,eo5kfco94g7az5x9dn2mtr78q,T. Ogiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373197,14,1,1,0,30,3vfso415vj7uitnunviuzdyg3,1,35.4,75.4,2023-04-15T06:04:11.251Z,2023-04-15T06:04:14Z,4189001797,212,11.9,4189001791,56,Back,4189001795,141,92.7,4189001793,140,37.4,4189001799,213,1.4,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373199,15,1,1,0,33,3vfso415vj7uitnunviuzdyg3,0,37.4,92.7,2023-04-15T06:04:14.291Z,2023-04-15T06:04:25Z,4189001811,212,34.6,4189001807,140,63.9,4189001815,1,,4189001813,213,5.6,4189001809,141,62.4,4189001805,56,Center,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373205,7,49,1,0,35,1f3ehp8p9yi8reamghry4p76t,1,29.8,47.3,2023-04-15T06:04:15.936Z,2023-04-15T06:04:16Z,,,,,,,,,,,,,,,,,,,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373217,8,1,1,0,36,1f3ehp8p9yi8reamghry4p76t,0,29.5,34.5,2023-04-15T06:04:17.328Z,2023-04-15T06:04:18Z,4189001879,141,7.3,4189001883,213,5.6,4189001877,140,53.4,4189001881,212,31.2,4189001873,155,,4189001875,56,Right,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373227,16,49,1,0,40,3vfso415vj7uitnunviuzdyg3,1,41.9,79.9,2023-04-15T06:04:20.789Z,2023-04-15T06:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373233,17,1,1,0,40,3vfso415vj7uitnunviuzdyg3,0,41.9,79.9,2023-04-15T06:04:21.027Z,2023-04-15T06:04:22Z,4189001921,140,41.2,4189001957,286,,4189001925,212,3.7,4189001919,56,Back,4189001923,141,85.3,4189001927,213,1.8,4189001951,236,,4189001953,233,9,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373239,9,74,1,0,40,1f3ehp8p9yi8reamghry4p76t,1,52.9,8.5,2023-04-15T06:04:21.028Z,2023-04-15T06:04:49Z,4189001939,56,Right,4189001941,285,,4189001967,233,17,,,,,,,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373247,10,49,1,0,41,1f3ehp8p9yi8reamghry4p76t,1,57.1,11.4,2023-04-15T06:04:22.192Z,2023-04-15T06:04:22Z,,,,,,,,,,,,,,,,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373273,11,3,1,0,42,1f3ehp8p9yi8reamghry4p76t,1,60,13.8,2023-04-15T06:04:22.821Z,2023-04-15T06:09:56Z,4189012711,233,62,4189002045,286,,4189002043,56,Right,,,,,,,,,,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533375577,62,45,1,0,42,3vfso415vj7uitnunviuzdyg3,0,40,86.2,2023-04-15T06:04:22.821Z,2023-04-15T06:09:59Z,4189012673,56,Back,4189012675,285,,4189012723,233,11,,,,,,,,,,,,,,,,eo5kfco94g7az5x9dn2mtr78q,T. Ogiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373305,12,1,1,0,45,1f3ehp8p9yi8reamghry4p76t,1,61.8,10.3,2023-04-15T06:04:25.840Z,2023-04-15T06:04:30Z,4189002189,213,0.6,4189002181,56,Center,4189002185,141,30.4,4189002179,155,,4189002183,140,80.9,4189002187,212,24.3,,,,,,,7de6u27l0rm2y8aigjr2i0ru,T. Kaneko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373325,13,3,1,0,50,1f3ehp8p9yi8reamghry4p76t,1,90,27,2023-04-15T06:04:30.608Z,2023-04-15T06:04:33Z,4189002277,56,Center,4189002279,286,,4189002281,233,18,,,,,,,,,,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373317,18,45,1,0,50,3vfso415vj7uitnunviuzdyg3,0,10,73,2023-04-15T06:04:30.608Z,2023-04-15T06:04:33Z,4189002231,285,,4189002297,233,13,4189002229,56,Back,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373335,14,1,1,0,52,1f3ehp8p9yi8reamghry4p76t,0,92.4,28.3,2023-04-15T06:04:32.720Z,2023-04-15T06:04:34Z,4189002323,140,92.8,4189002325,141,60.6,4189002327,212,22.0,4189002329,213,1.6,4189002319,155,,4189002321,56,Center,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373341,19,12,1,0,54,3vfso415vj7uitnunviuzdyg3,1,6.2,43.4,2023-04-15T06:04:34.643Z,2023-04-15T06:04:35Z,4189002353,141,40.0,4189002355,212,2.4,4189002349,56,Back,4189002357,213,5.0,4189002351,140,6.9,4189002361,15,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373343,15,61,1,0,55,1f3ehp8p9yi8reamghry4p76t,1,92.5,60.8,2023-04-15T06:04:35.436Z,2023-04-15T06:04:35Z,4189002359,56,Center,,,,,,,,,,,,,,,,,,,,,,6jdifjaop9haqylognzg3azf9,Kim Gun-Hee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373373,20,49,1,0,57,3vfso415vj7uitnunviuzdyg3,1,14.6,37.3,2023-04-15T06:04:38.355Z,2023-04-15T06:04:38Z,,,,,,,,,,,,,,,,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373411,21,1,1,0,58,3vfso415vj7uitnunviuzdyg3,1,27.7,24.4,2023-04-15T06:04:39.235Z,2023-04-15T06:04:43Z,4189002607,212,15.0,4189002601,56,Back,4189002605,141,6.2,4189002603,140,35.8,4189002609,213,5.3,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373413,22,3,1,1,2,3vfso415vj7uitnunviuzdyg3,0,47.4,5.6,2023-04-15T06:04:42.591Z,2023-04-15T06:04:46Z,4189002701,233,16,4189002613,56,Back,4189002615,286,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373421,16,7,1,1,2,1f3ehp8p9yi8reamghry4p76t,1,52.6,94.4,2023-04-15T06:04:42.592Z,2023-04-15T06:04:45Z,4189002663,56,Left,4189002665,285,,4189002661,167,,4189002689,233,22,,,,,,,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373425,17,5,1,1,4,1f3ehp8p9yi8reamghry4p76t,0,36.9,102,2023-04-15T06:04:44.880Z,2023-04-15T06:04:46Z,4189002675,347,,4189002707,233,23,4189002673,56,Back,,,,,,,,,,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373427,23,5,1,1,4,3vfso415vj7uitnunviuzdyg3,1,63.1,-2,2023-04-15T06:04:44.880Z,2023-04-15T06:09:24Z,4189002697,233,17,4189002679,56,Right,4189002683,347,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373537,24,1,1,1,16,3vfso415vj7uitnunviuzdyg3,1,58.3,0,2023-04-15T06:04:56.667Z,2023-04-15T06:13:04Z,4189003135,107,,4189003141,141,13.4,4189003139,140,72.5,4189003145,213,0.6,4189003143,212,18.2,4189003137,56,Right,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373581,25,1,1,1,17,3vfso415vj7uitnunviuzdyg3,1,72.1,11.4,2023-04-15T06:04:58.171Z,2023-04-15T06:13:06Z,4189003311,212,6.7,4189003307,140,76.8,4189003305,56,Right,4189003313,213,5.5,4189003309,141,4.7,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373555,18,45,1,1,19,1f3ehp8p9yi8reamghry4p76t,0,23.2,97,2023-04-15T06:04:59.836Z,2023-04-15T06:13:26Z,4189003225,56,Back,4189003227,285,,4189021253,233,81,,,,,,,,,,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533376969,81,3,1,1,19,3vfso415vj7uitnunviuzdyg3,1,76.8,3,2023-04-15T06:04:59.836Z,2023-04-15T06:13:35Z,4189021197,56,Right,4189021231,233,18,4189021199,286,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533376975,82,1,1,1,20,3vfso415vj7uitnunviuzdyg3,1,79.9,9.1,2023-04-15T06:05:01.284Z,2023-04-15T06:14:02Z,4189021803,56,Right,4189021809,212,19.2,4189021805,140,98.2,4189021811,213,0.0,4189021807,141,9.9,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373603,26,61,1,1,27,3vfso415vj7uitnunviuzdyg3,0,97.9,16.5,2023-04-15T06:05:07.395Z,2023-04-15T06:14:07Z,4189003391,56,Right,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373585,19,5,1,1,28,1f3ehp8p9yi8reamghry4p76t,1,-1.4,81.8,2023-04-15T06:05:08.392Z,2023-04-15T06:05:46Z,4189003321,346,,4189004047,233,29,4189003319,56,Back,,,,,,,,,,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373655,29,5,1,1,28,3vfso415vj7uitnunviuzdyg3,0,101.4,18.2,2023-04-15T06:05:08.392Z,2023-04-15T06:09:25Z,4189004063,233,19,4189003617,346,,4189003615,56,Right,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373607,27,43,1,1,29,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-15T06:05:10.292Z,2023-04-15T06:05:11Z,4189003415,56,Right,4189003423,213,0,4189003413,168,0,4189003417,140,100.0,4189003437,144,1,4189003421,212,0,4189003411,3,0,4189003419,141,16.7,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373629,28,43,1,1,33,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-15T06:05:13.395Z,2023-04-15T06:05:14Z,4189003515,140,100.0,4189003509,168,0,4189003517,141,20.4,4189003519,212,0,4189003507,3,0,4189003557,144,1,4189003511,56,Right,4189003521,213,0,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373717,20,1,1,1,42,1f3ehp8p9yi8reamghry4p76t,1,5.1,49.1,2023-04-15T06:05:23.183Z,2023-04-15T06:05:26Z,4189003863,140,9.6,4189003865,141,78.2,4189003867,212,20.3,4189003859,124,,4189003873,237,,4189003861,56,Back,4189003869,213,1.3,,,,8978k9hzej7ocv8ng09i1zcut,Gu Sung-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373741,21,1,1,1,45,1f3ehp8p9yi8reamghry4p76t,1,11.6,76.7,2023-04-15T06:05:26.096Z,2023-04-15T06:05:28Z,4189003977,212,16.7,4189003971,56,Back,4189003979,213,6.1,4189003973,140,27.1,4189003975,141,71.2,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373781,22,1,1,1,47,1f3ehp8p9yi8reamghry4p76t,1,27.5,75.6,2023-04-15T06:05:28.128Z,2023-04-15T06:05:33Z,4189004151,56,Back,4189004159,213,1.2,4189004157,212,16.1,4189004155,141,98.0,4189004153,140,32.5,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373803,23,1,1,1,52,1f3ehp8p9yi8reamghry4p76t,1,29.7,82.7,2023-04-15T06:05:33.104Z,2023-04-15T06:05:35Z,4189004247,141,92.0,4189004251,213,2.4,4189004249,212,9.1,4189004243,56,Back,4189004245,140,23.5,,,,,,,,,,2jgby6e91uem5e2dd1b11psoa,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373821,24,1,1,1,54,1f3ehp8p9yi8reamghry4p76t,1,23.9,91.5,2023-04-15T06:05:35.136Z,2023-04-15T06:05:37Z,4189004327,140,31.6,4189004333,213,0.5,4189004325,56,Back,4189004329,141,98.0,4189004331,212,9.2,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373831,25,1,1,1,57,1f3ehp8p9yi8reamghry4p76t,0,31.7,98.1,2023-04-15T06:05:37.377Z,2023-04-15T06:05:40Z,4189004387,56,Center,4189004391,141,71.4,4189004385,155,,4189004397,1,,4189004395,213,6.0,4189004389,140,88.0,4189004393,212,61.8,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373835,30,52,1,2,0,3vfso415vj7uitnunviuzdyg3,1,9.6,34.5,2023-04-15T06:05:41.043Z,2023-04-15T06:05:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373945,31,80,1,2,14,3vfso415vj7uitnunviuzdyg3,0,11,54.5,2023-04-15T06:05:54.515Z,2023-04-15T06:05:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
