id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2511741157,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-02-25T05:04:17.498Z,2023-02-25T05:57:15Z,4053478769,130,17,4053478763,30,"bpzxb7f450i503nsl4wj1xk2x, 8ng7ivcy8k8lxjpe4hpgl0lbd, 4ls5lzyiwwab2l2ou5an46ew9, 1wqc5xmo6zuuatorteg0zz78q, 2ati8vm9atqgr7pw57olfrr2t, t3mr37pe6ebkr18v3n9373kl, 3qfugmdyrphh09ktbhqqid3p, b2g7r00e5yiswe9y2qdodktt5, 5dvxh6xzjxetb0lx04uxztb6d, 74nsqkyskico0dzgtxjheka5m, bc3t2v3tt6phv43c5v89u5ckp, 93daey7ftdnw8cpsdzkmtamdx, 8ml40qwf2tnqc72oy6zo68ic5, e7eqz8gzhxdfdkiwbd8dkrz3e, 4lu1bc2hlxs0glhnc3nlek4k4, 76l36yrzqri48jtz5idaxjyzt, emw5plh1tvy8dc86odc9xmprd, 2x55i04w8rtduvgtwc3oc9j2t",4053478771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053478773,194,2ati8vm9atqgr7pw57olfrr2t,4053478765,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4053478777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053478767,59,"1, 2, 16, 5, 3, 33, 6, 17, 9, 8, 11, 7, 14, 20, 27, 29, 31, 99",4053478775,197,12651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511742073,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-02-25T05:10:02.998Z,2023-02-25T06:03:08Z,4053484889,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4053484887,30,"bg6f1chwq529zvdu7zcsz68r9, a48j66n8bzz6ffcsyiodbfwq2, 14h0iqf7xj9ra1vqiq0o9zc2x, c0462ainildhz7zmyosnafmc5, cswf4egr4vc9p1mcfdhlfj8id, b8uoz55lg5vph4efl6clee4x6, ehnhef906i6z4e7hn7ae1p68l, 9d46sx7as05co7z0b91b1fpx, 1y7418qkypc0tg1fpx0anycfe, 7wg0d34b0cdh7fxgetfgqs8np, 6i35vaig8vo8uu549elm5kul1, 1wwcosp7djsj0lk59c379luxh, a5bv94qfazsluavgaoxrys0rt, 77487qauk9fkzlesgze21odsl, 5rojh6x1n0mshbzfhcjramn6d, 57140tg9gdrk4iqqhxbfomjmx, d5ohcms1wnysq8ydfrbbfhrvu, 79pu8sflam8hqbmlckw8o0huy",4053484895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053484897,194,b8uoz55lg5vph4efl6clee4x6,4053484899,197,5046,4053484893,130,2,4053484891,59,"31, 16, 29, 25, 22, 33, 11, 4, 7, 9, 19, 1, 3, 8, 17, 20, 24, 41",4053484901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751181,2,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-02-25T06:04:23.346Z,2023-02-25T06:04:23Z,4053531579,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751183,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-02-25T06:04:23.346Z,2023-02-28T18:25:15Z,4053531611,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751205,3,1,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,50,50,2023-02-25T06:04:23.446Z,2023-02-25T06:04:28Z,4053531695,212,21.5,4053531697,213,3.5,4053531693,141,37.9,4053531691,140,31.1,4053531689,56,Back,4053531699,279,S,,,,,,,1y7418qkypc0tg1fpx0anycfe,S. Uejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751221,4,1,1,0,5,90cc40yau7yv6n8r4xs361ofd,0,31,37.3,2023-02-25T06:04:28.386Z,2023-02-25T06:04:31Z,4053531797,155,,4053531799,56,Center,4053531801,140,68.4,4053531803,141,62.3,4053531809,1,,4053531807,213,0.4,4053531805,212,42.8,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751243,3,1,1,0,7,ydlnn8jofdkseegh42az3fpt,1,27.1,18.3,2023-02-25T06:04:31.312Z,2023-02-25T06:04:34Z,4053531923,3,,4053531929,141,20.6,4053531931,212,14.3,4053531925,56,Back,4053531927,140,40.6,4053531933,213,0.1,,,,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751247,4,61,1,0,11,ydlnn8jofdkseegh42az3fpt,0,40.6,20.6,2023-02-25T06:04:34.848Z,2023-02-25T06:10:04Z,4053531945,56,Back,,,,,,,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751255,5,1,1,0,12,90cc40yau7yv6n8r4xs361ofd,0,55.8,76,2023-02-25T06:04:35.816Z,2023-02-25T06:10:07Z,4053531987,1,,4053531977,56,Center,4053531975,157,,4053531985,213,6.0,4053531981,141,68.8,4053531983,212,15.6,4053531979,140,69.9,,,,b8uoz55lg5vph4efl6clee4x6,R. Nishio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751265,5,1,1,0,14,ydlnn8jofdkseegh42az3fpt,0,28.4,25,2023-02-25T06:04:37.391Z,2023-02-25T06:04:39Z,4053532031,56,Back,4053532033,140,39.5,4053532029,3,,4053532037,212,13.3,4053532039,213,5.8,4053532035,141,15.6,,,,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
