id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2542829161,1,34,16,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-03T04:52:51.978Z,2023-05-03T05:56:29Z,4246202115,30,"eu0wama1jzd9er063es4p3b9x, 1vodims2kc52x1ew6acbj0wr9, 5rqe1mdhd56mpjkas654hby3u, 63245yg2ywq2p2s85w4vdokd0, 406wrekzsvvqqo9jgv2lk1d5, 6jox21ck8ox2q4mpoqikpbtd6, 1zckxb4ugqeuc50tggo5cohyh, 80q72r0bt6k15fgvbfvs3llud, cm1x3wpag38ievovx1azsp9lh, 1t02yvbqtxoq0xlil3o88bgx6, 5tkfqt3adzkyb7rxjdni12vh1, 6w26g83j8eztacwrfa4ilvh05, 3o1ca5xdl2d20r1cwx3r548gl, elwh2hvzlbju52obpqmh39vxl, anzbyfw36kbait6hvlzornuok, 8k94yjnb64nf994hbmpaiieol, cam8s80ouxcw7900f0qiwoacq, dqdflrd7ox6ord50i2qwu0416",4246202125,194,cm1x3wpag38ievovx1azsp9lh,4246202123,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4246202117,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4246202127,197,5039,4246202129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4246202119,59,"27, 5, 17, 7, 4, 47, 39, 10, 9, 8, 11, 3, 15, 22, 33, 37, 41, 49",4246202121,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542832663,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-03T05:15:42.323Z,2023-05-03T06:11:04Z,4246220705,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4246220703,30,"bpzxb7f450i503nsl4wj1xk2x, 76l36yrzqri48jtz5idaxjyzt, 4ls5lzyiwwab2l2ou5an46ew9, 6q6m86e4vt46tk3bzgfvaq904, t3mr37pe6ebkr18v3n9373kl, 2ati8vm9atqgr7pw57olfrr2t, 74nsqkyskico0dzgtxjheka5m, 3qfugmdyrphh09ktbhqqid3p, 6vsv85w7h0972blejy2yl0844, bc3t2v3tt6phv43c5v89u5ckp, 5dvxh6xzjxetb0lx04uxztb6d, 93daey7ftdnw8cpsdzkmtamdx, 8ml40qwf2tnqc72oy6zo68ic5, 1xnz11whvodane2pc9dj1jphx, 16x840yb71ztygvti3yz69l1x, e7eqz8gzhxdfdkiwbd8dkrz3e, 4lu1bc2hlxs0glhnc3nlek4k4, emw5plh1tvy8dc86odc9xmprd",4246220711,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4246220707,59,"1, 29, 16, 30, 33, 3, 8, 6, 28, 11, 9, 7, 14, 18, 19, 20, 27, 31",4246220715,197,10236,4246220713,194,2ati8vm9atqgr7pw57olfrr2t,4246220709,130,2,4246220717,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842781,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-03T06:03:15.454Z,2023-05-09T16:14:26Z,4246269453,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842779,2,32,1,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-03T06:03:15.454Z,2023-05-03T06:03:15Z,4246269451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842785,3,1,1,0,0,e90fnsgtnamze3yssxpg392eb,1,50.3,50.3,2023-05-03T06:03:15.554Z,2023-05-03T06:03:18Z,4246269483,279,S,4246269479,212,13.2,4246269477,141,41.8,4246269481,213,3.6,4246269475,140,39.0,4246269473,56,Back,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842795,4,1,1,0,4,e90fnsgtnamze3yssxpg392eb,1,37,41.6,2023-05-03T06:03:19.889Z,2023-05-03T06:03:22Z,4246269557,213,3.1,4246269551,140,14.1,4246269549,56,Back,4246269553,141,44.3,4246269555,212,24.1,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842815,5,1,1,0,6,e90fnsgtnamze3yssxpg392eb,1,12.8,53,2023-05-03T06:03:22.018Z,2023-05-03T06:03:27Z,4246269609,140,19.0,4246269613,212,22.4,4246269615,213,1.3,4246269611,141,84.5,4246269607,56,Back,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842817,6,61,1,0,11,e90fnsgtnamze3yssxpg392eb,0,15.9,96.3,2023-05-03T06:03:27.025Z,2023-05-03T06:04:24Z,4246269619,56,Back,,,,,,,,,,,,,,,,,,,,,,6jox21ck8ox2q4mpoqikpbtd6,S. Kimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842855,3,5,1,0,11,ydlnn8jofdkseegh42az3fpt,1,79.8,-2,2023-05-03T06:03:27.364Z,2023-05-03T06:08:49Z,4246269767,347,,4246269775,233,7,4246269765,56,Right,,,,,,,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842819,7,5,1,0,11,e90fnsgtnamze3yssxpg392eb,0,20.2,102,2023-05-03T06:03:27.364Z,2023-05-03T06:03:39Z,4246269783,233,3,4246269635,347,,4246269633,56,Back,,,,,,,,,,,,,,,,6jox21ck8ox2q4mpoqikpbtd6,S. Kimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
