id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2537732673,1,34,16,0,0,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-04-23T04:12:48.794Z,2023-04-23T05:11:44Z,4212080029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4212080037,194,51xel26o3uzvjdbcywcunmu3t,4212080043,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212080033,130,2,4212080035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212080031,59,"29, 22, 2, 14, 55, 5, 30, 21, 37, 40, 33, 3, 10, 13, 15, 31, 34, 36",4212080039,197,5841,4212080027,30,"8i7aw5yhze1xiw2d2g5wax91w, 15b53vkcltdxtbt1zt4peswd1, 12lc6edtue24savqtmbkyu7rp, cs1e2ou4h94utke3qdy14fiay, cqjhp31uh46s2jfedo48h86ol, cvobb9nkum41ldfnfszy42xka, 8shr0ghxn6d8uoiiideh3rmne, 4mnxvvl5unk1t8k2lkac3yor9, 4c03ukpq8hq69ykgcypq5jf8p, 51xel26o3uzvjdbcywcunmu3t, 5rilbggz566o3ixxga08zimdx, 21urhapqadraths78se3rh0ph, wp6f6m1vhdtygyelx9nj74oa, 412cup9h8jkgivwiroq8mpfjd, aa1f06qx3epbsge6s4ayd1e22, 950svxoswapg0ws25uo7jy2nd, cxpzniw7x2s4sdsv6oivq91jo, 6q4gfpqgy8mcarbdwtpde9las",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537733127,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-23T04:14:28.263Z,2023-04-28T15:14:36Z,4212082253,197,14700,4212083105,194,96dbf20tzfz2751lensfhchk9,4212082243,30,"b67vtycwcw93v5z6zidzsej8p, go72kkg33k57tcxebbg9v7u2, 5vuhxc4dqq733xjjcnlbudn8p, aieev8jr470iq7ft2ob005wph, 7f7rlxtcm93i5p08kci7rzjkl, 73si74r5khd2xih6w3uc72rxl, dhqt17jw4t2yis8p6medgnluy, 96dbf20tzfz2751lensfhchk9, 37fgppizaampk28232bzeqwru, 3n8lo5wm0i7sh0h92abx87hm1, 536qjh4gcmpo5q68ti87e60kq, cqxevrqcel70m41ihup6kyac5, 9sqv61rxp1papk4e2aab9noix, 5x1kq3909or0h3gbe2uu2cp91, 7wzdljgji8khptjqjjj5jwzfu, 6yy4eglwmvj6i50st1np97be2, bj5k9pm3837dxwerp0vy94hgq, 6lc4nnqxwzi39yz3cd6b7p13p",4212082247,59,"1, 2, 50, 20, 5, 3, 11, 8, 7, 13, 14, 18, 19, 21, 22, 23, 25, 33",4212082245,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4212082255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212082251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212082249,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739953,2,32,1,0,0,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-04-23T05:03:08.374Z,2023-04-23T05:03:08Z,4212126979,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739957,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-23T05:03:08.374Z,2023-04-28T10:39:06Z,4212126995,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739973,3,1,1,0,0,9s2g5k3dlmfii452t8edaeozh,1,49.9,49.9,2023-04-23T05:03:08.474Z,2023-04-23T05:14:19Z,4212127041,141,54.3,4212127045,213,0.7,4212127043,212,4.8,4212127039,140,53.5,4212127047,279,S,4212127037,56,Center,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739977,4,50,1,0,3,9s2g5k3dlmfii452t8edaeozh,1,62.4,57.1,2023-04-23T05:03:11.377Z,2023-04-28T10:40:24Z,4212127061,56,Center,4212127063,286,,4212127073,233,3,,,,,,,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739969,3,7,1,0,3,12tyw9yomy9n5cjd5po2ajx1q,1,37.6,42.9,2023-04-23T05:03:11.378Z,2023-04-28T10:40:53Z,4212127031,285,,4231477701,384,,4212127065,233,4,4212127029,56,Back,,,,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740661,39,3,1,0,4,12tyw9yomy9n5cjd5po2ajx1q,0,39.4,41.9,2023-04-23T05:03:12.907Z,2023-04-28T10:41:08Z,4212131647,233,5,4212131369,56,Back,4212131371,286,,4231478391,464,,,,,,,,,,,,,,37fgppizaampk28232bzeqwru,K. Taniguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739983,5,7,1,0,4,9s2g5k3dlmfii452t8edaeozh,1,60.6,58.1,2023-04-23T05:03:12.908Z,2023-04-28T10:41:12Z,4212127091,56,Center,4212131597,233,39,4231478529,384,,4212131539,285,,,,,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739991,6,1,1,0,6,9s2g5k3dlmfii452t8edaeozh,1,52.3,67.8,2023-04-23T05:03:14.627Z,2023-04-27T10:41:07Z,4212127147,213,1.1,4212127139,56,Left,4212127143,141,94.7,4212127141,140,61.4,4212127145,212,20.6,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
