id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2542842885,7,49,1,0,18,18c8ibslzapz40lfb8y5vygcs,1,38.5,18.3,2023-05-03T06:03:44.139Z,2023-05-09T12:53:01Z,,,,,,,,,,,,,,,,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842897,8,1,1,0,19,18c8ibslzapz40lfb8y5vygcs,0,38.5,18.3,2023-05-03T06:03:45.714Z,2023-05-09T13:03:14Z,4246269943,212,2.9,4246269953,286,,4246269937,56,Back,4246269947,236,,4246269945,213,0.5,4246269941,141,20.4,4246269949,233,5,4246269939,140,40.9,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842895,5,74,1,0,19,bbt5nqwufsne7r0zfa6pvpmfa,1,58.7,90.2,2023-05-03T06:03:45.715Z,2023-05-09T13:03:16Z,4246269935,285,,4246269963,233,8,4246269933,56,Left,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542864339,413,49,1,0,20,bbt5nqwufsne7r0zfa6pvpmfa,1,58.9,95.1,2023-05-03T06:03:45.765Z,2023-05-09T13:03:23Z,,,,,,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546290807,861,3,1,0,21,bbt5nqwufsne7r0zfa6pvpmfa,1,58.2,91.6,2023-05-03T06:03:47.024Z,2023-05-09T13:29:33Z,4264656963,56,Left,4264656989,465,,4264656965,286,,4264697975,233,960,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546290809,960,45,1,0,21,18c8ibslzapz40lfb8y5vygcs,0,41.8,8.4,2023-05-03T06:03:47.024Z,2023-05-09T13:29:33Z,4264656967,56,Back,4264697979,233,861,4264656969,285,,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842905,6,3,1,0,22,bbt5nqwufsne7r0zfa6pvpmfa,0,63.4,87.3,2023-05-03T06:03:48.595Z,2023-05-09T13:03:50Z,4246269979,286,,4264657265,465,,4246269977,56,Left,4246276613,233,9,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842909,9,7,1,0,22,18c8ibslzapz40lfb8y5vygcs,0,36.6,12.7,2023-05-03T06:03:48.596Z,2023-05-09T13:03:47Z,4246269997,233,6,4264657169,385,,4246269985,56,Back,4246269987,285,,,,,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842921,7,1,1,0,23,bbt5nqwufsne7r0zfa6pvpmfa,0,65.2,94.5,2023-05-03T06:03:49.619Z,2023-05-03T06:03:51Z,4246270033,140,75.4,4246270039,213,0.0,4246270031,56,Left,4246270037,212,10.7,4246270035,141,95.0,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842925,10,8,1,0,26,18c8ibslzapz40lfb8y5vygcs,1,26.6,6.8,2023-05-03T06:03:52.362Z,2023-05-09T13:04:08Z,4264657617,385,,4246270049,56,Back,,,,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842933,8,5,1,0,26,bbt5nqwufsne7r0zfa6pvpmfa,1,71.8,101.5,2023-05-03T06:03:52.564Z,2023-05-09T13:04:05Z,4264657563,361,,4246270071,56,Left,4246270081,233,11,4246270073,347,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842935,11,5,1,0,26,18c8ibslzapz40lfb8y5vygcs,0,28.2,-1.5,2023-05-03T06:03:52.564Z,2023-05-09T13:04:04Z,4246270077,56,Back,4246270087,233,8,4264657513,361,,4246270079,347,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842965,9,1,1,0,31,bbt5nqwufsne7r0zfa6pvpmfa,1,72.1,100,2023-05-03T06:03:56.850Z,2023-05-03T06:04:02Z,4246270211,140,89.1,4246270217,213,6.0,4246270215,212,18.7,4246270213,141,93.0,4246270209,56,Left,4246270207,107,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842969,10,1,1,0,36,bbt5nqwufsne7r0zfa6pvpmfa,0,98.7,96.3,2023-05-03T06:04:02.515Z,2023-05-03T06:04:03Z,4246270229,141,95.1,4246270227,140,98.1,4246270231,212,1.0,4246270233,213,4.1,4246270225,56,Left,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842981,12,61,1,0,37,18c8ibslzapz40lfb8y5vygcs,1,2.8,9.4,2023-05-03T06:04:02.950Z,2023-05-03T06:04:56Z,4246270287,56,Back,,,,,,,,,,,,,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542842983,11,6,1,0,38,bbt5nqwufsne7r0zfa6pvpmfa,1,99.5,91.7,2023-05-03T06:04:03.781Z,2023-05-03T06:04:09Z,4246270291,73,,4246270289,56,Left,4246270379,233,13,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843003,13,6,1,0,38,18c8ibslzapz40lfb8y5vygcs,0,0.5,8.3,2023-05-03T06:04:03.781Z,2023-05-09T13:05:07Z,4246270385,233,11,4246270367,56,Back,4246270369,73,,,,,,,,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843137,12,1,1,1,7,bbt5nqwufsne7r0zfa6pvpmfa,0,99.5,99.5,2023-05-03T06:04:33.475Z,2023-05-09T13:05:13Z,4246270999,56,Center,4246270991,2,,4246271001,140,93.2,4246271007,213,4.5,4246270995,155,,4246270997,224,,4246271005,212,27.1,4246271003,141,60.9,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,4264658651,72,4246270993,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843145,15,49,1,1,9,18c8ibslzapz40lfb8y5vygcs,1,11.7,50.6,2023-05-03T06:04:35.051Z,2023-05-09T13:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843143,14,43,1,1,11,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-05-03T06:04:36.794Z,2023-05-03T06:10:16Z,4246271033,212,6.8,4246271025,56,Back,4246271027,140,11.1,4246271029,141,50.6,4246271037,213,0.5,4246282075,144,12,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843149,16,1,1,1,13,18c8ibslzapz40lfb8y5vygcs,0,11.7,50.6,2023-05-03T06:04:39.257Z,2023-05-03T07:00:04Z,4246271081,213,6.1,4246271073,56,Center,4246271083,1,,4246271071,157,,4246271079,212,67.0,4246271077,141,29.8,4246271075,140,74.1,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843277,20,49,1,1,15,bbt5nqwufsne7r0zfa6pvpmfa,1,28.6,53.7,2023-05-03T06:04:41.651Z,2023-05-03T06:05:17Z,,,,,,,,,,,,,,,,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843187,13,1,1,1,16,bbt5nqwufsne7r0zfa6pvpmfa,1,37.1,57.8,2023-05-03T06:04:42.546Z,2023-05-03T06:05:18Z,4246271233,140,56.6,4246271231,56,Left,4246271239,213,0.9,4246271237,212,31.3,4246271235,141,92.7,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843201,14,1,1,1,22,bbt5nqwufsne7r0zfa6pvpmfa,1,71.9,90.9,2023-05-03T06:04:48.531Z,2023-05-03T06:10:32Z,4246271303,141,28.9,4246271295,155,,4246271301,140,75.6,4246271309,1,,4246271297,196,,4246271307,213,4.8,4246271299,56,Center,4246271305,212,42.3,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843203,15,44,1,1,24,bbt5nqwufsne7r0zfa6pvpmfa,1,74.7,22.8,2023-05-03T06:04:50.072Z,2023-05-09T13:05:51Z,4246271317,286,,4246271315,56,Center,4246271329,233,17,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843205,17,44,1,1,24,18c8ibslzapz40lfb8y5vygcs,0,25.3,77.2,2023-05-03T06:04:50.073Z,2023-05-09T13:06:11Z,4246271319,56,Back,4246271347,233,15,4246271321,285,,,,,,,,,,,,,,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843223,16,1,1,1,25,bbt5nqwufsne7r0zfa6pvpmfa,1,75.6,28.9,2023-05-03T06:04:51.492Z,2023-05-03T06:04:53Z,4246271399,140,86.1,4246271403,212,15.8,4246271397,56,Right,4246271395,168,,4246271393,3,,4246271401,141,12.2,4246271405,213,5.5,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843235,17,1,1,1,27,bbt5nqwufsne7r0zfa6pvpmfa,0,87.3,12.9,2023-05-03T06:04:53.726Z,2023-05-09T13:06:28Z,4246271479,140,92.0,4246271481,141,41.0,4246271477,56,Center,4246271485,213,1.3,4264660311,20,,4246271483,212,19.7,4246271473,2,,4264660309,224,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843259,18,8,1,1,33,18c8ibslzapz40lfb8y5vygcs,1,10.4,66.6,2023-05-03T06:04:58.994Z,2023-05-09T13:06:35Z,4246271583,56,Back,4264660599,385,,,,,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843257,18,61,1,1,34,bbt5nqwufsne7r0zfa6pvpmfa,1,91.7,41.2,2023-05-03T06:04:59.982Z,2023-05-03T06:05:00Z,4246271579,56,Center,,,,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843271,19,5,1,1,36,bbt5nqwufsne7r0zfa6pvpmfa,0,101.3,38.6,2023-05-03T06:05:02.162Z,2023-05-03T06:05:11Z,4246271649,56,Center,4246271875,361,,4246271671,233,19,4246271651,346,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843273,19,5,1,1,36,18c8ibslzapz40lfb8y5vygcs,1,-1.3,61.4,2023-05-03T06:05:02.162Z,2023-05-03T06:15:14Z,4246271659,56,Back,4246271661,346,,4246271665,233,19,4246271701,361,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843593,20,1,1,2,18,18c8ibslzapz40lfb8y5vygcs,1,4.6,44,2023-05-03T06:05:44.570Z,2023-05-03T06:05:50Z,4246272961,74,,4246272953,212,56.1,4246272957,1,,4246272945,124,,4246272947,56,Right,4246272955,213,6.0,4246272949,140,55.3,4246272951,141,17.9,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843605,21,1,1,2,24,18c8ibslzapz40lfb8y5vygcs,1,52.8,12.3,2023-05-03T06:05:50.026Z,2023-05-03T06:05:51Z,4246273025,212,25.4,4246273019,56,Back,4246273027,213,2.8,4246273021,140,30.3,4246273029,1,,4246273017,157,,4246273023,141,25.9,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843613,22,44,1,2,25,18c8ibslzapz40lfb8y5vygcs,1,32.1,22.2,2023-05-03T06:05:51.450Z,2023-05-03T06:05:52Z,4246273051,285,,4246273053,233,21,4246273049,56,Back,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843607,21,44,1,2,25,bbt5nqwufsne7r0zfa6pvpmfa,0,67.9,77.8,2023-05-03T06:05:51.451Z,2023-05-03T06:05:52Z,4246273033,56,Center,4246273081,233,22,4246273035,286,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843623,23,1,1,2,26,18c8ibslzapz40lfb8y5vygcs,0,30.3,25.9,2023-05-03T06:05:51.900Z,2023-05-03T06:05:53Z,4246273091,56,Right,4246273099,213,6.1,4246273095,141,17.9,4246273097,212,30.8,4246273093,140,59.2,4246273089,3,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843625,22,49,1,2,27,bbt5nqwufsne7r0zfa6pvpmfa,1,41.6,89.3,2023-05-03T06:05:53.267Z,2023-05-03T06:05:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843669,23,1,1,2,28,bbt5nqwufsne7r0zfa6pvpmfa,0,42,91.2,2023-05-03T06:05:54.195Z,2023-05-03T06:06:04Z,4246273313,212,62.6,4246273309,140,100.0,4246273307,56,Left,4246273305,157,,4246273311,141,88.9,4246273317,1,,4246273315,213,6.3,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843673,24,5,1,2,31,bbt5nqwufsne7r0zfa6pvpmfa,0,101.5,88.4,2023-05-03T06:05:56.957Z,2023-05-03T06:06:06Z,4246273355,233,24,4246273323,56,Left,4246273325,346,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843667,24,5,1,2,31,18c8ibslzapz40lfb8y5vygcs,1,-1.5,11.6,2023-05-03T06:05:56.957Z,2023-05-03T06:15:15Z,4246273287,346,,4246273347,233,24,4246273283,56,Back,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843727,25,1,1,2,39,18c8ibslzapz40lfb8y5vygcs,1,4.4,40.1,2023-05-03T06:06:05.353Z,2023-05-09T13:07:39Z,4246273575,124,,4264661855,189,,4246273577,56,Back,4246273585,213,1.2,4246273579,140,12.7,4246273589,237,,4246273581,141,74.4,4246273583,212,24.9,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843747,26,1,1,2,42,18c8ibslzapz40lfb8y5vygcs,1,11.2,78.2,2023-05-03T06:06:08.474Z,2023-05-03T06:06:12Z,4246273665,155,,4246273667,56,Left,4246273669,140,54.9,4246273673,212,45.9,4246273677,1,,4246273675,213,0.1,4246273671,141,81.7,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843755,27,44,1,2,43,18c8ibslzapz40lfb8y5vygcs,1,53.7,76.8,2023-05-03T06:06:09.572Z,2023-05-09T13:07:55Z,4246273717,56,Center,4246273747,233,25,4246273719,286,,,,,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843743,25,44,1,2,43,bbt5nqwufsne7r0zfa6pvpmfa,0,46.3,23.2,2023-05-03T06:06:09.573Z,2023-05-09T13:07:59Z,4246273657,56,Back,4246273659,285,,4246273777,233,27,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843777,28,1,1,2,44,18c8ibslzapz40lfb8y5vygcs,0,54.9,81.7,2023-05-03T06:06:10.695Z,2023-05-09T13:08:02Z,4246273851,141,81.5,4246273849,140,65.6,4246273855,213,6.3,4246273847,56,Left,4246273845,168,,4246273843,3,,4246273853,212,11.2,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542847487,96,61,1,2,45,bbt5nqwufsne7r0zfa6pvpmfa,1,45,21.5,2023-05-03T06:06:11.236Z,2023-05-09T13:08:04Z,4246293509,56,Back,,,,,,,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843795,26,4,1,2,48,bbt5nqwufsne7r0zfa6pvpmfa,1,44.4,25.2,2023-05-03T06:06:14.633Z,2023-05-03T06:06:34Z,4246273937,56,Back,4246274307,233,29,4246273935,295,,4246273941,286,,4246273939,152,,4246273933,13,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542843831,29,4,1,2,48,18c8ibslzapz40lfb8y5vygcs,0,55.6,74.8,2023-05-03T06:06:14.634Z,2023-05-03T06:06:34Z,4246274093,13,,4246274329,233,26,4246274099,152,,4246274101,285,,4246274097,56,Center,4246274095,295,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
