id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2533374049,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-04-15T06:06:08.199Z,2023-05-03T11:23:08Z,4189005349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4189005343,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4189005341,30,"rwrgxpcw0fbw23nmrol7w0d1, a1c22m80hq868xo8ekebeh39x, 9lx0ga5gyyydtll2lykm496fp, c0462ainildhz7zmyosnafmc5, cswf4egr4vc9p1mcfdhlfj8id, d5ohcms1wnysq8ydfrbbfhrvu, a48j66n8bzz6ffcsyiodbfwq2, 9d46sx7as05co7z0b91b1fpx, 7wg0d34b0cdh7fxgetfgqs8np, 77487qauk9fkzlesgze21odsl, cvt6409ohlrm4x3jl75gyqy1, a5bv94qfazsluavgaoxrys0rt, 1y7418qkypc0tg1fpx0anycfe, ehnhef906i6z4e7hn7ae1p68l, 5rojh6x1n0mshbzfhcjramn6d, 57140tg9gdrk4iqqhxbfomjmx, bg6f1chwq529zvdu7zcsz68r9, 79pu8sflam8hqbmlckw8o0huy",4189005347,130,8,4189005351,194,rwrgxpcw0fbw23nmrol7w0d1,4189005353,197,5046,4189005355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189005345,59,"21, 2, 6, 25, 22, 24, 16, 4, 9, 8, 27, 3, 7, 11, 17, 20, 31, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374449,1,34,16,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-15T06:06:56.143Z,2023-04-20T15:28:40Z,4189007009,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189006999,59,"27, 2, 17, 7, 4, 3, 8, 37, 9, 39, 11, 5, 10, 15, 33, 35, 41, 44",4189007005,194,6w26g83j8eztacwrfa4ilvh05,4189006997,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4189007001,130,4,4189007007,197,5038,4189007003,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4189006995,30,"eu0wama1jzd9er063es4p3b9x, 6zhe1uw4hag6m8sqmcy7zw8kq, 5rqe1mdhd56mpjkas654hby3u, 63245yg2ywq2p2s85w4vdokd0, 406wrekzsvvqqo9jgv2lk1d5, 6w26g83j8eztacwrfa4ilvh05, 1t02yvbqtxoq0xlil3o88bgx6, 8k94yjnb64nf994hbmpaiieol, cm1x3wpag38ievovx1azsp9lh, 1zckxb4ugqeuc50tggo5cohyh, 5tkfqt3adzkyb7rxjdni12vh1, 1vodims2kc52x1ew6acbj0wr9, 80q72r0bt6k15fgvbfvs3llud, 3o1ca5xdl2d20r1cwx3r548gl, anzbyfw36kbait6hvlzornuok, 2otou563dkse1ojis549sw1rd, cam8s80ouxcw7900f0qiwoacq, cxmuf2ztbfbfw5p2fmr7uzbvt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396321,2,32,1,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-15T07:04:08.712Z,2023-05-03T10:13:20Z,4189121581,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396327,2,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-04-15T07:04:08.712Z,2023-04-15T07:04:11Z,4189121611,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396341,3,1,1,0,0,e90fnsgtnamze3yssxpg392eb,1,50.1,49.9,2023-04-15T07:04:08.812Z,2023-05-03T10:16:05Z,4189121695,213,3.5,4189121697,279,S,4189121691,141,45.4,4189121693,212,8.4,4189121689,140,42.7,4189121687,56,Back,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396351,4,1,1,0,2,e90fnsgtnamze3yssxpg392eb,1,40.3,47.4,2023-04-15T07:04:11.439Z,2023-05-03T10:16:15Z,4189121747,140,31.9,4189121751,212,24.0,4189121753,213,1.9,4189121749,141,80.2,4189121745,56,Back,,,,,,,,,,63245yg2ywq2p2s85w4vdokd0,K. Matsuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396369,5,1,1,0,4,e90fnsgtnamze3yssxpg392eb,1,31.6,83.9,2023-04-15T07:04:13.581Z,2023-04-15T07:04:16Z,4189121843,141,73.9,4189121847,213,3.8,4189121841,140,22.4,4189121839,56,Back,4189121845,212,11.8,,,,,,,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396409,6,1,1,0,8,e90fnsgtnamze3yssxpg392eb,1,24.5,82.4,2023-04-15T07:04:16.735Z,2023-05-03T10:16:38Z,4189122041,213,5.6,4189122043,1,,4189122039,212,41.1,4189122035,140,55.0,4189122033,56,Center,4189122037,141,44.5,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396421,7,1,1,0,13,e90fnsgtnamze3yssxpg392eb,1,55.3,42.9,2023-04-15T07:04:22.014Z,2023-05-03T10:16:53Z,4189122121,213,5.0,4189122119,212,24.7,4189122113,56,Right,4189122117,141,8.3,4189122115,140,62.5,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533396449,8,1,1,0,17,e90fnsgtnamze3yssxpg392eb,1,61.9,8,2023-04-15T07:04:25.743Z,2023-05-03T10:17:01Z,4189122255,140,90.2,4189122253,56,Right,4189122257,141,15.5,4189122259,212,30.1,4189122261,213,0.2,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
