id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2530798717,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-04-09T05:03:34.833Z,2023-04-09T06:07:42Z,4175231327,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4175231325,30,"bpzxb7f450i503nsl4wj1xk2x, 8ng7ivcy8k8lxjpe4hpgl0lbd, 4ls5lzyiwwab2l2ou5an46ew9, b2g7r00e5yiswe9y2qdodktt5, t3mr37pe6ebkr18v3n9373kl, 2ati8vm9atqgr7pw57olfrr2t, 74nsqkyskico0dzgtxjheka5m, 3qfugmdyrphh09ktbhqqid3p, bc3t2v3tt6phv43c5v89u5ckp, 5dvxh6xzjxetb0lx04uxztb6d, 93daey7ftdnw8cpsdzkmtamdx, 8ml40qwf2tnqc72oy6zo68ic5, 1xnz11whvodane2pc9dj1jphx, e7eqz8gzhxdfdkiwbd8dkrz3e, 4lu1bc2hlxs0glhnc3nlek4k4, 6vsv85w7h0972blejy2yl0844, emw5plh1tvy8dc86odc9xmprd, 9cj392dzw0u8cr467wuijecmi",4175231333,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175231329,59,"1, 2, 16, 17, 33, 3, 8, 6, 11, 9, 7, 14, 18, 20, 27, 28, 31, 35",4175231331,130,2,4175231339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175231337,197,10236,4175231335,194,2ati8vm9atqgr7pw57olfrr2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799037,1,34,16,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-09T05:04:17.101Z,2023-04-09T05:57:21Z,4175232533,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175232543,197,15337,4175232541,194,6vkppmpdrvrujfp035ucpib8q,4175232531,30,"8m7y7kmzgy3aqwvlt1ywp1tjp, 23ejdwwhvzovvi7jmek50dyol, 3qguujjae7411ruqhztrfojys, 6vkppmpdrvrujfp035ucpib8q, 82f876uvvivzq5hspoy6vpfmy, 12ndgojwoabbe9igew1ymcnop, dsg6lclcyu8gvsyyn6jnoii95, f0yeq2v114x8is6rbrj6xxrhm, 7csua09fwbprxmixvu567yvv9, 74ebuvw74k1iwcq5nafqijvxm, 5cwzgbnlpamgpiwjlgn61i8k5, 7j7c0l6xctuoauvg1tpni3ysp, efwxg8re4wdxgcdxa32aoqyqy, 39ix1ftjgermlkf4i12c80u7d, darnk2r4rggf7z5dm7t48omp5, 5y6uy0cw3emtxukzgl1xeb4l, ca4hme0jyql3gf06hmsi89ht6, 1ohbb8qqo4atptaijs269i6i2",4175232539,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175232537,130,4,4175232545,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175232535,59,"26, 14, 44, 7, 4, 3, 10, 18, 9, 27, 17, 1, 5, 8, 22, 23, 25, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822849,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-04-09T06:03:45.960Z,2023-04-13T16:38:53Z,4175348503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822843,2,32,1,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-09T06:03:45.960Z,2023-04-09T06:03:46Z,4175348483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822865,3,1,1,0,0,ydlnn8jofdkseegh42az3fpt,1,49.8,50.1,2023-04-09T06:03:46.060Z,2023-04-09T06:04:12Z,4175348573,140,29.1,4175348577,212,22.3,4175348575,141,42.7,4175348581,279,S,4175348579,213,3.4,4175348571,56,Back,,,,,,,b2g7r00e5yiswe9y2qdodktt5,S. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822885,4,1,1,0,3,ydlnn8jofdkseegh42az3fpt,1,30.1,47.3,2023-04-09T06:03:49.544Z,2023-04-09T06:03:52Z,4175348679,56,Left,4175348677,155,,4175348683,141,88.6,4175348681,140,63.8,4175348689,1,,4175348685,212,45.2,4175348687,213,0.7,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822889,5,1,1,0,4,ydlnn8jofdkseegh42az3fpt,0,63.8,88.6,2023-04-09T06:03:50.087Z,2023-04-13T16:47:44Z,4175348699,212,4.5,4175348697,141,87.1,4175348693,56,Left,4175348695,140,59.6,4175348701,213,3.4,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822899,3,49,1,0,5,6bus1cl4b6zdm93290r02o7cx,1,40.5,15,2023-04-09T06:03:51.754Z,2023-04-13T16:47:45Z,,,,,,,,,,,,,,,,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532892643,716,3,1,0,6,6bus1cl4b6zdm93290r02o7cx,1,41.4,12.8,2023-04-09T06:03:52.655Z,2023-04-13T21:21:44Z,4186368343,286,,4186857159,233,728,4186368617,465,,4186368341,56,Back,,,,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532892651,728,45,1,0,6,ydlnn8jofdkseegh42az3fpt,0,58.6,87.2,2023-04-09T06:03:52.655Z,2023-04-13T21:21:44Z,4186368393,285,,4186857167,233,716,4186368391,56,Left,,,,,,,,,,,,,,,,93daey7ftdnw8cpsdzkmtamdx,T. Kanamori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
