id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2518917153,1,34,16,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-03-12T04:09:26.637Z,2023-03-12T05:05:49Z,4091445317,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4091445323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091445319,59,"71, 29, 24, 42, 2, 6, 5, 14, 22, 8, 23, 10, 13, 19, 30, 35, 41, 44",4091445321,130,17,4091445315,30,"9r2zywyi1254rds8d2h4ne0ru, ddf07flibb0j2s97fwmnuau3t, cpr3syuxxldolgb1a5exxvug9, 9b13bzxb1ihm44s5wx421v4oa, b2ud6d4vrv31bb5l00jzcogoa, 60wqpvcqw404cqqw11nejmvo5, egr1qg67z829bjgvwi8508yy, 5ap11m53rn4jai32lx8ejjzdh, 3rq2fxtjqablx794v1nom142x, 3glv4ddtgmm6ghdpqmcgr1j6y, eho6q5j8oz6hw3tffv8p0erdg, b68uhpy97bj96uyshxaqdsr9, b2p16gbvq5gqeiuv8hmbu5nxm, 28yslyo2m2bsim5y5s7fsr0t1, cvid25qdznmh1j1lyto6dp695, 5pgua1i009fqvqfshy4ncgnv9, 6pjif1rwpdftfj1dfee9l5xm2, 6ll3swg4tj5f8mw4k996adz2t",4091445325,194,5ap11m53rn4jai32lx8ejjzdh,4091445329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091445327,197,5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518919943,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-03-12T04:15:49.731Z,2023-03-12T04:15:49Z,4091458077,197,4991,4091458065,30,"rwrgxpcw0fbw23nmrol7w0d1, a1c22m80hq868xo8ekebeh39x, 9lx0ga5gyyydtll2lykm496fp, 5rojh6x1n0mshbzfhcjramn6d, cswf4egr4vc9p1mcfdhlfj8id, d5ohcms1wnysq8ydfrbbfhrvu, a48j66n8bzz6ffcsyiodbfwq2, c0462ainildhz7zmyosnafmc5, 57140tg9gdrk4iqqhxbfomjmx, 77487qauk9fkzlesgze21odsl, 6i35vaig8vo8uu549elm5kul1, a5bv94qfazsluavgaoxrys0rt, 9qugefy6toogpl37zi90s9uy1, 1y7418qkypc0tg1fpx0anycfe, 7wg0d34b0cdh7fxgetfgqs8np, ehnhef906i6z4e7hn7ae1p68l, cvt6409ohlrm4x3jl75gyqy1, bg6f1chwq529zvdu7zcsz68r9",4091458075,194,5rojh6x1n0mshbzfhcjramn6d,4091458067,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4091458071,130,8,4091458073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091458079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091458069,59,"21, 2, 6, 17, 22, 24, 16, 25, 20, 8, 19, 3, 5, 7, 9, 11, 27, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938783,2,43,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-03-12T05:03:05Z,2023-03-12T05:03:18Z,4091545983,144,32,4091545519,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938953,3,32,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-03-12T05:03:05Z,2023-03-12T05:16:10Z,4091546175,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938943,3,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-03-12T05:03:05Z,2023-03-16T15:51:46Z,4091546145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938965,4,1,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,49.7,50.3,2023-03-12T05:03:05.100Z,2023-03-16T16:03:04Z,4091546235,279,S,4091546225,56,Back,4091546231,212,21.3,4091546229,141,47.8,4091546233,213,3.2,4091546227,140,29.5,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938793,2,43,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-03-12T05:03:05.924Z,2023-03-12T05:03:16Z,4091545549,127,Right to Left,4091545937,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938985,5,1,1,0,2,90cc40yau7yv6n8r4xs361ofd,1,29.7,47.9,2023-03-12T05:03:07.203Z,2023-03-12T05:17:36Z,4091546341,213,0.5,4091546343,1,,4091546325,140,64.3,4091546331,141,76.9,4091546321,56,Center,4091546337,212,41.3,4091549709,155,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938993,6,44,1,0,5,90cc40yau7yv6n8r4xs361ofd,1,65.4,84.9,2023-03-12T05:03:10.701Z,2023-03-12T05:17:37Z,4091546351,56,Left,4091546353,286,,4091546441,233,4,,,,,,,,,,,,,,,,57140tg9gdrk4iqqhxbfomjmx,M. Kato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518939015,4,44,1,0,5,27o8mdqno6jslcjb709sxjwyy,0,34.6,15.1,2023-03-12T05:03:10.702Z,2023-03-16T16:03:02Z,4091546445,233,6,4091546431,56,Back,4091546433,285,,,,,,,,,,,,,,,,,60wqpvcqw404cqqw11nejmvo5,A. Fukuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938995,7,61,1,0,6,90cc40yau7yv6n8r4xs361ofd,0,64.4,76.9,2023-03-12T05:03:11.255Z,2023-03-12T05:17:39Z,4091546357,56,Center,,,,,,,,,,,,,,,,,,,,,,57140tg9gdrk4iqqhxbfomjmx,M. Kato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518939021,5,5,1,0,7,27o8mdqno6jslcjb709sxjwyy,1,28.7,-2,2023-03-12T05:03:12.119Z,2023-03-12T05:17:40Z,4091546467,233,8,4091546459,347,,4091546457,56,Back,,,,,,,,,,,,,,,,60wqpvcqw404cqqw11nejmvo5,A. Fukuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518938999,8,5,1,0,7,90cc40yau7yv6n8r4xs361ofd,0,71.3,102,2023-03-12T05:03:12.119Z,2023-03-12T05:17:42Z,4091546473,233,5,4091546375,347,,4091546373,56,Left,,,,,,,,,,,,,,,,57140tg9gdrk4iqqhxbfomjmx,M. Kato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518939107,6,1,1,0,16,27o8mdqno6jslcjb709sxjwyy,0,29,0,2023-03-12T05:03:21.419Z,2023-03-12T05:17:41Z,4091546745,140,46.9,4091546747,141,18.0,4091546749,212,23.2,4091546743,56,Back,4091546751,213,0.6,4091546741,107,,4091546753,1,,,,,60wqpvcqw404cqqw11nejmvo5,A. Fukuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
