id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2521255561,1,34,16,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-03-18T04:07:16.401Z,2023-03-18T04:07:16Z,4103827111,59,"1, 3, 6, 25, 2, 22, 33, 4, 18, 16, 31, 7, 10, 15, 20, 21, 26, 27",4103827119,197,14640,4103827113,130,8,4103827121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4103827115,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4103827109,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4103827117,194,9gqymee6r8xdj6jbvcc6mahg5,4103827107,30,"a1upg2vdzbgl4y7tr2grer3kl, br87k809f9zu9av8cwkwtkhgq, 9uj9vy1lj10nqjncq6d2rd39x, 9gqymee6r8xdj6jbvcc6mahg5, el9hmsmc1zz7yie7dedfaac8a, 19pcq7pd8fq57z1tgec16o79x, esfnlp56d5kfvxy9518d91gd0, 19m4x5k36kaujvze82qp1ju8l, dgex06nxjy9fdvc12o8keg99l, d8f4eo6asksimz2kqs58x6bjd, bv59fhjhp11derlzbyro5mkgk, 9zr0kq2pw4eua1tqo3vsvd9wq, 2o6pujv6wvjonzi16w48nf8q1, 8mksoz3513wprt2hhu8c9vo45, 31xdzeykcgfe0vyel250sd0q1, a8adq7dy6i0icdu0j2b6jm2g9, 8bxd61gpgwi9cat8awx4h0n4k, 8lfgk7eqdptu5o53n656vxck5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521256725,1,34,16,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-03-18T04:13:49.277Z,2023-03-18T05:02:32Z,4103833125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4103833135,197,15337,4103833133,194,6vkppmpdrvrujfp035ucpib8q,4103833137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4103833131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4103833123,30,"7j7c0l6xctuoauvg1tpni3ysp, 23ejdwwhvzovvi7jmek50dyol, 3qguujjae7411ruqhztrfojys, 6vkppmpdrvrujfp035ucpib8q, 82f876uvvivzq5hspoy6vpfmy, 12ndgojwoabbe9igew1ymcnop, dsg6lclcyu8gvsyyn6jnoii95, 1zoe7llh5n846ipo1i4oqse7d, 7csua09fwbprxmixvu567yvv9, 74ebuvw74k1iwcq5nafqijvxm, 5cwzgbnlpamgpiwjlgn61i8k5, a3ddgi8xegnry9padlgmxhz2t, 3dcmvl6ile1c42e7zzw4e139x, 493qw13cbziuyumsb1s01cufo, f0yeq2v114x8is6rbrj6xxrhm, ez252u15v75qpotw00x7n3rhl, ch1ehgr9guufs2wmz5dbvmvo5, a9lb9wl7lf9lxpmwril1pyfop",4103833129,130,4,4103833127,59,"1, 14, 44, 7, 4, 3, 10, 16, 9, 27, 17, 6, 11, 15, 18, 19, 21, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265769,2,32,1,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-03-18T05:03:34.990Z,2023-03-18T05:03:37Z,4103884631,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265767,2,32,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-03-18T05:03:34.990Z,2023-03-18T05:03:35Z,4103884619,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265775,3,1,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,49.8,49.9,2023-03-18T05:03:35.090Z,2023-03-18T05:03:38Z,4103884663,212,13.7,4103884661,141,51.2,4103884665,213,3.1,4103884659,140,36.8,4103884667,279,S,4103884657,56,Back,,,,,,,d8f4eo6asksimz2kqs58x6bjd,T. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265783,4,1,1,0,3,ctm9as17rs95yhuz7qf53wfke,0,37,50.4,2023-03-18T05:03:38.331Z,2023-03-18T05:03:39Z,4103884687,56,Center,4103884685,155,,4103884695,213,5.8,4103884691,141,31.0,4103884689,140,62.0,4103884693,212,29.4,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265797,3,1,1,0,5,6bus1cl4b6zdm93290r02o7cx,0,40.6,72.1,2023-03-18T05:03:40.404Z,2023-03-18T05:03:41Z,4103884753,141,56.9,4103884757,213,5.6,4103884751,140,52.8,4103884747,3,,4103884755,212,16.5,4103884749,56,Center,,,,,,,1zoe7llh5n846ipo1i4oqse7d,S. Takeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265803,5,61,1,0,7,ctm9as17rs95yhuz7qf53wfke,0,45.6,44,2023-03-18T05:03:42.683Z,2023-03-18T05:03:42Z,4103884791,56,Back,,,,,,,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265805,4,49,1,0,8,6bus1cl4b6zdm93290r02o7cx,1,62.3,57.5,2023-03-18T05:03:43.893Z,2023-03-18T05:03:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265821,5,1,1,0,10,6bus1cl4b6zdm93290r02o7cx,0,70.6,58.1,2023-03-18T05:03:45.748Z,2023-03-18T05:03:46Z,4103884879,213,1.1,4103884873,141,72.0,4103884871,140,75.5,4103884869,56,Center,4103884875,212,10.8,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521265825,6,49,1,0,12,ctm9as17rs95yhuz7qf53wfke,1,24.9,31.8,2023-03-18T05:03:47.067Z,2023-03-18T05:03:47Z,,,,,,,,,,,,,,,,,,,,,,,,,br87k809f9zu9av8cwkwtkhgq,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
