id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value
2514845549,82,16,1,8,5,9s2g5k3dlmfii452t8edaeozh,1,89.4,39.1,2023-03-04T05:11:16.918Z,2023-03-04T05:13:11Z,4069878069,231,43.0,4069878061,214,,4069877709,20,,4069877717,375,08:04.642,4069877713,374,2023-03-04 05:11:16.116,4069878057,102,52.6,4069878063,89,,4069879315,76,,aa1f06qx3epbsge6s4ayd1e22,T. Fujii,4069878067,230,4069878065,458,,4069877567,56,93.8,Center,4069877563,22,4069877565,17,4069878059,103,2.5,,,,,,,,,,,,,,,,
2514845585,82,1,1,9,4,ctm9as17rs95yhuz7qf53wfke,1,49.8,50.3,2023-03-04T05:12:16.079Z,2023-03-04T05:36:47Z,4069877775,141,54.5,4069925083,279,G,4069877773,140,38.3,4069877777,212,12.4,4069877779,213,2.9,4069877771,56,Back,4069877791,189,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845603,83,1,1,9,7,ctm9as17rs95yhuz7qf53wfke,1,38.3,54.5,2023-03-04T05:12:18.621Z,2023-03-04T05:12:20Z,4069877881,140,68.8,4069877889,212,44.9,4069877899,1,,4069877877,155,,4069877879,56,Right,4069877895,213,5.5,4069877885,141,8.2,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845613,84,1,1,9,9,ctm9as17rs95yhuz7qf53wfke,0,69.9,6.8,2023-03-04T05:12:20.798Z,2023-03-04T05:12:22Z,4069877969,141,15.2,4069877967,140,64.9,4069877963,3,,4069877973,213,2.3,4069877971,212,7.8,4069877965,56,Right,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845633,83,49,1,9,14,9s2g5k3dlmfii452t8edaeozh,1,32.6,95.7,2023-03-04T05:12:25.935Z,2023-03-04T05:12:26Z,,,,,,,,,,,,,,,,,,,,,,,,,412cup9h8jkgivwiroq8mpfjd,K. Chinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845647,84,1,1,9,14,9s2g5k3dlmfii452t8edaeozh,1,32.6,95.7,2023-03-04T05:12:26.044Z,2023-03-04T05:12:28Z,4069878145,140,24.5,4069878149,212,8.7,4069878143,56,Back,4069878151,213,3.4,4069878147,141,93.0,,,,,,,,,,412cup9h8jkgivwiroq8mpfjd,K. Chinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845703,85,1,1,9,16,9s2g5k3dlmfii452t8edaeozh,0,24.6,91.8,2023-03-04T05:12:28.157Z,2023-03-04T05:12:42Z,4069878539,212,47.7,4069878533,56,Left,4069878537,141,94.8,4069878531,155,,4069878543,1,,4069878535,140,70.0,4069878541,213,0.0,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845711,86,4,1,9,32,9s2g5k3dlmfii452t8edaeozh,1,65,92.4,2023-03-04T05:12:43.757Z,2023-03-04T05:59:29Z,4069878565,152,,4069886489,295,,4069886565,189,,4069878563,56,Left,4069878743,233,85,4069878569,286,,4069878561,13,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845727,85,4,1,9,32,ctm9as17rs95yhuz7qf53wfke,0,35,7.6,2023-03-04T05:12:43.758Z,2023-03-04T05:59:29Z,4069878631,13,,4069878683,233,86,4069878639,285,,4069878637,152,,4069878635,56,Back,4069886415,295,,4069886601,189,,,,,el9hmsmc1zz7yie7dedfaac8a,B. Nduka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845867,87,1,1,10,2,9s2g5k3dlmfii452t8edaeozh,1,54.7,95.1,2023-03-04T05:13:14.157Z,2023-03-04T05:13:18Z,4069879439,5,,4069879445,140,54.4,4069879449,141,62.0,4069879451,212,22.5,4069879443,56,Center,4069879441,152,,4069879453,213,4.7,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845897,88,1,1,10,6,9s2g5k3dlmfii452t8edaeozh,1,53.5,59.1,2023-03-04T05:13:17.837Z,2023-03-04T05:13:25Z,4069879629,141,6.4,4069879627,140,63.1,4069879635,1,,4069879631,212,37.2,4069879625,56,Right,4069879633,213,5.0,,,,,,,7xvwcat6dce9y9obgc8e2s1k9,K. Tsunemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845903,89,1,1,10,13,9s2g5k3dlmfii452t8edaeozh,1,85.1,2.8,2023-03-04T05:13:24.957Z,2023-03-04T05:13:25Z,4069879673,140,86.1,4069879677,212,25.9,4069879679,213,1.5,4069879671,56,Center,4069879675,141,40.9,4069879667,2,,,,,,,,aa1f06qx3epbsge6s4ayd1e22,T. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845919,90,1,1,10,17,9s2g5k3dlmfii452t8edaeozh,0,94,25.6,2023-03-04T05:13:29.309Z,2023-03-04T05:18:36Z,4069879779,213,1.7,4069879777,212,12.0,4069879773,140,92.9,4069879771,56,Center,4069879775,141,43.1,4069879767,2,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845929,86,12,1,10,18,ctm9as17rs95yhuz7qf53wfke,1,8.6,56.1,2023-03-04T05:13:29.743Z,2023-03-04T05:13:32Z,4069879853,212,8.0,4069879847,56,Back,4069879851,141,62.6,4069879849,140,14.9,4069879855,213,0.6,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845933,87,49,1,10,20,ctm9as17rs95yhuz7qf53wfke,1,15.2,62.9,2023-03-04T05:13:31.948Z,2023-03-04T05:13:32Z,,,,,,,,,,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845943,88,1,1,10,20,ctm9as17rs95yhuz7qf53wfke,0,15.2,62.9,2023-03-04T05:13:32.048Z,2023-03-04T05:19:52Z,4069879915,141,75.9,4069879919,213,0.6,4069879913,140,27.7,4069879917,212,15.8,4069879911,56,Back,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845947,89,43,1,10,22,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-03-04T05:13:34.369Z,2023-03-04T05:19:56Z,4069880055,233,91,4069879937,285,0,4069892037,144,50,4069879935,56,Back,,,,,,,,,,,,,br87k809f9zu9av8cwkwtkhgq,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845959,91,8,1,10,22,9s2g5k3dlmfii452t8edaeozh,1,68.5,17.1,2023-03-04T05:13:34.370Z,2023-03-04T05:19:58Z,4069880021,56,Right,,,,,,,,,,,,,,,,,,,,,,aa1f06qx3epbsge6s4ayd1e22,T. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845965,92,49,1,10,26,9s2g5k3dlmfii452t8edaeozh,1,34.5,4.3,2023-03-04T05:13:38.412Z,2023-03-04T05:13:38Z,,,,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846035,93,1,1,10,31,9s2g5k3dlmfii452t8edaeozh,1,38,27,2023-03-04T05:13:42.492Z,2023-03-04T05:13:55Z,4069880461,56,Back,4069880469,213,1.3,4069880463,140,48.6,4069880467,212,37.7,4069880471,1,,4069880465,141,80.0,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846041,94,1,1,10,44,9s2g5k3dlmfii452t8edaeozh,0,94.8,92.1,2023-03-04T05:13:55.516Z,2023-03-04T05:13:57Z,4069880515,212,28.4,4069880511,140,95.5,4069880517,213,4.7,4069880513,141,50.3,4069880509,56,Center,4069880507,155,,4069880505,2,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846069,90,12,1,10,46,ctm9as17rs95yhuz7qf53wfke,1,8,51.5,2023-03-04T05:13:58.154Z,2023-03-04T05:14:03Z,4069880651,213,6.1,4069880647,141,44.6,4069880643,56,Back,4069880649,212,23.1,4069880645,140,29.5,,,,,,,,,,a1upg2vdzbgl4y7tr2grer3kl,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514845221,81,61,1,10,49,ctm9as17rs95yhuz7qf53wfke,0,28.5,48.2,2023-03-04T05:14:00.957Z,2023-03-04T05:22:09Z,4069894825,56,Back,,,,,,,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846057,95,61,1,10,49,9s2g5k3dlmfii452t8edaeozh,1,75.4,57.3,2023-03-04T05:14:01.101Z,2023-03-04T05:22:11Z,4069880593,56,Center,,,,,,,,,,,,,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846067,96,1,1,10,51,9s2g5k3dlmfii452t8edaeozh,1,72.4,70,2023-03-04T05:14:02.653Z,2023-03-04T05:14:03Z,4069880635,141,60.9,4069880633,140,69.1,4069880637,212,7.1,4069880639,213,4.2,4069880631,56,Center,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846071,97,61,1,10,52,9s2g5k3dlmfii452t8edaeozh,0,69.1,60.9,2023-03-04T05:14:03.660Z,2023-03-04T05:22:19Z,4069880653,56,Center,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846073,91,1,1,10,52,ctm9as17rs95yhuz7qf53wfke,0,30.5,37.9,2023-03-04T05:14:03.665Z,2023-03-04T05:23:00Z,4069880661,212,2.6,4069880655,56,Back,4069880663,213,0.2,4069880659,141,38.6,4069880657,140,32.9,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514849067,152,61,1,10,53,9s2g5k3dlmfii452t8edaeozh,1,70.7,46.4,2023-03-04T05:14:05.060Z,2023-03-04T05:23:03Z,4069898357,56,Center,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846101,98,4,1,10,59,9s2g5k3dlmfii452t8edaeozh,1,62.6,61.6,2023-03-04T05:14:11.437Z,2023-03-04T05:14:21Z,4069880865,233,92,4069880843,13,,4069880847,152,,4069880851,286,,4069880849,265,,4069880845,56,Center,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846105,92,4,1,10,59,ctm9as17rs95yhuz7qf53wfke,0,37.4,38.4,2023-03-04T05:14:11.438Z,2023-03-04T05:14:25Z,4069880863,285,,4069880869,233,98,4069880861,265,,4069880859,152,,4069880857,56,Back,4069880855,13,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846267,99,1,1,11,39,9s2g5k3dlmfii452t8edaeozh,0,64.9,56.7,2023-03-04T05:14:51.276Z,2023-03-04T05:14:53Z,4069881801,155,,4069881807,140,88.6,4069881803,152,,4069881799,5,,4069881809,141,37.3,4069881811,212,28.2,4069881805,56,Center,4069881813,213,5.8,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846295,93,12,1,11,40,ctm9as17rs95yhuz7qf53wfke,1,12.8,58.7,2023-03-04T05:14:52.463Z,2023-03-04T05:24:48Z,4069881953,167,,4069882009,15,,4069881935,141,74.2,4069881931,56,Back,4069881933,140,0.0,4069881937,212,18.3,4069881939,213,2.5,,,,19pcq7pd8fq57z1tgec16o79x,K. Iwatake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846297,94,6,1,11,43,ctm9as17rs95yhuz7qf53wfke,0,5,68.4,2023-03-04T05:14:54.508Z,2023-03-04T05:24:51Z,4069881947,73,,4069881945,56,Back,4069881963,233,100,,,,,,,,,,,,,,,,19pcq7pd8fq57z1tgec16o79x,K. Iwatake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846287,100,6,1,11,43,9s2g5k3dlmfii452t8edaeozh,1,95,31.6,2023-03-04T05:14:54.508Z,2023-03-04T05:14:57Z,4069881907,56,Center,4069881909,75,,4069881955,233,94,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846447,101,1,1,12,19,9s2g5k3dlmfii452t8edaeozh,0,99.5,0.5,2023-03-04T05:15:30.811Z,2023-03-04T05:15:32Z,4069882957,213,1.7,4069882953,141,39.1,4069882941,2,,4069882949,56,Center,4069882947,224,,4069882943,6,,4069882951,140,95.5,4069882955,212,26.6,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,4069882945,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846471,95,12,1,12,21,ctm9as17rs95yhuz7qf53wfke,1,7.9,62,2023-03-04T05:15:32.536Z,2023-03-04T05:15:41Z,4069883107,167,,4069883079,213,1.0,4069883077,212,33.4,4069883073,140,26.3,4069883071,56,Back,4069883195,15,,4069883075,141,100.0,,,,19m4x5k36kaujvze82qp1ju8l,Yuri Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846475,96,5,1,12,22,ctm9as17rs95yhuz7qf53wfke,0,25,102,2023-03-04T05:15:34.391Z,2023-03-04T05:15:42Z,4069883157,233,102,4069883101,56,Back,4069883103,347,,,,,,,,,,,,,,,,,19m4x5k36kaujvze82qp1ju8l,Yuri Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846459,102,5,1,12,22,9s2g5k3dlmfii452t8edaeozh,1,75,-2,2023-03-04T05:15:34.391Z,2023-03-04T05:16:41Z,4069883025,56,Right,4069883117,233,96,4069883027,347,,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846567,103,1,1,12,37,9s2g5k3dlmfii452t8edaeozh,1,81.3,0,2023-03-04T05:15:48.572Z,2023-03-04T05:15:51Z,4069883711,107,,4069883719,212,21.2,4069883721,213,1.0,4069883713,56,Center,4069883717,141,24.1,4069883715,140,92.4,,,,,,,7xvwcat6dce9y9obgc8e2s1k9,K. Tsunemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846575,104,3,1,12,39,9s2g5k3dlmfii452t8edaeozh,0,91.7,26.4,2023-03-04T05:15:51.420Z,2023-03-04T05:26:16Z,4069883767,286,,4069883765,56,Center,4069883813,233,97,,,,,,,,,,,,,,,,412cup9h8jkgivwiroq8mpfjd,K. Chinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846583,97,7,1,12,39,ctm9as17rs95yhuz7qf53wfke,1,8.3,73.6,2023-03-04T05:15:51.421Z,2023-03-04T05:26:17Z,4069883805,233,104,4069883801,56,Back,4069883803,285,,,,,,,,,,,,,,,,,19m4x5k36kaujvze82qp1ju8l,Yuri Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846589,98,1,1,12,42,ctm9as17rs95yhuz7qf53wfke,0,7.7,72.1,2023-03-04T05:15:53.853Z,2023-03-04T05:26:36Z,4069883923,286,,4069883919,233,105,4069883917,236,,4069883845,213,0.3,4069883837,56,Back,4069883839,140,9.2,4069883843,212,1.7,4069883841,141,72.9,19m4x5k36kaujvze82qp1ju8l,Yuri Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846601,105,74,1,12,42,9s2g5k3dlmfii452t8edaeozh,1,90.3,25.6,2023-03-04T05:15:53.854Z,2023-03-04T05:59:32Z,4069883895,285,,4069883947,233,98,4069883893,56,Center,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846611,106,49,1,12,45,9s2g5k3dlmfii452t8edaeozh,1,76.9,25.2,2023-03-04T05:15:57.003Z,2023-03-04T05:27:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846625,107,1,1,12,45,9s2g5k3dlmfii452t8edaeozh,1,76.9,25.2,2023-03-04T05:15:57.164Z,2023-03-04T05:27:24Z,4069884053,1,,4069884041,140,95.3,4069884049,213,1.1,4069884043,141,76.3,4069884039,56,Center,4069884037,155,,4069884045,212,39.8,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846637,108,1,1,12,47,9s2g5k3dlmfii452t8edaeozh,1,95.3,76.3,2023-03-04T05:15:59.003Z,2023-03-04T05:27:37Z,4069884101,3,,4069884109,212,9.2,4069884103,56,Center,4069884107,141,78.5,4069884111,213,3.0,4069884105,140,86.7,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846655,109,1,1,12,49,9s2g5k3dlmfii452t8edaeozh,1,86.7,81.5,2023-03-04T05:16:00.908Z,2023-03-04T05:16:03Z,4069884215,212,7.8,4069884209,56,Center,4069884211,140,80.8,4069884213,141,74.5,4069884217,213,3.8,,,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846667,110,1,1,12,51,9s2g5k3dlmfii452t8edaeozh,1,80.8,74.5,2023-03-04T05:16:03.035Z,2023-03-04T06:03:33Z,4069884273,213,5.8,4069912539,210,13,4069884271,212,11.9,4069884265,56,Center,4069912541,154,,4069884269,141,65.7,4069884267,140,90.6,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2514846671,111,13,1,12,52,9s2g5k3dlmfii452t8edaeozh,1,91.8,65.3,2023-03-04T05:16:04.347Z,2023-03-04T06:03:34Z,4069884291,22,,4069912561,147,58.3,4069967233,137,,4069912557,328,,4069911719,153,,4069912553,102,56.5,4069912549,55,110,4069912555,103,6.9,12lc6edtue24savqtmbkyu7rp,K. Anzai,4069884293,64,4069912565,231,56.5,4069884295,56,,Center,4069912563,230,4069912559,146,4069911713,20,,,97.8,98.5,4069912547,154,4069912543,83,4069912545,29,,,,,,,
2514846679,99,10,1,12,52,ctm9as17rs95yhuz7qf53wfke,1,2.8,43.3,2023-03-04T05:16:04.447Z,2023-03-04T05:28:42Z,4069885377,233,111,4069884349,56,Back,4069884343,173,,4069885271,183,,4069910161,190,,4069885269,389,,,,,,,,a1upg2vdzbgl4y7tr2grer3kl,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846697,100,12,1,12,55,ctm9as17rs95yhuz7qf53wfke,1,2.9,33.1,2023-03-04T05:16:07.391Z,2023-03-04T05:30:22Z,4069884431,56,Back,4069884439,213,4.8,4069884433,140,3.4,4069884437,212,13.6,4069884447,15,,4069884435,141,13.1,,,,,,,el9hmsmc1zz7yie7dedfaac8a,B. Nduka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846713,101,49,1,12,58,ctm9as17rs95yhuz7qf53wfke,1,3.1,11.4,2023-03-04T05:16:09.966Z,2023-03-04T05:16:10Z,,,,,,,,,,,,,,,,,,,,,,,,,br87k809f9zu9av8cwkwtkhgq,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846717,102,1,1,12,58,ctm9as17rs95yhuz7qf53wfke,0,3.1,11.4,2023-03-04T05:16:10.082Z,2023-03-04T05:16:11Z,4069884561,141,21.3,4069884567,1,,4069884563,212,29.3,4069884565,213,0.2,4069884555,157,,4069884557,56,Back,4069884559,140,30.3,,,,br87k809f9zu9av8cwkwtkhgq,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846719,112,8,1,13,0,9s2g5k3dlmfii452t8edaeozh,1,67.4,84.2,2023-03-04T05:16:11.500Z,2023-03-04T05:16:11Z,4069884569,56,Left,,,,,,,,,,,,,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846737,113,1,1,13,1,9s2g5k3dlmfii452t8edaeozh,0,67.9,81.4,2023-03-04T05:16:13.308Z,2023-03-04T05:31:21Z,4069884673,213,0.2,4069884665,56,Left,4069884671,212,3.6,4069884667,140,71.3,4069884669,141,82.3,,,,,,,,,,6dtp194pewnyuhwkxcn2xpf8q,K. Sano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514852295,240,61,1,13,2,ctm9as17rs95yhuz7qf53wfke,1,23.4,29.7,2023-03-04T05:16:14.160Z,2023-03-04T05:31:23Z,4069914479,56,Back,,,,,,,,,,,,,,,,,,,,,,19m4x5k36kaujvze82qp1ju8l,Yuri Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846749,103,1,1,13,3,ctm9as17rs95yhuz7qf53wfke,0,26.2,20.1,2023-03-04T05:16:14.691Z,2023-03-04T05:16:16Z,4069884751,157,,4069884753,56,Back,4069884757,141,22.1,4069884759,212,22.0,4069884763,1,,4069884755,140,47.1,4069884761,213,0.1,,,,19m4x5k36kaujvze82qp1ju8l,Yuri Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846763,114,49,1,13,5,9s2g5k3dlmfii452t8edaeozh,1,55.5,81.8,2023-03-04T05:16:17.452Z,2023-03-04T05:31:51Z,,,,,,,,,,,,,,,,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846785,115,1,1,13,6,9s2g5k3dlmfii452t8edaeozh,1,55.5,81.8,2023-03-04T05:16:18.252Z,2023-03-04T05:16:21Z,4069884963,1,,4069884961,213,5.5,4069884955,140,74.3,4069884951,157,,4069884959,212,27.8,4069884953,56,Center,4069884957,141,53.1,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846791,116,4,1,13,9,9s2g5k3dlmfii452t8edaeozh,1,72.2,52.4,2023-03-04T05:16:21.356Z,2023-03-04T05:16:23Z,4069884989,13,,4069884997,286,,4069884993,152,,4069884991,56,Center,4069884995,265,,4069885047,233,104,,,,,,,412cup9h8jkgivwiroq8mpfjd,K. Chinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514846799,104,4,1,13,9,ctm9as17rs95yhuz7qf53wfke,0,27.8,47.6,2023-03-04T05:16:21.357Z,2023-03-04T05:16:23Z,4069885031,265,,4069885033,285,,4069885025,13,,4069885053,233,116,4069885029,152,,4069885027,56,Back,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514847201,117,13,1,14,37,9s2g5k3dlmfii452t8edaeozh,1,73.9,54.4,2023-03-04T05:17:48.587Z,2023-03-04T06:03:44Z,4069887723,86,,4069887727,103,47.2,4069887497,26,,4069887733,231,48.4,4069887725,102,58.3,4069887629,20,,4069887499,18,,4069887729,458,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,4069887501,56,4069887721,120,,4069887731,230,Center,98.8,,,,,,,,,,,,,,,,,,,,,,,
2514847213,105,5,1,14,38,ctm9as17rs95yhuz7qf53wfke,1,-1.2,39.8,2023-03-04T05:17:50.410Z,2023-03-04T05:18:02Z,4069887569,56,Back,4069887597,233,118,4069887571,346,,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514847203,118,5,1,14,38,9s2g5k3dlmfii452t8edaeozh,0,101.2,60.2,2023-03-04T05:17:50.410Z,2023-03-04T05:17:52Z,4069887513,56,Center,4069887615,233,105,4069887515,346,,,,,,,,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514847295,106,1,1,14,57,ctm9as17rs95yhuz7qf53wfke,0,4.3,44.2,2023-03-04T05:18:09.202Z,2023-03-04T05:18:34Z,4069888341,189,,4069888127,237,,4069888123,213,1.1,4069888119,141,92.7,4069888121,212,37.8,4069888113,124,,4069888117,140,21.9,4069888125,1,,a1upg2vdzbgl4y7tr2grer3kl,K. Nagai,4069888115,56,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,
2514847307,119,61,1,14,58,9s2g5k3dlmfii452t8edaeozh,1,78.6,4.4,2023-03-04T05:18:09.541Z,2023-03-04T05:32:30Z,4069888181,56,Right,4069888201,189,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514847331,107,5,1,15,0,ctm9as17rs95yhuz7qf53wfke,1,23.6,101.6,2023-03-04T05:18:12.037Z,2023-03-04T05:18:16Z,4069888325,56,Back,4069888347,233,120,4069888327,347,,,,,,,,,,,,,,,,,a1upg2vdzbgl4y7tr2grer3kl,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514847317,120,5,1,15,0,9s2g5k3dlmfii452t8edaeozh,0,76.4,-1.6,2023-03-04T05:18:12.037Z,2023-03-04T05:18:18Z,4069888369,233,107,4069888249,56,Right,4069888251,347,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
