id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2537740341,6,5,1,0,11,27o8mdqno6jslcjb709sxjwyy,1,59.8,-1.3,2023-04-23T05:04:39.668Z,2023-04-23T05:31:02Z,4212128955,56,Right,4212128957,347,,4212128973,233,5,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740425,7,1,1,0,32,27o8mdqno6jslcjb709sxjwyy,1,60.6,0,2023-04-23T05:05:00.534Z,2023-04-23T05:05:02Z,4212129371,212,32.0,4212129363,107,,4212129365,56,Right,4212129369,141,13.2,4212129367,140,89.4,4212129375,1,,4212129373,213,0.3,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740427,8,61,1,0,33,27o8mdqno6jslcjb709sxjwyy,1,89.4,13.2,2023-04-23T05:05:01.929Z,2023-04-23T05:05:02Z,4212129387,56,Right,,,,,,,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740443,9,1,1,0,34,27o8mdqno6jslcjb709sxjwyy,0,98.2,3.8,2023-04-23T05:05:03.286Z,2023-04-23T05:05:05Z,4212129437,141,6.5,4212129429,2,,4212129455,233,6,4212129433,56,Right,4212129441,213,1.5,4212129435,140,98.3,4212129453,236,,4212129431,155,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,4212129459,286,4212129439,212,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740445,6,12,1,0,34,6bus1cl4b6zdm93290r02o7cx,1,2.9,94.7,2023-04-23T05:05:03.386Z,2023-04-23T05:05:05Z,4212129449,56,Back,4212129447,185,,4212129461,233,9,,,,,,,,,,,,,,,,12ndgojwoabbe9igew1ymcnop,S. Asada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740449,10,61,1,0,36,27o8mdqno6jslcjb709sxjwyy,1,98.3,6.5,2023-04-23T05:05:05.198Z,2023-04-23T05:05:05Z,4212129483,56,Right,,,,,,,,,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740479,7,5,1,0,38,6bus1cl4b6zdm93290r02o7cx,1,-1.1,82.8,2023-04-23T05:05:06.567Z,2023-04-23T05:31:02Z,4212129623,233,11,4212129589,56,Back,4212129591,346,,,,,,,,,,,,,,,,,12ndgojwoabbe9igew1ymcnop,S. Asada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740457,11,5,1,0,38,27o8mdqno6jslcjb709sxjwyy,0,101.1,17.2,2023-04-23T05:05:06.567Z,2023-04-23T05:05:10Z,4212129515,346,,4212129627,233,7,4212129513,56,Right,,,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740627,8,1,1,1,0,6bus1cl4b6zdm93290r02o7cx,1,5.3,61.4,2023-04-23T05:05:29.062Z,2023-04-23T05:05:39Z,4212130331,124,,4212130343,1,,4212130337,141,98.3,4212130339,212,74.8,4212130335,140,72.4,4212130347,74,,4212130333,56,Left,4212130341,213,0.3,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740635,9,1,1,1,11,6bus1cl4b6zdm93290r02o7cx,0,72.4,98.1,2023-04-23T05:05:39.537Z,2023-04-23T05:05:40Z,4212130373,212,16.8,4212130369,140,86.4,4212130367,56,Left,4212130371,141,86.2,4212130375,213,5.8,,,,,,,,,,darnk2r4rggf7z5dm7t48omp5,K. Ichimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740639,12,49,1,1,11,27o8mdqno6jslcjb709sxjwyy,1,8.5,17.4,2023-04-23T05:05:40.278Z,2023-04-23T05:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740695,13,1,1,1,12,27o8mdqno6jslcjb709sxjwyy,0,9.8,13.4,2023-04-23T05:05:41.277Z,2023-04-23T05:09:03Z,4212136081,157,,4212130593,56,Right,4212130603,212,54.0,4212130601,141,20.3,4212130607,213,0.1,4212130611,1,,4212130597,140,61.0,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740743,10,4,1,1,17,6bus1cl4b6zdm93290r02o7cx,1,44.2,85.4,2023-04-23T05:05:45.647Z,2023-04-23T05:09:34Z,4212130839,233,15,4212130833,286,,4212130825,13,,4212130829,56,Back,4212130827,294,,4212130831,152,,,,,,,,12ndgojwoabbe9igew1ymcnop,S. Asada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740735,15,4,1,1,17,27o8mdqno6jslcjb709sxjwyy,0,55.8,14.6,2023-04-23T05:05:45.648Z,2023-04-23T05:05:58Z,4212130793,152,,4212130875,233,10,4212130795,285,,4212130787,13,,4212130789,294,,4212130791,56,Right,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740697,14,43,1,1,18,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-04-23T05:05:47.365Z,2023-04-23T05:05:58Z,4212130615,56,Right,4212130873,144,61,,,,,,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740807,11,1,1,1,47,6bus1cl4b6zdm93290r02o7cx,1,45.3,93,2023-04-23T05:06:15.909Z,2023-04-23T05:06:19Z,4212131277,140,68.2,4212131281,212,49.8,4212131273,152,,4212131275,56,Center,4212131267,5,,4212131285,1,,4212131269,155,,4212131271,196,,12ndgojwoabbe9igew1ymcnop,S. Asada,4212131283,213,4212131279,141,28.8,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740815,12,1,1,1,51,6bus1cl4b6zdm93290r02o7cx,1,68.5,28.6,2023-04-23T05:06:19.755Z,2023-04-23T05:06:21Z,4212131353,56,Center,4212131359,212,20.1,4212131355,140,87.4,4212131361,213,6.1,4212131357,141,24.0,4212131351,3,,,,,,,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740835,13,1,1,1,53,6bus1cl4b6zdm93290r02o7cx,1,87.5,23.9,2023-04-23T05:06:21.643Z,2023-04-23T06:01:32Z,4212139701,210,13,4212131465,213,2.3,4212131457,56,Center,4212131461,141,39.4,4212131459,140,79.3,4212131463,212,13.6,,,,,,,3dcmvl6ile1c42e7zzw4e139x,R. Yamasaki,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2537740839,14,13,1,1,54,6bus1cl4b6zdm93290r02o7cx,1,79.8,36.1,2023-04-23T05:06:23.347Z,2023-04-23T06:01:33Z,4212131489,56,Center,4212139733,147,41.0,4212139707,20,,4212139731,146,88.5,4212139727,391,,4212139717,102,43.0,4212139725,328,,4212139711,29,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,4212139737,231,4212139721,215,,48.0,,4212139719,103,2.8,4212139735,230,99.0,4212139729,153,4212139709,84,4212131485,22,4212131487,18,4212139713,55,13,,,,,,,,
2537740843,16,43,1,1,54,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-04-23T05:06:23.447Z,2023-04-23T05:10:19Z,4212135675,233,14,4212138505,144,10,4212131513,56,Back,4212135535,94,0,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537742595,80,61,1,1,55,27o8mdqno6jslcjb709sxjwyy,1,11.2,57.7,2023-04-23T05:06:23.776Z,2023-04-23T05:12:27Z,4212142075,56,Back,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740861,15,3,1,1,58,6bus1cl4b6zdm93290r02o7cx,0,88.8,40,2023-04-23T05:06:27.497Z,2023-04-23T05:12:39Z,4212131603,286,,4212131655,233,17,4212131601,56,Center,,,,,,,,,,,,,,,,darnk2r4rggf7z5dm7t48omp5,K. Ichimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740865,17,7,1,1,58,27o8mdqno6jslcjb709sxjwyy,1,11.2,60,2023-04-23T05:06:27.498Z,2023-04-23T05:06:28Z,4212131643,233,15,4212131627,56,Back,4212131629,285,,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740873,18,1,1,1,59,27o8mdqno6jslcjb709sxjwyy,1,9.8,59.6,2023-04-23T05:06:28.317Z,2023-04-23T05:14:56Z,4212131719,233,16,4212131677,141,58.1,4212131673,56,Back,4212131681,213,5.9,4212131679,212,2.9,4212131675,140,12.4,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537743031,88,61,1,2,0,27o8mdqno6jslcjb709sxjwyy,1,12.7,56.7,2023-04-23T05:06:29.269Z,2023-04-23T05:14:11Z,4212145077,56,Back,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740877,16,61,1,2,1,6bus1cl4b6zdm93290r02o7cx,1,88.1,37.7,2023-04-23T05:06:30.020Z,2023-04-23T05:14:16Z,4212131695,56,Center,,,,,,,,,,,,,,,,,,,,,,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740891,17,1,1,2,4,6bus1cl4b6zdm93290r02o7cx,1,90.6,25.5,2023-04-23T05:06:32.525Z,2023-04-23T05:14:38Z,4212131793,56,Right,4212131801,213,5.1,4212131797,141,12.3,4212131799,212,9.8,4212131795,140,94.3,,,,,,,,,,darnk2r4rggf7z5dm7t48omp5,K. Ichimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740893,18,1,1,2,5,6bus1cl4b6zdm93290r02o7cx,0,93.6,12.5,2023-04-23T05:06:34.065Z,2023-04-23T05:14:43Z,4212131817,213,1.8,4212131809,56,Center,4212131805,2,,4212131813,141,39.5,4212131815,212,18.7,4212131811,140,90.4,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740901,19,12,1,2,6,27o8mdqno6jslcjb709sxjwyy,1,4.4,59,2023-04-23T05:06:35.279Z,2023-04-23T05:06:37Z,4212131851,213,2.4,4212131849,212,7.3,4212131845,140,0.0,4212131843,56,Back,4212131889,167,,4212131847,141,66.3,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740923,19,6,1,2,7,6bus1cl4b6zdm93290r02o7cx,1,100,37.4,2023-04-23T05:06:36.320Z,2023-04-23T06:00:47Z,4212131999,56,Center,4212132015,233,20,4212132001,75,,,,,,,,,,,,,,,,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537740903,20,6,1,2,7,27o8mdqno6jslcjb709sxjwyy,0,0,62.6,2023-04-23T05:06:36.320Z,2023-04-23T05:06:41Z,4212131861,73,,4212131859,56,Back,4212132021,233,19,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741071,20,1,1,2,51,6bus1cl4b6zdm93290r02o7cx,1,99.5,0.5,2023-04-23T05:07:19.810Z,2023-04-23T05:15:25Z,4212132957,6,,4212132961,224,,4212132969,212,30.4,4212132955,2,,4212132971,213,2.1,4212133373,210,13,4212133375,154,,4212132967,141,38.9,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,4212132965,140,4212132963,56,Center,84.7,1,,,,,,,,,,,,,,,,,,,,,,,,,
2537741077,21,13,1,2,54,6bus1cl4b6zdm93290r02o7cx,1,86.3,44.5,2023-04-23T05:07:23.347Z,2023-04-23T05:15:25Z,4212133007,56,Center,4212133115,20,,4212133389,102,44.0,4212133397,231,50.5,4212133395,230,99.0,4212133381,81,,4212133393,328,,4212133005,17,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,4212133383,29,4212133391,103,90.3,,,4212133385,154,,4212133399,55,20,4212133379,25,,,,,,,,,,,,,,,,,
2537741089,21,5,1,2,56,27o8mdqno6jslcjb709sxjwyy,1,-1.5,51.5,2023-04-23T05:07:24.917Z,2023-04-23T05:31:02Z,4212133067,56,Back,4212133069,346,,4212133077,233,22,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741085,22,5,1,2,56,6bus1cl4b6zdm93290r02o7cx,0,101.5,48.5,2023-04-23T05:07:24.917Z,2023-04-23T05:07:26Z,4212133051,346,,4212133049,56,Center,4212133089,233,21,,,,,,,,,,,,,,,,5y6uy0cw3emtxukzgl1xeb4l,Y. Toyokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741129,22,1,1,3,3,27o8mdqno6jslcjb709sxjwyy,1,3.4,51.3,2023-04-23T05:07:32.272Z,2023-04-23T05:07:34Z,4212133325,213,5.2,4212133329,237,,4212133315,124,,4212133319,140,9.2,4212133323,212,13.5,4212133317,56,Back,4212133321,141,33.6,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741135,23,1,1,3,6,27o8mdqno6jslcjb709sxjwyy,1,7.7,33.1,2023-04-23T05:07:34.590Z,2023-04-23T05:07:35Z,4212133359,140,3.7,4212133363,212,14.8,4212133361,141,53.9,4212133357,56,Back,4212133365,213,1.9,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741143,24,1,1,3,7,27o8mdqno6jslcjb709sxjwyy,1,3.7,53.9,2023-04-23T05:07:35.742Z,2023-04-23T05:07:37Z,4212133425,141,72.0,4212133429,213,1.5,4212133421,56,Back,4212133427,212,12.4,4212133423,140,4.7,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741147,25,61,1,3,8,27o8mdqno6jslcjb709sxjwyy,0,5.8,74.8,2023-04-23T05:07:37.191Z,2023-04-23T05:15:47Z,4212133437,56,Back,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741163,24,1,1,3,10,6bus1cl4b6zdm93290r02o7cx,1,84.6,24.9,2023-04-23T05:07:39.480Z,2023-04-23T05:16:00Z,4212133545,212,6.4,4212133541,140,79.3,4212133547,213,2.6,4212133543,141,29.5,4212133539,56,Center,,,,,,,,,,dsg6lclcyu8gvsyyn6jnoii95,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741161,23,49,1,3,11,6bus1cl4b6zdm93290r02o7cx,1,80.9,29.9,2023-04-23T05:07:40.461Z,2023-04-23T05:16:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3dcmvl6ile1c42e7zzw4e139x,R. Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741171,25,1,1,3,12,6bus1cl4b6zdm93290r02o7cx,1,79.3,29.5,2023-04-23T05:07:41.184Z,2023-04-23T05:16:21Z,4212133593,141,46.4,4212133589,56,Center,4212133597,213,1.7,4212133591,140,78.3,4212133595,212,11.5,,,,,,,,,,3dcmvl6ile1c42e7zzw4e139x,R. Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741169,26,43,1,3,13,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-04-23T05:07:41.910Z,2023-04-23T05:08:22Z,4212134861,144,8,4212133587,56,Back,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741175,26,1,1,3,13,6bus1cl4b6zdm93290r02o7cx,0,78.3,46.4,2023-04-23T05:07:42.188Z,2023-04-23T05:16:28Z,4212133613,140,87.5,4212133621,213,6.1,4212133617,141,43.1,4212133619,212,9.9,4212133611,56,Center,,,,,,,,,,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741173,27,8,1,3,14,27o8mdqno6jslcjb709sxjwyy,1,9.7,69.7,2023-04-23T05:07:43.030Z,2023-04-23T05:16:37Z,4212133605,56,Back,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741179,28,49,1,3,14,27o8mdqno6jslcjb709sxjwyy,1,15.3,56.6,2023-04-23T05:07:43.229Z,2023-04-23T05:16:41Z,,,,,,,,,,,,,,,,,,,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741205,29,1,1,3,15,27o8mdqno6jslcjb709sxjwyy,1,15.4,56.4,2023-04-23T05:07:43.654Z,2023-04-23T05:07:47Z,4212133767,212,31.6,4212133761,56,Back,4212133763,140,31.1,4212133759,157,,4212133771,1,,4212133769,213,1.0,4212133765,141,96.0,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741211,30,1,1,3,18,27o8mdqno6jslcjb709sxjwyy,1,31.1,96.2,2023-04-23T05:07:46.870Z,2023-04-23T05:16:59Z,4212133813,141,82.9,4212133817,213,4.8,4212133809,56,Back,4212133811,140,31.6,4212133815,212,9.1,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537741215,31,1,1,3,19,27o8mdqno6jslcjb709sxjwyy,1,31.6,82.9,2023-04-23T05:07:48.262Z,2023-04-23T05:07:49Z,4212133841,212,6.1,4212133837,140,37.3,4212133839,141,81.4,4212133843,213,6.1,4212133835,56,Back,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
