id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2518955701,8,43,1,0,11,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-03-12T06:03:29.563Z,2023-03-12T06:03:33Z,4091625795,144,49,,,,,,,,,,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955703,4,49,1,0,12,3lyo0vqgndy4fuzlfo5l9ql30,1,32.9,61.2,2023-03-12T06:03:30.350Z,2023-03-12T06:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,b1yiwq0bmix3nvs4snp5gmmsp,K. Shiihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955719,5,1,1,0,12,3lyo0vqgndy4fuzlfo5l9ql30,0,32.9,61.2,2023-03-12T06:03:30.553Z,2023-03-12T06:03:33Z,4091625803,56,Center,4091625801,157,,4091625811,212,32.1,4091625807,141,42.4,4091625815,213,5.9,4091625805,140,60.9,4091625817,1,,,,,b1yiwq0bmix3nvs4snp5gmmsp,K. Shiihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955737,9,1,1,0,17,18c8ibslzapz40lfb8y5vygcs,1,35.3,51.3,2023-03-12T06:03:35.147Z,2023-03-12T06:03:54Z,4091625883,213,5.7,4091625881,212,28.2,4091625873,3,,4091625875,56,Center,4091625879,141,28.5,4091625877,140,57.7,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955763,10,1,1,0,18,18c8ibslzapz40lfb8y5vygcs,1,57.4,28.5,2023-03-12T06:03:37.022Z,2023-03-12T06:03:40Z,4091625971,3,,4091625973,168,,4091625979,141,36.3,4091625983,213,0.3,4091625981,212,18.1,4091625975,56,Center,4091625977,140,73.9,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955765,11,4,1,0,21,18c8ibslzapz40lfb8y5vygcs,1,67.8,33.5,2023-03-12T06:03:39.676Z,2023-03-12T06:03:51Z,4091625999,286,,4091626213,233,6,4091625993,56,Center,4091625991,13,,4091625995,152,,4091625997,265,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955791,6,4,1,0,21,3lyo0vqgndy4fuzlfo5l9ql30,0,32.2,66.5,2023-03-12T06:03:39.677Z,2023-03-12T06:03:51Z,4091626093,13,,4091626099,265,,4091626101,285,,4091626217,233,11,4091626095,56,Back,4091626097,152,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955907,12,1,1,0,49,18c8ibslzapz40lfb8y5vygcs,0,63.9,29.4,2023-03-12T06:04:07.340Z,2023-03-12T06:04:11Z,4091626671,155,,4091626673,152,,4091626679,141,49.4,4091626683,213,0.5,4091626681,212,30.9,4091626677,140,90.3,4091626675,56,Center,4091626669,5,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955915,8,44,1,0,50,3lyo0vqgndy4fuzlfo5l9ql30,1,11.6,55.2,2023-03-12T06:04:08.947Z,2023-03-12T06:04:21Z,4091626711,56,Back,4091626735,233,13,4091626713,285,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955911,13,44,1,0,50,18c8ibslzapz40lfb8y5vygcs,0,88.4,44.8,2023-03-12T06:04:08.948Z,2023-03-12T06:05:19Z,4091626697,286,,4091626695,56,Center,4091626749,233,8,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955905,7,12,1,0,51,3lyo0vqgndy4fuzlfo5l9ql30,1,12.8,59.6,2023-03-12T06:04:09.499Z,2023-03-12T08:17:16Z,4091626663,141,45.0,4091626657,56,Back,4091626659,140,13.0,4091626667,213,4.7,4091626665,212,9.9,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955937,14,15,1,0,55,18c8ibslzapz40lfb8y5vygcs,1,87.5,57.6,2023-03-12T06:04:13.596Z,2023-03-12T06:06:18Z,4091626803,56,Center,4091627159,215,,4091627161,108,,4091626909,233,10,4091626899,20,,4091627169,147,50.4,4091627153,79,,4091626801,17,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,4091627167,146,100,4091626897,24,4091627165,458,4091627163,328,4091627155,102,49.0,4091627157,103,20.3,,,,,,,,,,,,,,,,,,,,
2518955959,10,10,1,0,55,3lyo0vqgndy4fuzlfo5l9ql30,1,1.9,51,2023-03-12T06:04:13.696Z,2023-03-12T06:06:22Z,4091626885,178,,4091626887,182,,4091626889,56,Back,4091626921,233,14,4091626883,177,,,,,,,,,,,2a58okwh0up45xrwo9bcpallh,T. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518955957,9,52,1,0,57,3lyo0vqgndy4fuzlfo5l9ql30,1,2.1,54.8,2023-03-12T06:04:15.598Z,2023-03-12T06:04:17Z,,,,,,,,,,,,,,,,,,,,,,,,,2a58okwh0up45xrwo9bcpallh,T. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956015,11,1,1,1,5,3lyo0vqgndy4fuzlfo5l9ql30,1,9.6,54.9,2023-03-12T06:04:23.640Z,2023-03-12T06:04:25Z,4091627127,123,,4091627135,212,15.6,4091627137,213,5.0,4091627131,140,13.5,4091627133,141,32.8,4091627129,56,Back,,,,,,,2a58okwh0up45xrwo9bcpallh,T. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956025,12,1,1,1,7,3lyo0vqgndy4fuzlfo5l9ql30,1,14.2,31.2,2023-03-12T06:04:25.374Z,2023-03-12T06:04:27Z,4091627207,140,30.9,4091627205,56,Back,4091627209,141,7.0,4091627211,212,24.0,4091627213,213,5.5,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956027,13,1,1,1,8,3lyo0vqgndy4fuzlfo5l9ql30,0,30.6,7,2023-03-12T06:04:27.047Z,2023-03-12T06:04:30Z,4091627223,141,7.9,4091627251,236,,4091627219,56,Back,4091627221,140,31.5,4091627253,233,15,4091627257,286,,4091627227,213,0.6,4091627225,212,1.1,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956037,15,74,1,1,8,18c8ibslzapz40lfb8y5vygcs,1,60.7,92.1,2023-03-12T06:04:27.048Z,2023-03-12T08:17:52Z,4091627263,233,13,4091627247,56,Left,4091627249,285,,,,,,,,,,,,,,,,,an0ry25y0g1r231rva3xbgs15,R. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956045,16,49,1,1,13,18c8ibslzapz40lfb8y5vygcs,1,73.1,83.5,2023-03-12T06:04:31.244Z,2023-03-12T06:10:21Z,,,,,,,,,,,,,,,,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518958153,70,1,1,1,14,18c8ibslzapz40lfb8y5vygcs,1,71.9,82.2,2023-03-12T06:04:33.017Z,2023-03-12T06:10:46Z,4091637917,141,92.7,4091637915,140,84.5,4091637921,213,0.5,4091637919,212,15.0,4091637913,56,Left,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956053,17,50,1,1,15,18c8ibslzapz40lfb8y5vygcs,1,87.2,84.2,2023-03-12T06:04:33.489Z,2023-03-12T06:11:04Z,4091638769,233,14,4091627343,56,Left,4091638715,286,,,,,,,,,,,,,,,,,an0ry25y0g1r231rva3xbgs15,R. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956061,14,7,1,1,15,3lyo0vqgndy4fuzlfo5l9ql30,1,12.8,15.8,2023-03-12T06:04:33.490Z,2023-03-12T06:11:03Z,4091627369,56,Back,4091627371,285,,4091638723,233,17,,,,,,,,,,,,,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956065,15,49,1,1,16,3lyo0vqgndy4fuzlfo5l9ql30,1,26,13.7,2023-03-12T06:04:34.651Z,2023-03-12T06:11:26Z,,,,,,,,,,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956079,16,1,1,1,16,3lyo0vqgndy4fuzlfo5l9ql30,1,25.7,13.8,2023-03-12T06:04:34.899Z,2023-03-12T06:11:27Z,4091627423,213,2.9,4091627415,56,Back,4091627419,141,17.4,4091627417,140,17.5,4091627421,212,9.0,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956081,17,1,1,1,22,3lyo0vqgndy4fuzlfo5l9ql30,0,17.4,23.3,2023-03-12T06:04:40.784Z,2023-03-12T06:11:37Z,4091627427,155,,4091627435,212,43.2,4091627437,213,5.9,4091627429,56,Right,4091627439,1,,4091627431,140,55.3,4091627433,141,0.0,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956083,18,5,1,1,23,3lyo0vqgndy4fuzlfo5l9ql30,0,59.2,-1.7,2023-03-12T06:04:41.259Z,2023-03-12T06:04:44Z,4091627471,233,18,4091627443,347,,4091627441,56,Right,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956089,18,5,1,1,23,18c8ibslzapz40lfb8y5vygcs,1,40.8,101.7,2023-03-12T06:04:41.259Z,2023-03-12T06:14:58Z,4091627461,347,,4091627459,56,Back,4091627467,233,18,,,,,,,,,,,,,,,,an0ry25y0g1r231rva3xbgs15,R. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956103,19,1,1,1,27,18c8ibslzapz40lfb8y5vygcs,1,36.4,100,2023-03-12T06:04:46.075Z,2023-03-12T06:04:48Z,4091627527,140,26.4,4091627525,56,Back,4091627529,141,78.1,4091627531,212,19.3,4091627523,107,,4091627533,213,4.1,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956131,20,1,1,1,29,18c8ibslzapz40lfb8y5vygcs,1,28.3,77.8,2023-03-12T06:04:48.059Z,2023-03-12T06:04:53Z,4091627647,212,33.6,4091627645,141,28.6,4091627651,1,,4091627649,213,4.8,4091627643,140,30.8,4091627641,56,Back,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956141,21,1,1,1,34,18c8ibslzapz40lfb8y5vygcs,1,31.4,23.6,2023-03-12T06:04:52.907Z,2023-03-12T06:04:56Z,4091627713,56,Back,4091627721,213,5.3,4091627719,212,11.5,4091627715,140,37.7,4091627717,141,9.8,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956161,22,1,1,1,38,18c8ibslzapz40lfb8y5vygcs,1,38.6,6.5,2023-03-12T06:04:56.556Z,2023-03-12T06:05:01Z,4091627867,1,,4091627865,213,0.1,4091627853,155,,4091627855,56,Right,4091627857,140,78.9,4091627861,141,12.8,4091627863,212,42.5,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956151,19,59,1,1,41,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-03-12T06:04:59.301Z,2023-03-12T06:14:18Z,4091627781,56,Back,,,,,,,,,,,,,,,,,,,,,,2a58okwh0up45xrwo9bcpallh,T. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956163,23,43,1,1,43,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-03-12T06:05:01.755Z,2023-03-12T06:14:01Z,4091627879,140,79.5,4091627885,213,0.5,4091627883,212,2.1,4091627935,236,0,4091627937,233,20,4091627877,56,Right,4091644565,144,1,4091627881,141,13.7,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,4091627941,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956167,20,12,1,1,43,3lyo0vqgndy4fuzlfo5l9ql30,1,21.8,93.8,2023-03-12T06:05:01.756Z,2023-03-12T06:14:02Z,4091644339,141,100.0,4091644343,213,1.1,4091644341,212,5.6,4091644335,167,,4091644337,140,24.2,4091627897,56,Back,,,,,,,2a58okwh0up45xrwo9bcpallh,T. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956173,21,5,1,1,45,3lyo0vqgndy4fuzlfo5l9ql30,0,22,100.4,2023-03-12T06:05:03.772Z,2023-03-12T06:14:58Z,4091627963,233,24,4091627945,347,,4091627943,56,Back,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956171,24,5,1,1,45,18c8ibslzapz40lfb8y5vygcs,1,78,-0.4,2023-03-12T06:05:03.772Z,2023-03-12T06:05:07Z,4091627929,56,Right,4091627959,233,21,4091627931,347,,,,,,,,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956187,25,1,1,1,52,18c8ibslzapz40lfb8y5vygcs,1,75.4,0,2023-03-12T06:05:10.795Z,2023-03-12T06:05:12Z,4091628011,212,10.4,4091628003,107,,4091628013,213,0.9,4091628009,141,10.3,4091628007,140,81.8,4091628005,56,Right,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956191,26,1,1,1,53,18c8ibslzapz40lfb8y5vygcs,0,81,10.1,2023-03-12T06:05:12.027Z,2023-03-12T06:05:14Z,4091628025,140,74.5,4091628035,156,,4091628027,141,0.0,4091628029,212,10.2,4091628023,56,Right,4091628031,213,4.0,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956201,22,5,1,1,55,3lyo0vqgndy4fuzlfo5l9ql30,1,23.6,101.4,2023-03-12T06:05:13.806Z,2023-03-12T06:05:14Z,4091628065,56,Back,4091628069,233,27,4091628067,347,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956199,27,5,1,1,55,18c8ibslzapz40lfb8y5vygcs,0,76.4,-1.4,2023-03-12T06:05:13.806Z,2023-03-12T06:14:59Z,4091628063,347,,4091628061,56,Right,4091628077,233,22,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956241,23,1,1,2,2,3lyo0vqgndy4fuzlfo5l9ql30,1,21.7,100,2023-03-12T06:05:20.981Z,2023-03-12T06:05:22Z,4091628233,140,22.6,4091628231,56,Back,4091628229,107,,4091628239,213,4.8,4091628235,141,85.0,4091628237,212,11.4,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956287,24,1,1,2,4,3lyo0vqgndy4fuzlfo5l9ql30,1,22.6,85,2023-03-12T06:05:22.190Z,2023-03-12T06:15:05Z,4091628421,212,22.0,4091628415,56,Back,4091628423,213,0.3,4091628417,140,42.3,4091628419,141,96.0,,,,,,,,,,b1yiwq0bmix3nvs4snp5gmmsp,K. Shiihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956289,25,50,1,2,11,3lyo0vqgndy4fuzlfo5l9ql30,1,29.6,86.4,2023-03-12T06:05:29.130Z,2023-03-12T06:05:31Z,4091628495,233,28,4091628429,285,,4091628427,56,Back,,,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956293,28,7,1,2,11,18c8ibslzapz40lfb8y5vygcs,1,70.4,13.6,2023-03-12T06:05:29.131Z,2023-03-12T06:05:30Z,4091628441,286,,4091628439,56,Right,4091628473,233,25,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956297,29,50,1,2,12,18c8ibslzapz40lfb8y5vygcs,1,73,14.6,2023-03-12T06:05:30.108Z,2023-03-12T06:15:25Z,4091628587,233,26,4091628457,286,,4091628455,56,Right,,,,,,,,,,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956317,26,7,1,2,12,3lyo0vqgndy4fuzlfo5l9ql30,1,27,85.4,2023-03-12T06:05:30.109Z,2023-03-12T06:05:33Z,4091628565,233,29,4091628539,56,Back,4091628541,285,,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956327,27,1,1,2,14,3lyo0vqgndy4fuzlfo5l9ql30,0,22.2,94.2,2023-03-12T06:05:33.072Z,2023-03-12T06:15:36Z,4091628595,140,27.0,4091628597,141,100.0,4091628599,212,6.8,4091628593,56,Back,4091628601,213,0.7,,,,,,,,,,b1yiwq0bmix3nvs4snp5gmmsp,K. Shiihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956331,28,5,1,2,15,3lyo0vqgndy4fuzlfo5l9ql30,0,29.8,101.5,2023-03-12T06:05:33.590Z,2023-03-12T06:05:35Z,4091628631,233,30,4091628609,56,Back,4091628611,347,,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
