id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2530804247,73,1,1,11,8,bbt5nqwufsne7r0zfa6pvpmfa,1,35.3,12.4,2023-04-09T05:14:39.276Z,2023-04-09T05:15:13Z,4175256359,212,17.9,4175256357,141,36.3,4175256361,213,1.1,4175256355,140,42.4,4175256353,56,Back,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804251,74,4,1,11,11,bbt5nqwufsne7r0zfa6pvpmfa,1,38.6,40,2023-04-09T05:14:43.020Z,2023-04-09T05:14:45Z,4175256377,286,,4175256375,265,,4175256371,56,Back,4175256369,13,,4175256437,233,156,4175256373,152,,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804257,156,4,1,11,11,12tyw9yomy9n5cjd5po2ajx1q,0,61.4,60,2023-04-09T05:14:43.021Z,2023-04-09T05:14:45Z,4175256403,265,,4175256401,152,,4175256405,285,,4175256445,233,74,4175256399,56,Center,4175256397,13,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804353,75,1,1,11,20,bbt5nqwufsne7r0zfa6pvpmfa,1,42.6,39.7,2023-04-09T05:14:51.324Z,2023-04-09T05:14:58Z,4175256865,213,4.4,4175256861,141,23.1,4175256859,140,39.0,4175256863,212,11.9,4175256857,56,Back,4175256853,5,,4175256855,152,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804363,76,1,1,11,27,bbt5nqwufsne7r0zfa6pvpmfa,0,56.3,2.9,2023-04-09T05:14:58.189Z,2023-04-09T05:14:59Z,4175256893,140,70.4,4175256899,213,0.5,4175256897,212,16.6,4175256891,56,Right,4175256895,141,14.1,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804367,157,8,1,11,28,12tyw9yomy9n5cjd5po2ajx1q,1,29.9,87.7,2023-04-09T05:14:59.796Z,2023-04-09T05:14:59Z,4175256909,56,Back,,,,,,,,,,,,,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804391,158,49,1,11,30,12tyw9yomy9n5cjd5po2ajx1q,1,40.1,92,2023-04-09T05:15:01.524Z,2023-04-09T05:15:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804399,159,1,1,11,30,12tyw9yomy9n5cjd5po2ajx1q,1,40.1,92,2023-04-09T05:15:01.588Z,2023-04-09T05:15:03Z,4175257003,212,19.3,4175257001,141,91.5,4175257005,213,3.2,4175256999,140,21.7,4175256997,56,Back,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804407,160,1,1,11,31,12tyw9yomy9n5cjd5po2ajx1q,1,23.8,92.6,2023-04-09T05:15:02.900Z,2023-04-09T05:15:04Z,4175257033,140,28.4,4175257035,141,84.8,4175257031,56,Back,4175257037,212,7.2,4175257039,213,5.5,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804419,161,1,1,11,32,12tyw9yomy9n5cjd5po2ajx1q,1,28.4,84.8,2023-04-09T05:15:03.924Z,2023-04-09T05:15:05Z,4175257061,140,22.8,4175257067,213,3.6,4175257065,212,6.5,4175257063,141,80.8,4175257059,56,Back,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804437,162,1,1,11,34,12tyw9yomy9n5cjd5po2ajx1q,1,22.8,80.8,2023-04-09T05:15:05.268Z,2023-04-09T05:15:07Z,4175257133,141,82.0,4175257129,56,Back,4175257131,140,30.2,4175257137,213,0.1,4175257135,212,7.8,,,,,,,,,,cqxevrqcel70m41ihup6kyac5,F. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804459,163,1,1,11,36,12tyw9yomy9n5cjd5po2ajx1q,1,32.2,81.2,2023-04-09T05:15:07.204Z,2023-04-09T05:15:09Z,4175257223,140,38.2,4175257221,56,Back,4175257225,141,68.8,4175257229,213,5.4,4175257227,212,10.5,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804479,164,1,1,11,38,12tyw9yomy9n5cjd5po2ajx1q,1,37.7,63,2023-04-09T05:15:09.476Z,2023-04-09T05:15:12Z,4175257329,141,57.5,4175257327,140,27.3,4175257333,213,3.5,4175257325,56,Back,4175257331,212,11.5,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804501,166,1,1,11,42,12tyw9yomy9n5cjd5po2ajx1q,1,28.1,55.4,2023-04-09T05:15:13.668Z,2023-04-09T05:15:15Z,4175257461,213,4.6,4175257457,141,38.9,4175257459,212,11.3,4175257453,56,Back,4175257455,140,26.5,,,,,,,,,,cqxevrqcel70m41ihup6kyac5,F. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804527,167,1,1,11,43,12tyw9yomy9n5cjd5po2ajx1q,1,26.4,38.6,2023-04-09T05:15:14.900Z,2023-04-09T05:15:17Z,4175257547,140,27.0,4175257549,141,58.8,4175257553,213,1.5,4175257545,56,Back,4175257551,212,13.8,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804541,168,1,1,11,46,12tyw9yomy9n5cjd5po2ajx1q,1,25.4,69.7,2023-04-09T05:15:17.348Z,2023-04-09T05:20:22Z,4175257615,56,Back,4175257623,213,1.4,4175257619,141,86.0,4175257617,140,26.7,4175257621,212,11.2,,,,,,,,,,cqxevrqcel70m41ihup6kyac5,F. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804555,169,1,1,11,48,12tyw9yomy9n5cjd5po2ajx1q,1,26.4,84.4,2023-04-09T05:15:19.620Z,2023-04-09T05:15:22Z,4175257681,212,30.7,4175257683,213,4.0,4175257675,56,Back,4175257677,140,7.3,4175257679,141,50.3,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804573,170,1,1,11,51,12tyw9yomy9n5cjd5po2ajx1q,1,7.3,49.4,2023-04-09T05:15:22.308Z,2023-04-09T05:20:21Z,4175257775,141,26.7,4175257771,56,Back,4175257773,140,9.5,4175257779,213,4.9,4175257777,212,15.6,,,,,,,,,,b67vtycwcw93v5z6zidzsej8p,R. Kojima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804595,171,1,1,11,53,12tyw9yomy9n5cjd5po2ajx1q,1,14.6,31,2023-04-09T05:15:24.852Z,2023-04-09T05:15:27Z,4175257881,56,Back,4175257887,212,19.6,4175257885,141,9.2,4175257889,213,5.4,4175257883,140,26.8,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804631,172,1,1,11,56,12tyw9yomy9n5cjd5po2ajx1q,1,33.8,25.8,2023-04-09T05:15:27.652Z,2023-04-09T05:15:31Z,4175258049,140,42.9,4175258047,56,Back,4175258051,141,8.8,4175258055,213,5.4,4175258053,212,15.0,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804665,173,1,1,11,59,12tyw9yomy9n5cjd5po2ajx1q,1,51.1,10.7,2023-04-09T05:15:31.044Z,2023-04-09T05:20:46Z,4175258207,140,61.7,4175258209,141,82.0,4175258201,155,,4175258205,56,Left,4175258213,213,1.3,4175258203,196,,4175258211,212,49.7,4175258215,1,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804669,174,1,1,12,5,12tyw9yomy9n5cjd5po2ajx1q,1,68,72.4,2023-04-09T05:15:36.484Z,2023-04-09T05:21:48Z,4175258261,213,5.7,4175258259,212,12.5,4175258257,141,62.9,4175258253,56,Center,4175258255,140,78.2,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804683,175,1,1,12,6,12tyw9yomy9n5cjd5po2ajx1q,1,78.2,62.9,2023-04-09T05:15:37.251Z,2023-04-09T05:15:38Z,4175258313,56,Center,4175258319,212,6.2,4175258315,140,72.5,4175258317,141,65.5,4175258321,213,2.9,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804687,176,1,1,12,7,12tyw9yomy9n5cjd5po2ajx1q,0,72.2,65.5,2023-04-09T05:15:38.388Z,2023-04-09T05:21:50Z,4175258347,213,5.8,4175258337,155,,4175258345,212,17.5,4175258339,56,Center,4175258341,140,86.7,4175258343,141,52.8,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804689,77,8,1,12,7,bbt5nqwufsne7r0zfa6pvpmfa,1,11.4,58.7,2023-04-09T05:15:39.053Z,2023-04-09T05:15:39Z,4175258351,56,Back,,,,,,,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804701,177,3,1,12,9,12tyw9yomy9n5cjd5po2ajx1q,0,81,50.6,2023-04-09T05:15:40.707Z,2023-04-09T05:15:42Z,4175258399,286,,4175258423,233,78,4175258397,56,Center,,,,,,,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804705,78,7,1,12,9,bbt5nqwufsne7r0zfa6pvpmfa,0,19,49.4,2023-04-09T05:15:40.708Z,2023-04-09T05:22:04Z,4175258409,233,177,4175258407,285,,4175258405,56,Back,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530807839,253,61,1,12,9,12tyw9yomy9n5cjd5po2ajx1q,1,82.2,55.5,2023-04-09T05:15:40.892Z,2023-04-09T05:22:33Z,4175273531,56,Center,,,,,,,,,,,,,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804725,178,1,1,12,13,12tyw9yomy9n5cjd5po2ajx1q,0,86.9,75.6,2023-04-09T05:15:44.412Z,2023-04-09T05:15:46Z,4175258503,140,87.6,4175258515,236,,4175258501,56,Center,4175258505,141,72.3,4175258521,286,,4175258517,233,79,4175258507,212,2.4,4175258509,213,5.0,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804717,79,74,1,12,13,bbt5nqwufsne7r0zfa6pvpmfa,1,12.8,34.2,2023-04-09T05:15:44.413Z,2023-04-09T05:15:46Z,4175258477,56,Back,4175258549,233,178,4175258479,285,,,,,,,,,,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804767,180,1,1,12,17,12tyw9yomy9n5cjd5po2ajx1q,1,77.2,94.4,2023-04-09T05:15:48.260Z,2023-04-09T05:15:51Z,4175258717,140,58.5,4175258721,212,20.0,4175258719,141,89.1,4175258723,213,3.3,4175258715,56,Left,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804781,181,1,1,12,20,12tyw9yomy9n5cjd5po2ajx1q,1,56.8,89.3,2023-04-09T05:15:51.796Z,2023-04-09T05:15:52Z,4175258785,212,10.9,4175258787,213,0.4,4175258781,140,66.4,4175258779,56,Left,4175258783,141,95.4,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804789,182,1,1,12,21,12tyw9yomy9n5cjd5po2ajx1q,1,66.5,95.4,2023-04-09T05:15:52.548Z,2023-04-09T05:23:07Z,4175258823,212,14.9,4175258825,213,6.3,4175258821,141,94.8,4175258817,56,Left,4175258819,140,80.7,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804811,183,1,1,12,22,12tyw9yomy9n5cjd5po2ajx1q,1,80.7,94.8,2023-04-09T05:15:53.749Z,2023-04-09T05:15:55Z,4175258889,56,Left,4175258891,140,79.5,4175258897,213,4.6,4175258895,212,9.1,4175258893,141,81.5,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804829,184,1,1,12,24,12tyw9yomy9n5cjd5po2ajx1q,1,76.2,90.6,2023-04-09T05:15:55.764Z,2023-04-09T05:15:57Z,4175258993,141,95.9,4175258987,56,Left,4175258995,212,12.3,4175258997,213,2.8,4175258991,140,65.0,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804833,185,1,1,12,26,12tyw9yomy9n5cjd5po2ajx1q,1,64.2,95.7,2023-04-09T05:15:57.637Z,2023-04-09T05:15:58Z,4175259013,56,Left,4175259021,213,0.1,4175259015,140,75.7,4175259017,141,96.8,4175259019,212,12.1,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804863,186,1,1,12,27,12tyw9yomy9n5cjd5po2ajx1q,1,75.7,96.8,2023-04-09T05:15:58.804Z,2023-04-09T05:16:02Z,4175259165,141,95.9,4175259167,212,9.2,4175259161,56,Left,4175259169,213,3.2,4175259163,140,67.0,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804881,187,1,1,12,31,12tyw9yomy9n5cjd5po2ajx1q,1,65.7,95.6,2023-04-09T05:16:02.804Z,2023-04-09T05:16:04Z,4175259241,141,89.9,4175259245,213,3.5,4175259239,140,56.6,4175259237,56,Left,4175259243,212,10.3,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804895,188,1,1,12,33,12tyw9yomy9n5cjd5po2ajx1q,1,56.6,90.2,2023-04-09T05:16:04.308Z,2023-04-09T05:16:06Z,4175259307,213,0.1,4175259305,212,16.3,4175259301,140,72.0,4175259303,141,93.5,4175259299,56,Left,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804925,189,1,1,12,35,12tyw9yomy9n5cjd5po2ajx1q,1,72,93.6,2023-04-09T05:16:06.356Z,2023-04-09T05:16:09Z,4175259453,212,11.1,4175259455,213,5.5,4175259451,141,82.0,4175259447,56,Left,4175259449,140,79.4,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805011,190,1,1,12,38,12tyw9yomy9n5cjd5po2ajx1q,0,84.6,82.8,2023-04-09T05:16:09.539Z,2023-04-09T05:24:02Z,4175259807,155,,4175259809,56,Center,4175259819,1,,4175259817,213,5.2,4175259805,2,,4175259813,141,32.2,4175259811,140,100.0,4175259815,212,38.4,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805021,191,43,1,12,48,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-09T05:16:19.189Z,2023-04-09T05:24:03Z,4175259849,56,Center,4175276751,144,61,,,,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530804965,80,5,1,12,49,bbt5nqwufsne7r0zfa6pvpmfa,1,-1.6,68.2,2023-04-09T05:16:20.084Z,2023-04-09T05:34:55Z,4175260313,233,192,4175259631,346,,4175259629,56,Back,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805033,192,5,1,12,49,12tyw9yomy9n5cjd5po2ajx1q,0,101.6,31.8,2023-04-09T05:16:20.084Z,2023-04-09T05:16:30Z,4175260347,233,80,4175259889,346,,4175259887,56,Center,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805193,81,1,1,13,8,bbt5nqwufsne7r0zfa6pvpmfa,1,4.9,50.9,2023-04-09T05:16:40.061Z,2023-04-09T05:16:42Z,4175260695,212,15.4,4175260691,140,7.6,4175260693,141,73.2,4175260697,213,1.4,4175260687,124,,4175260689,56,Back,4175260701,237,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805225,82,1,1,13,11,bbt5nqwufsne7r0zfa6pvpmfa,1,10.5,73.5,2023-04-09T05:16:42.765Z,2023-04-09T05:16:49Z,4175260885,213,4.4,4175260881,141,52.1,4175260883,212,15.5,4175260879,140,5.5,4175260877,56,Back,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805245,83,1,1,13,18,bbt5nqwufsne7r0zfa6pvpmfa,1,14.7,48.8,2023-04-09T05:16:49.309Z,2023-04-09T05:16:52Z,4175260957,140,20.3,4175260963,212,19.4,4175260955,56,Back,4175260961,141,76.0,4175260967,213,1.3,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805299,84,1,1,13,21,bbt5nqwufsne7r0zfa6pvpmfa,1,23.8,79,2023-04-09T05:16:52.270Z,2023-04-09T05:16:58Z,4175261209,140,47.7,4175261207,56,Back,4175261217,1,,4175261213,212,56.8,4175261205,196,,4175261215,213,5.2,4175261211,141,4.0,4175261203,155,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805321,85,1,1,13,27,bbt5nqwufsne7r0zfa6pvpmfa,1,47.8,4,2023-04-09T05:16:58.685Z,2023-04-09T05:17:00Z,4175261303,140,41.4,4175261307,212,6.7,4175261301,56,Back,4175261305,141,4.6,4175261309,213,3.1,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805337,86,1,1,13,29,bbt5nqwufsne7r0zfa6pvpmfa,1,41.3,5.9,2023-04-09T05:17:00.381Z,2023-04-09T05:17:01Z,4175261371,212,6.8,4175261361,56,Back,4175261365,140,44.4,4175261373,213,1.1,4175261369,141,14.6,,,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805345,87,1,1,13,30,bbt5nqwufsne7r0zfa6pvpmfa,1,44.4,14.6,2023-04-09T05:17:01.293Z,2023-04-09T05:17:02Z,4175261415,56,Back,4175261417,140,41.2,4175261421,212,6.8,4175261419,141,5.9,4175261423,213,4.2,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805353,88,1,1,13,31,bbt5nqwufsne7r0zfa6pvpmfa,1,40.9,6,2023-04-09T05:17:02.349Z,2023-04-09T05:55:49Z,4175261471,141,22.7,4175261475,213,2.1,4175261473,212,12.9,4175261467,56,Back,4175261469,140,35.0,,,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805385,90,1,1,13,34,bbt5nqwufsne7r0zfa6pvpmfa,1,34.1,30,2023-04-09T05:17:05.598Z,2023-04-09T05:17:07Z,4175261617,56,Back,4175261625,213,1.4,4175261621,141,59.3,4175261619,140,36.7,4175261623,212,20.1,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805417,91,1,1,13,36,bbt5nqwufsne7r0zfa6pvpmfa,1,36.2,63.1,2023-04-09T05:17:07.421Z,2023-04-09T05:17:10Z,4175261753,141,84.1,4175261755,212,14.3,4175261751,140,35.2,4175261749,56,Back,4175261757,213,1.6,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805461,92,1,1,13,39,bbt5nqwufsne7r0zfa6pvpmfa,1,36.3,82.9,2023-04-09T05:17:10.573Z,2023-04-09T05:17:13Z,4175261943,140,44.1,4175261951,212,11.6,4175261955,213,0.8,4175261937,56,Back,4175261947,141,95.0,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805489,93,1,1,13,42,bbt5nqwufsne7r0zfa6pvpmfa,1,41.9,93.6,2023-04-09T05:17:13.789Z,2023-04-09T05:17:16Z,4175262079,141,85.7,4175262077,140,28.6,4175262083,213,3.5,4175262075,56,Back,4175262081,212,15.0,,,,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805527,94,1,1,13,45,bbt5nqwufsne7r0zfa6pvpmfa,1,29.1,85.1,2023-04-09T05:17:16.398Z,2023-04-09T05:17:20Z,4175262207,56,Back,4175262209,140,11.8,4175262211,141,46.4,4175262215,213,4.1,4175262213,212,32.0,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805567,95,1,1,13,49,bbt5nqwufsne7r0zfa6pvpmfa,0,11.8,42.4,2023-04-09T05:17:20.557Z,2023-04-09T05:17:24Z,4175262359,140,57.0,4175262363,212,47.7,4175262357,56,Center,4175262365,213,6.2,4175262361,141,35.2,4175262355,155,,4175262367,1,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805603,194,1,1,13,53,12tyw9yomy9n5cjd5po2ajx1q,0,40.8,60.9,2023-04-09T05:17:24.452Z,2023-04-09T05:17:27Z,4175262515,213,6.0,4175262511,141,46.6,4175262513,212,32.4,4175262505,3,,4175262517,1,,4175262509,140,70.2,4175262507,56,Center,,,,cqxevrqcel70m41ihup6kyac5,F. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805669,96,1,1,13,56,bbt5nqwufsne7r0zfa6pvpmfa,1,39,55.5,2023-04-09T05:17:28.029Z,2023-04-09T05:17:35Z,4175262773,212,31.1,4175262765,3,,4175262775,213,3.1,4175262771,141,55.2,4175262769,140,9.4,4175262767,56,Back,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805717,97,1,1,14,4,bbt5nqwufsne7r0zfa6pvpmfa,1,15.1,52.8,2023-04-09T05:17:35.821Z,2023-04-09T05:17:41Z,4175262963,212,10.4,4175262957,56,Back,4175262959,140,22.2,4175262965,213,0.8,4175262961,141,63.4,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805745,98,1,1,14,10,bbt5nqwufsne7r0zfa6pvpmfa,1,26,61.2,2023-04-09T05:17:41.646Z,2023-04-09T05:17:45Z,4175263123,141,25.8,4175263119,56,Back,4175263125,212,24.4,4175263127,213,4.9,4175263121,140,29.7,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805783,99,1,1,14,14,bbt5nqwufsne7r0zfa6pvpmfa,1,30,22.1,2023-04-09T05:17:45.837Z,2023-04-09T05:17:48Z,4175263289,140,14.7,4175263295,213,2.5,4175263291,141,40.4,4175263287,56,Back,4175263293,212,20.3,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805799,100,1,1,14,17,bbt5nqwufsne7r0zfa6pvpmfa,1,14.7,41.3,2023-04-09T05:17:48.814Z,2023-04-09T05:17:50Z,4175263369,56,Back,4175263375,212,15.0,4175263377,213,1.2,4175263371,140,20.1,4175263373,141,61.7,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530805841,101,1,1,14,19,bbt5nqwufsne7r0zfa6pvpmfa,1,21.5,62.4,2023-04-09T05:17:50.718Z,2023-04-09T05:17:55Z,4175263613,212,31.1,4175263611,141,18.3,4175263615,213,5.0,4175263609,140,29.4,4175263607,56,Back,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
