id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/14/value,assist
2540451189,105,15,1,11,30,bbt5nqwufsne7r0zfa6pvpmfa,1,85.8,66.8,2023-04-29T05:15:12.416Z,2023-05-03T14:18:22Z,4233565061,146,97.3,4233565053,55,104,4233564751,233,106,4233564581,64,,4233566673,215,,4233564741,72,,4233565059,103,5.1,4233565063,147,53.2,196dypy60x08uuc7cltabdcr9,K. Yuruki,4233565057,102,4233564579,22,,4233564583,56,49.0,,Center,4233565049,29,4233565047,78,,,,,,,,,,,,,,,,,,,,,,,
2540451207,106,10,1,11,30,83d6z6wvkzs3dx9oy3mftixow,1,2.3,47.2,2023-04-29T05:15:12.516Z,2023-05-03T14:18:27Z,4233564755,233,105,4233564675,56,Back,4233564671,179,,4233564673,182,,4233564669,173,,4247011643,376,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451201,106,6,1,11,31,bbt5nqwufsne7r0zfa6pvpmfa,1,94.2,61.6,2023-04-29T05:15:13.951Z,2023-04-29T05:15:20Z,4233564635,56,Center,4233564637,75,,4233564733,233,107,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451215,107,6,1,11,31,83d6z6wvkzs3dx9oy3mftixow,0,5.8,38.4,2023-04-29T05:15:13.951Z,2023-05-03T14:19:19Z,4233564737,233,106,4233564715,73,,4233564713,56,Back,,,,,,,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451325,107,1,1,12,15,bbt5nqwufsne7r0zfa6pvpmfa,1,99.5,0.5,2023-04-29T05:15:57.887Z,2023-05-03T14:19:50Z,4233568925,210,15,4233568927,154,,4233565575,224,,4233565577,56,Center,4233565571,6,,4233565579,140,90.6,4233565569,2,,4233565583,212,37.0,196dypy60x08uuc7cltabdcr9,K. Yuruki,4247012559,20,4233565573,155,,4233565589,1,,1,,4233565581,141,4233565585,213,53.1,1.8,,,,,,,,,,,,,,,,,,,,,
2540451331,108,15,1,12,16,bbt5nqwufsne7r0zfa6pvpmfa,1,91,52.8,2023-04-29T05:15:58.319Z,2023-05-03T14:19:51Z,4233568941,139,,4233568935,154,,4233568937,55,107,4233566823,103,19,4247013329,214,,4233566725,25,,4233566727,21,,4233566835,231,51.3,3bl0mhzv53z17qkbezviavg0l,Y. Muto,4233569433,108,4233566831,147,49.8,4233565609,17,,,,4233569435,328,4233569431,78,,,4233566833,230,99.1,4233568933,29,4233566821,102,48.3,4233566827,100,4233565611,56,Center,4233566731,82,4233566829,146,96.5,,,
2540451337,109,61,1,12,17,bbt5nqwufsne7r0zfa6pvpmfa,1,96.3,51.1,2023-04-29T05:15:59.251Z,2023-05-03T14:19:56Z,4233565677,56,Center,4233568743,228,,,,,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451315,108,12,1,12,18,83d6z6wvkzs3dx9oy3mftixow,1,3,50.6,2023-04-29T05:16:00.492Z,2023-04-29T05:20:31Z,4233565529,213,1.8,4233565525,141,79.1,4233565563,167,,4233565527,212,19.7,4233565523,140,0.0,4233565521,56,Back,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451319,109,6,1,12,23,83d6z6wvkzs3dx9oy3mftixow,0,2.4,71.4,2023-04-29T05:16:05.264Z,2023-05-03T14:20:21Z,4233565551,56,Back,4233565553,73,,4233569709,233,110,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451343,110,6,1,12,23,bbt5nqwufsne7r0zfa6pvpmfa,1,97.6,28.6,2023-04-29T05:16:05.264Z,2023-04-29T05:19:31Z,4233569705,233,109,4233565715,75,,4233565713,56,Center,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451433,111,1,1,13,1,bbt5nqwufsne7r0zfa6pvpmfa,1,99.5,0.5,2023-04-29T05:16:43.649Z,2023-05-03T14:20:40Z,4233566605,154,,4233566379,56,Center,4233566383,141,49.0,4247013737,20,,4233566375,155,,4233566377,224,,4233566371,2,,4233566387,213,1.9,196dypy60x08uuc7cltabdcr9,K. Yuruki,4233566381,140,4233566603,210,13,4233566385,212,89.6,1,34.6,4233566389,1,4233566373,6,,,,,,,,,,,,,,,,,,,,,,,
2540451437,112,43,1,13,6,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-29T05:16:48.576Z,2023-04-29T05:17:24Z,4233566439,233,110,4233567103,144,44,4233566405,56,Center,4233566407,286,0,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451435,110,43,1,13,6,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-29T05:16:48.577Z,2023-04-29T05:23:30Z,4233566397,285,0,4233566395,56,Back,4233574775,144,44,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451441,113,13,1,13,6,bbt5nqwufsne7r0zfa6pvpmfa,1,90.2,48.5,2023-04-29T05:16:49.055Z,2023-05-03T14:20:40Z,4233566627,231,50.4,4233566621,102,50.3,4233566625,230,100,4233566613,29,,4233566425,56,Center,4233566519,15,,4233566517,25,,4233566523,328,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,4233566623,103,4233566615,154,,4233566611,74,63.9,,,4233566617,55,4233566423,17,111,,,,,,,,,,,,,,,,,,,,,,
2540451449,111,5,1,13,8,83d6z6wvkzs3dx9oy3mftixow,1,-1.4,44.6,2023-04-29T05:16:50.399Z,2023-04-29T05:55:01Z,4233566479,233,114,4233566475,56,Back,4233566477,346,,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451447,114,5,1,13,8,bbt5nqwufsne7r0zfa6pvpmfa,0,101.4,55.4,2023-04-29T05:16:50.399Z,2023-04-29T05:16:52Z,4233566473,346,,4233566471,56,Center,4233566495,233,111,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451489,112,1,1,13,23,83d6z6wvkzs3dx9oy3mftixow,1,4.3,47.9,2023-04-29T05:17:06.098Z,2023-04-29T05:17:09Z,4233566787,212,14.6,4233566793,237,,4233566779,124,,4233566783,140,4.3,4233566781,56,Back,4233566785,141,69.4,4233566789,213,1.6,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451497,113,1,1,13,26,83d6z6wvkzs3dx9oy3mftixow,0,7.6,63.6,2023-04-29T05:17:09.035Z,2023-04-29T05:17:12Z,4233566849,213,5.2,4233566847,212,29.8,4233566843,140,20.7,4233566841,56,Back,4233566845,141,24.7,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451521,114,51,1,13,27,83d6z6wvkzs3dx9oy3mftixow,1,20.7,24.7,2023-04-29T05:17:09.432Z,2023-04-29T05:17:25Z,4233566983,169,,,,,,,,,,,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451503,115,49,1,13,30,bbt5nqwufsne7r0zfa6pvpmfa,1,75.1,79.6,2023-04-29T05:17:13.216Z,2023-04-29T05:17:13Z,,,,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451515,116,1,1,13,32,bbt5nqwufsne7r0zfa6pvpmfa,1,78,77.9,2023-04-29T05:17:15.135Z,2023-05-03T14:21:26Z,4233566947,56,Center,4233566949,140,78.7,4233566953,212,9.5,4233566951,141,63.9,4233567307,210,13,4233566955,213,4.8,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451517,117,13,1,13,33,bbt5nqwufsne7r0zfa6pvpmfa,1,78.4,56.9,2023-04-29T05:17:16.191Z,2023-05-03T14:21:27Z,4233566961,22,,4233567235,20,,4233567329,231,50.4,4233566965,56,Center,4233567321,102,58.0,4233567327,230,97.5,4233567325,215,,4233567313,83,,22imd9on624739u8fym5n640l,Y. Osako,4233566963,18,4233567323,103,5.6,4233567315,29,,,,4233567317,55,,,116,,,,,,,,,,,,,,,,,,,,,,
2540451527,115,5,1,13,35,83d6z6wvkzs3dx9oy3mftixow,1,-1.1,38.8,2023-04-29T05:17:17.839Z,2023-04-29T05:55:01Z,4233567013,233,118,4233566995,346,,4233566993,56,Back,,,,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451519,118,5,1,13,35,bbt5nqwufsne7r0zfa6pvpmfa,0,101.1,61.2,2023-04-29T05:17:17.839Z,2023-04-29T05:17:19Z,4233567025,233,115,4233566981,346,,4233566979,56,Center,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451585,116,1,1,13,57,83d6z6wvkzs3dx9oy3mftixow,0,4.6,41.5,2023-04-29T05:17:39.360Z,2023-05-03T14:24:31Z,4247018071,189,,4233567371,124,,4233567373,56,Center,4233567377,141,68.7,4233567375,140,60.6,4233567385,74,,4233567379,212,61.6,4233567383,1,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,4233567381,213,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451593,119,12,1,13,59,bbt5nqwufsne7r0zfa6pvpmfa,1,37.8,27.1,2023-04-29T05:17:42.079Z,2023-04-29T05:17:43Z,4233567417,140,31.1,4233567415,56,Back,4233567423,213,4.4,4233567421,212,21.0,4233567431,167,,4233567419,141,0.0,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451601,117,5,1,14,0,83d6z6wvkzs3dx9oy3mftixow,1,65.2,102,2023-04-29T05:17:42.737Z,2023-04-29T05:55:01Z,4233567491,233,120,4233567467,347,,4233567463,56,Left,,,,,,,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451595,120,5,1,14,0,bbt5nqwufsne7r0zfa6pvpmfa,0,34.8,-2,2023-04-29T05:17:42.737Z,2023-04-29T05:17:45Z,4233567427,56,Back,4233567519,233,117,4233567429,347,,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451661,118,1,1,14,11,83d6z6wvkzs3dx9oy3mftixow,1,64.3,100,2023-04-29T05:17:53.898Z,2023-04-29T05:25:34Z,4233567699,107,,4233567709,213,6.1,4233567711,1,,4233567705,141,92.0,4233567707,212,32.0,4233567701,56,Left,4233567703,140,94.1,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451663,119,61,1,14,15,83d6z6wvkzs3dx9oy3mftixow,0,94.1,92,2023-04-29T05:17:57.742Z,2023-04-29T05:25:36Z,4233567717,56,Left,,,,,,,,,,,,,,,,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451675,121,12,1,14,16,bbt5nqwufsne7r0zfa6pvpmfa,1,2.7,28,2023-04-29T05:17:58.935Z,2023-04-29T05:25:38Z,4233567749,56,Back,4233567751,140,13.0,4233567753,141,0.0,4233567757,213,5.2,4233567755,212,23.1,4233567787,167,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451669,120,5,1,14,17,83d6z6wvkzs3dx9oy3mftixow,1,88.8,101.7,2023-04-29T05:17:59.391Z,2023-04-29T05:18:01Z,4233567797,233,122,4233567741,347,,4233567739,56,Left,,,,,,,,,,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451679,122,5,1,14,17,bbt5nqwufsne7r0zfa6pvpmfa,0,11.2,-1.7,2023-04-29T05:17:59.391Z,2023-04-29T05:55:01Z,4233567805,233,120,4233567765,56,Back,4233567767,347,,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451729,121,1,1,14,29,83d6z6wvkzs3dx9oy3mftixow,1,84.4,100,2023-04-29T05:18:11.442Z,2023-04-29T05:18:16Z,4233568057,56,Left,4233568063,212,16.6,4233568061,141,93.8,4233568065,213,3.5,4233568055,107,,4233568059,140,69.4,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451733,122,1,1,14,34,83d6z6wvkzs3dx9oy3mftixow,0,70.8,77.7,2023-04-29T05:18:16.609Z,2023-05-03T14:25:26Z,4233568089,141,68.2,4233568085,56,Center,4233568091,212,8.9,4233568093,213,5.5,4233568087,140,76.6,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451741,123,8,1,14,36,bbt5nqwufsne7r0zfa6pvpmfa,1,22.1,35.9,2023-04-29T05:18:18.734Z,2023-05-03T14:25:30Z,4247018843,385,,4233568123,56,Back,,,,,,,,,,,,,,,,,,,3eyq5jpfdsk0zp1hhmono2wgl,L. Osaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451751,123,15,1,14,37,83d6z6wvkzs3dx9oy3mftixow,1,76.1,55.8,2023-04-29T05:18:19.566Z,2023-05-03T14:26:21Z,4233568695,147,51.1,4233568685,102,54.3,4233568691,328,,4233568197,22,,4233568687,103,5.1,4233568689,215,,4233568199,18,,4233608069,458,,4o71xxq6qdkhug58a073fxega,S. Machino,4233568693,146,4233568677,76,,4233568201,56,98.8,,Center,4233568703,233,4233568333,20,124,,,,,,,,,,,,,,,,,,,,,,
2540451757,124,10,1,14,37,bbt5nqwufsne7r0zfa6pvpmfa,1,2.8,50,2023-04-29T05:18:19.666Z,2023-05-03T14:26:30Z,4233568229,56,Back,4233568227,182,,4233568223,173,,4247020015,376,,4233568353,179,,4233568373,233,123,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451769,124,6,1,14,39,83d6z6wvkzs3dx9oy3mftixow,1,84.5,53,2023-04-29T05:18:22.063Z,2023-04-29T05:55:19Z,4233568295,233,125,4233568293,73,,4233568291,56,Center,,,,,,,,,,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451763,125,6,1,14,39,bbt5nqwufsne7r0zfa6pvpmfa,0,15.5,47,2023-04-29T05:18:22.063Z,2023-05-03T14:27:04Z,4233568305,233,124,4233568259,56,Back,4233568261,73,,,,,,,,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451911,125,1,1,15,19,83d6z6wvkzs3dx9oy3mftixow,0,99.5,99.5,2023-04-29T05:19:02.189Z,2023-05-03T14:27:07Z,4233569057,2,,4233569067,140,95.3,4233569073,213,4.5,4233569071,212,26.4,4233569061,155,,4233569063,223,,4233569065,56,Center,4247020783,20,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,4233569069,141,4233569059,6,,,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540453441,170,44,1,15,23,bbt5nqwufsne7r0zfa6pvpmfa,1,6.5,41.1,2023-04-29T05:19:05.557Z,2023-04-29T05:27:15Z,4233578427,233,126,4233578421,56,Back,4233578423,285,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451913,126,44,1,15,23,83d6z6wvkzs3dx9oy3mftixow,0,93.5,58.9,2023-04-29T05:19:05.558Z,2023-04-29T05:27:13Z,4233569077,56,Center,4233578443,233,170,4233569079,286,,,,,,,,,,,,,,,,,2lwcix6j3nphfos61pidoxuj9,N. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451921,126,12,1,15,24,bbt5nqwufsne7r0zfa6pvpmfa,1,6.2,46.3,2023-04-29T05:19:06.481Z,2023-04-29T05:27:18Z,4233569119,213,5.7,4233569117,212,38.9,4233569111,56,Back,4233569113,140,36.8,4233569125,15,,4233569115,141,14.1,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451945,127,1,1,15,30,83d6z6wvkzs3dx9oy3mftixow,1,63.4,82.3,2023-04-29T05:19:13.060Z,2023-04-29T05:19:15Z,4233569255,56,Left,4233569257,140,81.3,4233569263,213,0.5,4233569261,212,21.6,4233569259,141,98.1,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451967,128,1,1,15,32,83d6z6wvkzs3dx9oy3mftixow,1,81.3,98.1,2023-04-29T05:19:15.079Z,2023-04-29T05:19:17Z,4233569365,213,3.7,4233569357,56,Left,4233569363,212,13.2,4233569361,141,88.1,4233569359,140,70.5,,,,,,,,,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451969,129,1,1,15,35,83d6z6wvkzs3dx9oy3mftixow,0,72.2,85,2023-04-29T05:19:17.838Z,2023-05-03T14:30:06Z,4233569385,2,,4233569395,212,22.5,4233569391,140,86.4,4233569387,155,,4247024187,223,,4233569393,141,60.3,4233569397,213,5.4,4233569389,56,Center,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,4247024189,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451981,127,12,1,15,37,bbt5nqwufsne7r0zfa6pvpmfa,1,14.5,38.9,2023-04-29T05:19:19.950Z,2023-05-03T14:30:25Z,4233569469,212,25.0,4233569465,140,36.8,4233569467,141,51.8,4233569471,213,0.4,4233569463,56,Back,4233569473,15,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451985,130,1,1,15,40,83d6z6wvkzs3dx9oy3mftixow,1,62.3,59.7,2023-04-29T05:19:22.250Z,2023-04-29T05:19:24Z,4233569499,213,6.2,4233569489,3,,4233569495,141,57.5,4233569493,140,78.9,4233569491,56,Center,4233569497,212,17.5,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540451993,131,1,1,15,41,83d6z6wvkzs3dx9oy3mftixow,1,78.9,57.3,2023-04-29T05:19:23.879Z,2023-04-29T05:19:26Z,4233569537,140,74.4,4233569535,56,Center,4233569543,213,2.5,4233569541,212,5.9,4233569539,141,62.4,,,,,,,,,,2lwcix6j3nphfos61pidoxuj9,N. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452009,132,1,1,15,43,83d6z6wvkzs3dx9oy3mftixow,1,74.4,62.4,2023-04-29T05:19:25.936Z,2023-05-03T14:31:00Z,4233569919,210,15,4233569669,141,74.8,4233569667,140,84.6,4233569671,212,13.6,4233569673,213,0.7,4233569665,56,Center,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452015,133,15,1,15,47,83d6z6wvkzs3dx9oy3mftixow,1,85.3,72.1,2023-04-29T05:19:29.942Z,2023-05-03T14:31:00Z,4233569845,82,,4233569847,233,128,4233569841,20,,4233569933,102,52.0,4247025113,120,,4233569943,230,98.1,4233569929,55,132,4233569927,29,,1acnyk8g437ayer0m4e1331pm,K. Tachi,4233569925,76,4233579675,22,,4233569693,56,,,Center,4233569935,103,4233569937,215,19,,4233569939,146,91.5,4247025115,64,4233569945,231,53.1,4233569941,147,,,,,,,,,62.5,,
2540452019,128,10,1,15,47,bbt5nqwufsne7r0zfa6pvpmfa,1,10.4,36.3,2023-04-29T05:19:30.042Z,2023-05-03T14:31:28Z,4233569857,233,133,4233569717,94,,4233569719,56,Back,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452027,129,5,1,15,52,bbt5nqwufsne7r0zfa6pvpmfa,0,19.8,-1.6,2023-04-29T05:19:34.965Z,2023-04-29T05:55:02Z,4233570139,233,134,4233569765,347,,4233569763,56,Back,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452035,134,5,1,15,52,83d6z6wvkzs3dx9oy3mftixow,1,80.2,101.6,2023-04-29T05:19:34.965Z,2023-04-29T05:19:53Z,4233570135,233,129,4233569833,56,Left,4233569835,347,,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452083,135,1,1,16,13,83d6z6wvkzs3dx9oy3mftixow,0,83.3,100,2023-04-29T05:19:56.111Z,2023-04-29T05:19:56Z,4233570211,141,92.4,4233570213,212,12.3,4233570209,140,93.6,4233570215,213,5.8,4233570207,56,Left,4233570205,107,,,,,,,,9w0brh9x5ez6yoiinh50g6y5m,T. Hata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452081,130,8,1,16,14,bbt5nqwufsne7r0zfa6pvpmfa,1,14.6,9.1,2023-04-29T05:19:56.606Z,2023-05-03T14:31:54Z,4233570219,15,,4247026047,384,,4233570203,56,Back,,,,,,,,,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452093,131,49,1,16,16,bbt5nqwufsne7r0zfa6pvpmfa,1,12.7,13.7,2023-04-29T05:19:58.669Z,2023-04-29T05:19:58Z,,,,,,,,,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452099,132,1,1,16,16,bbt5nqwufsne7r0zfa6pvpmfa,1,12.7,13.7,2023-04-29T05:19:59.198Z,2023-04-29T05:21:16Z,4233570285,212,5.3,4233570287,213,5.0,4233570279,56,Back,4233570283,141,6.2,4233570281,140,14.1,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452103,133,1,1,16,18,bbt5nqwufsne7r0zfa6pvpmfa,1,14,5.9,2023-04-29T05:20:00.333Z,2023-04-29T05:29:46Z,4233570297,140,9.4,4233570307,156,,4233570301,212,5.0,4233570303,213,2.9,4233570295,56,Back,4233570299,141,7.6,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452107,134,1,1,16,19,bbt5nqwufsne7r0zfa6pvpmfa,0,9.4,7.6,2023-04-29T05:20:01.919Z,2023-04-29T05:29:47Z,4233570327,157,,4233570329,56,Back,4233570341,213,0.5,4233570343,1,,4233570339,212,37.5,4233570337,141,34.3,4233570333,140,40.6,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452111,136,49,1,16,21,83d6z6wvkzs3dx9oy3mftixow,1,56.5,60.9,2023-04-29T05:20:03.581Z,2023-04-29T05:20:03Z,,,,,,,,,,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452115,137,1,1,16,21,83d6z6wvkzs3dx9oy3mftixow,0,56.5,60.9,2023-04-29T05:20:03.781Z,2023-04-29T05:20:04Z,4233570373,157,,4233570377,140,81.6,4233570375,56,Center,4233570385,1,,4233570379,141,52.8,4233570383,213,6.1,4233570381,212,26.9,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540452125,135,1,1,16,22,bbt5nqwufsne7r0zfa6pvpmfa,0,19.7,50.1,2023-04-29T05:20:05.022Z,2023-04-29T05:29:49Z,4233570439,213,0.1,4233570437,212,31.7,4233570433,140,49.8,4233570431,56,Back,4233570429,3,,4233570435,141,54.5,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
