id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/13/value
2551390091,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-20T03:11:39.981Z,2023-05-20T03:16:22Z,4291849011,30,"emw5plh1tvy8dc86odc9xmprd, 76l36yrzqri48jtz5idaxjyzt, 4ls5lzyiwwab2l2ou5an46ew9, 6q6m86e4vt46tk3bzgfvaq904, t3mr37pe6ebkr18v3n9373kl, 2ati8vm9atqgr7pw57olfrr2t, 74nsqkyskico0dzgtxjheka5m, 3qfugmdyrphh09ktbhqqid3p, bc3t2v3tt6phv43c5v89u5ckp, 4lu1bc2hlxs0glhnc3nlek4k4, 5dvxh6xzjxetb0lx04uxztb6d, bpzxb7f450i503nsl4wj1xk2x, 1wqc5xmo6zuuatorteg0zz78q, u4whgg6ojxpsaktaikdpl785, 8ml40qwf2tnqc72oy6zo68ic5, 1xnz11whvodane2pc9dj1jphx, e7eqz8gzhxdfdkiwbd8dkrz3e, 6vsv85w7h0972blejy2yl0844",4291849021,194,2ati8vm9atqgr7pw57olfrr2t,4291849017,130,2,4291849023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4291849013,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4291849015,59,"31, 29, 16, 30, 33, 3, 8, 6, 11, 27, 9, 1, 5, 10, 14, 18, 20, 28",4291851053,197,10236,4291849019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551390451,1,34,16,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-05-20T03:15:19.521Z,2023-05-20T03:59:31Z,4291850509,30,"7lxjfpbed6rmm2qmzs6r1c2j9, 7izhszqmb1a9z5na5e0utnc6i, eo5kfco94g7az5x9dn2mtr78q, 3ihaypy0xs7cpw7ij61qislat, 5fglqrb2jo1ideuag4pjit9sl, 6gzt9s90prbrhsw4t72vb4jx1, 1pcyox1b50pxufww0v07c5boq, b5nc0tgc33wklhsekw3jklylm, da5nt2kexuabduzu4qqxf09ud, 8wnmymj8du9xj1jhp90qs366s, a1uzi9vgpfy7qo1eay243dsk5, cqclwglpzg5flou0r0x3lm21h, 6fzsyf26kgnfbtmuuqf5cby09, 2mfunwzltzdnmzlcjyvx752i, dxtg6w2dmsugobe3fj4sutmfp, 2pp6fnkqy9gi525viea5c9ene, 41iu3oy04tb19posfppuf8v10, a1ooclhmf2jn4puw9vjvg1gb9",4291853845,194,3ihaypy0xs7cpw7ij61qislat,4291850521,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4291850511,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4291850517,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4291850513,59,"1, 15, 26, 19, 28, 5, 21, 3, 30, 25, 14, 4, 6, 12, 17, 40, 35, 11",4291850515,130,8,4291850519,197,18338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392333,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-20T04:03:40.496Z,2023-05-20T04:03:43Z,4291862429,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392329,2,32,1,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-05-20T04:03:40.496Z,2023-05-20T04:03:40Z,4291862423,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392335,3,1,1,0,0,ydlnn8jofdkseegh42az3fpt,1,50,50.3,2023-05-20T04:03:40.596Z,2023-05-20T04:21:17Z,4291862439,141,49.5,4291862437,140,32.3,4291862443,213,3.2,4291862445,279,S,4291862435,56,Back,4291862441,212,18.6,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392339,4,1,1,0,3,ydlnn8jofdkseegh42az3fpt,0,24.7,36,2023-05-20T04:03:43.860Z,2023-05-20T04:03:48Z,4291862489,212,71.6,4291862479,155,,4291862491,213,0.7,4291862487,141,100.0,4291862481,196,,4291862485,140,78.1,4291862483,56,Left,4291862493,1,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392345,3,5,1,0,8,3vfso415vj7uitnunviuzdyg3,1,18.6,-1.7,2023-05-20T04:03:48.625Z,2023-05-20T04:03:50Z,4291862507,233,5,4291862505,347,,4291862503,56,Back,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392343,5,5,1,0,8,ydlnn8jofdkseegh42az3fpt,0,81.4,101.7,2023-05-20T04:03:48.625Z,2023-05-20T04:03:49Z,4291862501,347,,4291862511,233,3,4291862499,56,Left,,,,,,,,,,,,,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392351,4,1,1,0,17,3vfso415vj7uitnunviuzdyg3,1,15.3,0,2023-05-20T04:03:57.780Z,2023-05-20T04:03:58Z,4291862589,212,7.2,4291862581,107,,4291862587,141,8.6,4291862591,213,1.5,4291862585,140,16.0,4291862583,56,Back,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392355,5,1,1,0,18,3vfso415vj7uitnunviuzdyg3,0,16,8.6,2023-05-20T04:03:58.821Z,2023-05-20T04:06:34Z,4291862629,141,30.0,4291862627,140,49.1,4291862633,213,0.4,4291864021,157,,4291862635,1,,4291862625,56,Back,4291862631,212,37.7,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551392357,6,1,1,0,22,ydlnn8jofdkseegh42az3fpt,0,54.4,75.1,2023-05-20T04:04:03.125Z,2023-05-20T04:04:04Z,4291862645,212,14.0,4291862639,56,Left,4291862643,141,91.8,4291862637,3,,4291862641,140,62.2,4291862647,213,0.9,,,,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
