id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2526257341,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-04-01T04:05:17.477Z,2023-04-01T04:57:16Z,4151120067,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4151120073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151120071,130,17,4151120069,59,"1, 2, 16, 20, 3, 33, 6, 17, 9, 7, 11, 8, 18, 26, 27, 29, 31, 35",4151120065,30,"bpzxb7f450i503nsl4wj1xk2x, 8ng7ivcy8k8lxjpe4hpgl0lbd, 4ls5lzyiwwab2l2ou5an46ew9, e7eqz8gzhxdfdkiwbd8dkrz3e, 2ati8vm9atqgr7pw57olfrr2t, t3mr37pe6ebkr18v3n9373kl, 3qfugmdyrphh09ktbhqqid3p, b2g7r00e5yiswe9y2qdodktt5, 5dvxh6xzjxetb0lx04uxztb6d, 93daey7ftdnw8cpsdzkmtamdx, bc3t2v3tt6phv43c5v89u5ckp, 74nsqkyskico0dzgtxjheka5m, 1xnz11whvodane2pc9dj1jphx, 19j5ltb9sbtcplm5q05xt2xas, 4lu1bc2hlxs0glhnc3nlek4k4, 76l36yrzqri48jtz5idaxjyzt, emw5plh1tvy8dc86odc9xmprd, 9cj392dzw0u8cr467wuijecmi",4151120079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151120077,197,14936,4151120075,194,2ati8vm9atqgr7pw57olfrr2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526257639,1,34,16,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-04-01T04:08:37.895Z,2023-04-01T04:08:38Z,4151122385,194,9gqymee6r8xdj6jbvcc6mahg5,4151122375,30,"a8adq7dy6i0icdu0j2b6jm2g9, br87k809f9zu9av8cwkwtkhgq, 8bxd61gpgwi9cat8awx4h0n4k, 9gqymee6r8xdj6jbvcc6mahg5, el9hmsmc1zz7yie7dedfaac8a, 8lfgk7eqdptu5o53n656vxck5, esfnlp56d5kfvxy9518d91gd0, 31xdzeykcgfe0vyel250sd0q1, dgex06nxjy9fdvc12o8keg99l, 2o6pujv6wvjonzi16w48nf8q1, bv59fhjhp11derlzbyro5mkgk, 9uj9vy1lj10nqjncq6d2rd39x, 9zr0kq2pw4eua1tqo3vsvd9wq, d8f4eo6asksimz2kqs58x6bjd, 19pcq7pd8fq57z1tgec16o79x, b3trvvbmh2k2fh7w1sjho1ysq, ljr2286geelctnfxzkxukmi1, uryuny8bzehw0mcqt8lscr85",4151122389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151122379,59,"21, 3, 26, 25, 2, 27, 33, 20, 18, 10, 31, 6, 7, 16, 22, 9, 41, 44",4151122381,130,8,4151122387,197,14640,4151122377,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4151122383,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266779,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-04-01T05:03:19.759Z,2023-04-01T05:03:22Z,4151169061,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266777,2,32,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-04-01T05:03:19.759Z,2023-04-06T14:36:12Z,4151169059,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266791,3,1,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,49.9,50.4,2023-04-01T05:03:19.859Z,2023-04-01T06:06:00Z,4151169099,56,Back,4151169107,213,3.0,4151169103,141,51.6,4151169109,279,S,4151169105,212,4.7,4151169101,140,45.5,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266799,4,1,1,0,2,ctm9as17rs95yhuz7qf53wfke,1,43,47.8,2023-04-01T05:03:22.386Z,2023-04-06T14:39:45Z,4151169145,56,Back,4151169147,140,46.7,4151169151,212,12.6,4151169153,213,5.0,4151169149,141,30.1,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529371061,952,61,1,0,3,ctm9as17rs95yhuz7qf53wfke,1,44.6,33.1,2023-04-01T05:03:23.309Z,2023-04-06T14:39:48Z,4167609131,56,Back,,,,,,,,,,,,,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266809,5,1,1,0,4,ctm9as17rs95yhuz7qf53wfke,1,43.3,11.7,2023-04-01T05:03:24.557Z,2023-04-01T05:03:26Z,4151169183,213,2.3,4151169177,140,34.0,4151169181,212,15.3,4151169175,56,Back,4151169179,141,29.1,,,,,,,,,,br87k809f9zu9av8cwkwtkhgq,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266825,6,1,1,0,6,ctm9as17rs95yhuz7qf53wfke,1,34,29.1,2023-04-01T05:03:26.126Z,2023-04-01T05:03:29Z,4151169235,56,Center,4151169239,141,31.5,4151169243,213,0.1,4151169237,140,61.7,4151169241,212,29.1,4151169233,155,,,,,,,,el9hmsmc1zz7yie7dedfaac8a,B. Nduka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266829,7,61,1,0,9,ctm9as17rs95yhuz7qf53wfke,0,63.1,28,2023-04-01T05:03:29.436Z,2023-04-01T05:03:29Z,4151169249,56,Center,,,,,,,,,,,,,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
