id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2511734519,1,34,16,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-02-25T04:04:29.086Z,2023-02-25T04:43:17Z,4053443775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053443771,197,4167,4053443769,194,4seh91gn4cj2l3x7kg19duqxh,4053443759,30,"7lxjfpbed6rmm2qmzs6r1c2j9, 4seh91gn4cj2l3x7kg19duqxh, 7izhszqmb1a9z5na5e0utnc6i, 3ihaypy0xs7cpw7ij61qislat, 5fglqrb2jo1ideuag4pjit9sl, 6gzt9s90prbrhsw4t72vb4jx1, a2ggooyqi2s1berhxtm75j5qt, b5nc0tgc33wklhsekw3jklylm, 4pqi5vt820333t5zsj2refc2d, do6zvquhc4udqtp900l1cid0q, 1pcyox1b50pxufww0v07c5boq, 2mfunwzltzdnmzlcjyvx752i, 1oy2j3kd1p23pmpz4xs9xhdqt, a1uzi9vgpfy7qo1eay243dsk5, 9lofkwlhnkhsvb1em98ae52lm, eo5kfco94g7az5x9dn2mtr78q, hhdrwctaf13rayl2llykrlnu, da5nt2kexuabduzu4qqxf09ud",4053443763,59,"1, 2, 15, 19, 28, 5, 10, 3, 9, 8, 21, 12, 13, 14, 22, 26, 27, 30",4053443767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053443761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053443765,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511734543,1,34,16,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-02-25T04:04:47.259Z,2023-03-03T07:11:28Z,4053443909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053443903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053443913,197,5031,4053443911,194,crytuzcclp9vswqsnwwkvubit,4053443901,30,"bsfiv0x64vmmx07ts0o7ief6y, 645fzooyxtlnw2fy87tys8cet, gdz8r5nsoq3gt8ujug4cv0mh, acr0ml1scc6iyvg8yzk8s9rs9, 4d97t25ita5v6jzni0vpnixg5, dmuwwelctq9hiy12xwwguiwdm, 585zyri5hq2bu4j8kmjhnxi39, crytuzcclp9vswqsnwwkvubit, 8dxp5caa7cl7yqamst9tpxej9, enfnckq0atgnq0ky2xokmzizt, 7q6m9kh79u477neouw0z7xt5h, b3mo6ycp38zd2ecbzxoc8en6d, 3cen673039ickz8g3q4ryqvze, 3v695dpbm6bdgifkyhlie6kbu, effts3pvx458med3adk4yagnp, 7yvnut9znooykvfxh1u0yadhx, 8jh2hi287wjaldwq5e5185wq1, 1v26me41hp0pg52oflxiaf45x",4053443907,130,8,4053443915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053443905,59,"50, 27, 2, 6, 4, 33, 18, 8, 11, 30, 7, 10, 15, 16, 17, 19, 20, 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741077,2,32,1,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-02-25T05:03:44.712Z,2023-02-25T05:03:47Z,4053478269,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741075,2,32,1,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-02-25T05:03:44.712Z,2023-02-28T11:16:22Z,4053478259,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741083,3,1,1,0,1,2cwez3hk2i75ope3qyu54cqh1,1,49.8,50.3,2023-02-25T05:03:45.812Z,2023-02-28T11:13:37Z,4053478299,213,3.0,4053478293,140,37.7,4053478301,279,S,4053478295,141,53.7,4053478297,212,12.9,4053478291,56,Back,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741089,4,1,1,0,2,2cwez3hk2i75ope3qyu54cqh1,1,36.4,53.3,2023-02-25T05:03:47.294Z,2023-02-25T05:03:49Z,4053478319,141,55.8,4053478323,213,0.2,4053478317,140,46.9,4053478321,212,11.2,4053478315,56,Back,,,,,,,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741091,5,1,1,0,4,2cwez3hk2i75ope3qyu54cqh1,0,46.8,55.1,2023-02-25T05:03:49.149Z,2023-02-28T11:17:25Z,4053478339,213,5.6,4053478333,140,58.6,4053478335,141,41.2,4053478337,212,15.6,4053478331,56,Center,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741095,3,49,1,0,6,3vfso415vj7uitnunviuzdyg3,1,44.3,60.9,2023-02-25T05:03:51.341Z,2023-02-25T05:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741099,4,1,1,0,7,3vfso415vj7uitnunviuzdyg3,1,44.3,60.9,2023-02-25T05:03:51.996Z,2023-02-25T05:04:06Z,4053478387,213,6.2,4053478381,140,61.4,4053478383,141,57.8,4053478385,212,18.1,4053478379,56,Center,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741101,5,1,1,0,8,3vfso415vj7uitnunviuzdyg3,0,61.5,57.6,2023-02-25T05:03:53.516Z,2023-02-25T05:03:54Z,4053478401,140,72.9,4053478399,56,Center,4053478407,213,5.6,4053478405,212,16.1,4053478403,141,41.8,,,,,,,,,,4pqi5vt820333t5zsj2refc2d,B. Linssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741107,6,49,1,0,10,2cwez3hk2i75ope3qyu54cqh1,1,32.4,64.3,2023-02-25T05:03:55.261Z,2023-02-25T05:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741115,7,1,1,0,11,2cwez3hk2i75ope3qyu54cqh1,1,32.4,64.6,2023-02-25T05:03:55.981Z,2023-02-25T05:03:57Z,4053478459,213,1.1,4053478455,141,81.1,4053478453,140,38.0,4053478451,56,Back,4053478457,212,12.7,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741119,8,1,1,0,12,2cwez3hk2i75ope3qyu54cqh1,0,38,81.1,2023-02-25T05:03:57.197Z,2023-02-25T05:03:58Z,4053478489,212,12.2,4053478485,140,43.7,4053478483,56,Back,4053478487,141,65.4,4053478491,213,5.2,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513591783,882,49,1,0,13,3vfso415vj7uitnunviuzdyg3,1,55.6,32.3,2023-02-25T05:03:57.754Z,2023-02-28T11:18:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741133,6,1,1,0,14,3vfso415vj7uitnunviuzdyg3,0,58.5,33.7,2023-02-25T05:03:59.660Z,2023-02-25T05:04:01Z,4053478563,212,30.6,4053478559,140,79.5,4053478555,155,,4053478565,213,5.5,4053478557,56,Right,4053478561,141,2.5,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511741137,9,12,1,0,16,2cwez3hk2i75ope3qyu54cqh1,1,24,90.9,2023-02-25T05:04:01.413Z,2023-02-28T11:17:48Z,4053478585,212,11.5,4053487573,15,,4053478581,140,32.3,4053478587,213,0.7,4053478583,141,100.0,4053478579,56,Back,4053487575,167,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
