id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2537776339,123,43,1,11,16,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:15:00.969Z,2023-04-23T07:15:23Z,4212341639,144,5,4212340997,56,Center,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776367,141,43,1,11,18,5pol481515zvirmk6t00kerbc,1,0,0,2023-04-23T07:15:03.219Z,2023-04-23T07:15:11Z,4212341291,144,6,4212341157,73,0,4212341155,56,Back,4212341229,233,123,,,,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776505,142,1,1,11,52,5pol481515zvirmk6t00kerbc,0,10.4,47.9,2023-04-23T07:15:37.100Z,2023-04-23T07:15:40Z,4212342043,1,,4212342031,56,Left,4212342025,5,,4212342029,241,,4212342039,212,59.1,4212342041,213,0.4,4212342033,140,62.5,4212342037,141,80.9,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,4212342027,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776525,125,44,1,11,55,3vfso415vj7uitnunviuzdyg3,1,39.2,22,2023-04-23T07:15:39.946Z,2023-04-23T07:15:43Z,4212342105,56,Back,4212342107,285,,4212342159,233,143,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776507,143,44,1,11,55,5pol481515zvirmk6t00kerbc,0,60.8,78,2023-04-23T07:15:39.947Z,2023-04-23T07:15:43Z,4212342167,233,125,4212342047,56,Center,4212342049,286,,,,,,,,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776537,126,1,1,11,56,3vfso415vj7uitnunviuzdyg3,1,41,25,2023-04-23T07:15:40.763Z,2023-04-23T07:54:41Z,4212342187,140,56.3,4212342189,141,53.9,4212342193,213,0.9,4212342185,56,Center,4212342183,3,,4212342191,212,25.4,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776539,127,1,1,11,59,3vfso415vj7uitnunviuzdyg3,1,56.3,53.9,2023-04-23T07:15:43.899Z,2023-04-23T07:15:44Z,4212342223,212,7.7,4212342219,140,50.3,4212342217,56,Center,4212342225,213,3.8,4212342221,141,47.3,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776549,128,1,1,12,0,3vfso415vj7uitnunviuzdyg3,1,50.3,47.3,2023-04-23T07:15:44.810Z,2023-04-23T07:15:46Z,4212342277,213,0.7,4212342273,141,52.4,4212342269,56,Center,4212342271,140,54.3,4212342275,212,5.4,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776561,129,1,1,12,1,3vfso415vj7uitnunviuzdyg3,0,54.3,52.4,2023-04-23T07:15:46.058Z,2023-04-23T07:15:47Z,4212342317,212,13.1,4212342313,140,41.9,4212342315,141,53.9,4212342311,56,Back,4212342319,213,3.1,4212342335,156,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776571,144,49,1,12,3,5pol481515zvirmk6t00kerbc,1,65.9,44.8,2023-04-23T07:15:47.851Z,2023-04-23T07:15:47Z,,,,,,,,,,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776611,145,1,1,12,6,5pol481515zvirmk6t00kerbc,1,70.7,37.9,2023-04-23T07:15:50.523Z,2023-04-23T07:15:53Z,4212342553,213,1.4,4212342547,140,71.3,4212342545,56,Center,4212342549,141,45.5,4212342551,212,5.2,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776621,146,1,1,12,9,5pol481515zvirmk6t00kerbc,1,71.6,46.7,2023-04-23T07:15:53.836Z,2023-04-23T07:15:55Z,4212342601,212,4.4,4212342597,140,70.9,4212342599,141,40.3,4212342603,213,4.5,4212342595,56,Center,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776627,147,1,1,12,10,5pol481515zvirmk6t00kerbc,1,70.9,40.3,2023-04-23T07:15:55.323Z,2023-04-23T07:15:56Z,4212342641,141,30.6,4212342645,213,5.6,4212342637,56,Center,4212342639,140,79.2,4212342643,212,10.9,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776645,148,1,1,12,11,5pol481515zvirmk6t00kerbc,1,79.2,30.6,2023-04-23T07:15:56.299Z,2023-04-23T07:15:58Z,4212342717,213,4.7,4212342711,140,79.5,4212342715,212,12.7,4212342709,56,Right,4212342713,141,11.9,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776647,149,61,1,12,14,5pol481515zvirmk6t00kerbc,0,76,19.4,2023-04-23T07:15:58.763Z,2023-04-23T07:17:44Z,4212342731,56,Right,,,,,,,,,,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776657,130,61,1,12,15,3vfso415vj7uitnunviuzdyg3,0,28.4,80.6,2023-04-23T07:15:59.644Z,2023-04-23T07:17:43Z,4212342763,56,Back,,,,,,,,,,,,,,,,,,,,,,eo5kfco94g7az5x9dn2mtr78q,T. Ogiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776653,150,61,1,12,15,5pol481515zvirmk6t00kerbc,1,76,19.4,2023-04-23T07:15:59.915Z,2023-04-23T07:17:41Z,4212342751,56,Right,,,,,,,,,,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776669,131,49,1,12,17,3vfso415vj7uitnunviuzdyg3,1,24.2,65.7,2023-04-23T07:16:01.930Z,2023-04-23T07:16:02Z,,,,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776701,132,1,1,12,17,3vfso415vj7uitnunviuzdyg3,1,24,65.4,2023-04-23T07:16:02.266Z,2023-04-23T07:16:05Z,4212342969,140,46.2,4212342971,141,28.3,4212342975,213,5.5,4212342967,56,Back,4212342977,1,,4212342973,212,34.3,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776717,133,1,1,12,20,3vfso415vj7uitnunviuzdyg3,1,55.5,23.6,2023-04-23T07:16:05.083Z,2023-04-23T07:16:09Z,4212343099,141,30.0,4212343101,212,22.4,4212343095,56,Center,4212343097,140,76.4,4212343103,213,0.2,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776727,134,1,1,12,25,3vfso415vj7uitnunviuzdyg3,1,76.7,30.3,2023-04-23T07:16:09.642Z,2023-04-23T07:16:11Z,4212343153,212,10.2,4212343149,140,72.5,4212343151,141,43.9,4212343147,56,Center,4212343155,213,2.0,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776741,135,1,1,12,27,3vfso415vj7uitnunviuzdyg3,1,72.2,42.5,2023-04-23T07:16:11.770Z,2023-04-23T07:16:14Z,4212343233,140,90.0,4212343241,212,24.7,4212343247,213,0.7,4212343225,56,Center,4212343237,141,66.3,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776747,136,61,1,12,29,3vfso415vj7uitnunviuzdyg3,0,91.6,67.2,2023-04-23T07:16:14.410Z,2023-04-23T07:16:14Z,4212343257,56,Center,,,,,,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776757,151,4,1,12,32,5pol481515zvirmk6t00kerbc,1,7.2,31.4,2023-04-23T07:16:17.083Z,2023-04-23T07:16:19Z,4212343319,13,,4212343363,233,137,4212343321,56,Back,4212343325,265,,4212343323,152,,4212343327,285,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776761,137,4,1,12,32,3vfso415vj7uitnunviuzdyg3,0,92.8,68.6,2023-04-23T07:16:17.084Z,2023-04-23T07:16:19Z,4212343341,152,,4212343345,286,,4212343371,233,151,4212343339,56,Center,4212343343,265,,4212343335,13,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776907,152,1,1,13,11,5pol481515zvirmk6t00kerbc,1,10.7,43.9,2023-04-23T07:16:55.931Z,2023-04-23T07:16:57Z,4212344169,152,,4212344179,213,5.1,4212344175,141,31.5,4212344171,56,Back,4212344183,189,,4212344167,5,,4212344177,212,9.0,4212344173,140,13.6,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776913,153,1,1,13,13,5pol481515zvirmk6t00kerbc,1,13.6,31.3,2023-04-23T07:16:57.531Z,2023-04-23T07:16:58Z,4212344213,56,Back,4212344221,213,2.2,4212344219,212,10.5,4212344217,141,43.7,4212344215,140,7.6,,,,,,,,,,dvic19ojqq6erwene0ijta61g,K. Takai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776919,154,1,1,13,14,5pol481515zvirmk6t00kerbc,1,7.6,43.7,2023-04-23T07:16:58.765Z,2023-04-23T07:17:00Z,4212344253,56,Back,4212344257,141,34.8,4212344261,213,6.1,4212344251,155,,4212344255,140,35.1,4212344259,212,29.5,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776925,155,44,1,13,15,5pol481515zvirmk6t00kerbc,1,37.2,31,2023-04-23T07:17:00.396Z,2023-04-23T07:17:03Z,4212344275,285,,4212344273,56,Back,4212344329,233,139,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776933,139,44,1,13,15,3vfso415vj7uitnunviuzdyg3,0,62.8,69,2023-04-23T07:17:00.397Z,2023-04-23T07:17:03Z,4212344319,56,Center,4212344335,233,155,4212344321,286,,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776939,156,1,1,13,16,5pol481515zvirmk6t00kerbc,1,35.1,34.8,2023-04-23T07:17:00.507Z,2023-04-23T07:17:04Z,4212344361,213,0.2,4212344355,140,43.0,4212344349,168,,4212344359,212,8.4,4212344345,3,,4212344353,56,Back,4212344357,141,36.9,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776931,138,43,1,13,17,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:17:01.642Z,2023-04-23T07:17:05Z,4212344305,56,Center,4212344401,144,44,4212344307,286,0,,,,,,,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776945,157,44,1,13,19,5pol481515zvirmk6t00kerbc,1,44,34.6,2023-04-23T07:17:03.629Z,2023-04-23T07:17:06Z,4212344461,233,140,4212344369,56,Back,4212344371,285,,,,,,,,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776951,140,44,1,13,19,3vfso415vj7uitnunviuzdyg3,0,56,65.4,2023-04-23T07:17:03.630Z,2023-04-23T07:18:20Z,4212344449,56,Center,4212344451,286,,4212344465,233,157,,,,,,,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776947,158,1,1,13,19,5pol481515zvirmk6t00kerbc,0,43,36.9,2023-04-23T07:17:04.012Z,2023-04-23T07:17:04Z,4212344387,56,Center,4212344389,140,53.1,4212344393,212,10.7,4212344385,3,,4212344391,141,35.4,4212344395,213,6.2,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777467,156,49,1,13,20,3vfso415vj7uitnunviuzdyg3,1,38.6,66.4,2023-04-23T07:17:04.867Z,2023-04-23T07:19:15Z,,,,,,,,,,,,,,,,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777025,142,1,1,13,21,3vfso415vj7uitnunviuzdyg3,0,37.7,62.5,2023-04-23T07:17:06.306Z,2023-04-23T07:19:19Z,4212348173,213,6.1,4212348163,157,,4212348167,140,65.0,4212348175,1,,4212348165,56,Center,4212348171,212,29.4,4212348169,141,52.8,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776973,159,49,1,13,25,5pol481515zvirmk6t00kerbc,1,32.6,31.6,2023-04-23T07:17:09.708Z,2023-04-23T07:17:09Z,,,,,,,,,,,,,,,,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776975,160,1,1,13,25,5pol481515zvirmk6t00kerbc,1,32.6,31.6,2023-04-23T07:17:09.836Z,2023-04-23T07:17:10Z,4212344557,56,Back,4212344559,140,14.3,4212344563,212,22.3,4212344565,213,3.7,4212344561,141,14.9,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537776995,161,1,1,13,26,5pol481515zvirmk6t00kerbc,1,14.3,14.9,2023-04-23T07:17:10.827Z,2023-04-23T07:17:14Z,4212344687,212,8.1,4212344683,140,12.5,4212344689,213,1.8,4212344681,56,Back,4212344685,141,26.5,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777021,162,1,1,13,30,5pol481515zvirmk6t00kerbc,1,13.1,30.6,2023-04-23T07:17:14.619Z,2023-04-23T07:17:19Z,4212344837,141,57.3,4212344839,212,18.7,4212344835,140,9.0,4212344841,213,1.8,4212344833,56,Back,,,,,,,,,,dvic19ojqq6erwene0ijta61g,K. Takai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777029,163,1,1,13,34,5pol481515zvirmk6t00kerbc,1,14.9,58.1,2023-04-23T07:17:19.179Z,2023-04-23T07:17:20Z,4212344873,212,21.6,4212344867,56,Back,4212344869,140,23.9,4212344871,141,86.6,4212344875,213,1.1,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777035,164,1,1,13,35,5pol481515zvirmk6t00kerbc,1,23.9,86.6,2023-04-23T07:17:20.379Z,2023-04-23T07:17:23Z,4212344927,212,7.8,4212344919,56,Back,4212344929,213,5.5,4212344921,140,29.2,4212344925,141,78.5,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777037,165,3,1,13,38,5pol481515zvirmk6t00kerbc,0,31,90.4,2023-04-23T07:17:22.956Z,2023-04-23T07:17:28Z,4212344935,56,Back,4212344937,285,,4212345119,233,143,,,,,,,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777055,143,7,1,13,38,3vfso415vj7uitnunviuzdyg3,1,69,9.6,2023-04-23T07:17:22.957Z,2023-04-23T07:19:48Z,4212345073,56,Right,4212345093,233,165,4212345075,286,,,,,,,,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777347,152,1,1,13,39,3vfso415vj7uitnunviuzdyg3,1,65.4,15.3,2023-04-23T07:17:23.970Z,2023-04-23T07:20:21Z,4212350095,213,4.5,4212350091,141,5.6,4212350093,212,6.8,4212350089,140,64.0,4212350087,56,Right,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777059,144,49,1,13,42,3vfso415vj7uitnunviuzdyg3,1,65.6,10.6,2023-04-23T07:17:26.858Z,2023-04-23T07:20:23Z,,,,,,,,,,,,,,,,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777075,145,1,1,13,42,3vfso415vj7uitnunviuzdyg3,1,65.6,10.6,2023-04-23T07:17:27.258Z,2023-04-23T07:17:29Z,4212345183,141,6.5,4212345187,213,6.0,4212345179,56,Right,4212345185,212,9.3,4212345181,140,74.0,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777081,147,61,1,13,43,3vfso415vj7uitnunviuzdyg3,0,74,6.5,2023-04-23T07:17:27.882Z,2023-04-23T07:20:52Z,4212345197,56,Right,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777079,146,43,1,13,44,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:17:29.114Z,2023-04-23T07:17:31Z,4212345243,144,8,4212345193,56,Right,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777077,166,49,1,13,44,5pol481515zvirmk6t00kerbc,1,20.6,92.3,2023-04-23T07:17:29.339Z,2023-04-23T07:17:29Z,,,,,,,,,,,,,,,,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777093,167,1,1,13,45,5pol481515zvirmk6t00kerbc,1,20.6,92.3,2023-04-23T07:17:29.835Z,2023-04-23T07:17:32Z,4212345263,140,11.5,4212345267,212,14.2,4212345261,56,Back,4212345265,141,76.9,4212345269,213,4.0,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777107,168,1,1,13,47,5pol481515zvirmk6t00kerbc,1,10.7,78.5,2023-04-23T07:17:32.283Z,2023-04-23T07:17:34Z,4212345349,213,0.4,4212345345,141,93.2,4212345341,56,Back,4212345347,212,24.2,4212345343,140,31.7,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777125,169,1,1,13,49,5pol481515zvirmk6t00kerbc,1,31.9,94.2,2023-04-23T07:17:34.267Z,2023-04-23T07:17:37Z,4212345455,213,4.5,4212345447,56,Back,4212345449,140,30.8,4212345451,141,86.3,4212345453,212,5.5,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777161,170,1,1,13,52,5pol481515zvirmk6t00kerbc,1,31.5,74.5,2023-04-23T07:17:37.339Z,2023-04-23T07:17:45Z,4212345653,56,Back,4212345663,1,,4212345657,141,4.6,4212345661,213,4.9,4212345651,196,,4212345655,140,40.4,4212345659,212,48.4,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777179,171,1,1,14,0,5pol481515zvirmk6t00kerbc,0,36.6,11.9,2023-04-23T07:17:45.196Z,2023-04-23T07:17:48Z,4212345769,140,93.1,4212345771,141,21.0,4212345775,213,0.1,4212345765,155,,4212345773,212,59.6,4212345777,1,,4212345767,56,Right,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777187,148,59,1,14,5,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-23T07:17:49.578Z,2023-04-23T07:17:50Z,4212345817,56,Back,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777199,149,12,1,14,5,3vfso415vj7uitnunviuzdyg3,1,6.1,76.9,2023-04-23T07:17:50.140Z,2023-04-23T07:20:58Z,4212345845,140,22.6,4212345849,212,21.9,4212345851,213,0.7,4212345847,141,96.6,4212345869,15,,4212345843,56,Back,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777221,150,5,1,14,10,3vfso415vj7uitnunviuzdyg3,0,27.6,102,2023-04-23T07:17:54.731Z,2023-04-23T07:49:44Z,4212345965,56,Back,4212345989,233,172,4212345967,347,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777219,172,5,1,14,10,5pol481515zvirmk6t00kerbc,1,72.4,-2,2023-04-23T07:17:54.731Z,2023-04-23T07:17:55Z,4212345985,233,150,4212345961,56,Right,4212345963,347,,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777255,173,1,1,14,14,5pol481515zvirmk6t00kerbc,1,67.9,0,2023-04-23T07:17:59.292Z,2023-04-23T07:18:03Z,4212346193,213,2.0,4212346185,56,Right,4212346187,140,65.1,4212346189,141,8.0,4212346183,107,,4212346191,212,7.3,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777267,174,1,1,14,18,5pol481515zvirmk6t00kerbc,1,67,9.5,2023-04-23T07:18:03.035Z,2023-04-23T07:18:06Z,4212346295,140,77.3,4212346297,141,2.3,4212346293,56,Right,4212346305,213,5.9,4212346301,212,11.9,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777283,175,1,1,14,22,5pol481515zvirmk6t00kerbc,0,79.6,2.8,2023-04-23T07:18:06.459Z,2023-04-23T07:18:08Z,4212346403,212,25.5,4212346399,140,100.0,4212346401,141,21.5,4212346405,213,0.5,4212346397,56,Center,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777321,151,5,1,14,23,3vfso415vj7uitnunviuzdyg3,1,-1,73.8,2023-04-23T07:18:07.973Z,2023-04-23T07:49:44Z,4212351383,233,176,4212346585,56,Back,4212346587,346,,,,,,,,,,,,,,,,,eo5kfco94g7az5x9dn2mtr78q,T. Ogiwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777291,176,5,1,14,23,5pol481515zvirmk6t00kerbc,0,101,26.2,2023-04-23T07:18:07.973Z,2023-04-23T07:21:05Z,4212351387,233,151,4212346419,346,,4212346417,56,Center,,,,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777435,153,1,1,14,48,3vfso415vj7uitnunviuzdyg3,1,4.5,55.4,2023-04-23T07:18:33.069Z,2023-04-23T07:18:35Z,4212347159,141,8.3,4212347151,124,,4212347155,56,Right,4212347169,74,,4212347165,1,,4212347161,212,63.8,4212347157,140,57.1,4212347163,213,5.8,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,4212347153,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777437,154,44,1,14,49,3vfso415vj7uitnunviuzdyg3,1,58,6.2,2023-04-23T07:18:33.738Z,2023-04-23T07:18:35Z,4212347173,56,Right,4212347195,233,177,4212347175,286,,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777429,177,44,1,14,49,5pol481515zvirmk6t00kerbc,0,42,93.8,2023-04-23T07:18:33.739Z,2023-04-23T07:18:36Z,4212347105,56,Back,4212347107,285,,4212347205,233,154,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537777463,155,1,1,14,50,3vfso415vj7uitnunviuzdyg3,1,57.7,8.3,2023-04-23T07:18:34.514Z,2023-04-23T07:56:09Z,4212347345,141,2.5,4212347341,56,Right,4212347349,213,6.1,4212347337,3,,4212347347,212,21.0,4212347343,140,77.3,4212347339,168,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
