id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/11/value,qualifier/17/value
2536863751,5,61,1,0,13,89wr6p2dkh7wjxtbwhtsruu02,1,38,34.6,2023-04-22T05:04:20.978Z,2023-04-22T05:07:39Z,4207474957,56,Back,,,,,,,,,,,,,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863759,6,49,1,0,15,89wr6p2dkh7wjxtbwhtsruu02,1,54.3,73.8,2023-04-22T05:04:23.248Z,2023-04-22T05:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863767,7,1,1,0,16,89wr6p2dkh7wjxtbwhtsruu02,1,54.3,73.8,2023-04-22T05:04:23.576Z,2023-04-22T05:07:30Z,4207475013,140,55.1,4207475015,141,94.2,4207475011,56,Left,4207475019,213,1.5,4207475017,212,13.9,,,,,,,,,,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863781,8,1,1,0,17,89wr6p2dkh7wjxtbwhtsruu02,0,56.5,93.8,2023-04-22T05:04:24.663Z,2023-04-22T05:04:29Z,4207475059,141,82.4,4207475055,56,Left,4207475063,213,6.0,4207475057,140,85.8,4207475061,212,31.7,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863777,8,8,1,0,20,e90fnsgtnamze3yssxpg392eb,1,7.5,25.6,2023-04-22T05:04:27.859Z,2023-04-22T05:04:27Z,4207475045,56,Back,,,,,,,,,,,,,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863789,9,6,1,0,23,e90fnsgtnamze3yssxpg392eb,0,3.4,20.2,2023-04-22T05:04:31.101Z,2023-04-22T05:04:35Z,4207475167,233,9,4207475095,56,Back,4207475097,73,,,,,,,,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863803,9,6,1,0,23,89wr6p2dkh7wjxtbwhtsruu02,1,96.6,79.8,2023-04-22T05:04:31.101Z,2023-04-22T05:04:47Z,4207475147,73,,4207475145,56,Left,4207475157,233,9,,,,,,,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863907,10,1,1,0,57,89wr6p2dkh7wjxtbwhtsruu02,1,99.5,99.5,2023-04-22T05:05:04.344Z,2023-04-22T05:55:38Z,4207475631,140,91.2,4207475625,155,,4207475623,6,,4207475637,213,4.5,4207475835,210,13,4207475629,56,Center,4207475639,1,,4207475837,154,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,1,4207475627,223,4207475633,141,45.2,4207475635,212,37.9,4207475621,2,,,,,,,,,,,,,,,,,,,,,,,
2536863909,11,13,1,0,59,89wr6p2dkh7wjxtbwhtsruu02,1,92.3,44.3,2023-04-22T05:05:07.161Z,2023-04-22T05:55:39Z,4207475649,56,Center,4207475733,328,,4207475727,25,,4207475861,103,15.3,4207475867,231,49.5,4207475851,29,,4207475855,55,10,4207475863,214,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,4207475729,15,4207475853,154,,4207475865,230,99.1,4207475647,17,4207475849,84,4207475859,102,42.9,,,,,,,,,,,,,,,,,,
2536863897,10,5,1,1,0,e90fnsgtnamze3yssxpg392eb,1,-0.4,58.4,2023-04-22T05:05:07.966Z,2023-04-22T05:05:12Z,4207475603,346,,4207475669,233,12,4207475601,56,Back,,,,,,,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863911,12,5,1,1,0,89wr6p2dkh7wjxtbwhtsruu02,0,100.4,41.6,2023-04-22T05:05:07.966Z,2023-04-22T05:15:18Z,4207475663,346,,4207475661,56,Center,4207475675,233,10,,,,,,,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863949,11,1,1,1,13,e90fnsgtnamze3yssxpg392eb,1,4.4,55.4,2023-04-22T05:05:20.900Z,2023-04-22T05:10:36Z,4207475889,124,,4207475899,213,1.1,4207475891,56,Back,4207475897,212,17.6,4207475893,140,12.0,4207480241,189,,4207475903,237,,4207475895,141,78.5,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863955,12,1,1,1,15,e90fnsgtnamze3yssxpg392eb,1,14.4,80.5,2023-04-22T05:05:22.918Z,2023-04-22T05:10:38Z,4207475937,56,Back,4207475943,212,36.4,4207475945,213,5.7,4207475939,140,44.1,4207475941,141,52.8,4207475935,155,,4207475947,1,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863957,13,61,1,1,18,e90fnsgtnamze3yssxpg392eb,1,47.9,51.3,2023-04-22T05:05:25.464Z,2023-04-22T05:06:20Z,4207475951,56,Back,,,,,,,,,,,,,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863969,14,1,1,1,19,e90fnsgtnamze3yssxpg392eb,0,52.8,42.3,2023-04-22T05:05:26.958Z,2023-04-22T05:06:17Z,4207476007,56,Center,4207476015,213,5.2,4207476011,141,27.0,4207476013,212,11.9,4207476009,140,58.3,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863977,13,43,1,1,22,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-04-22T05:05:29.721Z,2023-04-22T05:11:06Z,4207480551,144,49,,,,,,,,,,,,,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863985,14,4,1,1,23,89wr6p2dkh7wjxtbwhtsruu02,1,42.2,80,2023-04-22T05:05:30.685Z,2023-04-22T05:05:32Z,4207476079,56,Back,4207476113,233,15,4207476085,286,,4207476083,265,,4207476077,13,,4207476081,152,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536863989,15,4,1,1,23,e90fnsgtnamze3yssxpg392eb,0,57.8,20,2023-04-22T05:05:30.686Z,2023-04-22T05:05:32Z,4207476103,13,,4207476105,56,Right,4207476109,265,,4207476111,285,,4207476117,233,14,4207476107,152,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864005,16,17,1,1,27,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-22T05:05:35.205Z,2023-04-22T05:05:36Z,4207476189,392,,4207476191,13,243,4207476187,31,,,,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864155,15,27,1,2,13,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-04-22T05:06:20.496Z,2023-04-22T05:06:23Z,4207476815,233,17,4207476807,41,Injury,4207476809,53,d3aj0s7ozmpdbdtub8s5qo962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864151,17,27,1,2,13,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-22T05:06:20.496Z,2023-04-22T05:06:23Z,4207476823,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864245,16,28,1,2,55,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-04-22T05:07:02.936Z,2023-04-22T05:07:04Z,4207477227,55,15,4207477253,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864251,18,28,1,2,55,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-22T05:07:02.936Z,2023-04-22T05:07:05Z,4207477249,55,17,4207477257,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864293,17,1,1,3,12,89wr6p2dkh7wjxtbwhtsruu02,0,35.7,82.9,2023-04-22T05:07:19.545Z,2023-04-22T05:07:25Z,4207477423,212,39.5,4207477417,56,Left,4207477419,140,73.3,4207477425,213,6.3,4207477411,5,,4207477421,141,82.7,4207477415,152,,4207477413,155,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,4207477427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864285,19,44,1,3,14,e90fnsgtnamze3yssxpg392eb,1,25.8,17.9,2023-04-22T05:07:21.925Z,2023-04-22T05:07:24Z,4207477435,233,18,4207477383,285,,4207477381,56,Back,,,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864295,18,44,1,3,14,89wr6p2dkh7wjxtbwhtsruu02,0,74.2,82.1,2023-04-22T05:07:21.926Z,2023-04-22T05:12:23Z,4207477431,56,Left,4207477433,286,,4207477453,233,19,,,,,,,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864297,20,1,1,3,15,e90fnsgtnamze3yssxpg392eb,0,25,18.5,2023-04-22T05:07:22.333Z,2023-04-22T05:12:26Z,4207477445,141,42.8,4207477439,3,,4207477447,212,23.8,4207477449,213,0.8,4207477441,56,Back,4207477443,140,41.3,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864317,19,1,1,3,18,89wr6p2dkh7wjxtbwhtsruu02,1,57.1,54.3,2023-04-22T05:07:26.032Z,2023-04-22T05:13:33Z,4207477523,140,68.0,4207477525,141,49.1,4207477519,3,,4207477521,56,Center,4207477529,213,6.0,4207477527,212,12.0,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864321,20,3,1,3,20,89wr6p2dkh7wjxtbwhtsruu02,0,69.4,51.4,2023-04-22T05:07:27.668Z,2023-04-22T05:15:14Z,4207477553,233,21,4207477537,56,Center,4207477539,286,,,,,,,,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864315,21,7,1,3,20,e90fnsgtnamze3yssxpg392eb,0,30.6,48.6,2023-04-22T05:07:27.669Z,2023-04-22T05:15:15Z,4207477545,233,20,4207477513,56,Back,4207477515,285,,,,,,,,,,,,,,,,,63245yg2ywq2p2s85w4vdokd0,K. Matsuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536865737,85,61,1,3,21,89wr6p2dkh7wjxtbwhtsruu02,1,71.9,41.9,2023-04-22T05:07:28.480Z,2023-04-22T05:15:27Z,4207484153,56,Center,,,,,,,,,,,,,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864327,22,49,1,3,22,e90fnsgtnamze3yssxpg392eb,1,29.3,55.7,2023-04-22T05:07:29.957Z,2023-04-22T05:14:27Z,,,,,,,,,,,,,,,,,,,,,,,,,63245yg2ywq2p2s85w4vdokd0,K. Matsuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536865635,78,1,1,3,23,e90fnsgtnamze3yssxpg392eb,1,28.9,56.3,2023-04-22T05:07:30.815Z,2023-04-22T05:14:39Z,4207483627,140,32.9,4207483631,212,5.1,4207483633,213,0.6,4207483625,56,Back,4207483629,141,60.6,,,,,,,,,,63245yg2ywq2p2s85w4vdokd0,K. Matsuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864349,23,1,1,3,24,e90fnsgtnamze3yssxpg392eb,1,36.9,56.7,2023-04-22T05:07:31.334Z,2023-04-22T05:15:51Z,4207477631,212,26.7,4207477627,140,41.0,4207477625,56,Back,4207477633,213,1.4,4207477629,141,95.4,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864355,24,1,1,3,27,e90fnsgtnamze3yssxpg392eb,1,40.6,91.7,2023-04-22T05:07:34.382Z,2023-04-22T05:07:35Z,4207477679,212,10.0,4207477673,56,Back,4207477675,140,31.2,4207477677,141,93.9,4207477681,213,3.0,,,,,,,,,,63245yg2ywq2p2s85w4vdokd0,K. Matsuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864379,25,1,1,3,28,e90fnsgtnamze3yssxpg392eb,1,31.8,94.1,2023-04-22T05:07:35.862Z,2023-04-22T05:21:02Z,4207477753,1,,4207477749,212,48.7,4207477743,56,Center,4207477751,213,5.7,4207477745,140,69.5,4207488223,157,,4207477747,141,52.5,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864387,26,1,1,3,33,e90fnsgtnamze3yssxpg392eb,1,68.3,52.2,2023-04-22T05:07:40.302Z,2023-04-22T05:16:41Z,4207477787,56,Center,4207477791,141,58.2,4207477789,140,60.3,4207477795,213,2.7,4207477785,155,,4207477793,212,9.3,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864401,27,1,1,3,35,e90fnsgtnamze3yssxpg392eb,1,62,50.4,2023-04-22T05:07:43.078Z,2023-04-22T05:16:45Z,4207477837,141,44.6,4207477839,212,14.1,4207477841,213,6.0,4207477835,140,74.9,4207477833,56,Center,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864409,28,1,1,3,37,e90fnsgtnamze3yssxpg392eb,1,74.6,44.2,2023-04-22T05:07:44.958Z,2023-04-22T05:16:50Z,4207477877,212,21.4,4207477871,56,Right,4207477879,213,5.3,4207477875,141,18.6,4207477873,140,86.4,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864415,29,1,1,3,39,e90fnsgtnamze3yssxpg392eb,1,86.2,18.8,2023-04-22T05:07:47.134Z,2023-04-22T05:07:49Z,4207477899,212,6.7,4207477893,56,Center,4207477901,213,2.7,4207477895,140,80.4,4207477897,141,23.0,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864425,30,1,1,3,41,e90fnsgtnamze3yssxpg392eb,1,80,20.4,2023-04-22T05:07:49.118Z,2023-04-22T05:07:51Z,4207477945,56,Right,4207477947,140,77.4,4207477949,141,18.0,4207477953,213,3.7,4207477951,212,3.2,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864429,31,1,1,3,44,e90fnsgtnamze3yssxpg392eb,1,72.5,20,2023-04-22T05:07:51.510Z,2023-04-22T05:07:53Z,4207477969,212,9.7,4207477967,141,8.9,4207477971,213,5.4,4207477963,56,Right,4207477965,140,78.3,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864435,32,1,1,3,46,e90fnsgtnamze3yssxpg392eb,1,76.4,8.6,2023-04-22T05:07:53.310Z,2023-04-22T05:07:55Z,4207477987,140,63.6,4207477989,141,13.4,4207477991,212,13.8,4207477985,56,Right,4207477993,213,2.9,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864441,33,1,1,3,48,e90fnsgtnamze3yssxpg392eb,1,61,15.2,2023-04-22T05:07:55.590Z,2023-04-22T05:17:12Z,4207478015,141,33.9,4207478013,140,46.8,4207478017,212,19.6,4207478019,213,2.4,4207478011,56,Back,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864457,34,1,1,3,50,e90fnsgtnamze3yssxpg392eb,1,47.6,35.9,2023-04-22T05:07:58.102Z,2023-04-22T05:17:22Z,4207478081,213,1.5,4207478077,141,60.2,4207478075,140,48.7,4207478073,56,Back,4207478079,212,16.6,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864467,35,1,1,3,53,e90fnsgtnamze3yssxpg392eb,1,51.2,60.9,2023-04-22T05:08:00.910Z,2023-04-22T05:08:04Z,4207478131,141,96.5,4207478133,212,28.8,4207478127,56,Left,4207478129,140,66.1,4207478135,213,1.0,,,,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864477,36,1,1,3,57,e90fnsgtnamze3yssxpg392eb,0,64,86.3,2023-04-22T05:08:04.694Z,2023-04-22T05:08:07Z,4207478179,141,88.4,4207478181,212,11.7,4207478177,140,75.1,4207478183,213,0.1,4207478175,56,Left,,,,,,,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536864481,21,8,1,3,59,89wr6p2dkh7wjxtbwhtsruu02,1,33.8,26.4,2023-04-22T05:08:06.552Z,2023-04-22T05:08:06Z,4207478197,56,Back,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
