id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value
2521281643,5,49,1,0,9,bbt5nqwufsne7r0zfa6pvpmfa,1,41.9,93.3,2023-03-18T06:04:18.473Z,2023-03-23T10:39:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281645,6,1,1,0,10,bbt5nqwufsne7r0zfa6pvpmfa,0,41.9,93.3,2023-03-18T06:04:18.809Z,2023-03-23T10:39:05Z,4103964061,141,100.0,4103964065,213,0.3,4103964057,56,Left,4103964059,140,63.0,4103964055,157,,4103964063,212,22.9,4103964067,1,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281649,7,5,1,0,13,bbt5nqwufsne7r0zfa6pvpmfa,0,61.4,101.6,2023-03-18T06:04:22.285Z,2023-03-18T06:04:24Z,4103964081,56,Left,4103964105,233,7,4103964083,347,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281655,7,5,1,0,13,27o8mdqno6jslcjb709sxjwyy,1,38.6,-1.6,2023-03-18T06:04:22.285Z,2023-03-18T06:30:56Z,4103964097,56,Back,4103964101,233,7,4103964099,347,,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281715,8,1,1,0,22,27o8mdqno6jslcjb709sxjwyy,0,40.4,0,2023-03-18T06:04:31.454Z,2023-03-18T06:04:32Z,4103964351,213,0.2,4103964341,107,,4103964349,212,18.7,4103964345,140,57.7,4103964347,141,5.3,4103964343,56,Right,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281735,8,61,1,0,23,bbt5nqwufsne7r0zfa6pvpmfa,1,41.8,93.3,2023-03-18T06:04:31.753Z,2023-03-23T10:39:41Z,4103964423,56,Back,,,,,,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521284223,64,3,1,0,24,27o8mdqno6jslcjb709sxjwyy,0,47.9,4.8,2023-03-18T06:04:33.241Z,2023-03-23T10:39:46Z,4103976771,286,,4103976769,56,Back,4117070861,465,,4103976815,233,61,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521284227,61,7,1,0,24,bbt5nqwufsne7r0zfa6pvpmfa,1,52.1,95.2,2023-03-18T06:04:33.242Z,2023-03-23T10:39:57Z,4103976631,285,,4103976777,233,64,4103976629,56,Left,4117071405,384,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281745,9,49,1,0,25,bbt5nqwufsne7r0zfa6pvpmfa,1,52.8,91.4,2023-03-18T06:04:33.577Z,2023-03-23T10:40:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281763,11,1,1,0,26,bbt5nqwufsne7r0zfa6pvpmfa,1,56.2,85,2023-03-18T06:04:34.905Z,2023-03-23T10:40:02Z,4103964519,212,8.1,4103964515,140,48.7,4103964513,56,Back,4103964517,141,82.4,4103964521,213,3.4,,,,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281753,10,43,1,0,27,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-03-18T06:04:36.257Z,2023-03-18T06:11:19Z,4103964489,141,85.0,4103964485,56,Left,4103964487,140,56.2,4103964491,212,5.6,4103977865,144,1,4103964493,213,5.4,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281767,12,1,1,0,27,bbt5nqwufsne7r0zfa6pvpmfa,1,48.7,82.4,2023-03-18T06:04:36.329Z,2023-03-23T10:40:16Z,4103964541,56,Left,4103964545,141,94.8,4103964549,213,0.6,4103964547,212,14.2,4103964543,140,59.6,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281775,13,1,1,0,29,bbt5nqwufsne7r0zfa6pvpmfa,1,59.6,94.8,2023-03-18T06:04:37.657Z,2023-03-23T10:40:21Z,4103964577,212,17.4,4103964573,140,43.1,4103964579,213,3.2,4103964575,141,93.2,4103964571,56,Back,,,,,,,,,,go7p2ijq9w10e8k9q4wz6c5w,T. Izumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281781,14,1,1,0,33,bbt5nqwufsne7r0zfa6pvpmfa,0,43.1,93.2,2023-03-18T06:04:42.065Z,2023-03-18T06:04:43Z,4103964621,141,84.2,4103964615,155,,4103964619,140,86.6,4103964625,213,6.1,4103964623,212,46.1,4103964627,1,,4103964617,56,Left,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281807,9,1,1,0,35,27o8mdqno6jslcjb709sxjwyy,1,16,16.4,2023-03-18T06:04:43.989Z,2023-03-18T06:04:46Z,4103964711,3,,4103964721,213,4.7,4103964719,212,6.9,4103964715,140,16.2,4103964717,141,6.2,4103964713,56,Back,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521285331,99,49,1,0,36,27o8mdqno6jslcjb709sxjwyy,1,29.2,5.6,2023-03-18T06:04:44.845Z,2023-03-18T06:12:47Z,,,,,,,,,,,,,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281823,10,1,1,0,37,27o8mdqno6jslcjb709sxjwyy,0,16.4,3.8,2023-03-18T06:04:46.542Z,2023-03-18T06:04:59Z,4103964821,213,6.0,4103964811,157,,4103964823,1,,4103964813,56,Back,4103964817,141,0.0,4103964815,140,27.3,4103964819,212,11.9,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281825,11,43,1,0,39,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-03-18T06:04:48.102Z,2023-03-18T06:04:54Z,4103964963,144,49,,,,,,,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281855,12,5,1,0,40,27o8mdqno6jslcjb709sxjwyy,0,24,-2,2023-03-18T06:04:49.313Z,2023-03-18T06:30:56Z,4103964929,347,,4103964927,56,Back,4103964939,233,15,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281843,15,5,1,0,40,bbt5nqwufsne7r0zfa6pvpmfa,1,76,102,2023-03-18T06:04:49.313Z,2023-03-18T06:04:53Z,4103964935,233,12,4103964875,347,,4103964873,56,Left,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281957,16,1,1,1,0,bbt5nqwufsne7r0zfa6pvpmfa,1,82.1,100,2023-03-18T06:05:08.769Z,2023-03-18T06:05:13Z,4103965305,140,92.2,4103965309,212,12.0,4103965307,141,93.8,4103965303,56,Left,4103965311,213,5.8,4103965301,107,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281977,17,1,1,1,3,bbt5nqwufsne7r0zfa6pvpmfa,1,89.4,94.7,2023-03-18T06:05:12.344Z,2023-03-23T10:41:24Z,4103965371,140,81.0,4103965375,212,8.8,4103965369,56,Left,4103965367,155,,4103965377,213,3.2,4103965373,141,94.5,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281995,18,1,1,1,4,bbt5nqwufsne7r0zfa6pvpmfa,1,84.9,96.4,2023-03-18T06:05:13.489Z,2023-03-23T10:41:37Z,4103965463,212,28.7,4117076279,72,,4103965459,140,85.3,4103965453,155,,4103965449,2,,4103965457,56,Center,4117076277,224,,4103965465,213,4.7,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,4103965461,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282001,19,44,1,1,5,bbt5nqwufsne7r0zfa6pvpmfa,1,86.8,58.4,2023-03-18T06:05:13.653Z,2023-03-23T10:42:14Z,4103965493,56,Center,4103965495,286,,4103965521,233,13,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281969,13,44,1,1,5,27o8mdqno6jslcjb709sxjwyy,0,13.2,41.6,2023-03-18T06:05:13.654Z,2023-03-23T10:42:15Z,4103965357,285,,4103965527,233,19,4103965355,56,Back,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282005,20,1,1,1,6,bbt5nqwufsne7r0zfa6pvpmfa,0,87.6,62.5,2023-03-18T06:05:15.521Z,2023-03-18T06:14:55Z,4103965501,56,Center,4103984983,168,,4103984987,141,60.0,4103984991,213,4.7,4103984989,212,1.7,4103984985,140,87.6,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521286359,125,61,1,1,7,27o8mdqno6jslcjb709sxjwyy,1,13.1,40.8,2023-03-18T06:05:16.313Z,2023-03-18T06:15:19Z,4103985741,56,Back,,,,,,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282007,14,1,1,1,8,27o8mdqno6jslcjb709sxjwyy,1,15.5,54.6,2023-03-18T06:05:17.024Z,2023-03-23T10:42:51Z,4103965511,212,1.6,4103965509,141,56.9,4103965505,56,Back,4103965513,213,1.4,4103965503,157,,4103965507,140,15.8,4103965515,1,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523764991,971,61,1,1,9,27o8mdqno6jslcjb709sxjwyy,1,14.3,63.7,2023-03-18T06:05:17.684Z,2023-03-23T10:42:58Z,4117080189,56,Back,,,,,,,,,,,,,,,,,,,,,,b2p16gbvq5gqeiuv8hmbu5nxm,S. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282099,21,1,1,1,10,bbt5nqwufsne7r0zfa6pvpmfa,1,74.5,26.5,2023-03-18T06:05:19.304Z,2023-03-23T10:43:11Z,4103965837,141,12.5,4103965833,56,Right,4103965835,140,81.3,4103965839,212,11.9,4103965841,213,5.4,4117080907,3,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282105,22,50,1,1,18,bbt5nqwufsne7r0zfa6pvpmfa,1,76.4,8.6,2023-03-18T06:05:26.785Z,2023-03-18T06:05:29Z,4103965969,233,15,4103965863,286,,4103965861,56,Right,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282117,15,7,1,1,18,27o8mdqno6jslcjb709sxjwyy,0,23.6,91.4,2023-03-18T06:05:26.786Z,2023-03-23T10:43:24Z,4103965959,233,22,4103965919,56,Back,4117081595,385,,4103965921,285,,,,,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282113,23,50,1,1,19,bbt5nqwufsne7r0zfa6pvpmfa,1,75.7,7.6,2023-03-18T06:05:28.305Z,2023-03-23T16:41:44Z,4103965903,56,Right,4117933451,233,17,4103987691,286,,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282159,17,7,1,1,19,27o8mdqno6jslcjb709sxjwyy,1,24.3,92.4,2023-03-18T06:05:28.306Z,2023-03-23T10:43:47Z,4103987855,285,,4103966069,56,Back,4103989615,233,23,4117082737,383,,,,,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282127,24,43,1,1,21,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-03-18T06:05:29.616Z,2023-03-18T06:05:36Z,4103966189,144,50,4103965975,56,Right,4103965977,286,0,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282147,16,49,1,1,21,27o8mdqno6jslcjb709sxjwyy,1,26,92.1,2023-03-18T06:05:30.094Z,2023-03-18T06:17:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521287033,137,1,1,1,22,27o8mdqno6jslcjb709sxjwyy,0,42.3,96.6,2023-03-18T06:05:30.609Z,2023-03-18T06:17:49Z,4103989953,213,6.1,4103989945,56,Back,4103989949,141,96.0,4103989947,140,45.2,4103989951,212,3.1,4103990055,233,25,4103990059,286,,4103990053,236,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282153,25,74,1,1,22,bbt5nqwufsne7r0zfa6pvpmfa,1,76.7,7.9,2023-03-18T06:05:30.610Z,2023-03-18T06:48:59Z,4103966105,233,137,4103966049,56,Right,4103966051,285,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282169,26,4,1,1,25,bbt5nqwufsne7r0zfa6pvpmfa,1,75.2,9.8,2023-03-18T06:05:33.953Z,2023-03-23T10:44:02Z,4103966139,152,,4103966135,13,,4117083527,294,,4103966193,233,18,4103966137,56,Right,4103966143,286,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282177,18,4,1,1,25,27o8mdqno6jslcjb709sxjwyy,0,24.8,90.2,2023-03-18T06:05:33.954Z,2023-03-23T10:44:05Z,4117083677,294,,4103966183,285,,4103966177,56,Back,4103966197,233,26,4103966179,152,,4103966175,13,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282537,27,1,1,2,5,bbt5nqwufsne7r0zfa6pvpmfa,1,75.9,6.4,2023-03-18T06:06:14.210Z,2023-03-23T10:44:21Z,4117084403,223,,4103967723,5,,4103967735,212,44.0,4103967739,1,,4103967733,141,68.2,4117084405,72,,4103967729,56,Center,4103967725,155,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,4103967721,2,,4103967731,140,88.3,4103967727,152,4103967737,213,1.3,,,,,,,,,,,,,,,,,,,,,
2521282543,28,44,1,2,9,bbt5nqwufsne7r0zfa6pvpmfa,1,88.2,70.1,2023-03-18T06:06:17.649Z,2023-03-23T10:44:59Z,4103967767,233,19,4103967753,286,,4103967751,56,Center,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282541,19,44,1,2,9,27o8mdqno6jslcjb709sxjwyy,0,11.8,29.9,2023-03-18T06:06:17.650Z,2023-03-23T10:45:00Z,4103967747,56,Back,4103967749,285,,4103967789,233,28,,,,,,,,,,,,,,,,b2p16gbvq5gqeiuv8hmbu5nxm,S. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282553,29,1,1,2,10,bbt5nqwufsne7r0zfa6pvpmfa,0,88.1,71.4,2023-03-18T06:06:18.905Z,2023-03-23T10:45:02Z,4103967803,213,5.4,4103967801,212,13.3,4103967799,141,56.4,4103967795,56,Center,4103967793,3,,4103967797,140,96.2,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282567,20,52,1,2,13,27o8mdqno6jslcjb709sxjwyy,1,1.8,39.4,2023-03-18T06:06:22.327Z,2023-03-23T10:45:09Z,4117086515,377,,,,,,,,,,,,,,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282639,21,1,1,2,19,27o8mdqno6jslcjb709sxjwyy,1,13.8,40.4,2023-03-18T06:06:27.600Z,2023-03-18T06:06:34Z,4103968161,56,Back,4103968159,123,,4103968163,140,29.4,4103968167,212,22.4,4103968169,213,5.5,4103968165,141,18.0,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282663,22,1,1,2,25,27o8mdqno6jslcjb709sxjwyy,1,30.1,17.9,2023-03-18T06:06:34.038Z,2023-03-18T06:06:36Z,4103968257,140,18.4,4103968263,213,3.1,4103968261,212,12.3,4103968259,141,18.5,4103968255,56,Back,,,,,,,,,,60wqpvcqw404cqqw11nejmvo5,A. Fukuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282699,23,1,1,2,28,27o8mdqno6jslcjb709sxjwyy,1,17.6,18.5,2023-03-18T06:06:36.614Z,2023-03-18T06:06:41Z,4103968439,213,2.2,4103968435,141,46.4,4103968437,212,23.9,4103968433,140,3.7,4103968431,56,Back,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521282729,24,1,1,2,32,27o8mdqno6jslcjb709sxjwyy,1,10.4,56,2023-03-18T06:06:41.382Z,2023-03-18T06:06:45Z,4103968539,213,1.9,4103968535,141,75.1,4103968537,212,13.8,4103968533,140,6.1,4103968529,56,Back,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
