id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value
2551428189,202,61,1,14,22,5pol481515zvirmk6t00kerbc,0,79.6,73.4,2023-05-20T07:17:44.505Z,2023-05-20T07:19:39Z,4292045107,56,Center,,,,,,,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428223,75,1,1,14,23,ctm9as17rs95yhuz7qf53wfke,0,20.8,25.2,2023-05-20T07:17:45.482Z,2023-05-20T07:20:14Z,4292045245,56,Back,4292045247,140,28.2,4292045249,141,24.4,4292045253,213,6.2,4292045251,212,7.8,,,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428203,203,8,1,14,23,5pol481515zvirmk6t00kerbc,1,72.9,85.6,2023-05-20T07:17:45.623Z,2023-05-20T07:20:16Z,4292045157,56,Left,,,,,,,,,,,,,,,,,,,,,,520gf81j9admw2zeib75x3v11,R. Oshima,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428231,204,1,1,14,26,5pol481515zvirmk6t00kerbc,0,66.3,91.1,2023-05-20T07:17:48.599Z,2023-05-20T07:21:17Z,4292045297,140,65.1,4292045299,141,100.0,4292045303,213,1.8,4292045295,56,Left,4292045301,212,6.6,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428265,76,5,1,14,27,ctm9as17rs95yhuz7qf53wfke,1,36.9,-1.3,2023-05-20T07:17:49.032Z,2023-05-20T07:54:17Z,4292045475,233,205,4292045431,347,,4292045429,56,Back,,,,,,,,,,,,,,,,8mksoz3513wprt2hhu8c9vo45,S. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428233,205,5,1,14,27,5pol481515zvirmk6t00kerbc,0,63.1,101.3,2023-05-20T07:17:49.032Z,2023-05-20T07:21:20Z,4292045305,56,Left,4292045307,347,,4292045491,233,76,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428437,77,1,1,14,48,ctm9as17rs95yhuz7qf53wfke,1,44,0,2023-05-20T07:18:10.306Z,2023-05-20T07:18:12Z,4292046213,141,10.3,4292046203,56,Right,4292046219,212,23.4,4292046209,140,65.0,4292046223,213,0.3,4292046199,107,,4292046225,1,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428443,78,44,1,14,50,ctm9as17rs95yhuz7qf53wfke,1,67.5,14,2023-05-20T07:18:12.786Z,2023-05-20T07:18:14Z,4292046247,286,,4292046249,233,206,4292046245,56,Right,,,,,,,,,,,,,,,,8mksoz3513wprt2hhu8c9vo45,S. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428441,206,44,1,14,50,5pol481515zvirmk6t00kerbc,0,32.5,86,2023-05-20T07:18:12.787Z,2023-05-20T07:18:15Z,4292046259,233,78,4292046241,285,,4292046239,56,Back,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428451,79,1,1,14,50,ctm9as17rs95yhuz7qf53wfke,1,65,10.3,2023-05-20T07:18:12.858Z,2023-05-20T07:54:40Z,4292046265,56,Right,4292046271,212,3.7,4292046273,213,4.1,4292046281,156,,4292046267,140,63.0,4292046269,141,5.9,,,,,,,8mksoz3513wprt2hhu8c9vo45,S. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428481,80,1,1,14,54,ctm9as17rs95yhuz7qf53wfke,1,63,5.9,2023-05-20T07:18:16.746Z,2023-05-20T07:26:12Z,4292046423,213,1.8,4292046411,155,,4292046415,56,Center,4292046417,140,53.5,4292046419,141,59.0,4292046421,212,37.5,4292046425,1,,,,,9zr0kq2pw4eua1tqo3vsvd9wq,R. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,
2551431383,134,61,1,14,54,ctm9as17rs95yhuz7qf53wfke,1,52.7,56.3,2023-05-20T07:18:16.820Z,2023-05-20T07:26:17Z,4292059405,56,Center,,,,,,,,,,,,,,,,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428487,81,61,1,14,55,ctm9as17rs95yhuz7qf53wfke,0,53.5,59,2023-05-20T07:18:17.066Z,2023-05-20T07:26:10Z,4292046443,56,Center,,,,,,,,,,,,,,,,,,,,,,d8f4eo6asksimz2kqs58x6bjd,T. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,
2551431901,282,1,1,14,55,5pol481515zvirmk6t00kerbc,0,45.2,39.8,2023-05-20T07:18:18.017Z,2023-05-20T07:26:30Z,4292064471,140,27.8,4292064483,1,,4292062311,56,Back,4292064475,212,32.9,4292064473,141,0.0,4292064479,213,4.1,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428545,207,43,1,14,56,5pol481515zvirmk6t00kerbc,1,0,0,2023-05-20T07:18:18.408Z,2023-05-20T07:24:09Z,4292059479,144,61,4292046663,56,Back,,,,,,,,,,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428603,82,5,1,15,7,ctm9as17rs95yhuz7qf53wfke,1,71.3,101.5,2023-05-20T07:18:29.143Z,2023-05-20T07:54:17Z,4292046983,233,208,4292046939,347,,4292046937,56,Left,,,,,,,,,,,,,,,,d8f4eo6asksimz2kqs58x6bjd,T. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428571,208,5,1,15,7,5pol481515zvirmk6t00kerbc,0,28.7,-1.5,2023-05-20T07:18:29.143Z,2023-05-20T07:18:33Z,4292046783,347,,4292046781,56,Back,4292046991,233,82,,,,,,,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428643,83,1,1,15,14,ctm9as17rs95yhuz7qf53wfke,1,68.7,100,2023-05-20T07:18:36.625Z,2023-05-20T07:27:38Z,4292047125,141,95.6,4292047121,56,Left,4292047119,107,,4292047129,213,5.4,4292047127,212,5.1,4292047123,140,71.6,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428651,84,1,1,15,15,ctm9as17rs95yhuz7qf53wfke,0,71.6,95.6,2023-05-20T07:18:37.906Z,2023-05-20T07:27:39Z,4292047167,56,Left,4292047175,213,4.9,4292047169,140,72.4,4292047173,212,6.0,4292047171,141,86.8,,,,,,,,,,d8f4eo6asksimz2kqs58x6bjd,T. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428655,209,49,1,15,17,5pol481515zvirmk6t00kerbc,1,35,16.2,2023-05-20T07:18:39.143Z,2023-05-20T07:18:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428695,210,1,1,15,18,5pol481515zvirmk6t00kerbc,1,36.7,7.7,2023-05-20T07:18:40.791Z,2023-05-20T07:18:43Z,4292047331,56,Back,4292047335,141,2.5,4292047337,212,7.4,4292047339,213,3.6,4292047333,140,30.5,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428715,211,1,1,15,21,5pol481515zvirmk6t00kerbc,1,34.1,6.1,2023-05-20T07:18:43.398Z,2023-05-20T07:18:45Z,4292047413,56,Back,4292047421,213,2.1,4292047417,141,17.3,4292047419,212,8.6,4292047415,140,30.2,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428739,212,1,1,15,23,5pol481515zvirmk6t00kerbc,1,31.5,18.3,2023-05-20T07:18:45.815Z,2023-05-20T07:18:48Z,4292047539,141,2.5,4292047529,56,Back,4292047543,212,20.2,4292047545,213,5.7,4292047535,140,47.8,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428755,213,1,1,15,26,5pol481515zvirmk6t00kerbc,1,55.9,2.5,2023-05-20T07:18:48.455Z,2023-05-20T07:18:50Z,4292047609,140,62.2,4292047611,141,4.6,4292047607,56,Right,4292047615,213,0.2,4292047613,212,6.8,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428777,214,1,1,15,28,5pol481515zvirmk6t00kerbc,1,62.4,5.6,2023-05-20T07:18:50.071Z,2023-05-20T07:18:52Z,4292047713,213,4.8,4292047705,56,Right,4292047709,141,1.9,4292047707,140,62.6,4292047711,212,2.5,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428791,215,1,1,15,30,5pol481515zvirmk6t00kerbc,1,62.6,1.9,2023-05-20T07:18:52.854Z,2023-05-20T07:18:55Z,4292047775,140,52.8,4292047777,141,6.7,4292047779,212,10.8,4292047781,213,2.8,4292047773,56,Right,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428843,216,1,1,15,33,5pol481515zvirmk6t00kerbc,1,52.6,9.2,2023-05-20T07:18:55.511Z,2023-05-20T07:19:00Z,4292047995,56,Back,4292048005,1,,4292048001,212,33.7,4292048003,213,1.8,4292047999,141,57.8,4292047997,140,46.1,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428857,217,1,1,15,37,5pol481515zvirmk6t00kerbc,1,54.2,57.2,2023-05-20T07:18:59.927Z,2023-05-20T07:19:01Z,4292048067,56,Center,4292048069,140,55.2,4292048073,212,10.3,4292048075,213,4.8,4292048071,141,42.2,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428877,218,1,1,15,39,5pol481515zvirmk6t00kerbc,1,55.2,42.2,2023-05-20T07:19:01.751Z,2023-05-20T07:19:04Z,4292048175,212,10.0,4292048167,56,Center,4292048169,140,55.4,4292048179,213,1.5,4292048171,141,56.9,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428895,219,1,1,15,42,5pol481515zvirmk6t00kerbc,1,55.4,56.9,2023-05-20T07:19:04.838Z,2023-05-20T07:19:07Z,4292048247,213,4.7,4292048239,56,Center,4292048243,141,36.6,4292048241,140,54.9,4292048245,212,13.8,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428923,220,1,1,15,45,5pol481515zvirmk6t00kerbc,1,56,33.3,2023-05-20T07:19:07.543Z,2023-05-20T07:19:10Z,4292048369,56,Center,4292048375,212,15.2,4292048377,213,1.7,4292048371,140,54.5,4292048373,141,55.5,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428933,221,1,1,15,48,5pol481515zvirmk6t00kerbc,1,55.1,56.3,2023-05-20T07:19:10.118Z,2023-05-20T07:19:11Z,4292048405,141,54.9,4292048401,56,Center,4292048409,213,6.2,4292048407,212,10.1,4292048403,140,64.7,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428965,222,1,1,15,49,5pol481515zvirmk6t00kerbc,1,66.2,51.6,2023-05-20T07:19:11.622Z,2023-05-20T07:19:15Z,4292048545,141,32.7,4292048541,56,Center,4292048547,212,15.7,4292048549,213,4.1,4292048543,140,57.6,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551428987,223,1,1,15,52,5pol481515zvirmk6t00kerbc,1,58.2,28.5,2023-05-20T07:19:14.887Z,2023-05-20T07:19:17Z,4292048635,141,3.2,4292048631,56,Right,4292048633,140,63.4,4292048637,212,18.0,4292048639,213,5.0,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429005,224,1,1,15,54,5pol481515zvirmk6t00kerbc,1,63.4,3.2,2023-05-20T07:19:16.951Z,2023-05-20T07:19:20Z,4292048721,212,8.1,4292048719,141,1.7,4292048717,140,71.1,4292048723,213,6.2,4292048715,56,Right,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429025,225,1,1,15,58,5pol481515zvirmk6t00kerbc,1,71.1,1.7,2023-05-20T07:19:20.070Z,2023-05-20T07:19:22Z,4292048819,213,1.8,4292048817,212,16.7,4292048813,140,68.2,4292048811,56,Center,4292048815,141,25.9,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429049,226,1,1,16,0,5pol481515zvirmk6t00kerbc,1,68.8,22.2,2023-05-20T07:19:22.855Z,2023-05-20T07:19:25Z,4292048921,140,70.0,4292048927,213,5.2,4292048923,141,18.8,4292048919,56,Right,4292048925,212,2.6,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429085,227,1,1,16,3,5pol481515zvirmk6t00kerbc,1,68.8,24.4,2023-05-20T07:19:25.719Z,2023-05-20T07:19:29Z,4292049033,212,18.5,4292049035,213,1.6,4292049027,56,Center,4292049029,140,68.7,4292049031,141,51.6,,,,,,,,,,dmg39rv08bjlkilby5aycpsve,K. Tachibanada,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429121,228,1,1,16,7,5pol481515zvirmk6t00kerbc,1,66.6,47,2023-05-20T07:19:29.383Z,2023-05-20T07:19:34Z,4292049245,212,13.6,4292049241,140,57.8,4292049239,56,Center,4292049247,213,4.0,4292049243,141,32.4,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429155,229,1,1,16,12,5pol481515zvirmk6t00kerbc,1,64,14.7,2023-05-20T07:19:34.534Z,2023-05-20T07:19:37Z,4292049411,140,65.2,4292049405,56,Right,4292049419,212,8.6,4292049417,141,2.2,4292049421,213,4.9,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429169,230,1,1,16,14,5pol481515zvirmk6t00kerbc,0,65.2,2.2,2023-05-20T07:19:37Z,2023-05-20T07:19:38Z,4292049463,56,Center,4292049459,155,,4292049469,212,28.4,4292049467,141,24.9,4292049465,140,87.9,4292049471,213,0.6,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429193,85,12,1,16,17,ctm9as17rs95yhuz7qf53wfke,1,12.8,75,2023-05-20T07:19:39.923Z,2023-05-20T07:28:03Z,4292049569,56,Back,4292049573,141,76.6,4292049603,15,,4292049577,213,0.2,4292049575,212,6.9,4292049571,140,19.3,,,,,,,f10fu0944yj2tr90vqz88yqga,Mateus Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429211,231,3,1,16,18,5pol481515zvirmk6t00kerbc,0,83.4,25.2,2023-05-20T07:19:40.535Z,2023-05-20T07:35:31Z,4292075439,286,,4292049673,56,Center,4292075521,233,86,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429203,86,7,1,16,18,ctm9as17rs95yhuz7qf53wfke,0,16.6,74.8,2023-05-20T07:19:40.536Z,2023-05-20T07:32:01Z,4292049629,56,Back,4292075793,233,231,4292075743,285,,,,,,,,,,,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435613,386,61,1,16,18,5pol481515zvirmk6t00kerbc,1,80.9,25.8,2023-05-20T07:19:40.546Z,2023-05-20T07:32:02Z,4292076725,56,Center,,,,,,,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551436165,203,1,1,16,19,ctm9as17rs95yhuz7qf53wfke,0,15.5,63.1,2023-05-20T07:19:41.395Z,2023-05-20T07:33:27Z,4292079273,213,2.2,4292079271,212,8.4,4292079265,56,Back,4292079269,141,73.4,4292079267,140,11.1,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429251,232,1,1,16,20,5pol481515zvirmk6t00kerbc,0,89.3,24.4,2023-05-20T07:19:42.511Z,2023-05-20T07:33:31Z,4292049833,213,1.1,4292049829,141,31.0,4292049827,140,91.3,4292049831,212,5.0,4292049825,56,Center,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,
2551436167,204,61,1,16,20,ctm9as17rs95yhuz7qf53wfke,1,14.4,67.6,2023-05-20T07:19:42.538Z,2023-05-20T07:33:52Z,4292080481,56,Back,,,,,,,,,,,,,,,,,,,,,,f10fu0944yj2tr90vqz88yqga,Mateus Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429257,233,50,1,16,23,5pol481515zvirmk6t00kerbc,1,86.1,26.9,2023-05-20T07:19:45.272Z,2023-05-20T07:31:25Z,4292049853,286,,4292050043,233,87,4292049851,56,Center,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429291,87,7,1,16,23,ctm9as17rs95yhuz7qf53wfke,1,13.9,73.1,2023-05-20T07:19:45.273Z,2023-05-20T07:35:31Z,4292050033,233,233,4292049993,56,Back,4292049995,285,,,,,,,,,,,,,,,,,19pcq7pd8fq57z1tgec16o79x,K. Iwatake,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429295,88,49,1,16,27,ctm9as17rs95yhuz7qf53wfke,1,4.8,69.7,2023-05-20T07:19:49.779Z,2023-05-20T07:19:50Z,,,,,,,,,,,,,,,,,,,,,,,,,f10fu0944yj2tr90vqz88yqga,Mateus Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429307,89,12,1,16,28,ctm9as17rs95yhuz7qf53wfke,1,4.8,69.7,2023-05-20T07:19:50.050Z,2023-05-20T07:19:51Z,4292050065,141,100.0,4292050067,212,21.8,4292050061,56,Back,4292050069,213,1.5,4292050091,167,,4292050063,140,6.4,,,,,,,f10fu0944yj2tr90vqz88yqga,Mateus Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429311,90,5,1,16,28,ctm9as17rs95yhuz7qf53wfke,0,6.8,101.8,2023-05-20T07:19:50.359Z,2023-05-20T07:54:18Z,4292050121,233,234,4292050079,56,Back,4292050081,347,,,,,,,,,,,,,,,,,f10fu0944yj2tr90vqz88yqga,Mateus Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429285,234,5,1,16,28,5pol481515zvirmk6t00kerbc,1,93.2,-1.8,2023-05-20T07:19:50.359Z,2023-05-20T07:23:57Z,4292049975,347,,4292050107,233,90,4292049973,56,Right,,,,,,,,,,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429363,235,1,1,16,33,5pol481515zvirmk6t00kerbc,1,94,0,2023-05-20T07:19:55.255Z,2023-05-20T07:19:57Z,4292050345,212,12.6,4292050341,140,97.5,4292050343,141,15.9,4292050347,213,1.3,4292050337,107,,4292050339,56,Right,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429387,236,1,1,16,35,5pol481515zvirmk6t00kerbc,1,97.5,15.9,2023-05-20T07:19:57.655Z,2023-05-20T07:20:09Z,4292050467,2,,4292050469,155,,4292050477,212,28.4,4292050763,210,13,4292050473,140,97.2,4292050481,213,1.6,4292050475,141,57.6,4292050765,154,,e8vzy09iw6420p567rmrcj3vu,T. Seko,4292050471,56,Center,,,,1,,,,,,,,,,,,,,,,,,,
2551429571,239,44,1,16,36,5pol481515zvirmk6t00kerbc,1,97.9,57.8,2023-05-20T07:19:58.920Z,2023-05-20T07:20:22Z,4292051415,286,,4292051425,233,92,4292051413,56,Center,,,,,,,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429539,92,44,1,16,36,ctm9as17rs95yhuz7qf53wfke,0,2.1,42.2,2023-05-20T07:19:58.921Z,2023-05-20T07:20:22Z,4292051257,285,,4292051469,233,239,4292051255,56,Back,,,,,,,,,,,,,,,,4hpqusnkgyghf16g9pbclkve1,T. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429389,237,13,1,16,37,5pol481515zvirmk6t00kerbc,1,97.2,57.6,2023-05-20T07:19:59.063Z,2023-05-20T07:20:09Z,4292050813,231,50,4292050787,15,,4292050791,29,,4292050503,61,,4292050803,214,,4292050795,55,236,4292050809,391,,4292050799,102,72.6,1m492fb1pd8amxhgextvoonsa,D. Tono,4292050501,22,,4292050793,154,,,4292050505,56,4292050801,103,4292050789,73,,Center,9.7,4292050811,230,99.7,4292050807,328,,,,,
2551429413,91,5,1,16,38,ctm9as17rs95yhuz7qf53wfke,1,-1.4,39.3,2023-05-20T07:20:00.959Z,2023-05-20T07:54:18Z,4292050631,233,238,4292050609,346,,4292050607,56,Back,,,,,,,,,,,,,,,,f10fu0944yj2tr90vqz88yqga,Mateus Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429395,238,5,1,16,38,5pol481515zvirmk6t00kerbc,0,101.4,60.7,2023-05-20T07:20:00.959Z,2023-05-20T07:20:29Z,4292050527,346,,4292050639,233,91,4292050525,56,Center,,,,,,,,,,,,,,,,1m492fb1pd8amxhgextvoonsa,D. Tono,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429659,93,1,1,17,8,ctm9as17rs95yhuz7qf53wfke,0,4.9,42.7,2023-05-20T07:20:30.771Z,2023-05-20T07:20:36Z,4292051891,74,,4292051885,213,6.1,4292051881,141,29.2,4292051879,140,62.3,4292051877,56,Center,4292051875,124,,4292051887,1,,4292051883,212,61.0,70d7ep81lnb6m2flci6s8s5w5,S. Brodersen,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429671,240,44,1,17,12,5pol481515zvirmk6t00kerbc,1,38,72,2023-05-20T07:20:34.743Z,2023-05-20T07:20:36Z,4292051983,233,94,4292051937,56,Back,4292051939,285,,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429667,94,44,1,17,12,ctm9as17rs95yhuz7qf53wfke,0,62,28,2023-05-20T07:20:34.744Z,2023-05-20T07:20:37Z,4292051915,286,,4292051913,56,Center,4292052007,233,240,,,,,,,,,,,,,,,,8mksoz3513wprt2hhu8c9vo45,S. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429677,241,61,1,17,13,5pol481515zvirmk6t00kerbc,1,38.2,73.2,2023-05-20T07:20:35.583Z,2023-05-20T07:20:36Z,4292051957,56,Back,,,,,,,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429711,242,1,1,17,14,5pol481515zvirmk6t00kerbc,1,23.9,80.6,2023-05-20T07:20:36.488Z,2023-05-20T07:20:38Z,4292052115,140,12.0,4292052111,3,,4292052119,212,18.8,4292052117,141,59.9,4292052121,213,4.0,4292052113,56,Back,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429713,243,52,1,17,16,5pol481515zvirmk6t00kerbc,1,12,59.9,2023-05-20T07:20:38.599Z,2023-05-20T07:20:39Z,,,,,,,,,,,,,,,,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429819,244,1,1,17,18,5pol481515zvirmk6t00kerbc,1,14.7,50,2023-05-20T07:20:40.663Z,2023-05-20T07:20:49Z,4292052583,213,5.7,4292052575,56,Back,4292052581,212,6.2,4292052573,123,,4292052577,140,19.6,4292052579,141,44.8,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429861,245,2,1,17,27,5pol481515zvirmk6t00kerbc,1,38.8,30.4,2023-05-20T07:20:49.560Z,2023-05-20T07:21:07Z,4292052773,141,27.3,4292052771,140,94.0,4292052779,1,,4292052769,56,Center,4292053225,7,3o2up44nguwivaltm6d2hdhw5,,,,,,,,,,3l6ixflqq5g8ivhj7x9emh8t1,K. Yamamura,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429883,95,55,1,17,27,ctm9as17rs95yhuz7qf53wfke,1,19.7,70.1,2023-05-20T07:20:49.561Z,2023-05-20T07:35:31Z,4292071925,189,,,,,,,,,,,,,,,,,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429867,246,43,1,17,32,5pol481515zvirmk6t00kerbc,1,0,0,2023-05-20T07:20:54.327Z,2023-05-20T07:21:05Z,4292053179,144,39,4292052801,63,0,4292052799,22,0,4292052803,56,Center,4292052809,250,0,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
2551429887,247,43,1,17,33,5pol481515zvirmk6t00kerbc,1,0,0,2023-05-20T07:20:55.255Z,2023-05-20T07:21:04Z,4292052931,233,96,4292052871,56,Center,4292052873,75,0,4292053111,144,6,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,
