id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/value
2530788861,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-04-09T04:09:13.469Z,2023-04-09T04:20:44Z,4175171491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175171497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175171495,130,4,4175171499,197,4991,4175181003,194,5rojh6x1n0mshbzfhcjramn6d,4175171489,30,"rwrgxpcw0fbw23nmrol7w0d1, a1c22m80hq868xo8ekebeh39x, 9lx0ga5gyyydtll2lykm496fp, 5rojh6x1n0mshbzfhcjramn6d, cswf4egr4vc9p1mcfdhlfj8id, d5ohcms1wnysq8ydfrbbfhrvu, c0462ainildhz7zmyosnafmc5, 77487qauk9fkzlesgze21odsl, 7wg0d34b0cdh7fxgetfgqs8np, cvt6409ohlrm4x3jl75gyqy1, 6i35vaig8vo8uu549elm5kul1, 1wwcosp7djsj0lk59c379luxh, a5bv94qfazsluavgaoxrys0rt, 9d46sx7as05co7z0b91b1fpx, 57140tg9gdrk4iqqhxbfomjmx, 6y8q2is29kywguj8vt0pffk0k, cg2dpmeot9vtf40lnvg5scxsk, 79pu8sflam8hqbmlckw8o0huy",4175171501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175171493,59,"21, 2, 6, 17, 22, 24, 25, 8, 9, 27, 19, 1, 3, 4, 20, 30, 38, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530789761,1,34,16,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-09T04:15:52.127Z,2023-04-09T08:48:45Z,4175176553,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175176551,30,"8978k9hzej7ocv8ng09i1zcut, 7de6u27l0rm2y8aigjr2i0ru, f06bxfhvobzkepanw3nm1vzzd, 2jgby6e91uem5e2dd1b11psoa, a60hpbc5lfxj5cj82iadif622, 8cmqekmxeybrc8c9ml7rwdai2, 61mnri2ox1dao9jdo2ye42i8l, 51ny01vwhnzkkd50iy4pfyor9, 6jdifjaop9haqylognzg3azf9, ez4fqumbyew4fsvisf0ziml4a, 9bvp90vtnqsbq3muka37rm40l, 5s151hcgpbhtuuarwfchd47ze, dpoqn3gp8nyexog4ewe3xfris, 28wgdmao7y8qbj30feniqnj3e, 12xrqpilhysjntirmd1114hec, 2xfo511b4sbt16xpwca2w3uok, dbx2uc9zyw88drq5w80smpgb9, bj3ve8inko999nctm66s76acp",4175213735,194,61mnri2ox1dao9jdo2ye42i8l,4175176557,130,17,4175176559,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175213737,197,12128,4175176561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175176555,59,"25, 9, 4, 6, 50, 2, 27, 5, 13, 18, 11, 3, 30, 32, 31, 45, 48, 49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798477,2,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-04-09T05:03:08.222Z,2023-04-13T13:31:50Z,4175230359,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798481,2,32,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-09T05:03:08.222Z,2023-04-09T05:03:10Z,4175230375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798489,3,1,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,50.1,50.3,2023-04-09T05:03:08.475Z,2023-04-09T05:42:40Z,4175230401,140,41.3,4175230407,213,2.4,4175230399,56,Back,4175230405,212,13.1,4175230403,141,63.9,4175230409,279,S,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798559,4,1,1,0,4,1f3ehp8p9yi8reamghry4p76t,0,32.8,51.8,2023-04-09T05:03:12.859Z,2023-04-09T05:03:19Z,4175230649,155,,4175230655,140,71.2,4175230661,212,51.2,4175230659,141,98.1,4175230667,1,,4175230651,56,Left,4175230665,213,0.7,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798533,3,44,1,0,7,90cc40yau7yv6n8r4xs361ofd,1,28.3,3.6,2023-04-09T05:03:16.028Z,2023-04-13T14:06:29Z,4175230719,233,5,4175230567,285,,4175230565,56,Back,,,,,,,,,,,,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798561,5,44,1,0,7,1f3ehp8p9yi8reamghry4p76t,0,71.7,96.4,2023-04-09T05:03:16.029Z,2023-04-09T05:03:19Z,4175230675,286,,4175230673,56,Left,4175230745,233,3,,,,,,,,,,,,,,,,6jdifjaop9haqylognzg3azf9,Kim Gun-Hee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798543,4,12,1,0,8,90cc40yau7yv6n8r4xs361ofd,1,27.8,5.3,2023-04-09T05:03:16.748Z,2023-04-13T14:06:29Z,4175230647,167,,4175230811,15,,4175230603,56,Back,4175230611,213,4.8,4175230607,141,0.0,4175230609,212,4.6,4175230605,140,28.4,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530798547,5,5,1,0,9,90cc40yau7yv6n8r4xs361ofd,0,28.2,-1.1,2023-04-09T05:03:17.477Z,2023-04-09T05:03:21Z,4175230845,233,6,4175230621,56,Back,4175230623,347,,,,,,,,,,,,,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
