id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/14/value
2514846077,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-04T05:14:05.287Z,2023-03-04T05:16:26Z,4069880705,197,10236,4069880695,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069880703,194,2ati8vm9atqgr7pw57olfrr2t,4069880693,30,"bpzxb7f450i503nsl4wj1xk2x, 8ng7ivcy8k8lxjpe4hpgl0lbd, 4ls5lzyiwwab2l2ou5an46ew9, 1wqc5xmo6zuuatorteg0zz78q, 2ati8vm9atqgr7pw57olfrr2t, t3mr37pe6ebkr18v3n9373kl, 2x55i04w8rtduvgtwc3oc9j2t, 3qfugmdyrphh09ktbhqqid3p, 5dvxh6xzjxetb0lx04uxztb6d, 93daey7ftdnw8cpsdzkmtamdx, bc3t2v3tt6phv43c5v89u5ckp, u4whgg6ojxpsaktaikdpl785, 8ml40qwf2tnqc72oy6zo68ic5, b2g7r00e5yiswe9y2qdodktt5, e7eqz8gzhxdfdkiwbd8dkrz3e, 4lu1bc2hlxs0glhnc3nlek4k4, 76l36yrzqri48jtz5idaxjyzt, emw5plh1tvy8dc86odc9xmprd",4069880701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069880699,130,17,4069880697,59,"1, 2, 16, 5, 3, 33, 99, 6, 9, 7, 11, 10, 14, 17, 20, 27, 29, 31",4069880707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514847311,1,34,16,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-03-04T05:18:12.320Z,2023-03-04T05:59:32Z,4069888205,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069888215,197,14537,4069888203,30,"5e8x9ph9g69u29zz3u7xwsm0a, h84l7hezwweq4hmxnb0q7651, cq5sbfpf2mphplrzyb2tmsxxx, b1yiwq0bmix3nvs4snp5gmmsp, aju96fh38fg93pp3dasz29hwp, bcqjrpgcfyzggcts863ck11bd, 3n5ebr69aqovbxiw13g2zymeh, 3vw44ny2hu4m11p3ik9y0lk2x, 7zxscftntxqon7k8h7ozac3fu, 1d57az0nmca33zgcta21912p5, 9bk61hqoeloi792bgxkq0owyd, 4dcx2psoevoocmxjm4mrokyqx, cgv10p2fly70zfpm74nmyx8bu, exhzpkx6j2ffgblv06ummy356, 2a58okwh0up45xrwo9bcpallh, 1lpeuezmfcsmjnaxuts5hrx90, 6vqy90mx21l18ik8rlj5nezh0, cpqoist2a7fyz74b4hrqn9fkk",4069888211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069888213,194,bcqjrpgcfyzggcts863ck11bd,4069888217,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069888209,130,4,4069888207,59,"21, 16, 24, 6, 50, 4, 11, 41, 19, 10, 14, 2, 5, 28, 31, 34, 35, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862899,2,32,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-03-04T06:03:18.985Z,2023-03-04T06:03:21Z,4069966809,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862893,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-03-04T06:03:18.985Z,2023-03-07T16:22:11Z,4069966795,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862909,3,1,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,49.9,49.7,2023-03-04T06:03:19.085Z,2023-03-04T06:06:02Z,4069966833,212,26.3,4069966835,213,3.2,4069966831,141,48.7,4069966827,56,Back,4069966829,140,24.9,4069966837,279,S,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862951,4,1,1,0,5,3lyo0vqgndy4fuzlfo5l9ql30,1,29.6,39.7,2023-03-04T06:03:24.240Z,2023-03-04T06:06:48Z,4069967027,140,30.4,4069967031,141,63.3,4069967023,56,Back,4069967035,213,1.5,4069967033,212,16.1,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862955,5,1,1,0,8,3lyo0vqgndy4fuzlfo5l9ql30,0,30.6,76.7,2023-03-04T06:03:27.584Z,2023-03-04T06:03:28Z,4069967055,213,0.5,4069967075,233,3,4069967051,141,79.1,4069967053,212,3.2,4069967079,286,,4069967049,140,33.2,4069967073,236,,4069967047,56,Back,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862953,3,74,1,0,8,ydlnn8jofdkseegh42az3fpt,1,67.1,21.6,2023-03-04T06:03:27.585Z,2023-03-04T06:08:37Z,4069967085,233,5,4069967043,56,Center,4069967045,285,,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862979,6,1,1,0,12,3lyo0vqgndy4fuzlfo5l9ql30,1,31.4,58.8,2023-03-04T06:03:31.968Z,2023-03-07T16:26:10Z,4069967213,140,28.0,4069967211,56,Back,4069967219,213,4.2,4069967217,212,7.9,4069967215,141,48.5,4080843119,155,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862985,7,1,1,0,14,3lyo0vqgndy4fuzlfo5l9ql30,1,32.3,49.1,2023-03-04T06:03:33.888Z,2023-03-04T06:07:02Z,4069973637,157,,4069967255,212,38.3,4069967257,213,0.8,4069967249,56,Left,4069967259,1,,4069967251,140,58.8,4069967253,141,87.8,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
