id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2522176159,5,1,1,0,10,3lyo0vqgndy4fuzlfo5l9ql30,0,43,93.2,2023-03-19T05:03:51.535Z,2023-03-23T09:42:39Z,4108709895,213,0.1,4108709893,212,16.1,4108709891,141,94.4,4108709885,3,,4108709887,56,Left,4108709889,140,58.3,,,,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176163,6,44,1,0,11,89wr6p2dkh7wjxtbwhtsruu02,1,39.1,9.2,2023-03-19T05:03:52.943Z,2023-03-23T09:43:00Z,4108709981,233,6,4108709901,56,Back,4108709903,285,,,,,,,,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176177,6,44,1,0,11,3lyo0vqgndy4fuzlfo5l9ql30,0,60.9,90.8,2023-03-19T05:03:52.944Z,2023-03-23T09:43:01Z,4108709973,286,,4108709989,233,6,4108709971,56,Left,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176165,7,1,1,0,12,89wr6p2dkh7wjxtbwhtsruu02,0,33.9,11.1,2023-03-19T05:03:53.875Z,2023-03-23T09:43:11Z,4108709911,141,0.0,4108709905,3,,4108709913,212,9.0,4108709915,213,4.9,4108709907,56,Back,4108709909,140,35.6,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176181,7,5,1,0,14,3lyo0vqgndy4fuzlfo5l9ql30,1,60.4,102,2023-03-19T05:03:55.411Z,2023-03-23T09:43:15Z,4108710005,56,Left,4108710007,347,,4108710009,233,8,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176167,8,5,1,0,14,89wr6p2dkh7wjxtbwhtsruu02,0,39.6,-2,2023-03-19T05:03:55.411Z,2023-03-23T09:43:16Z,4108710015,233,7,4108709919,56,Back,4108709921,347,,,,,,,,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176199,8,1,1,0,24,3lyo0vqgndy4fuzlfo5l9ql30,0,59.6,100,2023-03-19T05:04:05.727Z,2023-03-19T05:04:06Z,4108710105,141,91.4,4108710099,107,,4108710103,140,71.9,4108710101,56,Left,4108710107,212,14.8,4108710109,213,5.8,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176203,9,49,1,0,26,89wr6p2dkh7wjxtbwhtsruu02,1,25.5,10.9,2023-03-19T05:04:07.575Z,2023-03-19T05:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176211,10,1,1,0,26,89wr6p2dkh7wjxtbwhtsruu02,0,25.5,10.9,2023-03-19T05:04:07.845Z,2023-03-19T05:04:10Z,4108710181,213,0.5,4108710173,56,Back,4108710175,140,44.7,4108710177,141,28.3,4108710179,212,23.4,4108710171,155,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176225,11,4,1,0,31,89wr6p2dkh7wjxtbwhtsruu02,1,45.2,25.5,2023-03-19T05:04:12.001Z,2023-03-19T05:04:14Z,4108710257,56,Back,4108710259,152,,4108710253,13,,4108710261,286,,4108710275,233,9,4108710255,294,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176227,9,4,1,0,31,3lyo0vqgndy4fuzlfo5l9ql30,0,54.8,74.5,2023-03-19T05:04:12.002Z,2023-03-19T05:04:14Z,4108710265,13,,4108710271,152,,4108710283,233,11,4108710273,285,,4108710267,294,,4108710269,56,Center,,,,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176263,12,1,1,0,44,89wr6p2dkh7wjxtbwhtsruu02,1,42.5,29.4,2023-03-19T05:04:25.739Z,2023-03-19T05:04:28Z,4108710511,56,Back,4108710517,212,12.2,4108710519,213,3.8,4108710513,140,33.5,4108710515,141,18.0,4108710507,5,,4108710509,152,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176283,13,1,1,0,47,89wr6p2dkh7wjxtbwhtsruu02,0,33.5,17.3,2023-03-19T05:04:28.247Z,2023-03-19T05:12:57Z,4108710605,213,0.1,4108710595,155,,4108710603,212,35.6,4108710601,141,23.1,4108710597,56,Center,4108710599,140,67.2,4108710607,1,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176293,10,44,1,0,50,3lyo0vqgndy4fuzlfo5l9ql30,1,28.4,82.4,2023-03-19T05:04:31.705Z,2023-03-19T05:04:33Z,4108710665,233,14,4108710659,285,,4108710657,56,Back,,,,,,,,,,,,,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176285,14,44,1,0,50,89wr6p2dkh7wjxtbwhtsruu02,0,71.6,17.6,2023-03-19T05:04:31.706Z,2023-03-19T05:04:34Z,4108710613,286,,4108710611,56,Right,4108710669,233,10,,,,,,,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176295,11,12,1,0,51,3lyo0vqgndy4fuzlfo5l9ql30,1,24,88,2023-03-19T05:04:32.215Z,2023-03-23T09:45:19Z,4108710675,56,Back,4116943661,167,,4116943659,15,,4108710681,212,10.0,4108710677,140,27.9,4108710683,213,1.1,4108710679,141,100.0,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176299,12,5,1,0,52,3lyo0vqgndy4fuzlfo5l9ql30,0,29.4,101.6,2023-03-19T05:04:33.741Z,2023-03-19T05:04:50Z,4108710709,233,15,4108710689,56,Back,4108710691,347,,,,,,,,,,,,,,,,,95xv2vt9zeaisdth7ng5nfy8k,H. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176297,15,5,1,0,52,89wr6p2dkh7wjxtbwhtsruu02,1,70.6,-1.6,2023-03-19T05:04:33.741Z,2023-03-19T05:04:35Z,4108710697,233,12,4108710687,347,,4108710685,56,Right,,,,,,,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176335,16,1,1,0,58,89wr6p2dkh7wjxtbwhtsruu02,1,69,0,2023-03-19T05:04:39.669Z,2023-03-19T05:14:02Z,4108710847,1,,4108710835,107,,4108710843,212,25.9,4108710839,140,93.1,4108710841,141,6.4,4108710837,56,Right,4108710845,213,0.2,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176339,17,1,1,1,1,89wr6p2dkh7wjxtbwhtsruu02,1,94.7,7.1,2023-03-19T05:04:42.976Z,2023-03-19T05:04:44Z,4108710861,212,6.6,4108710863,213,3.6,4108710855,56,Right,4108710857,140,88.9,4108710859,141,3.2,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176343,18,50,1,1,3,89wr6p2dkh7wjxtbwhtsruu02,1,85.6,4.4,2023-03-19T05:04:44.204Z,2023-03-19T05:04:47Z,4108710881,56,Right,4108710883,286,,4108710975,233,13,,,,,,,,,,,,,,,,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176355,13,7,1,1,3,3lyo0vqgndy4fuzlfo5l9ql30,1,14.4,95.6,2023-03-19T05:04:44.205Z,2023-03-23T09:46:06Z,4108710941,56,Back,4108710953,233,18,4116944749,385,,4108710943,285,,4108710939,167,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176357,14,5,1,1,4,3lyo0vqgndy4fuzlfo5l9ql30,0,15.9,101.8,2023-03-19T05:04:45.195Z,2023-03-19T05:04:50Z,4108710949,56,Back,4108710983,233,19,4108710951,347,,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176351,19,5,1,1,4,89wr6p2dkh7wjxtbwhtsruu02,1,84.1,-1.8,2023-03-19T05:04:45.195Z,2023-03-19T05:04:47Z,4108710919,56,Right,4108710965,233,14,4108710921,347,,,,,,,,,,,,,,,,,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176383,20,1,1,1,12,89wr6p2dkh7wjxtbwhtsruu02,1,87.3,0,2023-03-19T05:04:53.180Z,2023-03-19T05:04:55Z,4108711089,140,87.6,4108711087,56,Right,4108711085,107,,4108711091,141,16.2,4108711093,212,12.4,4108711095,213,1.5,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176389,21,1,1,1,13,89wr6p2dkh7wjxtbwhtsruu02,0,87.5,19.1,2023-03-19T05:04:54.537Z,2023-03-19T05:14:31Z,4108711119,140,86.5,4108711117,56,Right,4108711125,213,4.5,4108711121,141,12.5,4108711123,212,4.6,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522178801,68,49,1,1,14,3lyo0vqgndy4fuzlfo5l9ql30,1,12.5,85.3,2023-03-19T05:04:55.529Z,2023-03-19T05:14:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176403,15,1,1,1,15,3lyo0vqgndy4fuzlfo5l9ql30,1,14.3,87.8,2023-03-19T05:04:56.735Z,2023-03-19T05:04:58Z,4108711193,213,4.7,4108711191,212,19.3,4108711185,56,Back,4108711183,157,,4108711195,1,,4108711187,140,13.4,4108711189,141,59.4,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176409,16,12,1,1,17,3lyo0vqgndy4fuzlfo5l9ql30,1,13.4,59.4,2023-03-19T05:04:58.095Z,2023-03-19T05:14:54Z,4108711229,140,29.3,4108711235,213,0.3,4108711227,56,Back,4108711233,212,17.5,4108711231,141,67.3,4108724429,15,,,,,,,,b1yiwq0bmix3nvs4snp5gmmsp,K. Shiihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176417,22,1,1,1,19,89wr6p2dkh7wjxtbwhtsruu02,1,64.2,30,2023-03-19T05:05:00.265Z,2023-03-19T05:15:00Z,4108711263,56,Right,4108711271,213,5.1,4108711265,140,70.6,4108711261,3,,4108711267,141,8.0,4108711269,212,16.4,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522178951,127,49,1,1,20,89wr6p2dkh7wjxtbwhtsruu02,1,68.9,4.8,2023-03-19T05:05:01.135Z,2023-03-19T05:15:26Z,,,,,,,,,,,,,,,,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176427,23,1,1,1,21,89wr6p2dkh7wjxtbwhtsruu02,1,70.7,7.7,2023-03-19T05:05:02.917Z,2023-03-19T05:05:04Z,4108711305,141,28.2,4108711303,140,77.8,4108711301,56,Center,4108711299,155,,4108711309,213,1.1,4108711307,212,15.8,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176431,24,50,1,1,23,89wr6p2dkh7wjxtbwhtsruu02,1,79.2,25.2,2023-03-19T05:05:04.620Z,2023-03-19T05:05:07Z,4108711325,286,,4108711355,233,17,4108711323,56,Center,,,,,,,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176433,17,7,1,1,23,3lyo0vqgndy4fuzlfo5l9ql30,1,20.8,74.8,2023-03-19T05:05:04.621Z,2023-03-23T09:46:49Z,4108711349,233,24,4116945721,384,,4108711339,56,Back,4108711341,285,,,,,,,,,,,,,,1lpeuezmfcsmjnaxuts5hrx90,T. Tsuchiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522179295,81,49,1,1,24,3lyo0vqgndy4fuzlfo5l9ql30,1,29.1,90.9,2023-03-19T05:05:05.008Z,2023-03-19T05:16:54Z,,,,,,,,,,,,,,,,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176435,18,43,1,1,25,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-03-19T05:05:06.463Z,2023-03-19T05:16:16Z,4108726131,144,49,,,,,,,,,,,,,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176443,19,1,1,1,25,3lyo0vqgndy4fuzlfo5l9ql30,0,29.7,86.2,2023-03-19T05:05:06.862Z,2023-03-19T05:05:08Z,4108711381,56,Left,4108711383,140,57.0,4108711385,141,82.1,4108711389,213,6.2,4108711387,212,28.8,,,,,,,,,,3n5ebr69aqovbxiw13g2zymeh,K. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176449,25,49,1,1,28,89wr6p2dkh7wjxtbwhtsruu02,1,38.2,19.7,2023-03-19T05:05:09.614Z,2023-03-19T05:05:09Z,,,,,,,,,,,,,,,,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176471,26,1,1,1,29,89wr6p2dkh7wjxtbwhtsruu02,1,36.6,20.4,2023-03-19T05:05:10.870Z,2023-03-19T05:05:15Z,4108711517,213,2.6,4108711511,140,11.1,4108711509,56,Back,4108711515,212,31.4,4108711513,141,44.6,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176481,27,1,1,1,34,89wr6p2dkh7wjxtbwhtsruu02,1,13.9,45.8,2023-03-19T05:05:15.423Z,2023-03-19T05:05:19Z,4108711565,140,25.7,4108711571,213,1.1,4108711563,56,Back,4108711569,212,28.9,4108711567,141,84.2,,,,,,,,,,6vuryavylbdnwabe4g5yvgzxl,K. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176491,28,1,1,1,38,89wr6p2dkh7wjxtbwhtsruu02,1,26,83.5,2023-03-19T05:05:19.159Z,2023-03-19T05:05:20Z,4108711603,56,Back,4108711611,213,5.2,4108711605,140,30.6,4108711607,141,71.5,4108711609,212,9.5,,,,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176495,29,1,1,1,39,89wr6p2dkh7wjxtbwhtsruu02,1,31.3,71.5,2023-03-19T05:05:20.517Z,2023-03-19T05:05:22Z,4108711637,141,73.9,4108711639,212,9.0,4108711633,56,Back,4108711635,140,22.9,4108711641,213,3.0,,,,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176503,30,1,1,1,41,89wr6p2dkh7wjxtbwhtsruu02,1,26.5,72.3,2023-03-19T05:05:22.776Z,2023-03-19T05:05:25Z,4108711697,141,43.3,4108711699,212,19.7,4108711701,213,4.8,4108711693,56,Back,4108711695,140,27.4,,,,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176509,31,1,1,1,44,89wr6p2dkh7wjxtbwhtsruu02,1,28,39.8,2023-03-19T05:05:25.752Z,2023-03-19T05:05:27Z,4108711729,140,39.7,4108711735,213,5.2,4108711727,56,Back,4108711733,212,24.6,4108711731,141,8.5,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176515,32,1,1,1,46,89wr6p2dkh7wjxtbwhtsruu02,1,39.7,8.5,2023-03-19T05:05:27.749Z,2023-03-19T05:05:29Z,4108711775,141,20.1,4108711773,140,41.1,4108711771,56,Back,4108711779,213,1.4,4108711777,212,8.0,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176535,33,1,1,1,47,89wr6p2dkh7wjxtbwhtsruu02,1,41.4,21.6,2023-03-19T05:05:28.974Z,2023-03-19T05:05:31Z,4108711859,212,17.9,4108711857,141,10.1,4108711855,140,26.1,4108711861,213,3.6,4108711853,56,Back,,,,,,,,,,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522176545,34,1,1,1,50,89wr6p2dkh7wjxtbwhtsruu02,1,31.2,13.1,2023-03-19T05:05:31.809Z,2023-03-19T05:05:34Z,4108711915,56,Back,4108711921,212,27.6,4108711923,213,2.5,4108711919,141,37.9,4108711917,140,10.4,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
