id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2512604959,74,44,1,11,35,3lyo0vqgndy4fuzlfo5l9ql30,1,43.4,5.8,2023-02-26T06:14:42.120Z,2023-02-26T06:14:44Z,4058043867,285,,4058043865,56,Back,4058043877,233,92,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604957,92,44,1,11,35,e90fnsgtnamze3yssxpg392eb,0,56.6,94.2,2023-02-26T06:14:42.121Z,2023-02-26T06:14:45Z,4058043855,286,,4058043909,233,74,4058043853,56,Left,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604965,75,1,1,11,36,3lyo0vqgndy4fuzlfo5l9ql30,0,44.6,6.7,2023-02-26T06:14:42.655Z,2023-02-26T06:31:32Z,4058043889,3,,4058043893,140,53.0,4058043891,56,Right,4058043899,213,5.7,4058043895,141,0.0,4058043897,212,10.6,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604969,76,5,1,11,38,3lyo0vqgndy4fuzlfo5l9ql30,0,52.9,-1.8,2023-02-26T06:14:44.551Z,2023-02-26T06:24:48Z,4058043975,233,93,4058043951,56,Right,4058043953,347,,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512604967,93,5,1,11,38,e90fnsgtnamze3yssxpg392eb,1,47.1,101.8,2023-02-26T06:14:44.551Z,2023-02-26T06:14:46Z,4058043971,233,76,4058043933,56,Back,4058043935,347,,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605001,94,1,1,11,48,e90fnsgtnamze3yssxpg392eb,1,47.2,100,2023-02-26T06:14:55.159Z,2023-02-26T06:15:00Z,4058044171,107,,4058044183,212,18.8,4058044173,56,Back,4058044181,141,89.7,4058044179,140,31.0,4058044185,213,3.6,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605029,95,1,1,11,54,e90fnsgtnamze3yssxpg392eb,1,37.4,89.6,2023-02-26T06:15:00.392Z,2023-02-26T06:15:04Z,4058044341,140,24.1,4058044339,56,Back,4058044343,141,67.3,4058044345,212,20.6,4058044347,213,4.0,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605039,96,1,1,11,58,e90fnsgtnamze3yssxpg392eb,1,25.3,67.2,2023-02-26T06:15:04.472Z,2023-02-26T06:15:07Z,4058044405,213,4.8,4058044397,56,Back,4058044403,212,19.7,4058044399,140,26.8,4058044401,141,38.3,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605085,97,1,1,12,5,e90fnsgtnamze3yssxpg392eb,1,34.6,30.1,2023-02-26T06:15:12.232Z,2023-02-26T06:15:15Z,4058044645,213,5.3,4058044643,212,8.2,4058044639,140,38.9,4058044637,56,Back,4058044641,141,20.0,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605105,98,1,1,12,9,e90fnsgtnamze3yssxpg392eb,1,38.6,13.8,2023-02-26T06:15:15.369Z,2023-02-26T06:15:18Z,4058044745,56,Center,4058044747,140,67.7,4058044751,212,31.1,4058044749,141,22.5,4058044753,213,0.2,4058044743,155,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605115,99,1,1,12,12,e90fnsgtnamze3yssxpg392eb,1,68.4,23,2023-02-26T06:15:18.584Z,2023-02-28T15:57:01Z,4058044833,212,4.9,4058044831,141,25.5,4058044835,213,2.8,4058044827,56,Center,4058044829,140,64.0,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605117,100,44,1,12,13,e90fnsgtnamze3yssxpg392eb,1,65.4,20.8,2023-02-26T06:15:19.254Z,2023-02-26T06:15:20Z,4058044845,286,,4058044851,233,77,4058044843,56,Right,,,,,,,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605111,77,44,1,12,13,3lyo0vqgndy4fuzlfo5l9ql30,0,34.6,79.2,2023-02-26T06:15:19.255Z,2023-02-26T06:15:21Z,4058044785,56,Back,4058044789,285,,4058044855,233,100,,,,,,,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605125,101,1,1,12,13,e90fnsgtnamze3yssxpg392eb,1,64.3,25.5,2023-02-26T06:15:19.264Z,2023-02-26T06:56:25Z,4058044889,213,5.7,4058044881,56,Right,4058044883,140,77.2,4058044887,212,16.5,4058044885,141,11.6,4058044879,3,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605129,102,3,1,12,16,e90fnsgtnamze3yssxpg392eb,0,70.3,5.8,2023-02-26T06:15:22.616Z,2023-02-28T15:57:14Z,4058044895,56,Right,4058044897,286,,4063670433,464,,4058044947,233,78,,,,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605137,78,7,1,12,16,3lyo0vqgndy4fuzlfo5l9ql30,1,29.7,94.2,2023-02-26T06:15:22.617Z,2023-02-28T15:57:16Z,4063670441,384,,4058044927,285,,4058044925,56,Back,4058044939,233,102,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605139,79,49,1,12,17,3lyo0vqgndy4fuzlfo5l9ql30,1,21.1,94.2,2023-02-26T06:15:23.992Z,2023-02-26T06:15:24Z,,,,,,,,,,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605147,80,1,1,12,18,3lyo0vqgndy4fuzlfo5l9ql30,1,21.1,94.2,2023-02-26T06:15:25.199Z,2023-02-28T15:57:20Z,4058044975,140,29.1,4058044977,141,99.6,4058044979,212,9.2,4058044973,56,Back,4058044981,213,0.4,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605151,81,61,1,12,19,3lyo0vqgndy4fuzlfo5l9ql30,0,29.7,94.2,2023-02-26T06:15:26.216Z,2023-02-26T06:19:19Z,4058045001,56,Back,,,,,,,,,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605211,104,1,1,12,20,e90fnsgtnamze3yssxpg392eb,0,69.9,10,2023-02-26T06:15:27.064Z,2023-02-26T06:40:55Z,4058045381,213,5.8,4058045373,56,Right,4058045377,141,5.9,4058045379,212,5.8,4058045375,140,74.7,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605161,82,50,1,12,21,3lyo0vqgndy4fuzlfo5l9ql30,1,28.8,93,2023-02-26T06:15:27.270Z,2023-02-26T06:20:17Z,4058046829,233,103,4058045081,285,,4058045079,56,Back,,,,,,,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605157,103,7,1,12,21,e90fnsgtnamze3yssxpg392eb,1,71.2,7,2023-02-26T06:15:27.271Z,2023-02-28T15:57:34Z,4058046769,286,,4058045027,56,Right,4058046807,233,82,4063670611,383,,,,,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605163,83,45,1,12,23,3lyo0vqgndy4fuzlfo5l9ql30,0,25.1,94.8,2023-02-26T06:15:29.328Z,2023-02-26T06:16:01Z,4058045101,56,Back,4058045103,285,,4058045895,233,106,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605275,106,3,1,12,23,e90fnsgtnamze3yssxpg392eb,1,74.9,5.2,2023-02-26T06:15:29.328Z,2023-02-28T15:57:39Z,4058045713,286,,4058045711,56,Right,4058045869,233,83,4063670675,464,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512606989,170,3,1,12,24,e90fnsgtnamze3yssxpg392eb,0,77.6,2.5,2023-02-26T06:15:31.122Z,2023-02-28T15:57:44Z,4058055885,211,,4063670725,465,,4058055827,56,Right,4058055829,286,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605191,84,5,1,12,25,3lyo0vqgndy4fuzlfo5l9ql30,1,16.6,101.5,2023-02-26T06:15:31.344Z,2023-02-26T06:22:05Z,4058045239,347,,4058045235,56,Back,4058056051,233,105,,,,,,,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605217,105,5,1,12,25,e90fnsgtnamze3yssxpg392eb,0,83.4,-1.5,2023-02-26T06:15:31.344Z,2023-02-26T06:24:48Z,4058045415,347,,4058056065,233,84,4058045413,56,Right,,,,,,,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605359,85,1,1,13,1,3lyo0vqgndy4fuzlfo5l9ql30,1,18.1,100,2023-02-26T06:16:08.199Z,2023-02-26T06:16:11Z,4058046201,56,Back,4058046211,1,,4058046203,140,39.6,4058046209,213,6.0,4058046199,107,,4058046207,212,23.8,4058046205,141,90.5,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605361,86,44,1,13,5,3lyo0vqgndy4fuzlfo5l9ql30,1,43.7,90.8,2023-02-26T06:16:11.304Z,2023-02-26T06:16:13Z,4058046225,285,,4058046271,233,107,4058046223,56,Back,,,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605371,107,44,1,13,5,e90fnsgtnamze3yssxpg392eb,0,56.3,9.2,2023-02-26T06:16:11.305Z,2023-02-26T06:16:13Z,4058046285,233,86,4058046259,286,,4058046257,56,Right,,,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605423,87,3,1,13,14,3lyo0vqgndy4fuzlfo5l9ql30,0,66.8,96.8,2023-02-26T06:16:20.583Z,2023-02-28T15:58:18Z,4058046581,286,,4058046599,233,108,4058046579,56,Left,4063671013,465,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605411,108,7,1,13,14,e90fnsgtnamze3yssxpg392eb,1,33.2,3.2,2023-02-26T06:16:20.584Z,2023-02-28T15:58:22Z,4063671029,385,,4058046589,233,87,4058046509,285,,4058046507,56,Back,4058046505,167,,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605431,88,5,1,13,15,3lyo0vqgndy4fuzlfo5l9ql30,1,66.3,101.2,2023-02-26T06:16:21.336Z,2023-02-26T06:24:48Z,4058046621,347,,4058046623,233,109,4058046619,56,Left,,,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605419,109,5,1,13,15,e90fnsgtnamze3yssxpg392eb,0,33.7,-1.2,2023-02-26T06:16:21.336Z,2023-02-26T06:16:25Z,4058046637,233,88,4058046537,347,,4058046535,56,Back,,,,,,,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605503,89,1,1,13,30,3lyo0vqgndy4fuzlfo5l9ql30,0,67.3,100,2023-02-26T06:16:37.240Z,2023-02-26T06:16:39Z,4058046961,212,16.8,4058046953,107,,4058046963,213,5.2,4058046955,56,Left,4058046959,141,79.3,4058046957,140,74.8,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605511,111,1,1,13,34,e90fnsgtnamze3yssxpg392eb,0,26.3,24.3,2023-02-26T06:16:40.776Z,2023-02-26T06:16:41Z,4058046981,3,,4058046983,56,Back,4058046987,141,18.9,4058046989,212,4.8,4058046985,140,29.2,4058046991,213,5.4,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605525,91,3,1,13,36,3lyo0vqgndy4fuzlfo5l9ql30,0,73.2,83.2,2023-02-26T06:16:42.376Z,2023-02-28T15:58:52Z,4058047041,286,,4063671289,211,,4058047039,56,Left,4063671337,465,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605523,112,43,1,13,36,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-02-26T06:16:42.377Z,2023-02-28T15:58:49Z,4058047031,56,Back,4058047051,233,91,4063671327,144,7,4058047033,285,0,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605531,92,61,1,13,37,3lyo0vqgndy4fuzlfo5l9ql30,1,74.1,87.4,2023-02-26T06:16:43.827Z,2023-02-26T06:23:26Z,4058047065,56,Left,,,,,,,,,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605541,113,1,1,13,38,e90fnsgtnamze3yssxpg392eb,0,21.1,20.7,2023-02-26T06:16:44.784Z,2023-02-28T15:59:12Z,4058047121,56,Back,4058047123,140,26.2,4058047125,141,19.2,4058047127,212,5.5,4058047129,213,6.1,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605539,93,61,1,13,39,3lyo0vqgndy4fuzlfo5l9ql30,1,80.5,89.1,2023-02-26T06:16:45.432Z,2023-02-26T06:16:45Z,4058047113,56,Left,,,,,,,,,,,,,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605555,114,4,1,13,40,e90fnsgtnamze3yssxpg392eb,1,28.4,17.8,2023-02-26T06:16:46.919Z,2023-02-28T15:59:17Z,4058047213,13,,4058047221,285,,4063671619,294,,4058047235,233,94,4058047217,152,,4058047215,56,Back,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605549,94,4,1,13,40,3lyo0vqgndy4fuzlfo5l9ql30,0,71.6,82.2,2023-02-26T06:16:46.920Z,2023-02-28T15:59:20Z,4058047245,233,114,4058047165,152,,4058047161,13,,4058047163,56,Left,4058047169,286,,4063671639,294,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605593,115,1,1,13,50,e90fnsgtnamze3yssxpg392eb,1,24.9,15.5,2023-02-26T06:16:56.680Z,2023-02-28T15:59:24Z,4058047429,152,,4058047439,212,4.9,4058047441,213,0.9,4058047431,56,Back,4058047433,140,27.9,4058047427,5,,4063671667,189,,4058047435,141,21.0,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605611,116,1,1,13,54,e90fnsgtnamze3yssxpg392eb,1,30.1,24.3,2023-02-26T06:17:00.969Z,2023-02-26T06:17:02Z,4058047551,140,25.3,4058047549,56,Back,4058047553,141,7.7,4058047557,213,4.3,4058047555,212,12.4,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605629,117,1,1,13,56,e90fnsgtnamze3yssxpg392eb,0,25.2,10.6,2023-02-26T06:17:02.536Z,2023-02-26T06:17:05Z,4058047637,140,67.2,4058047635,56,Right,4058047645,1,,4058047641,212,44.4,4058047639,141,18.2,4058047643,213,0.1,4058047633,155,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605635,96,1,1,14,1,3lyo0vqgndy4fuzlfo5l9ql30,1,34.4,74.4,2023-02-26T06:17:07.337Z,2023-02-26T06:17:08Z,4058047689,140,28.0,4058047687,56,Back,4058047685,3,,4058047693,212,7.9,4058047691,141,68.2,4058047695,213,3.7,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605647,98,49,1,14,2,3lyo0vqgndy4fuzlfo5l9ql30,1,26.5,69,2023-02-26T06:17:08.720Z,2023-02-28T15:59:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605657,99,1,1,14,3,3lyo0vqgndy4fuzlfo5l9ql30,1,26.5,69,2023-02-26T06:17:10.088Z,2023-02-26T06:17:10Z,4058047777,140,16.2,4058047779,141,83.0,4058047775,56,Back,4058047783,213,2.4,4058047781,212,14.4,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605667,100,1,1,14,4,3lyo0vqgndy4fuzlfo5l9ql30,1,16.2,83,2023-02-26T06:17:10.791Z,2023-02-26T06:17:12Z,4058047835,141,66.0,4058047839,213,4.2,4058047837,212,13.6,4058047831,56,Back,4058047833,140,9.4,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605685,101,1,1,14,6,3lyo0vqgndy4fuzlfo5l9ql30,0,9.4,66,2023-02-26T06:17:12.713Z,2023-02-26T06:17:14Z,4058047925,56,Center,4058047935,1,,4058047927,140,56.3,4058047931,212,50.5,4058047933,213,6.1,4058047923,157,,4058047929,141,49.7,,,,5e8x9ph9g69u29zz3u7xwsm0a,M. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605699,118,1,1,14,8,e90fnsgtnamze3yssxpg392eb,0,45.8,47.3,2023-02-26T06:17:15.113Z,2023-02-26T06:17:16Z,4058047985,213,5.7,4058047975,3,,4058047979,140,59.2,4058047977,56,Center,4058047981,141,34.8,4058047983,212,16.4,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605721,102,1,1,14,11,3lyo0vqgndy4fuzlfo5l9ql30,1,40.2,68.7,2023-02-26T06:17:17.288Z,2023-02-26T06:17:19Z,4058048091,213,1.9,4058048089,212,13.6,4058048083,56,Back,4058048087,141,87.4,4058048085,140,35.7,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605739,103,1,1,14,13,3lyo0vqgndy4fuzlfo5l9ql30,1,36.2,85.7,2023-02-26T06:17:19.320Z,2023-02-26T06:17:23Z,4058048183,56,Back,4058048189,212,10.7,4058048191,213,0.6,4058048185,140,44.8,4058048187,141,94.2,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605759,104,1,1,14,17,3lyo0vqgndy4fuzlfo5l9ql30,1,39.1,93.5,2023-02-26T06:17:23.418Z,2023-02-26T06:17:26Z,4058048271,140,33.3,4058048273,141,69.1,4058048277,213,4.4,4058048269,56,Back,4058048275,212,17.7,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605769,105,1,1,14,20,3lyo0vqgndy4fuzlfo5l9ql30,1,29.5,59.4,2023-02-26T06:17:26.696Z,2023-02-26T06:17:29Z,4058048349,213,0.9,4058048343,140,34.4,4058048341,56,Back,4058048345,141,68.8,4058048347,212,8.2,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605781,106,1,1,14,23,3lyo0vqgndy4fuzlfo5l9ql30,1,38.4,72,2023-02-26T06:17:29.352Z,2023-02-26T06:17:30Z,4058048393,140,57.8,4058048391,56,Center,4058048399,213,0.1,4058048397,212,20.6,4058048395,141,76.3,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605801,107,1,1,14,24,3lyo0vqgndy4fuzlfo5l9ql30,1,57.8,76.3,2023-02-26T06:17:30.808Z,2023-02-26T06:17:32Z,4058048517,213,3.1,4058048515,212,16.7,4058048513,141,78.1,4058048511,140,41.9,4058048509,56,Back,,,,,,,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605805,108,1,1,14,26,3lyo0vqgndy4fuzlfo5l9ql30,1,55.8,87.8,2023-02-26T06:17:32.808Z,2023-02-26T06:17:34Z,4058048533,56,Center,4058048539,212,12.0,4058048541,213,5.3,4058048535,140,61.9,4058048537,141,72.9,,,,,,,,,,3vw44ny2hu4m11p3ik9y0lk2x,K. Sento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605827,109,1,1,14,27,3lyo0vqgndy4fuzlfo5l9ql30,0,62.2,73,2023-02-26T06:17:33.944Z,2023-02-26T06:17:37Z,4058048647,212,42.1,4058048645,141,85.1,4058048643,140,100.0,4058048641,56,Left,4058048651,1,,4058048649,213,0.2,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605831,110,5,1,14,30,3lyo0vqgndy4fuzlfo5l9ql30,0,101.4,86.8,2023-02-26T06:17:37.118Z,2023-02-26T06:17:38Z,4058048665,346,,4058048731,233,119,4058048663,56,Left,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605835,119,5,1,14,30,e90fnsgtnamze3yssxpg392eb,1,-1.4,13.2,2023-02-26T06:17:37.118Z,2023-02-26T06:24:48Z,4058048725,233,110,4058048681,56,Back,4058048683,346,,,,,,,,,,,,,,,,,cxmuf2ztbfbfw5p2fmr7uzbvt,Henrique Trevisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605897,120,1,1,14,39,e90fnsgtnamze3yssxpg392eb,1,5.1,49.9,2023-02-26T06:17:46.248Z,2023-02-26T06:17:49Z,4058049025,1,,4058049015,56,Back,4058049017,140,27.8,4058049029,74,,4058049013,155,,4058049011,124,,4058049021,212,38.4,4058049023,213,0.9,eu0wama1jzd9er063es4p3b9x,J. Słowik,4058049019,141,,,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605899,121,61,1,14,42,e90fnsgtnamze3yssxpg392eb,0,28.8,98,2023-02-26T06:17:49.128Z,2023-02-26T06:17:49Z,4058049033,56,Back,,,,,,,,,,,,,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605909,111,5,1,14,43,3lyo0vqgndy4fuzlfo5l9ql30,1,70.8,-1.5,2023-02-26T06:17:49.528Z,2023-02-26T06:17:50Z,4058049051,56,Right,4058049053,347,,4058049055,233,122,,,,,,,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512605907,122,5,1,14,43,e90fnsgtnamze3yssxpg392eb,0,29.2,101.5,2023-02-26T06:17:49.528Z,2023-02-26T06:24:49Z,4058049077,233,111,4058049049,347,,4058049047,56,Back,,,,,,,,,,,,,,,,dqdflrd7ox6ord50i2qwu0416,K. Bangnagande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
