id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2547616201,1,34,16,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-05-13T06:01:31.291Z,2023-05-13T06:01:31Z,4271780965,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4271780963,30,"5ha4d9cmkfc0zdfjtmqt3mg6i, h84l7hezwweq4hmxnb0q7651, 4dcx2psoevoocmxjm4mrokyqx, cgv10p2fly70zfpm74nmyx8bu, aju96fh38fg93pp3dasz29hwp, bcqjrpgcfyzggcts863ck11bd, exhzpkx6j2ffgblv06ummy356, b1yiwq0bmix3nvs4snp5gmmsp, 7zxscftntxqon7k8h7ozac3fu, 1d57az0nmca33zgcta21912p5, 9bk61hqoeloi792bgxkq0owyd, 60744zxlgn1dnrd2r9o76tc5x, 6vedxvw1nzhkl23yi0wkxaaj9, 3n5ebr69aqovbxiw13g2zymeh, 5vwzliaibdlhfm38g8v5z0r8p, 5e8x9ph9g69u29zz3u7xwsm0a, cq5sbfpf2mphplrzyb2tmsxxx, 9xyqqsptlh52thq4zfpwbpces",4271780967,59,"46, 16, 2, 5, 50, 4, 28, 6, 19, 10, 14, 22, 9, 11, 17, 21, 24, 30",4271780971,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4271780975,197,5064,4271780977,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4271780973,194,bcqjrpgcfyzggcts863ck11bd,4271780969,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547616321,1,34,16,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-05-13T06:04:26.460Z,2023-05-13T07:07:03Z,4271782931,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4271782935,130,17,4271782937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4271782933,59,"49, 33, 26, 27, 2, 22, 4, 20, 18, 15, 7, 6, 13, 19, 21, 25, 30, 31",4271782941,197,7606,4271782943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4271782929,30,"70d7ep81lnb6m2flci6s8s5w5, esfnlp56d5kfvxy9518d91gd0, 8bxd61gpgwi9cat8awx4h0n4k, 8lfgk7eqdptu5o53n656vxck5, el9hmsmc1zz7yie7dedfaac8a, 19pcq7pd8fq57z1tgec16o79x, 19m4x5k36kaujvze82qp1ju8l, 31xdzeykcgfe0vyel250sd0q1, dgex06nxjy9fdvc12o8keg99l, 8mksoz3513wprt2hhu8c9vo45, 9zr0kq2pw4eua1tqo3vsvd9wq, 9uj9vy1lj10nqjncq6d2rd39x, 201ujggt4gi1swlx1c79byig9, f10fu0944yj2tr90vqz88yqga, a8adq7dy6i0icdu0j2b6jm2g9, 9gqymee6r8xdj6jbvcc6mahg5, 4hpqusnkgyghf16g9pbclkve1, bv59fhjhp11derlzbyro5mkgk",4271782939,194,19pcq7pd8fq57z1tgec16o79x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625827,2,32,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-05-13T07:03:24.095Z,2023-05-13T07:03:26Z,4271836175,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625823,2,32,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,0,0,2023-05-13T07:03:24.095Z,2023-05-17T11:33:57Z,4271836155,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625847,3,1,1,0,0,3lyo0vqgndy4fuzlfo5l9ql30,1,50.2,49.7,2023-05-13T07:03:24.195Z,2023-05-13T07:03:28Z,4271836237,140,30.9,4271836235,56,Back,4271836239,141,46.1,4271836243,213,3.3,4271836245,279,S,4271836241,212,20.4,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625859,4,1,1,0,4,3lyo0vqgndy4fuzlfo5l9ql30,0,30.8,44,2023-05-13T07:03:28.155Z,2023-05-13T07:03:31Z,4271836305,56,Center,4271836303,155,,4271836307,140,73.3,4271836315,1,,4271836309,141,76.9,4271836313,213,0.5,4271836311,212,49.9,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625877,3,1,1,0,8,ctm9as17rs95yhuz7qf53wfke,0,34.6,16.9,2023-05-13T07:03:33.019Z,2023-05-13T07:03:54Z,4271836375,141,20.0,4271836379,213,0.2,4271836377,212,11.0,4271836373,140,44.9,4271836369,3,,4271836371,56,Back,,,,,,,esfnlp56d5kfvxy9518d91gd0,T. Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625887,5,1,1,0,10,3lyo0vqgndy4fuzlfo5l9ql30,1,58.9,69.3,2023-05-13T07:03:34.923Z,2023-05-13T07:03:37Z,4271836417,213,1.5,4271836409,56,Left,4271836413,141,92.6,4271836415,212,15.9,4271836411,140,59.9,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625897,6,1,1,0,13,3lyo0vqgndy4fuzlfo5l9ql30,0,60.7,94.8,2023-05-13T07:03:37.627Z,2023-05-13T07:03:41Z,4271836459,56,Center,4271836469,1,,4271836461,140,100.0,4271836457,155,,4271836463,141,71.7,4271836467,213,5.9,4271836465,212,45.9,,,,4dcx2psoevoocmxjm4mrokyqx,H. Mitsumaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547625901,4,5,1,0,16,ctm9as17rs95yhuz7qf53wfke,1,-1.4,30.6,2023-05-13T07:03:40.125Z,2023-05-17T11:43:32Z,4271836475,56,Back,4271836477,346,,4271836479,233,7,,,,,,,,,,,,,,,,8mksoz3513wprt2hhu8c9vo45,S. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
