id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2547610791,7,1,1,0,19,89wr6p2dkh7wjxtbwhtsruu02,0,90.6,88.4,2023-05-13T05:03:54.007Z,2023-05-16T16:26:53Z,4271751443,56,Left,4271751441,155,,4283727429,224,,4271751461,236,,4271751463,233,4,4271751451,213,4.9,4271751467,286,,4271751439,2,,9lji59sodapv92xyenwbavr3d,T. Shichi,,4283727431,72,,4271751449,212,1.5,4271751447,141,86.3,4271751445,140,90.9,,,,,,,,,,,,,,,,,,,,,,
2547610795,4,12,1,0,19,bbt5nqwufsne7r0zfa6pvpmfa,1,7.1,15.5,2023-05-13T05:03:54.107Z,2023-05-16T16:27:09Z,4271751459,56,Back,4283728177,189,,4271751457,185,,4271751469,233,7,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610801,5,6,1,0,20,bbt5nqwufsne7r0zfa6pvpmfa,0,3,15.2,2023-05-13T05:03:55.131Z,2023-05-16T16:28:06Z,4271751495,233,8,4271751481,56,Back,4271751483,73,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610803,8,6,1,0,20,89wr6p2dkh7wjxtbwhtsruu02,1,97,84.8,2023-05-13T05:03:55.131Z,2023-05-13T05:05:29Z,4271751489,233,5,4271751487,73,,4271751485,56,Left,,,,,,,,,,,,,,,,9lji59sodapv92xyenwbavr3d,T. Shichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610839,9,1,1,0,44,89wr6p2dkh7wjxtbwhtsruu02,0,99.5,99.5,2023-05-13T05:04:19.158Z,2023-05-16T16:28:09Z,4271751639,141,46.0,4271751637,140,91.6,4271751635,56,Center,4271751627,2,,4271751629,6,,4271751675,1,,4283731043,20,,4271751643,213,4.5,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,4271751641,212,37.3,4271751633,223,,4271751631,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610847,6,12,1,0,45,bbt5nqwufsne7r0zfa6pvpmfa,1,9.4,50.3,2023-05-13T05:04:20.113Z,2023-05-16T16:28:26Z,4271751685,141,46.0,4271751687,212,23.0,4271751691,15,,4271751689,213,6.2,4271751681,56,Back,4271751683,140,31.1,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610861,10,1,1,0,51,89wr6p2dkh7wjxtbwhtsruu02,0,71.2,46.1,2023-05-13T05:04:25.542Z,2023-05-13T05:04:28Z,4271751721,155,,4271751723,56,Center,4271751729,212,26.4,4271751727,141,44.8,4271751725,140,96.3,4271751731,213,6.2,,,,,,,3rgupzc2gcdg8nyzd78xe98no,S. Koshimichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610863,7,52,1,0,53,bbt5nqwufsne7r0zfa6pvpmfa,1,4.2,55.4,2023-05-13T05:04:28.481Z,2023-05-16T16:28:47Z,4283733123,377,,,,,,,,,,,,,,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610869,8,1,1,0,56,bbt5nqwufsne7r0zfa6pvpmfa,1,11.4,54.9,2023-05-13T05:04:30.642Z,2023-05-16T16:29:40Z,4271751743,123,,4271751753,213,1.0,4271751751,212,28.1,4271751745,56,Back,4271751749,141,90.5,4271751747,140,24.9,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610879,9,1,1,0,59,bbt5nqwufsne7r0zfa6pvpmfa,1,25.1,90.3,2023-05-13T05:04:34.158Z,2023-05-13T05:04:38Z,4271751785,56,Back,4271751789,141,76.3,4271751787,140,16.9,4271751793,213,4.0,4271751791,212,12.8,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610891,10,1,1,1,4,bbt5nqwufsne7r0zfa6pvpmfa,1,23,69,2023-05-13T05:04:38.753Z,2023-05-13T05:06:30Z,4271751831,141,49.0,4271751833,212,16.0,4271751827,56,Back,4271751835,213,4.2,4271751829,140,15.0,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610897,11,1,1,1,11,bbt5nqwufsne7r0zfa6pvpmfa,1,24,34.6,2023-05-13T05:04:46.466Z,2023-05-13T05:06:28Z,4271751863,213,5.9,4271751861,212,46.4,4271751853,155,,4271751855,56,Right,4271751865,1,,4271751857,140,64.3,4271751859,141,6.7,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610899,12,44,1,1,14,bbt5nqwufsne7r0zfa6pvpmfa,1,62.4,8.4,2023-05-13T05:04:49.205Z,2023-05-13T05:04:50Z,4271751871,286,,4271751869,56,Right,4271751875,233,11,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610895,11,44,1,1,14,89wr6p2dkh7wjxtbwhtsruu02,0,37.6,91.6,2023-05-13T05:04:49.206Z,2023-05-13T05:04:51Z,4271751881,233,12,4271751849,285,,4271751847,56,Back,,,,,,,,,,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610901,13,1,1,1,15,bbt5nqwufsne7r0zfa6pvpmfa,1,64.3,6.7,2023-05-13T05:04:50.082Z,2023-05-16T16:30:08Z,4271751883,3,,4283736927,168,,4271751891,212,13.5,4271751893,213,0.0,4271751887,140,77.2,4271751889,141,6.8,4271751885,56,Right,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610905,14,50,1,1,17,bbt5nqwufsne7r0zfa6pvpmfa,1,70.8,5.2,2023-05-13T05:04:51.666Z,2023-05-13T05:04:54Z,4271751903,286,,4271751901,56,Right,4271751941,233,12,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610907,12,7,1,1,17,89wr6p2dkh7wjxtbwhtsruu02,1,29.2,94.8,2023-05-13T05:04:51.667Z,2023-05-16T16:30:17Z,4271751913,167,,4283737289,385,,4271751915,56,Back,4271751931,233,14,4271751917,285,,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610911,13,5,1,1,18,89wr6p2dkh7wjxtbwhtsruu02,0,31.4,101.2,2023-05-13T05:04:52.945Z,2023-05-13T05:05:25Z,4271751923,56,Back,4271751943,233,15,4271751925,347,,,,,,,,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610909,15,5,1,1,18,bbt5nqwufsne7r0zfa6pvpmfa,1,68.6,-1.2,2023-05-13T05:04:52.945Z,2023-05-13T05:04:54Z,4271751919,56,Right,4271751921,347,,4271751935,233,13,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610957,16,1,1,1,37,bbt5nqwufsne7r0zfa6pvpmfa,1,68.6,0,2023-05-13T05:05:11.635Z,2023-05-13T05:05:13Z,4271752085,107,,4271752091,141,21.0,4271752093,212,19.0,4271752087,56,Right,4271752089,140,78.8,4271752095,213,1.0,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610959,17,1,1,1,38,bbt5nqwufsne7r0zfa6pvpmfa,1,78.8,21,2023-05-13T05:05:13.234Z,2023-05-16T16:30:39Z,4271752111,212,8.6,4271752113,213,0.2,4271752105,56,Center,4283738661,168,,4271752107,140,86.7,4271752109,141,24.1,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610973,18,1,1,1,41,bbt5nqwufsne7r0zfa6pvpmfa,1,86.7,24.1,2023-05-13T05:05:15.666Z,2023-05-16T16:30:59Z,4271752147,140,85.4,4283739587,224,,4271752149,141,96.3,4283739589,20,,4271752145,56,Left,4271753749,2,,4271752155,1,,4271752151,212,49.1,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,4271752153,213,1.6,4271752141,155,,4271753763,345,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610975,19,1,1,1,45,bbt5nqwufsne7r0zfa6pvpmfa,1,85.4,96.5,2023-05-13T05:05:20.034Z,2023-05-13T05:05:22Z,4271752173,212,14.6,4271752171,141,93.0,4271752167,56,Left,4271752175,213,3.3,4271752169,140,71.7,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610977,20,1,1,1,47,bbt5nqwufsne7r0zfa6pvpmfa,1,70.7,91.5,2023-05-13T05:05:21.954Z,2023-05-13T05:05:23Z,4271752185,212,5.5,4271752187,213,0.3,4271752179,56,Left,4271752183,141,93.8,4271752181,140,75.7,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610987,21,1,1,1,49,bbt5nqwufsne7r0zfa6pvpmfa,1,72.5,91.7,2023-05-13T05:05:23.858Z,2023-05-13T05:09:42Z,4271752215,212,17.9,4271752217,213,4.9,4271754105,155,,4271752209,56,Center,4271752213,141,65.7,4271752211,140,75.1,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610991,22,1,1,1,51,bbt5nqwufsne7r0zfa6pvpmfa,0,75.1,65.7,2023-05-13T05:05:26.434Z,2023-05-13T05:05:27Z,4271752223,3,,4271752233,213,0.9,4271752231,212,6.7,4271752229,141,73.2,4271752227,140,79.3,4271752225,56,Center,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547610995,14,49,1,1,52,89wr6p2dkh7wjxtbwhtsruu02,1,20.3,28.2,2023-05-13T05:05:26.902Z,2023-05-13T05:05:27Z,,,,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611005,15,1,1,1,53,89wr6p2dkh7wjxtbwhtsruu02,0,20.3,28.2,2023-05-13T05:05:28.254Z,2023-05-16T16:31:41Z,4271752259,140,32.3,4271752257,56,Back,4271752265,213,6.1,4271752255,157,,4271752267,1,,4271752261,141,25.3,4271752263,212,12.8,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611009,23,1,1,1,54,bbt5nqwufsne7r0zfa6pvpmfa,0,66,72.1,2023-05-13T05:05:28.674Z,2023-05-13T05:05:29Z,4271752289,212,31.0,4271752293,1,,4271752291,213,0.7,4271752287,141,100.0,4271752285,140,88.3,4271752281,157,,4271752283,56,Left,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611019,16,5,1,1,55,89wr6p2dkh7wjxtbwhtsruu02,1,11.7,-1.6,2023-05-13T05:05:29.518Z,2023-05-13T05:11:57Z,4271752311,56,Back,4271752313,347,,4271752323,233,24,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611011,24,5,1,1,55,bbt5nqwufsne7r0zfa6pvpmfa,0,88.3,101.6,2023-05-13T05:05:29.518Z,2023-05-13T05:05:33Z,4271752329,233,16,4271752297,347,,4271752295,56,Left,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611041,17,1,1,2,4,89wr6p2dkh7wjxtbwhtsruu02,0,19.3,0,2023-05-13T05:05:38.839Z,2023-05-13T05:05:41Z,4271752389,56,Back,4271752391,140,37.0,4271752393,141,6.1,4271752387,107,,4271752397,213,0.3,4271752395,212,19.3,,,,,,,3rgupzc2gcdg8nyzd78xe98no,S. Koshimichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611043,25,1,1,2,7,bbt5nqwufsne7r0zfa6pvpmfa,0,55.1,82.9,2023-05-13T05:05:42.242Z,2023-05-13T05:05:42Z,4271752399,3,,4271752401,56,Left,4271752403,140,62.8,4271752407,212,8.1,4271752409,213,6.2,4271752405,141,81.4,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611049,18,1,1,2,8,89wr6p2dkh7wjxtbwhtsruu02,1,30.4,11.7,2023-05-13T05:05:42.678Z,2023-05-13T05:05:44Z,4271752427,140,35.7,4271752429,141,8.0,4271752433,213,5.9,4271752431,212,6.1,4271752425,56,Back,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611047,26,43,1,2,9,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-05-13T05:05:44.289Z,2023-05-13T05:11:55Z,4271755087,144,61,4271752423,56,Left,,,,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611053,19,1,1,2,10,89wr6p2dkh7wjxtbwhtsruu02,1,34.3,11.6,2023-05-13T05:05:44.614Z,2023-05-13T05:05:46Z,4271752447,141,6.8,4271752449,212,4.8,4271752451,213,5.5,4271752445,140,37.6,4271752443,56,Back,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611083,20,1,1,2,11,89wr6p2dkh7wjxtbwhtsruu02,0,43.2,8.2,2023-05-13T05:05:46.214Z,2023-05-13T05:24:37Z,4271752567,141,30.3,4271752563,56,Center,4271752569,212,22.9,4271752571,213,0.7,4271752565,140,59.6,,,,,,,,,,3rgupzc2gcdg8nyzd78xe98no,S. Koshimichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611063,27,49,1,2,14,bbt5nqwufsne7r0zfa6pvpmfa,1,39.3,75.4,2023-05-13T05:05:48.722Z,2023-05-13T05:05:48Z,,,,,,,,,,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611073,28,1,1,2,15,bbt5nqwufsne7r0zfa6pvpmfa,1,36.9,72.3,2023-05-13T05:05:50.313Z,2023-05-16T16:32:56Z,4271752521,213,3.8,4271752519,212,23.8,4271752517,141,51.2,4271752515,140,18.8,4271752513,56,Back,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611079,29,1,1,2,18,bbt5nqwufsne7r0zfa6pvpmfa,0,18.3,47.3,2023-05-13T05:05:53.010Z,2023-05-13T05:06:09Z,4271752545,155,,4271752553,212,53.5,4271752551,141,31.0,4271752557,1,,4271752555,213,6.1,4271752549,140,68.1,4271752547,56,Center,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611093,21,1,1,2,21,89wr6p2dkh7wjxtbwhtsruu02,0,33.7,67,2023-05-13T05:05:56.455Z,2023-05-13T05:06:00Z,4271752605,212,24.0,4271752599,56,Center,4271752607,213,5.7,4271752597,3,,4271752603,141,48.4,4271752601,140,53.1,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611105,30,1,1,2,26,bbt5nqwufsne7r0zfa6pvpmfa,1,47.1,51,2023-05-13T05:06:01.394Z,2023-05-13T05:06:06Z,4271752645,141,39.2,4271752649,213,5.9,4271752647,212,22.7,4271752639,155,,4271752643,140,67.3,4271752641,56,Center,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611109,31,4,1,2,32,bbt5nqwufsne7r0zfa6pvpmfa,1,69.8,31.2,2023-05-13T05:06:06.514Z,2023-05-13T05:06:08Z,4271752677,233,22,4271752661,152,,4271752663,265,,4271752657,13,,4271752665,286,,4271752659,56,Center,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611111,22,4,1,2,32,89wr6p2dkh7wjxtbwhtsruu02,0,30.2,68.8,2023-05-13T05:06:06.515Z,2023-05-13T05:06:08Z,4271752671,152,,4271752673,265,,4271752669,56,Back,4271752667,13,,4271752681,233,31,4271752675,285,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611157,32,1,1,3,13,bbt5nqwufsne7r0zfa6pvpmfa,0,70.3,33.7,2023-05-13T05:06:48.018Z,2023-05-13T05:06:50Z,4271752833,152,,4271752831,155,,4271752839,141,44.9,4271752837,140,90.1,4271752835,56,Center,4271752829,5,,4271752843,213,0.4,4271752841,212,22.1,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547611159,23,12,1,3,16,89wr6p2dkh7wjxtbwhtsruu02,1,12.2,46.9,2023-05-13T05:06:50.887Z,2023-05-13T05:06:52Z,4271752857,213,4.3,4271752851,140,9.1,4271752853,141,37.0,4271752861,15,,4271752849,56,Back,4271752855,212,7.5,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
