id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/17/value
2547208599,7,49,1,0,14,5pol481515zvirmk6t00kerbc,1,25.1,3.1,2023-05-12T10:34:22.730Z,2023-05-12T10:34:34Z,,,,,,,,,,,,,,,,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208605,8,12,1,0,15,5pol481515zvirmk6t00kerbc,1,31.3,1.3,2023-05-12T10:34:22.946Z,2023-05-12T10:34:33Z,4269563125,141,0.0,4269563135,167,,4269563123,140,33.0,4269563121,56,Back,4269563127,212,2.9,4269563129,213,5.4,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208601,5,5,1,0,15,e90fnsgtnamze3yssxpg392eb,1,61.1,101.6,2023-05-12T10:34:23.385Z,2023-05-12T10:34:25Z,4269563099,56,Left,4269563101,347,,4269563139,233,9,,,,,,,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208607,9,5,1,0,15,5pol481515zvirmk6t00kerbc,0,38.9,-1.6,2023-05-12T10:34:23.385Z,2023-05-12T10:35:43Z,4269563133,347,,4269563157,233,5,4269563131,56,Back,,,,,,,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208691,6,1,1,0,31,e90fnsgtnamze3yssxpg392eb,0,57.7,100,2023-05-12T10:34:39.337Z,2023-05-12T10:34:43Z,4269563575,213,5.8,4269563565,107,,4269563571,141,86.5,4269563569,140,77.1,4269563567,56,Left,4269563573,212,22.8,4269563577,1,,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208693,10,8,1,0,34,5pol481515zvirmk6t00kerbc,1,20.9,10.1,2023-05-12T10:34:41.987Z,2023-05-12T10:39:13Z,4269563579,56,Back,4269563587,15,,,,,,,,,,,,,,,,,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208725,11,1,1,0,35,5pol481515zvirmk6t00kerbc,0,12.3,30.7,2023-05-12T10:34:43.594Z,2023-05-12T10:38:17Z,4269563753,140,8.1,4269563749,3,,4269563751,56,Back,4269563757,212,22.1,4269563759,213,4.5,4269563755,141,0.0,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208719,7,5,1,0,38,e90fnsgtnamze3yssxpg392eb,1,91,101.2,2023-05-12T10:34:46.129Z,2023-05-12T10:34:48Z,4269563721,56,Left,4269563723,347,,4269563773,233,12,,,,,,,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208727,12,5,1,0,38,5pol481515zvirmk6t00kerbc,0,9,-1.2,2023-05-12T10:34:46.129Z,2023-05-12T10:35:44Z,4269563767,347,,4269563765,56,Back,4269563777,233,7,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208791,8,1,1,0,49,e90fnsgtnamze3yssxpg392eb,1,91,100,2023-05-12T10:34:57.233Z,2023-05-12T10:34:59Z,4269564161,212,11.6,4269564155,56,Left,4269564153,107,,4269564163,213,3.4,4269564157,140,80.5,4269564159,141,96.2,,,,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208813,9,1,1,0,51,e90fnsgtnamze3yssxpg392eb,1,80.2,95.4,2023-05-12T10:34:59.481Z,2023-05-12T10:35:03Z,4269564285,213,5.8,4269564275,56,Left,4269564277,140,89.9,4269564279,141,87.5,4269564281,212,11.5,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208823,10,1,1,0,55,e90fnsgtnamze3yssxpg392eb,0,97.4,91.5,2023-05-12T10:35:03.192Z,2023-05-12T10:35:06Z,4269564375,213,4.7,4269564365,155,,4269564371,141,51.0,4269564363,2,,4269564369,140,97.8,4269564367,56,Center,4269564373,212,27.5,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208853,13,52,1,1,0,5pol481515zvirmk6t00kerbc,1,4.2,50.3,2023-05-12T10:35:08.810Z,2023-05-12T10:35:08Z,,,,,,,,,,,,,,,,,,,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208883,14,1,1,1,4,5pol481515zvirmk6t00kerbc,1,14.5,51,2023-05-12T10:35:12.442Z,2023-05-12T10:35:14Z,4269564729,141,59.9,4269564727,140,15.2,4269564723,123,,4269564731,212,6.1,4269564733,213,1.4,4269564725,56,Back,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208901,15,1,1,1,6,5pol481515zvirmk6t00kerbc,1,20.6,64.3,2023-05-12T10:35:14.643Z,2023-05-12T10:35:17Z,4269564849,141,96.0,4269564853,212,24.6,4269564847,140,31.8,4269564857,213,1.1,4269564845,56,Back,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208907,16,1,1,1,9,5pol481515zvirmk6t00kerbc,0,37.1,98,2023-05-12T10:35:17.578Z,2023-05-12T10:35:18Z,4269564891,213,6.1,4269564879,56,Left,4269564883,140,59.6,4269564889,212,24.2,4269564887,141,90.3,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208915,12,49,1,1,11,e90fnsgtnamze3yssxpg392eb,1,36,12.4,2023-05-12T10:35:19.368Z,2023-05-12T10:40:32Z,,,,,,,,,,,,,,,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208913,11,1,1,1,11,e90fnsgtnamze3yssxpg392eb,1,37.1,9.5,2023-05-12T10:35:19.481Z,2023-05-12T10:35:20Z,4269564943,213,5.9,4269564939,212,3.6,4269564935,141,7.3,4269564927,56,Back,4269564931,140,40.2,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208919,13,50,1,1,12,e90fnsgtnamze3yssxpg392eb,1,41.6,5.7,2023-05-12T10:35:20.560Z,2023-05-12T10:40:57Z,4269574675,233,17,4269564987,56,Back,4269565011,286,,,,,,,,,,,,,,,,,1vodims2kc52x1ew6acbj0wr9,Y. Nagatomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208917,17,7,1,1,12,5pol481515zvirmk6t00kerbc,1,58.4,94.3,2023-05-12T10:35:20.561Z,2023-05-12T10:41:00Z,4269574667,233,13,4269564965,56,Left,4269574743,167,,4269564967,285,,,,,,,,,,,,,,gseaoyujse4xe4xwhlsq6sq1,Marcinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208941,15,5,1,1,13,e90fnsgtnamze3yssxpg392eb,1,39,-1.1,2023-05-12T10:35:21.346Z,2023-05-12T10:35:44Z,4269565385,233,18,4269565109,56,Back,4269565111,347,,,,,,,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208921,18,5,1,1,13,5pol481515zvirmk6t00kerbc,0,61,101.1,2023-05-12T10:35:21.346Z,2023-05-12T10:35:44Z,4269564997,56,Left,4269564999,347,,4269565391,233,15,,,,,,,,,,,,,,,,gseaoyujse4xe4xwhlsq6sq1,Marcinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208927,14,43,1,1,16,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-12T10:35:24.489Z,2023-05-12T10:35:29Z,4269565085,144,50,4269565039,56,Back,4269565041,286,0,,,,,,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208949,16,1,1,1,22,e90fnsgtnamze3yssxpg392eb,0,35.6,0,2023-05-12T10:35:30.243Z,2023-05-12T10:35:32Z,4269565145,212,22.7,4269565141,140,56.6,4269565147,213,0.2,4269565137,107,,4269565139,56,Right,4269565149,1,,4269565143,141,6.2,,,,1vodims2kc52x1ew6acbj0wr9,Y. Nagatomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208951,17,44,1,1,24,e90fnsgtnamze3yssxpg392eb,1,60.6,7.1,2023-05-12T10:35:32.006Z,2023-05-12T11:03:57Z,4269565187,233,19,4269565155,56,Right,4269565157,286,,,,,,,,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208953,19,44,1,1,24,5pol481515zvirmk6t00kerbc,0,39.4,92.9,2023-05-12T10:35:32.007Z,2023-05-12T10:42:49Z,4269565165,285,,4269565183,233,17,4269565163,56,Back,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547211269,73,1,1,1,24,e90fnsgtnamze3yssxpg392eb,0,60.5,3.1,2023-05-12T10:35:32.569Z,2023-05-12T10:43:27Z,4269579211,56,Right,4269579209,168,,4269579291,3,,4269579215,141,3.6,4269579217,212,2.1,4269579219,213,0.2,4269579213,140,62.5,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208959,20,61,1,1,25,5pol481515zvirmk6t00kerbc,1,35.3,92,2023-05-12T10:35:33.202Z,2023-05-12T10:42:46Z,4269565193,56,Back,,,,,,,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208965,18,1,1,1,26,e90fnsgtnamze3yssxpg392eb,1,59.5,9.3,2023-05-12T10:35:34.202Z,2023-05-12T10:42:24Z,4269565225,56,Right,4269565233,213,5.6,4269565223,3,,4269565231,212,8.6,4269565229,141,1.7,4269565227,140,66.1,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547210963,63,61,1,1,27,e90fnsgtnamze3yssxpg392eb,0,67,2.1,2023-05-12T10:35:34.992Z,2023-05-12T10:42:26Z,4269576493,56,Right,,,,,,,,,,,,,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208969,19,5,1,1,28,e90fnsgtnamze3yssxpg392eb,0,68.4,-0.7,2023-05-12T10:35:36.554Z,2023-05-12T10:42:16Z,4269565259,233,21,4269565241,347,,4269565239,56,Right,,,,,,,,,,,,,,,,5tkfqt3adzkyb7rxjdni12vh1,R. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547208967,21,5,1,1,28,5pol481515zvirmk6t00kerbc,1,31.6,100.7,2023-05-12T10:35:36.554Z,2023-05-12T10:42:17Z,4269565237,347,,4269565243,233,19,4269565235,56,Back,,,,,,,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209019,22,1,1,1,36,5pol481515zvirmk6t00kerbc,1,29.8,100,2023-05-12T10:35:44.538Z,2023-05-12T10:35:47Z,4269565535,141,88.6,4269565531,56,Back,4269565529,107,,4269565539,213,3.6,4269565537,212,18.4,4269565533,140,14.2,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209079,23,1,1,1,39,5pol481515zvirmk6t00kerbc,1,12.2,80.8,2023-05-12T10:35:47.866Z,2023-05-12T10:35:56Z,4269565825,212,20.3,4269565819,56,Back,4269565823,141,51.6,4269565827,213,4.5,4269565821,140,8.2,,,,,,,,,,17l12ufk09zlrm2w8xbxxtl1x,S. Kurumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209091,24,1,1,1,48,5pol481515zvirmk6t00kerbc,1,25.3,35.8,2023-05-12T10:35:56.642Z,2023-05-12T10:36:05Z,4269565897,155,,4269565901,140,47.1,4269565899,56,Back,4269565905,212,31.9,4269565903,141,3.1,4269565907,213,5.5,,,,,,,88d8c6vvmo62h0lnbbo1t9i39,N. Kamifukumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209103,25,1,1,1,51,5pol481515zvirmk6t00kerbc,0,47.1,3.1,2023-05-12T10:35:59.530Z,2023-05-12T10:36:01Z,4269565995,56,Right,4269566001,212,19.2,4269565993,155,,4269565997,140,62.4,4269566003,213,0.6,4269565999,141,18.6,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209111,20,8,1,1,54,e90fnsgtnamze3yssxpg392eb,1,34.5,76.3,2023-05-12T10:36:02.482Z,2023-05-12T10:36:02Z,4269566067,56,Back,,,,,,,,,,,,,,,,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209135,21,4,1,1,55,e90fnsgtnamze3yssxpg392eb,1,39.1,83.4,2023-05-12T10:36:03.841Z,2023-05-12T10:44:42Z,4269566219,233,26,4269566199,56,Back,4269582327,12,,4269582329,241,,4269566205,286,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209127,26,4,1,1,55,5pol481515zvirmk6t00kerbc,0,60.9,16.6,2023-05-12T10:36:03.842Z,2023-05-12T10:44:39Z,4269566167,56,Right,4269566173,285,,4269566225,233,21,4269582227,241,,4269582223,12,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209185,22,1,1,2,3,e90fnsgtnamze3yssxpg392eb,1,43.6,74.6,2023-05-12T10:36:11.921Z,2023-05-12T10:44:56Z,4269582649,241,,4269566453,140,33.2,4269566457,212,21.1,4269566491,189,,4269566459,213,4.2,4269566447,5,,4269566451,56,Back,4269566455,141,48.0,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209227,23,1,1,2,6,e90fnsgtnamze3yssxpg392eb,0,38.1,34.6,2023-05-12T10:36:14.800Z,2023-05-12T10:36:22Z,4269566703,140,94.0,4269566709,213,6.0,4269566711,1,,4269566707,212,62.1,4269566705,141,5.0,4269566699,155,,4269566701,56,Right,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547212433,110,49,1,2,11,5pol481515zvirmk6t00kerbc,1,6.7,95.2,2023-05-12T10:36:18.972Z,2023-05-12T10:45:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209249,27,12,1,2,12,5pol481515zvirmk6t00kerbc,1,7,93.5,2023-05-12T10:36:20.443Z,2023-05-12T10:45:36Z,4269566831,140,11.5,4269566837,213,0.9,4269566863,167,,4269566829,56,Back,4269566833,141,100.0,4269566835,212,7.3,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209235,24,5,1,2,14,e90fnsgtnamze3yssxpg392eb,1,89.2,-1.8,2023-05-12T10:36:22.140Z,2023-05-12T11:08:56Z,4269566765,347,,4269566865,233,28,4269566763,56,Right,,,,,,,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209251,28,5,1,2,14,5pol481515zvirmk6t00kerbc,0,10.8,101.8,2023-05-12T10:36:22.140Z,2023-05-12T10:36:30Z,4269566879,233,24,4269566845,347,,4269566843,56,Back,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209319,25,1,1,2,26,e90fnsgtnamze3yssxpg392eb,1,86.8,0,2023-05-12T10:36:34.272Z,2023-05-12T10:36:37Z,4269567251,141,4.6,4269567243,107,,4269567249,140,93.3,4269567255,212,8.0,4269567257,213,0.5,4269567245,56,Right,,,,,,,1vodims2kc52x1ew6acbj0wr9,Y. Nagatomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209325,26,1,1,2,28,e90fnsgtnamze3yssxpg392eb,0,92.8,4.1,2023-05-12T10:36:36.905Z,2023-05-12T10:36:38Z,4269567265,56,Right,4269567271,212,1.8,4269567273,213,1.7,4269567267,140,92.6,4269567269,141,6.8,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209329,29,8,1,2,29,5pol481515zvirmk6t00kerbc,1,8.1,87.8,2023-05-12T10:36:37.778Z,2023-05-12T10:36:38Z,4269567281,56,Back,,,,,,,,,,,,,,,,,,,,,,e8vzy09iw6420p567rmrcj3vu,T. Seko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547209371,28,6,1,2,30,e90fnsgtnamze3yssxpg392eb,1,92.8,13.3,2023-05-12T10:36:38.378Z,2023-05-12T10:51:44Z,4269567473,56,Right,4269567475,75,,4269567745,233,30,,,,,,,,,,,,,,,,1zckxb4ugqeuc50tggo5cohyh,T. Nakagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
