id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2546550333,1,34,16,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-10T09:16:40.026Z,2023-05-10T10:47:41Z,4266021273,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266021267,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4266021269,194,5ap11m53rn4jai32lx8ejjzdh,4266021261,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4266021263,59,"71, 42, 23, 14, 30, 2, 44, 5, 10, 18, 29, 4, 7, 8, 9, 24, 35, 41",4266021271,197,5061,4266021265,130,2,4266021259,30,"9r2zywyi1254rds8d2h4ne0ru, 9b13bzxb1ihm44s5wx421v4oa, eho6q5j8oz6hw3tffv8p0erdg, 5ap11m53rn4jai32lx8ejjzdh, cvid25qdznmh1j1lyto6dp695, b2ud6d4vrv31bb5l00jzcogoa, 6ll3swg4tj5f8mw4k996adz2t, egr1qg67z829bjgvwi8508yy, b68uhpy97bj96uyshxaqdsr9, ey5f9ve8nitrasavs98v01coa, ddf07flibb0j2s97fwmnuau3t, 5pdp2jtcguno7n8wxy53bfsgl, 6a51lu3ps4xpzaa1okrpf26ll, 3glv4ddtgmm6ghdpqmcgr1j6y, ei6bl9rnpy19fhgc649rz6rqh, cpr3syuxxldolgb1a5exxvug9, 5pgua1i009fqvqfshy4ncgnv9, 6pjif1rwpdftfj1dfee9l5xm2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546551085,1,34,16,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-05-10T09:17:46.771Z,2023-05-10T10:26:50Z,4266025047,59,"1, 15, 26, 19, 28, 5, 21, 3, 11, 25, 17, 4, 8, 12, 14, 22, 30, 66",4266025049,130,8,4266025053,194,3ihaypy0xs7cpw7ij61qislat,4266025055,197,7915,4266025045,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4266025043,30,"7lxjfpbed6rmm2qmzs6r1c2j9, 7izhszqmb1a9z5na5e0utnc6i, eo5kfco94g7az5x9dn2mtr78q, 3ihaypy0xs7cpw7ij61qislat, 5fglqrb2jo1ideuag4pjit9sl, 6gzt9s90prbrhsw4t72vb4jx1, 1pcyox1b50pxufww0v07c5boq, b5nc0tgc33wklhsekw3jklylm, a1ooclhmf2jn4puw9vjvg1gb9, 8wnmymj8du9xj1jhp90qs366s, dxtg6w2dmsugobe3fj4sutmfp, cqclwglpzg5flou0r0x3lm21h, do6zvquhc4udqtp900l1cid0q, 2mfunwzltzdnmzlcjyvx752i, a1uzi9vgpfy7qo1eay243dsk5, 9lofkwlhnkhsvb1em98ae52lm, da5nt2kexuabduzu4qqxf09ud, 1gixtkbjxf6qum1cf0uws994a",4266025057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266025051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581063,2,43,1,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-05-10T10:32:41.426Z,2023-05-10T10:32:50Z,4266178455,127,Left to Right,4266178863,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581405,2,32,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-10T10:33:22.243Z,2023-05-10T10:33:24Z,4266180173,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581397,3,32,1,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-05-10T10:33:22.243Z,2023-05-10T10:33:22Z,4266180145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581461,4,1,1,0,0,3vfso415vj7uitnunviuzdyg3,1,50.1,49.9,2023-05-10T10:33:22.343Z,2023-05-10T10:33:26Z,4266180393,140,28.9,4266180395,141,57.2,4266180391,56,Back,4266180397,212,22.8,4266180399,213,2.9,4266180401,279,S,,,,,,,8wnmymj8du9xj1jhp90qs366s,K. Yasui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581501,5,1,1,0,4,3vfso415vj7uitnunviuzdyg3,1,30.3,57.2,2023-05-10T10:33:26.758Z,2023-05-10T10:33:29Z,4266180575,155,,4266180581,141,7.0,4266180587,1,,4266180579,140,59.2,4266180577,56,Right,4266180585,213,5.4,4266180583,212,45.7,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581509,6,1,1,0,7,3vfso415vj7uitnunviuzdyg3,0,58.4,7,2023-05-10T10:33:29.354Z,2023-05-10T10:33:30Z,4266180635,140,71.4,4266180631,3,,4266180637,141,21.9,4266180639,212,17.0,4266180641,213,0.6,4266180633,56,Center,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581531,3,1,1,0,8,27o8mdqno6jslcjb709sxjwyy,0,24.6,80.9,2023-05-10T10:33:30.402Z,2023-05-10T10:33:32Z,4266180705,141,100.0,4266180703,140,57.7,4266180701,56,Left,4266180707,212,37.4,4266180709,213,0.4,4266180711,1,,4266180699,3,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581537,4,5,1,0,10,27o8mdqno6jslcjb709sxjwyy,0,57.6,101.6,2023-05-10T10:33:32.565Z,2023-05-10T10:33:35Z,4266180729,56,Left,4266180933,233,7,4266180731,347,,,,,,,,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581579,7,5,1,0,10,3vfso415vj7uitnunviuzdyg3,1,42.4,-1.6,2023-05-10T10:33:32.565Z,2023-05-10T10:34:17Z,4266180913,347,,4266180915,233,4,4266180911,56,Back,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581647,8,1,1,0,15,3vfso415vj7uitnunviuzdyg3,1,42.5,0,2023-05-10T10:33:37.907Z,2023-05-10T10:33:41Z,4266181261,56,Back,4266181269,213,2.9,4266181267,212,30.8,4266181265,141,7.3,4266181259,107,,4266181271,1,,4266181263,140,13.8,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581699,9,1,1,0,19,3vfso415vj7uitnunviuzdyg3,1,13.8,7.3,2023-05-10T10:33:41.301Z,2023-05-10T10:33:46Z,4266181553,212,29.3,4266181555,213,1.9,4266181551,141,47.6,4266181547,56,Back,4266181549,140,3.8,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581741,10,1,1,0,24,3vfso415vj7uitnunviuzdyg3,1,6.3,58.1,2023-05-10T10:33:46.448Z,2023-05-10T10:33:51Z,4266181721,56,Left,4266181727,212,54.1,4266181729,213,0.5,4266181719,155,,4266181731,1,,4266181723,140,51.6,4266181725,141,96.0,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581755,11,1,1,0,29,3vfso415vj7uitnunviuzdyg3,1,51.6,96,2023-05-10T10:33:51.386Z,2023-05-10T10:33:53Z,4266181801,141,92.9,4266181807,213,6.1,4266181795,168,,4266181793,3,,4266181803,212,14.1,4266181797,56,Left,4266181799,140,64.9,,,,dxtg6w2dmsugobe3fj4sutmfp,A. Schalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546581759,12,50,1,0,30,3vfso415vj7uitnunviuzdyg3,1,64.2,93.4,2023-05-10T10:33:52.897Z,2023-05-10T10:33:55Z,4266181821,286,,4266181819,56,Left,4266181867,233,5,,,,,,,,,,,,,,,,a1ooclhmf2jn4puw9vjvg1gb9,J. Kanté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
