id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2544899461,4,49,1,0,10,ydlnn8jofdkseegh42az3fpt,1,23.9,36.4,2023-05-07T04:02:11.824Z,2023-05-07T04:02:12Z,,,,,,,,,,,,,,,,,,,,,,,,,e7eqz8gzhxdfdkiwbd8dkrz3e,K. Mikuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899481,5,1,1,0,11,ydlnn8jofdkseegh42az3fpt,0,23.9,36.4,2023-05-07T04:02:12.287Z,2023-05-07T04:02:16Z,4257240701,140,64.6,4257240709,1,,4257240705,212,42.7,4257240703,141,34.8,4257240697,157,,4257240707,213,6.3,4257240699,56,Center,,,,e7eqz8gzhxdfdkiwbd8dkrz3e,K. Mikuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899477,7,44,1,0,13,89wr6p2dkh7wjxtbwhtsruu02,1,37.3,64.2,2023-05-07T04:02:14.618Z,2023-05-07T04:02:16Z,4257240751,233,6,4257240693,285,,4257240691,56,Back,,,,,,,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899485,6,44,1,0,13,ydlnn8jofdkseegh42az3fpt,0,62.7,35.8,2023-05-07T04:02:14.619Z,2023-05-07T04:02:17Z,4257240737,286,,4257240799,233,7,4257240735,56,Center,,,,,,,,,,,,,,,,4lu1bc2hlxs0glhnc3nlek4k4,R. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899491,8,1,1,0,13,89wr6p2dkh7wjxtbwhtsruu02,1,39.2,63.3,2023-05-07T04:02:15.258Z,2023-05-07T04:02:16Z,4257240769,213,0.5,4257240761,56,Center,4257240763,140,54.1,4257240767,212,18.3,4257240759,3,,4257240765,141,77.3,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899521,9,49,1,0,14,89wr6p2dkh7wjxtbwhtsruu02,1,56.1,93,2023-05-07T04:02:15.282Z,2023-05-07T04:09:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899705,11,2,1,0,15,89wr6p2dkh7wjxtbwhtsruu02,1,54.3,95.2,2023-05-07T04:02:16.952Z,2023-05-09T17:11:30Z,4257241869,140,70.5,4257241865,7,33w6jl3u5nonnwk29nrhv9xhx,4257241867,56,Center,4257241871,141,78.7,,,,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899573,7,55,1,0,15,ydlnn8jofdkseegh42az3fpt,1,36.5,25,2023-05-07T04:02:16.953Z,2023-05-09T17:11:38Z,,,,,,,,,,,,,,,,,,,,,,,,,e7eqz8gzhxdfdkiwbd8dkrz3e,K. Mikuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899563,10,43,1,0,19,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-05-07T04:02:20.442Z,2023-05-07T04:02:49Z,4257241129,56,Left,4257241131,140,73.8,4257241697,144,2,4257241133,141,94.2,,,,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899711,8,1,1,0,54,ydlnn8jofdkseegh42az3fpt,0,25.5,12.6,2023-05-07T04:02:56.032Z,2023-05-07T04:10:16Z,4257241911,1,,4257252791,157,,4257241907,212,57.9,4257241899,241,,4257241909,213,0.8,4257241901,56,Center,4257241903,140,64.4,4257241893,5,,bpzxb7f450i503nsl4wj1xk2x,T. Nagaishi,4257241905,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899721,12,1,1,0,58,89wr6p2dkh7wjxtbwhtsruu02,0,38.3,32.5,2023-05-07T04:03:00.012Z,2023-05-07T04:03:03Z,4257241969,140,52.3,4257241965,3,,4257241967,56,Center,4257241975,213,0.4,4257241973,212,16.2,4257241971,141,42.5,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899725,9,44,1,1,0,ydlnn8jofdkseegh42az3fpt,1,44.4,60.6,2023-05-07T04:03:01.761Z,2023-05-07T04:03:04Z,4257241991,56,Back,4257241995,233,13,4257241993,285,,,,,,,,,,,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899723,13,44,1,1,0,89wr6p2dkh7wjxtbwhtsruu02,0,55.6,39.4,2023-05-07T04:03:01.762Z,2023-05-07T04:03:04Z,4257241983,286,,4257242001,233,9,4257241981,56,Center,,,,,,,,,,,,,,,,cqhh4d51iamhrd8flzu1rlz9x,P. Sotiriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899733,10,1,1,1,1,ydlnn8jofdkseegh42az3fpt,1,41,63.6,2023-05-07T04:03:02.553Z,2023-05-07T04:50:53Z,4257242031,213,0.2,4257242021,3,,4257242029,212,17.7,4257242025,140,57.7,4257242023,56,Center,4257242027,141,67.6,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899735,11,1,1,1,3,ydlnn8jofdkseegh42az3fpt,1,57.1,73,2023-05-07T04:03:04.416Z,2023-05-07T04:11:19Z,4257242041,56,Left,4257254325,213,0.5,4257254323,212,12.9,4257254321,141,81.4,4257254319,140,68.1,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544901753,100,61,1,1,4,ydlnn8jofdkseegh42az3fpt,0,69.9,69.3,2023-05-07T04:03:05.634Z,2023-05-07T04:11:21Z,4257254191,56,Center,,,,,,,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899731,14,49,1,1,4,89wr6p2dkh7wjxtbwhtsruu02,1,38.2,32.2,2023-05-07T04:03:06.106Z,2023-05-07T04:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899739,15,1,1,1,5,89wr6p2dkh7wjxtbwhtsruu02,1,38.2,32.2,2023-05-07T04:03:06.410Z,2023-05-07T04:03:07Z,4257242059,141,28.5,4257242063,213,5.6,4257242061,212,3.8,4257242055,56,Back,4257242057,140,40.9,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899743,16,1,1,1,6,89wr6p2dkh7wjxtbwhtsruu02,0,41.2,26.7,2023-05-07T04:03:07.291Z,2023-05-07T04:03:09Z,4257242129,236,,4257242087,212,3.6,4257242131,233,12,4257242083,140,44.5,4257242085,141,28.2,4257242089,213,0.3,4257242135,286,,4257242081,56,Back,bslybqpvcs3eosivpxaeksgyx,T. Morishima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899751,12,74,1,1,6,ydlnn8jofdkseegh42az3fpt,1,57.4,70.6,2023-05-07T04:03:07.292Z,2023-05-07T04:05:24Z,4257242121,285,,4257242119,56,Center,4257242139,233,16,,,,,,,,,,,,,,,,4ls5lzyiwwab2l2ou5an46ew9,I. Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899761,13,49,1,1,9,ydlnn8jofdkseegh42az3fpt,1,59.5,63,2023-05-07T04:03:10.720Z,2023-05-07T04:03:10Z,,,,,,,,,,,,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899763,14,1,1,1,9,ydlnn8jofdkseegh42az3fpt,1,59.5,63,2023-05-07T04:03:11.120Z,2023-05-07T04:03:12Z,4257242167,56,Left,4257242171,141,93.9,4257242175,213,1.1,4257242173,212,23.2,4257242169,140,68.9,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544902321,126,1,1,1,10,ydlnn8jofdkseegh42az3fpt,1,61.4,81.4,2023-05-07T04:03:12.099Z,2023-05-07T04:13:45Z,4257257611,212,16.9,4257257613,213,0.4,4257257605,56,Left,4257257607,140,76.1,4257257609,141,91.7,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899775,15,1,1,1,11,ydlnn8jofdkseegh42az3fpt,0,75.4,92.5,2023-05-07T04:03:12.527Z,2023-05-07T04:03:19Z,4257242245,56,Left,4257242247,140,100.0,4257242249,141,89.0,4257242253,213,6.2,4257242251,212,27.1,,,,,,,,,,4lu1bc2hlxs0glhnc3nlek4k4,R. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899779,17,56,1,1,13,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-05-07T04:03:15.075Z,2023-05-07T04:03:34Z,4257242263,56,Back,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899777,16,5,1,1,14,ydlnn8jofdkseegh42az3fpt,0,101,87.6,2023-05-07T04:03:15.650Z,2023-05-07T04:03:18Z,4257242259,56,Left,4257242261,346,,4257242315,233,18,,,,,,,,,,,,,,,,4lu1bc2hlxs0glhnc3nlek4k4,R. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899781,18,5,1,1,14,89wr6p2dkh7wjxtbwhtsruu02,1,-1,12.4,2023-05-07T04:03:15.650Z,2023-05-07T04:04:19Z,4257242305,233,16,4257242273,56,Back,4257242275,346,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899881,19,1,1,1,46,89wr6p2dkh7wjxtbwhtsruu02,1,4.6,58.1,2023-05-07T04:03:48.171Z,2023-05-07T04:04:16Z,4257242957,56,Left,4257242967,1,,4257242971,74,,4257242955,124,,4257242961,141,91.4,4257242963,212,61.4,4257242959,140,59.0,4257242965,213,0.4,6vuryavylbdnwabe4g5yvgzxl,K. Osako,4257243703,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899899,20,1,1,1,49,89wr6p2dkh7wjxtbwhtsruu02,1,59,91.5,2023-05-07T04:03:50.586Z,2023-05-07T04:03:54Z,4257243051,141,94.4,4257243053,212,13.9,4257243055,213,0.1,4257243047,56,Left,4257243049,140,72.1,4257243045,168,,4257243043,3,,,,,cqhh4d51iamhrd8flzu1rlz9x,P. Sotiriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899901,21,3,1,1,51,89wr6p2dkh7wjxtbwhtsruu02,0,73.8,95.2,2023-05-07T04:03:53.183Z,2023-05-09T17:15:43Z,4257243079,233,17,4257243059,56,Left,4257243061,286,,4265107433,465,,,,,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899897,17,7,1,1,51,ydlnn8jofdkseegh42az3fpt,0,26.2,4.8,2023-05-07T04:03:53.184Z,2023-05-09T17:16:06Z,4257243039,56,Back,4265108257,383,,4257243041,285,,4257243075,233,21,,,,,,,,,,,,,e7eqz8gzhxdfdkiwbd8dkrz3e,K. Mikuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544902785,121,61,1,1,52,89wr6p2dkh7wjxtbwhtsruu02,1,67.9,17.9,2023-05-07T04:03:53.795Z,2023-05-07T04:17:18Z,4257259875,56,Right,,,,,,,,,,,,,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899933,22,4,1,1,53,89wr6p2dkh7wjxtbwhtsruu02,1,76.8,88.4,2023-05-07T04:03:54.607Z,2023-05-07T04:16:50Z,4257243239,56,Left,4257243241,152,,4257243243,265,,4257243237,13,,4257243245,286,,4257243301,233,18,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544899935,18,4,1,1,53,ydlnn8jofdkseegh42az3fpt,0,23.2,11.6,2023-05-07T04:03:54.608Z,2023-05-07T04:17:09Z,4257243261,56,Back,4257243265,265,,4257243259,13,,4257243263,152,,4257243305,233,22,4257243267,285,,,,,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900167,23,1,1,2,44,89wr6p2dkh7wjxtbwhtsruu02,0,76.3,88,2023-05-07T04:04:46.186Z,2023-05-09T17:16:34Z,4257244607,141,57.6,4265109101,223,,4265109103,20,,4257244595,2,,4257244611,213,5.2,4257244599,155,,4257244605,140,87.9,4257244603,56,Center,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,4257244601,152,,4257244609,212,24.0,4257244597,5,,,,,,,,,,,,,,,,,,,,,,,,
2544900173,19,12,1,2,48,ydlnn8jofdkseegh42az3fpt,1,15.4,36.4,2023-05-07T04:04:49.536Z,2023-05-07T04:04:51Z,4257244657,15,,4257244645,56,Back,4257244649,141,52.2,4257244653,213,0.8,4257244651,212,15.0,4257244647,140,25.4,,,,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900193,20,12,1,2,50,ydlnn8jofdkseegh42az3fpt,1,25.4,52.2,2023-05-07T04:04:51.970Z,2023-05-07T04:04:53Z,4257244751,56,Back,4257244759,213,1.2,4257244755,141,81.7,4257244757,212,21.7,4257244753,140,33.3,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900197,21,44,1,2,52,ydlnn8jofdkseegh42az3fpt,1,29.3,76,2023-05-07T04:04:53.824Z,2023-05-07T04:04:54Z,4257244769,56,Back,4257244775,233,24,4257244771,285,,,,,,,,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900195,24,44,1,2,52,89wr6p2dkh7wjxtbwhtsruu02,0,70.7,24,2023-05-07T04:04:53.825Z,2023-05-07T04:04:55Z,4257244767,286,,4257244765,56,Center,4257244785,233,21,,,,,,,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900211,22,1,1,2,53,ydlnn8jofdkseegh42az3fpt,1,33.3,81.7,2023-05-07T04:04:54.273Z,2023-05-07T04:04:56Z,4257244833,3,,4257244835,56,Back,4257244839,141,80.2,4257244837,140,42.8,4257244843,213,6.2,4257244841,212,10.0,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900219,23,44,1,2,54,ydlnn8jofdkseegh42az3fpt,1,35.9,75.2,2023-05-07T04:04:55.754Z,2023-05-07T04:06:36Z,4257244897,285,,4257244895,56,Back,4257244901,233,25,,,,,,,,,,,,,,,,4lu1bc2hlxs0glhnc3nlek4k4,R. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900203,25,44,1,2,54,89wr6p2dkh7wjxtbwhtsruu02,0,64.1,24.8,2023-05-07T04:04:55.755Z,2023-05-07T04:04:57Z,4257244807,286,,4257244805,56,Center,4257244917,233,23,,,,,,,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900229,24,1,1,2,55,ydlnn8jofdkseegh42az3fpt,0,42.8,80.2,2023-05-07T04:04:56.496Z,2023-05-07T04:19:00Z,4257244969,212,9.4,4257244965,140,49.1,4257244967,141,70.3,4257244959,3,,4257244963,56,Back,4257244971,213,5.5,,,,,,,4lu1bc2hlxs0glhnc3nlek4k4,R. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900233,26,1,1,2,56,89wr6p2dkh7wjxtbwhtsruu02,0,69.6,38.5,2023-05-07T04:04:57.931Z,2023-05-07T04:04:58Z,4257244993,212,9.1,4257244989,141,29.2,4257244983,155,,4257244985,56,Center,4257244997,213,5.5,4257244987,140,75.8,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900245,25,49,1,2,57,ydlnn8jofdkseegh42az3fpt,1,26.1,83.7,2023-05-07T04:04:58.921Z,2023-05-07T04:20:53Z,,,,,,,,,,,,,,,,,,,,,,,,,4ls5lzyiwwab2l2ou5an46ew9,I. Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544903557,178,1,1,2,58,ydlnn8jofdkseegh42az3fpt,1,23.6,81.8,2023-05-07T04:04:59.262Z,2023-05-07T04:20:55Z,4257265585,141,84.1,4257265583,140,31.9,4257265587,212,8.9,4257265581,56,Back,4257265589,213,0.2,,,,,,,,,,4ls5lzyiwwab2l2ou5an46ew9,I. Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900253,26,1,1,2,59,ydlnn8jofdkseegh42az3fpt,1,41.2,85.3,2023-05-07T04:05:00.896Z,2023-05-07T04:05:02Z,4257245091,212,9.9,4257245093,213,0.6,4257245085,56,Back,4257245087,140,48.9,4257245089,141,93.6,,,,,,,,,,4lu1bc2hlxs0glhnc3nlek4k4,R. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900263,27,1,1,3,1,ydlnn8jofdkseegh42az3fpt,1,47.4,92,2023-05-07T04:05:02.320Z,2023-05-07T04:05:05Z,4257245139,56,Back,4257245147,213,4.0,4257245141,140,42.8,4257245143,141,83.0,4257245145,212,7.8,,,,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544900275,28,1,1,3,3,ydlnn8jofdkseegh42az3fpt,1,41.2,67,2023-05-07T04:05:05.201Z,2023-05-07T04:05:08Z,4257245219,212,29.5,4257245215,140,47.3,4257245213,56,Back,4257245217,141,24.6,4257245221,213,4.9,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
