id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2548462477,140,1,1,19,56,9s2g5k3dlmfii452t8edaeozh,1,63.8,83,2023-05-14T04:55:20.040Z,2023-05-14T04:55:21Z,4276316225,213,6.0,4276316215,3,,4276316217,56,Left,4276316221,141,79.0,4276316219,140,72.8,4276316223,212,9.8,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462489,141,50,1,19,57,9s2g5k3dlmfii452t8edaeozh,1,69.1,78.6,2023-05-14T04:55:21.413Z,2023-05-14T04:56:24Z,4276316283,286,,4276316309,233,135,4276316281,56,Center,,,,,,,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462485,135,7,1,19,57,18c8ibslzapz40lfb8y5vygcs,0,30.9,21.4,2023-05-14T04:55:21.414Z,2023-05-18T21:56:53Z,4288737769,385,,4276316269,56,Back,4276316271,285,,4276316301,233,141,,,,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462517,142,1,1,19,58,9s2g5k3dlmfii452t8edaeozh,1,72.8,79,2023-05-14T04:55:22.680Z,2023-05-14T04:55:26Z,4276316427,213,1.9,4276316421,140,69.5,4276316425,212,11.7,4276316423,141,95.4,4276316419,56,Left,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462535,143,1,1,20,2,9s2g5k3dlmfii452t8edaeozh,0,91.7,93.6,2023-05-14T04:55:26.440Z,2023-05-18T21:57:01Z,4276316547,213,4.8,4276316541,140,94.9,4276316537,155,,4288737791,224,,4276316535,2,,4276316545,212,34.6,4276316543,141,42.9,4288737793,72,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,4276316891,1,4276316539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462539,137,11,1,20,6,18c8ibslzapz40lfb8y5vygcs,1,7.8,62.7,2023-05-14T04:55:30.675Z,2023-05-18T21:57:06Z,4288737819,88,,4288737837,378,,4288737817,56,Back,,,,,,,,,,,,,,,,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462597,138,1,1,20,16,18c8ibslzapz40lfb8y5vygcs,1,11.6,57.3,2023-05-14T04:55:40.213Z,2023-05-14T04:55:42Z,4276316875,56,Back,4276316883,213,0.9,4276316877,140,19.8,4276316879,141,73.5,4276316881,212,14.0,4276316873,123,,,,,,,,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462607,139,1,1,20,18,18c8ibslzapz40lfb8y5vygcs,1,14.7,72.4,2023-05-14T04:55:42.324Z,2023-05-14T04:55:43Z,4276316939,212,15.3,4276316935,140,27.7,4276316943,213,0.5,4276316937,141,82.7,4276316933,56,Back,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462623,140,1,1,20,19,18c8ibslzapz40lfb8y5vygcs,1,26.7,82.3,2023-05-14T04:55:43.813Z,2023-05-14T04:55:49Z,4276317045,140,21.4,4276317047,141,74.1,4276317051,213,3.9,4276317049,212,7.9,4276317043,56,Back,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462645,141,1,1,20,25,18c8ibslzapz40lfb8y5vygcs,1,21.9,63.9,2023-05-14T04:55:49.459Z,2023-05-14T04:55:52Z,4276317133,56,Back,4276317139,212,27.9,4276317137,141,23.6,4276317141,213,4.9,4276317135,140,26.9,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462663,142,1,1,20,28,18c8ibslzapz40lfb8y5vygcs,1,28.7,22.4,2023-05-14T04:55:52.727Z,2023-05-14T04:55:56Z,4276317249,212,14.4,4276317243,56,Back,4276317245,140,29.3,4276317247,141,43.6,4276317251,213,1.5,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462713,143,1,1,20,32,18c8ibslzapz40lfb8y5vygcs,1,29.6,46.1,2023-05-14T04:55:56.470Z,2023-05-14T04:56:04Z,4276317481,140,28.3,4276317483,141,66.4,4276317487,213,1.7,4276317485,212,13.9,4276317479,56,Back,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462769,144,1,1,20,40,18c8ibslzapz40lfb8y5vygcs,1,31.7,66.6,2023-05-14T04:56:04.727Z,2023-05-14T04:56:12Z,4276317767,212,25.5,4276317763,140,26.5,4276317761,56,Back,4276317765,141,30.0,4276317769,213,4.5,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462779,145,1,1,20,48,18c8ibslzapz40lfb8y5vygcs,1,27.1,31,2023-05-14T04:56:12.421Z,2023-05-14T04:56:13Z,4276317797,141,44.6,4276317801,213,1.3,4276317795,140,29.7,4276317793,56,Back,4276317799,212,9.6,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462795,146,1,1,20,49,18c8ibslzapz40lfb8y5vygcs,1,29.2,46.4,2023-05-14T04:56:13.367Z,2023-05-14T04:56:16Z,4276317923,212,18.9,4276317913,56,Back,4276317925,213,1.6,4276317917,140,28.7,4276317921,141,74.2,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462809,147,1,1,20,52,18c8ibslzapz40lfb8y5vygcs,1,28.7,67.5,2023-05-14T04:56:16.324Z,2023-05-14T04:56:18Z,4276317975,141,52.4,4276317979,213,4.5,4276317973,140,26.3,4276317971,56,Back,4276317977,212,10.6,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462841,144,45,1,20,54,9s2g5k3dlmfii452t8edaeozh,0,71.9,44.8,2023-05-14T04:56:18.609Z,2023-05-14T04:56:22Z,4276318115,286,,4276318129,233,148,4276318113,56,Center,,,,,,,,,,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462831,148,3,1,20,54,18c8ibslzapz40lfb8y5vygcs,1,28.1,55.2,2023-05-14T04:56:18.609Z,2023-05-18T21:58:19Z,4288738359,464,,4276318125,233,144,4276318081,56,Back,4276318083,285,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462875,149,1,1,21,0,18c8ibslzapz40lfb8y5vygcs,1,26.4,60,2023-05-14T04:56:24.915Z,2023-05-14T04:59:22Z,4276318247,140,10.7,4276318251,212,16.7,4276318253,213,3.3,4276318245,56,Back,4276318249,141,55.7,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462881,150,1,1,21,2,18c8ibslzapz40lfb8y5vygcs,1,10.7,55.2,2023-05-14T04:56:26.338Z,2023-05-14T04:56:27Z,4276318283,56,Back,4276318289,212,19.9,4276318287,141,32.1,4276318291,213,5.4,4276318285,140,22.3,,,,,,,,,,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462907,151,1,1,21,3,18c8ibslzapz40lfb8y5vygcs,1,22.3,32.1,2023-05-14T04:56:26.978Z,2023-05-14T04:56:30Z,4276318375,56,Back,4276318385,213,1.7,4276318379,140,20.2,4276318381,141,51.6,4276318383,212,13.4,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462943,152,1,1,21,7,18c8ibslzapz40lfb8y5vygcs,1,25,54,2023-05-14T04:56:31.766Z,2023-05-14T04:56:34Z,4276318521,140,28.6,4276318527,213,1.3,4276318525,212,16.7,4276318523,141,77.9,4276318519,56,Back,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463005,153,1,1,21,10,18c8ibslzapz40lfb8y5vygcs,1,35.9,80.6,2023-05-14T04:56:34.790Z,2023-05-14T04:56:44Z,4276318783,56,Left,4276318793,1,,4276318789,212,47.8,4276318781,155,,4276318787,141,92.9,4276318791,213,0.2,4276318785,140,80.7,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463009,154,3,1,21,20,18c8ibslzapz40lfb8y5vygcs,0,90.6,86.6,2023-05-14T04:56:44.358Z,2023-05-18T21:58:38Z,4276318935,233,145,4276318811,56,Left,4288738509,465,,4276318813,286,,,,,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463023,145,7,1,21,20,9s2g5k3dlmfii452t8edaeozh,0,9.4,13.4,2023-05-14T04:56:44.359Z,2023-05-18T21:58:40Z,4276318897,285,,4288738537,385,,4276318911,233,154,4276318895,56,Back,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463017,155,61,1,21,21,18c8ibslzapz40lfb8y5vygcs,1,87,87.2,2023-05-14T04:56:45.584Z,2023-05-14T04:56:45Z,4276318875,56,Left,,,,,,,,,,,,,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463037,146,49,1,21,23,9s2g5k3dlmfii452t8edaeozh,1,4.3,10.3,2023-05-14T04:56:47.480Z,2023-05-14T04:56:47Z,,,,,,,,,,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463041,147,1,1,21,23,9s2g5k3dlmfii452t8edaeozh,0,4.3,10.3,2023-05-14T04:56:47.800Z,2023-05-14T04:56:48Z,4276318975,140,35.9,4276318983,1,,4276318971,155,,4276318977,141,26.5,4276318979,212,35.0,4276318981,213,0.3,4276318973,56,Back,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463045,156,49,1,21,25,18c8ibslzapz40lfb8y5vygcs,1,65.9,69,2023-05-14T04:56:49.446Z,2023-05-14T04:56:49Z,,,,,,,,,,,,,,,,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463071,157,4,1,21,29,18c8ibslzapz40lfb8y5vygcs,1,69.2,76.7,2023-05-14T04:56:52.966Z,2023-05-14T04:56:56Z,4276319165,233,148,4276319105,152,,4276319107,286,,4276319099,13,,4276319103,56,Center,4276319101,294,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463085,148,4,1,21,29,9s2g5k3dlmfii452t8edaeozh,0,30.8,23.3,2023-05-14T04:56:52.967Z,2023-05-14T04:56:57Z,4276319153,152,,4276319207,233,157,4276319149,294,,4276319151,56,Back,4276319147,13,,4276319155,285,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463545,158,1,1,22,43,18c8ibslzapz40lfb8y5vygcs,0,69.9,80,2023-05-14T04:58:07.683Z,2023-05-18T22:00:18Z,4288739285,1,,4276321253,56,Center,4276321261,213,5.5,4276321259,212,33.5,4288739281,224,,4276321249,155,,4276330913,2,,4276321247,5,,1enckn6zmewa3nupsm95mgkb9,Mateus,,4276321251,152,4276321257,141,47.0,4288739283,72,4276321255,140,93.6,,,,,,,,,,,,,,,,,,,,,,,,
2548463551,149,11,1,22,45,9s2g5k3dlmfii452t8edaeozh,1,7.5,49.6,2023-05-14T04:58:09.609Z,2023-05-18T22:00:22Z,4288739325,377,,4288739323,88,,4288739321,56,Back,,,,,,,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463621,150,1,1,22,54,9s2g5k3dlmfii452t8edaeozh,1,13.4,45.1,2023-05-14T04:58:17.977Z,2023-05-14T04:58:20Z,4276321589,141,72.4,4276321583,123,,4276321593,213,1.2,4276321585,56,Back,4276321587,140,20.3,4276321591,212,19.9,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463629,151,1,1,22,56,9s2g5k3dlmfii452t8edaeozh,1,20.3,72.4,2023-05-14T04:58:20.760Z,2023-05-14T04:58:23Z,4276321631,141,56.6,4276321633,212,14.4,4276321629,140,11.1,4276321635,213,4.0,4276321627,56,Back,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463649,152,1,1,22,59,9s2g5k3dlmfii452t8edaeozh,1,11.1,56.6,2023-05-14T04:58:23.240Z,2023-05-14T04:58:27Z,4276321721,213,5.9,4276321717,141,46.6,4276321715,140,25.6,4276321713,56,Back,4276321719,212,16.7,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463685,153,1,1,23,3,9s2g5k3dlmfii452t8edaeozh,1,31.8,60.3,2023-05-14T04:58:27.544Z,2023-05-14T04:58:32Z,4276321859,212,30.6,4276321853,56,Back,4276321861,213,0.9,4276321855,140,49.5,4276321857,141,96.0,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463699,154,1,1,23,8,9s2g5k3dlmfii452t8edaeozh,1,54.5,96.3,2023-05-14T04:58:32.728Z,2023-05-14T04:58:35Z,4276321927,213,4.9,4276321921,140,57.2,4276321925,212,13.1,4276321923,141,77.5,4276321919,56,Center,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463713,155,1,1,23,11,9s2g5k3dlmfii452t8edaeozh,1,58.4,78.1,2023-05-14T04:58:35.129Z,2023-05-14T04:58:36Z,4276321981,213,1.9,4276321973,56,Left,4276321979,212,12.3,4276321977,141,95.3,4276321975,140,54.7,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463747,156,1,1,23,12,9s2g5k3dlmfii452t8edaeozh,1,54.6,95.3,2023-05-14T04:58:36.664Z,2023-05-14T05:00:19Z,4276322113,140,31.2,4276322119,213,3.7,4276322117,212,28.9,4276322111,56,Back,4276322115,141,73.0,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463757,157,1,1,23,17,9s2g5k3dlmfii452t8edaeozh,1,32.1,68.4,2023-05-14T04:58:41.865Z,2023-05-14T05:00:23Z,4276322165,213,4.8,4276322159,140,33.7,4276322163,212,21.8,4276322161,141,36.4,4276322157,56,Back,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463777,158,1,1,23,20,9s2g5k3dlmfii452t8edaeozh,1,32.9,34.5,2023-05-14T04:58:44.137Z,2023-05-14T04:58:47Z,4276322259,141,5.8,4276322255,56,Back,4276322257,140,37.6,4276322263,213,5.0,4276322261,212,20.1,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463787,159,1,1,23,23,9s2g5k3dlmfii452t8edaeozh,1,38.3,8.9,2023-05-14T04:58:47.529Z,2023-05-14T05:00:37Z,4276322285,141,30.3,4276322281,56,Back,4276322287,212,15.7,4276322289,213,1.2,4276322283,140,43.8,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463815,160,1,1,23,24,9s2g5k3dlmfii452t8edaeozh,1,43.8,30.3,2023-05-14T04:58:48.633Z,2023-05-14T05:00:48Z,4276322399,140,14.6,4276322403,212,32.6,4276322401,141,46.6,4276322407,1,,4276322405,213,2.8,4276322397,56,Back,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463845,161,1,1,23,29,9s2g5k3dlmfii452t8edaeozh,1,14.6,46.6,2023-05-14T04:58:53.385Z,2023-05-14T04:58:58Z,4276322531,213,5.7,4276322525,140,22.0,4276322527,141,39.7,4276322529,212,9.1,4276322523,56,Back,,,,,,,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463881,162,1,1,23,36,9s2g5k3dlmfii452t8edaeozh,1,27.5,44.3,2023-05-14T04:59:00.585Z,2023-05-14T04:59:50Z,4276322671,213,1.2,4276322669,212,28.2,4276322663,56,Back,4276322665,140,36.8,4276322667,141,83.2,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463903,163,1,1,23,39,9s2g5k3dlmfii452t8edaeozh,1,36.8,83.2,2023-05-14T04:59:03.272Z,2023-05-14T04:59:06Z,4276322779,212,11.3,4276322773,56,Back,4276322781,213,4.2,4276322775,140,31.9,4276322777,141,68.4,,,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463919,164,1,1,23,42,9s2g5k3dlmfii452t8edaeozh,1,30.4,66.7,2023-05-14T04:59:06.440Z,2023-05-14T04:59:09Z,4276322847,213,4.8,4276322843,141,40.9,4276322841,140,32.2,4276322839,56,Back,4276322845,212,17.6,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463945,165,1,1,23,45,9s2g5k3dlmfii452t8edaeozh,1,32.5,35.7,2023-05-14T04:59:09.417Z,2023-05-14T04:59:12Z,4276322969,213,5.1,4276322955,56,Back,4276322965,212,19.5,4276322961,141,9.5,4276322957,140,40.0,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463971,166,2,1,23,48,9s2g5k3dlmfii452t8edaeozh,1,41.3,10.8,2023-05-14T04:59:12.251Z,2023-05-14T04:59:39Z,4276323629,297,,4276323101,140,70.2,4276323109,1,,4276323519,7,4c03ukpq8hq69ykgcypq5jf8p,4276323103,141,40.4,4276323099,56,Center,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464057,159,55,1,23,48,18c8ibslzapz40lfb8y5vygcs,1,26.1,77.2,2023-05-14T04:59:12.252Z,2023-05-14T05:07:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463979,167,43,1,23,52,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-05-14T04:59:16.585Z,2023-05-14T04:59:36Z,4276323163,212,8.0,4276323161,141,34.5,4276323157,56,Center,4276323565,144,1,4276323165,213,2.9,4276323159,140,77.8,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548463983,168,43,1,23,54,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-05-14T04:59:17.993Z,2023-05-14T04:59:22Z,4276323181,18,0,4276323183,56,Center,4276323255,144,39,4276323189,249,0,4276323179,22,0,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464121,160,1,1,24,25,18c8ibslzapz40lfb8y5vygcs,1,24.4,70.7,2023-05-14T04:59:49.477Z,2023-05-14T05:01:32Z,4276323873,213,4.8,4276323865,56,Back,4276323867,140,25.4,4276323861,5,,4276323871,212,12.9,4276323869,141,51.8,4276323877,189,,4276323863,241,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464131,161,1,1,24,27,18c8ibslzapz40lfb8y5vygcs,1,31.4,53.3,2023-05-14T04:59:51.537Z,2023-05-14T05:01:35Z,4276323907,141,78.8,4276323911,213,1.5,4276323905,140,32.1,4276323903,56,Back,4276323909,212,17.4,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464135,162,43,1,24,29,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-05-14T04:59:53.382Z,2023-05-14T05:01:47Z,4276323927,213,1.1,4276323921,140,35.8,4276326865,144,1,4276323925,212,8.9,4276323923,141,90.3,4276323919,56,Back,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464139,163,1,1,24,30,18c8ibslzapz40lfb8y5vygcs,1,36.5,89,2023-05-14T04:59:54.113Z,2023-05-14T05:01:56Z,4276323945,140,32.2,4276323951,213,4.2,4276323947,141,77.1,4276323949,212,9.3,4276323943,56,Back,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464141,164,1,1,24,30,18c8ibslzapz40lfb8y5vygcs,1,35.8,90.3,2023-05-14T04:59:54.684Z,2023-05-14T05:01:57Z,4276323965,213,4.5,4276323959,140,30.3,4276323957,56,Back,4276323963,212,29.5,4276323961,141,47.8,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464157,165,1,1,24,31,18c8ibslzapz40lfb8y5vygcs,1,30.3,47.8,2023-05-14T04:59:55.859Z,2023-05-14T04:59:59Z,4276324067,213,5.9,4276324063,141,30.7,4276324061,140,56.0,4276324065,212,29.4,4276324059,56,Center,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464163,166,1,1,24,35,18c8ibslzapz40lfb8y5vygcs,0,56,30.7,2023-05-14T04:59:59.043Z,2023-05-14T05:02:12Z,4276324079,56,Center,4276324085,212,7.1,4276324087,213,0.6,4276324083,141,37.0,4276324081,140,61.4,,,,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464207,171,49,1,24,36,9s2g5k3dlmfii452t8edaeozh,1,37.6,69.7,2023-05-14T05:00:00.473Z,2023-05-14T05:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464185,169,1,1,24,39,9s2g5k3dlmfii452t8edaeozh,1,35.6,64.9,2023-05-14T05:00:03.513Z,2023-05-14T05:04:28Z,4276328071,212,10.2,4276328069,141,74.8,4276328063,155,,4276328073,213,0.7,4276328065,56,Back,4276328067,140,42.9,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464201,170,1,1,24,40,9s2g5k3dlmfii452t8edaeozh,1,40.4,77.2,2023-05-14T05:00:04.809Z,2023-05-14T05:04:29Z,4276324259,213,3.1,4276324249,56,Back,4276324253,140,9.7,4276324261,1,,4276324255,141,81.4,4276324257,212,32.4,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464227,172,1,1,24,42,9s2g5k3dlmfii452t8edaeozh,0,9.7,81.4,2023-05-14T05:00:06.761Z,2023-05-14T05:02:46Z,4276324367,1,,4276324363,212,46.4,4276324357,56,Center,4276324361,141,67.5,4276324359,140,53.0,4276324355,157,,4276324365,213,6.1,,,,8i7aw5yhze1xiw2d2g5wax91w,T. Hayakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464241,167,44,1,24,46,18c8ibslzapz40lfb8y5vygcs,1,44.6,33.1,2023-05-14T05:00:10.568Z,2023-05-14T05:00:12Z,4276324413,56,Back,4276324423,233,173,4276324415,285,,,,,,,,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548464233,173,44,1,24,46,9s2g5k3dlmfii452t8edaeozh,0,55.4,66.9,2023-05-14T05:00:10.569Z,2023-05-14T05:00:13Z,4276324391,56,Center,4276324459,233,167,4276324393,286,,,,,,,,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
