id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2537773077,7,1,1,0,20,ctm9as17rs95yhuz7qf53wfke,0,92.7,15.3,2023-04-23T07:03:33.516Z,2023-04-27T13:11:25Z,4221511623,236,,4221511533,140,93.3,4212320849,56,Right,4221511535,141,17.8,4221511527,225,,4221511529,386,,4221511625,286,,4229018677,233,5,esfnlp56d5kfvxy9518d91gd0,T. Kondo,4221511531,20,4221511539,213,1.2,4221511537,212,1.8,4221511525,155,4221511523,2,,,,,,,,,,,,,,,,,,,,,,,
2537773079,5,12,1,0,20,92br3632xgmc25jvr0jesfvl6,1,5.5,83,2023-04-23T07:03:33.616Z,2023-04-27T13:11:25Z,4212320855,56,Back,4221511687,185,,4229018681,233,7,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773083,6,6,1,0,21,92br3632xgmc25jvr0jesfvl6,0,1.3,82,2023-04-23T07:03:34.558Z,2023-04-26T15:01:43Z,4212320925,233,8,4212320881,73,,4212320879,56,Back,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773087,8,6,1,0,21,ctm9as17rs95yhuz7qf53wfke,1,98.7,18,2023-04-23T07:03:34.558Z,2023-04-23T07:21:35Z,4212320911,233,6,4212320905,75,,4212320903,56,Right,,,,,,,,,,,,,,,,esfnlp56d5kfvxy9518d91gd0,T. Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773181,9,1,1,0,47,ctm9as17rs95yhuz7qf53wfke,1,99.5,0.5,2023-04-23T07:04:00.884Z,2023-04-26T15:01:46Z,4212321505,56,Center,4212321503,224,,4212321511,212,32.2,4212321499,6,,4221512395,20,,4212321497,2,,4212321765,154,,4212321515,1,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,4212321763,210,4212321513,213,1.8,4212321509,141,46.7,4212321507,140,4212321501,155,1,13,92.8,,,,,,,,,,,,,,,,,,,,
2537773187,10,44,1,0,48,ctm9as17rs95yhuz7qf53wfke,1,92.8,43.7,2023-04-23T07:04:01.652Z,2023-04-23T07:12:28Z,4212321537,56,Center,4212321555,233,7,4212321539,286,,,,,,,,,,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773185,7,44,1,0,48,92br3632xgmc25jvr0jesfvl6,0,7.2,56.3,2023-04-23T07:04:01.653Z,2023-04-23T07:12:29Z,4212321525,285,,4212321523,56,Back,4212321569,233,10,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773189,11,13,1,0,48,ctm9as17rs95yhuz7qf53wfke,1,92.8,46.7,2023-04-23T07:04:02.004Z,2023-04-23T07:12:57Z,4212321651,328,,4212321777,55,9,4212321787,231,48.7,4212321645,25,,4212321781,102,58.0,4212337195,83,,4212321547,56,Center,4212321773,29,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,4212321545,17,4212321647,15,,4212321785,230,99.0,4212321783,103,4212321775,154,,,22.2,,,,,,,,,,,,,,,,,,,,
2537773191,8,5,1,0,51,92br3632xgmc25jvr0jesfvl6,1,-1,39.8,2023-04-23T07:04:05.223Z,2023-04-23T07:04:07Z,4212321561,346,,4212321559,56,Back,4212321601,233,12,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773195,12,5,1,0,51,ctm9as17rs95yhuz7qf53wfke,0,101,60.2,2023-04-23T07:04:05.223Z,2023-04-23T07:50:35Z,4212321591,346,,4212321589,56,Center,4212321605,233,8,,,,,,,,,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773305,9,1,1,1,20,92br3632xgmc25jvr0jesfvl6,0,4.7,39.7,2023-04-23T07:04:33.567Z,2023-04-23T07:04:38Z,4212322351,141,32.8,4212322353,212,58.7,4212322357,1,,4212322347,56,Center,4212322349,140,60.4,4212322345,124,,4212322361,74,,4212322355,213,6.2,2mlhzuv74jc84rckx21ctofd,K. Tani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773313,13,44,1,1,24,ctm9as17rs95yhuz7qf53wfke,1,37.2,64.6,2023-04-23T07:04:37.621Z,2023-04-23T07:04:39Z,4212322395,56,Back,4212322403,233,10,4212322397,285,,,,,,,,,,,,,,,,,el9hmsmc1zz7yie7dedfaac8a,B. Nduka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773309,10,44,1,1,24,92br3632xgmc25jvr0jesfvl6,0,62.8,35.4,2023-04-23T07:04:37.622Z,2023-04-23T07:04:39Z,4212322381,286,,4212322409,233,13,4212322379,56,Center,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773315,14,1,1,1,24,ctm9as17rs95yhuz7qf53wfke,0,35.2,61.8,2023-04-23T07:04:37.981Z,2023-04-23T07:54:20Z,4212322415,140,61.1,4212322423,213,6.2,4212322411,3,,4212322413,56,Center,4212322417,141,59.1,4212322421,212,27.3,,,,,,,el9hmsmc1zz7yie7dedfaac8a,B. Nduka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773329,11,2,1,1,26,92br3632xgmc25jvr0jesfvl6,1,42.5,36.7,2023-04-23T07:04:39.919Z,2023-04-23T07:14:48Z,4212322511,140,68.6,4212322751,7,8sjwzm5s22rk4wxhbpx099jx0,4212322507,3,,4212322513,141,27.4,4212322509,56,Center,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773365,15,55,1,1,26,ctm9as17rs95yhuz7qf53wfke,1,40.7,67.9,2023-04-23T07:04:39.920Z,2023-04-23T07:21:36Z,,,,,,,,,,,,,,,,,,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773415,16,1,1,1,42,ctm9as17rs95yhuz7qf53wfke,0,37,66.1,2023-04-23T07:04:56.293Z,2023-04-26T15:05:10Z,4212322991,241,,4212322993,56,Center,4212322999,212,40.6,4212322997,141,75.0,4212322989,155,,4212323001,213,0.1,4212322987,5,,4212322995,140,75.2,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,4212323003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773405,12,44,1,1,46,92br3632xgmc25jvr0jesfvl6,1,23.5,20.4,2023-04-23T07:04:59.932Z,2023-04-27T13:11:27Z,4212323045,233,17,4212322951,285,,4212322949,56,Back,,,,,,,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773419,17,44,1,1,46,ctm9as17rs95yhuz7qf53wfke,0,76.5,79.6,2023-04-23T07:04:59.933Z,2023-04-26T15:05:10Z,4212323023,56,Left,4212323041,233,12,4212323025,286,,,,,,,,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539496627,1167,1,1,1,46,92br3632xgmc25jvr0jesfvl6,0,22.7,24.8,2023-04-23T07:04:59.973Z,2023-04-26T15:05:21Z,4221518975,140,23.7,4221518981,213,5.1,4221518979,212,2.6,4221518973,56,Back,4221518977,141,21.3,4221518971,3,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773421,18,61,1,1,46,ctm9as17rs95yhuz7qf53wfke,1,76.2,75.4,2023-04-23T07:05:00.356Z,2023-04-26T15:05:16Z,4212323027,56,Center,,,,,,,,,,,,,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773413,13,43,1,1,47,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-04-23T07:05:01.114Z,2023-04-23T07:15:51Z,4212342473,144,61,4212322985,56,Back,,,,,,,,,,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773423,14,49,1,1,49,92br3632xgmc25jvr0jesfvl6,1,20.1,33,2023-04-23T07:05:02.766Z,2023-04-23T07:05:02Z,,,,,,,,,,,,,,,,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773441,15,1,1,1,49,92br3632xgmc25jvr0jesfvl6,0,20.1,33,2023-04-23T07:05:03.319Z,2023-04-23T07:05:06Z,4212323165,213,6.1,4212323155,157,,4212323161,141,22.2,4212323159,140,51.5,4212323157,56,Center,4212323167,1,,4212323163,212,33.8,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773449,19,1,1,1,53,ctm9as17rs95yhuz7qf53wfke,0,52.7,73.5,2023-04-23T07:05:06.533Z,2023-04-23T07:05:09Z,4212323223,213,6.1,4212323215,56,Center,4212323221,212,13.8,4212323217,140,65.7,4212323219,141,70.2,4212323213,3,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773447,16,44,1,1,54,92br3632xgmc25jvr0jesfvl6,1,31.5,28.9,2023-04-23T07:05:07.990Z,2023-04-23T07:05:09Z,4212323241,233,20,4212323207,285,,4212323205,56,Back,,,,,,,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773451,20,44,1,1,54,ctm9as17rs95yhuz7qf53wfke,0,68.5,71.1,2023-04-23T07:05:07.991Z,2023-04-23T07:05:09Z,4212323229,56,Center,4212323231,286,,4212323267,233,16,,,,,,,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773461,17,1,1,1,54,92br3632xgmc25jvr0jesfvl6,1,28.7,28,2023-04-23T07:05:08.343Z,2023-04-23T07:05:10Z,4212323283,212,13.3,4212323279,140,38.1,4212323277,56,Back,4212323281,141,14.9,4212323275,3,,4212323285,213,5.5,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773465,18,1,1,1,56,92br3632xgmc25jvr0jesfvl6,0,38.1,14.9,2023-04-23T07:05:09.943Z,2023-04-23T07:05:11Z,4212323327,213,0.5,4212323323,212,30.3,4212323321,141,36.3,4212323317,56,Center,4212323313,155,,4212323319,140,63.4,,,,,,,8sjwzm5s22rk4wxhbpx099jx0,N. Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773479,21,1,1,1,57,ctm9as17rs95yhuz7qf53wfke,0,36.7,62.4,2023-04-23T07:05:11.381Z,2023-04-23T07:05:12Z,4212323393,213,0.2,4212323385,56,Back,4212323387,140,42.5,4212323391,212,6.2,4212323389,141,64.0,4212323383,3,,,,,,,,el9hmsmc1zz7yie7dedfaac8a,B. Nduka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773489,19,1,1,1,59,92br3632xgmc25jvr0jesfvl6,1,61.2,38.3,2023-04-23T07:05:13.270Z,2023-04-23T07:05:16Z,4212323471,141,66.6,4212323473,212,20.0,4212323475,213,1.3,4212323469,140,66.4,4212323467,56,Center,,,,,,,,,,2shd4ptk7rfpalkpnrfodgded,T. Usami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773501,20,1,1,2,3,92br3632xgmc25jvr0jesfvl6,1,73.4,69,2023-04-23T07:05:16.527Z,2023-04-23T07:05:19Z,4212323549,140,72.5,4212323543,56,Center,4212323553,141,56.0,4212323559,213,4.6,4212323557,212,8.9,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773505,21,1,1,2,5,92br3632xgmc25jvr0jesfvl6,0,72.6,53.6,2023-04-23T07:05:19.199Z,2023-04-23T07:05:20Z,4212323591,213,5.8,4212323587,141,44.3,4212323583,56,Center,4212323589,212,13.5,4212323585,140,84.0,,,,,,,,,,2shd4ptk7rfpalkpnrfodgded,T. Usami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773515,22,12,1,2,8,ctm9as17rs95yhuz7qf53wfke,1,14.5,55.1,2023-04-23T07:05:22.181Z,2023-04-23T07:05:24Z,4212323663,212,30.0,4212323659,140,20.3,4212323657,56,Back,4212323661,141,11.9,4212323665,213,4.9,,,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773531,22,1,1,2,13,92br3632xgmc25jvr0jesfvl6,0,96.7,87.2,2023-04-23T07:05:26.968Z,2023-04-26T15:06:26Z,4212323781,140,96.9,4212323787,213,4.8,4212323825,233,23,4212323823,236,,4221521121,72,,4212323779,56,Left,4212323775,2,,4221521117,225,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,4212323783,141,4221521119,386,,4212323829,286,,4212323785,212,,,,84.5,1.8,,,,,,,,,,,,,,,,,,,,
2537773537,23,12,1,2,13,ctm9as17rs95yhuz7qf53wfke,1,10,14.1,2023-04-23T07:05:27.068Z,2023-04-23T07:05:29Z,4212323821,56,Back,4212323819,185,,4212323833,233,22,,,,,,,,,,,,,,,,esfnlp56d5kfvxy9518d91gd0,T. Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773549,23,5,1,2,16,92br3632xgmc25jvr0jesfvl6,1,82.6,101.4,2023-04-23T07:05:29.750Z,2023-04-23T07:05:31Z,4212323877,347,,4212323883,233,24,4212323875,56,Left,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773545,24,5,1,2,16,ctm9as17rs95yhuz7qf53wfke,0,17.4,-1.4,2023-04-23T07:05:29.750Z,2023-04-23T07:50:35Z,4212323855,56,Back,4212323857,347,,4212323891,233,23,,,,,,,,,,,,,,,,esfnlp56d5kfvxy9518d91gd0,T. Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773609,24,1,1,2,25,92br3632xgmc25jvr0jesfvl6,1,86.1,100,2023-04-23T07:05:39.190Z,2023-04-23T07:20:29Z,4212324205,140,74.1,4212324201,56,Left,4212324199,107,,4212324213,213,3.5,4212324209,212,13.3,4212324207,141,95.3,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773623,25,1,1,2,28,92br3632xgmc25jvr0jesfvl6,1,73.3,92.4,2023-04-23T07:05:42.103Z,2023-04-23T07:05:45Z,4212324281,140,45.4,4212324283,141,90.3,4212324287,213,3.2,4212324285,212,29.3,4212324279,56,Back,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773637,26,1,1,2,31,92br3632xgmc25jvr0jesfvl6,1,42.1,87.7,2023-04-23T07:05:45.158Z,2023-04-23T07:05:48Z,4212324361,140,43.3,4212324367,213,4.7,4212324363,141,35.2,4212324369,1,,4212324365,212,35.7,4212324359,56,Back,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773645,27,1,1,2,34,92br3632xgmc25jvr0jesfvl6,1,42.4,34.9,2023-04-23T07:05:48.351Z,2023-04-23T07:05:51Z,4212324469,56,Back,4212324475,212,24.0,4212324477,213,1.6,4212324473,141,70.2,4212324471,140,42.5,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773657,28,1,1,2,37,92br3632xgmc25jvr0jesfvl6,1,43.7,77.9,2023-04-23T07:05:51.407Z,2023-04-23T07:05:54Z,4212324529,141,95.9,4212324527,140,57.0,4212324535,213,0.7,4212324525,56,Left,4212324533,212,18.6,,,,,,,,,,23n7wb0am537w2rutg074gpg5,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773669,29,1,1,2,40,92br3632xgmc25jvr0jesfvl6,1,57,96.2,2023-04-23T07:05:54.318Z,2023-04-23T07:06:17Z,4212324593,212,5.8,4212324595,213,6.2,4212324587,56,Left,4212324591,141,95.4,4212324589,140,62.5,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773665,25,43,1,2,40,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-04-23T07:05:54.437Z,2023-04-23T07:06:15Z,4212325101,144,61,4212324569,56,Back,,,,,,,,,,,,,,,,,,,esfnlp56d5kfvxy9518d91gd0,T. Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773695,30,4,1,2,43,92br3632xgmc25jvr0jesfvl6,1,62.5,95,2023-04-23T07:05:57.239Z,2023-04-23T07:05:59Z,4212324671,13,,4212324679,286,,4212324673,56,Left,4212324717,233,26,4212324677,265,,4212324675,152,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773699,26,4,1,2,43,ctm9as17rs95yhuz7qf53wfke,0,37.5,5,2023-04-23T07:05:57.240Z,2023-04-23T07:05:59Z,4212324707,152,,4212324709,265,,4212324703,13,,4212324711,285,,4212324705,56,Back,4212324727,233,30,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537773799,31,1,1,3,9,92br3632xgmc25jvr0jesfvl6,1,61.5,94.4,2023-04-23T07:06:23.032Z,2023-04-26T15:09:05Z,4221526243,189,,4212325345,213,0.5,4212325335,152,,4212325333,5,,4212325341,141,97.5,4212325339,140,65.5,4212325337,56,Left,4212325343,212,4.7,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
