id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2526257801,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-01T04:09:39.123Z,2023-04-01T05:00:54Z,4151123589,59,"21, 2, 31, 6, 5, 18, 17, 20, 9, 13, 11, 8, 14, 22, 24, 25, 29, 50",4151123591,130,8,4151123599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151123587,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4151123597,197,14700,4151123585,30,"5x1kq3909or0h3gbe2uu2cp91, go72kkg33k57tcxebbg9v7u2, 9uuzy744b3q8i7sbk7hjjntn9, a24vimk2li0nbswdipoih6gkq, 7f7rlxtcm93i5p08kci7rzjkl, cqxevrqcel70m41ihup6kyac5, d00ghqkaff818dnyuyhcdcve, aieev8jr470iq7ft2ob005wph, 3tiriwy3k68lw0zi0fj5dx49h, 3n8lo5wm0i7sh0h92abx87hm1, dhqt17jw4t2yis8p6medgnluy, 96dbf20tzfz2751lensfhchk9, 536qjh4gcmpo5q68ti87e60kq, 7wzdljgji8khptjqjjj5jwzfu, 9r5s24hfr0fjlrtv6u685cafp, bj5k9pm3837dxwerp0vy94hgq, e71tauhzcgnksdcab863uoqhg, 5vuhxc4dqq733xjjcnlbudn8p",4151123593,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151123595,194,9uuzy744b3q8i7sbk7hjjntn9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526257899,1,34,16,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-01T04:10:30.111Z,2023-04-01T05:07:53Z,4151124303,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4151124305,59,"1, 34, 17, 13, 4, 2, 15, 6, 77, 10, 18, 3, 5, 9, 16, 21, 33, 46",4151124313,194,a6mikq97x6ldarn4j7i16gatx,4151124315,197,11924,4151124309,130,17,4151124317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151124301,30,"jywyirljzj827gq6pkgb34k5, dg1wh53t8qyb8l2dkeibtnkkp, 8u07m36pydqgg68citu7pilii, ecdovu3igm2rwrf6mwannhwmi, dnwwsdy1tfz0o7t0odssfstsl, 4q09fnw7soqo8q1u50wfde76d, a6mikq97x6ldarn4j7i16gatx, 5c3w3zdu6bojrfd8gt8u35o7p, 4o4vrnjw7c3g7j5aw5utyw1cl, 1enckn6zmewa3nupsm95mgkb9, dnvqxvpw9c21y0mb2wdxyua51, 96c2ojt4sgo4gfxs7vt1qfxed, b9q7re294ul5aq3jxch5oomol, 3g0uy8yhevhod17kgrtho63th, iu0xfgqmdqhn8vpgbqwpbnit, ecl5pqdpqewobefggvbc3ukgk, cfzctw95ysbr2hdzz1q4uftre, 8zdlz0of41h59r1iizgtsgcbu",4151124311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266763,2,32,1,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-01T05:03:16.308Z,2023-04-01T05:03:18Z,4151169001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266759,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-04-01T05:03:16.308Z,2023-04-06T13:25:37Z,4151168995,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266773,3,1,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,50,50,2023-04-01T05:03:16.408Z,2023-04-01T05:09:10Z,4151169037,56,Back,4151169043,212,15.1,4151169039,140,36.7,4151169045,213,3.5,4151169047,279,S,4151169041,141,41.5,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266783,4,1,1,0,3,12tyw9yomy9n5cjd5po2ajx1q,1,35.9,39.2,2023-04-01T05:03:19.576Z,2023-04-01T05:03:22Z,4151169077,212,21.4,4151169075,141,7.9,4151169079,213,4.6,4151169071,56,Back,4151169073,140,33.7,,,,,,,,,,a24vimk2li0nbswdipoih6gkq,H. Akiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266805,5,1,1,0,5,12tyw9yomy9n5cjd5po2ajx1q,1,33.3,7.6,2023-04-01T05:03:22.009Z,2023-04-01T05:03:25Z,4151169167,141,28.5,4151169163,56,Back,4151169171,213,2.0,4151169165,140,27.2,4151169169,212,15.6,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266815,6,1,1,0,8,12tyw9yomy9n5cjd5po2ajx1q,1,27,29.7,2023-04-01T05:03:25.130Z,2023-04-01T05:03:27Z,4151169203,56,Back,4151169209,212,24.0,4151169205,140,10.4,4151169207,141,53.9,4151169211,213,2.4,,,,,,,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266837,7,1,1,0,11,12tyw9yomy9n5cjd5po2ajx1q,1,10.4,53.9,2023-04-01T05:03:27.608Z,2023-04-01T05:03:30Z,4151169271,140,26.2,4151169277,213,0.0,4151169273,141,54.5,4151169269,56,Back,4151169275,212,16.6,,,,,,,,,,5x1kq3909or0h3gbe2uu2cp91,K. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266861,8,1,1,0,14,12tyw9yomy9n5cjd5po2ajx1q,1,25.2,59.3,2023-04-01T05:03:30.457Z,2023-04-01T05:03:35Z,4151169357,56,Back,4151169361,141,75.1,4151169359,140,29.8,4151169363,212,11.8,4151169365,213,1.1,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266863,9,1,1,0,15,12tyw9yomy9n5cjd5po2ajx1q,1,33.2,82,2023-04-01T05:03:31.360Z,2023-04-01T05:10:40Z,4151178197,213,3.9,4151178189,56,Back,4151178191,140,24.6,4151178193,141,69.9,4151178195,212,12.2,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266867,10,1,1,0,16,12tyw9yomy9n5cjd5po2ajx1q,0,24.1,69.5,2023-04-01T05:03:32.496Z,2023-04-01T05:10:36Z,4151179421,1,,4151179413,140,58.3,4151179415,141,71.9,4151179417,212,35.9,4151179409,155,,4151179419,213,0.0,4151179411,56,Center,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
