id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2551408947,7,49,1,0,16,9s2g5k3dlmfii452t8edaeozh,1,60,71.3,2023-05-20T06:03:49.313Z,2023-05-20T06:10:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408945,6,1,1,0,17,9s2g5k3dlmfii452t8edaeozh,1,57.6,80,2023-05-20T06:03:50.973Z,2023-05-20T06:10:03Z,4291944745,56,Center,4291944751,212,5.9,4291944747,140,63.2,4291944753,213,6.1,4291944749,141,78.8,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408959,8,1,1,0,18,9s2g5k3dlmfii452t8edaeozh,1,63.2,78.8,2023-05-20T06:03:51.692Z,2023-05-20T06:10:20Z,4291944817,213,4.2,4291944809,56,Center,4291944813,141,49.3,4291944815,212,23.6,4291944811,140,51.4,,,,,,,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408963,9,1,1,0,21,9s2g5k3dlmfii452t8edaeozh,1,52,45.2,2023-05-20T06:03:54.566Z,2023-05-20T06:10:34Z,4291944847,141,67.0,4291944843,56,Center,4291944851,213,0.4,4291944853,1,,4291944849,212,35.8,4291944845,140,83.0,4291944841,155,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408965,10,1,1,0,23,9s2g5k3dlmfii452t8edaeozh,1,82.1,65.2,2023-05-20T06:03:57.124Z,2023-05-20T06:10:44Z,4291944883,141,78.5,4291944887,213,1.1,4291944879,56,Center,4291944881,140,86.9,4291944885,212,10.4,,,,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408979,11,1,1,0,25,9s2g5k3dlmfii452t8edaeozh,1,90.2,75.7,2023-05-20T06:03:59.191Z,2023-05-20T06:11:50Z,4291945181,154,,4291944955,140,92.1,4291944959,212,13.1,4291944961,213,4.9,4291945511,2,,4291945179,210,15,4291944953,56,Center,4291944957,141,56.7,5rilbggz566o3ixxga08zimdx,H. Nakama,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408981,12,15,1,0,26,9s2g5k3dlmfii452t8edaeozh,1,92.5,62,2023-05-20T06:03:59.581Z,2023-05-20T06:11:50Z,4291945185,76,,4291944971,22,,4291945211,233,6,4291945195,102,54.0,4291945203,147,53.1,4291945201,146,99.0,4291944973,17,,4291945191,55,11,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,4291944975,56,Center,4291945199,328,4291945189,154,4291945187,29,4291945183,15,4291945197,103,16.5,,,,,,,,,,,,,,
2551408983,6,10,1,0,26,e90fnsgtnamze3yssxpg392eb,1,1.1,45.5,2023-05-20T06:03:59.681Z,2023-05-20T06:16:57Z,4291945039,177,,4291945041,179,,4291944991,56,Back,4291945047,233,12,4291944989,182,,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551408985,7,52,1,0,29,e90fnsgtnamze3yssxpg392eb,1,1.1,45.5,2023-05-20T06:04:02.924Z,2023-05-20T06:04:03Z,,,,,,,,,,,,,,,,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409019,8,1,1,0,45,e90fnsgtnamze3yssxpg392eb,1,4.4,49.6,2023-05-20T06:04:18.991Z,2023-05-20T06:04:34Z,4291945309,123,,4291945313,140,32.5,4291945317,212,43.9,4291945497,189,,4291945319,213,0.8,4291945321,1,,4291945311,56,Back,4291945315,141,97.4,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409021,9,4,1,0,51,e90fnsgtnamze3yssxpg392eb,1,34.5,94.8,2023-05-20T06:04:25.211Z,2023-05-20T06:11:17Z,4291945451,233,13,4291945455,286,,4291945329,56,Back,4291945333,265,,4291945443,189,,4291945331,152,,4291945327,13,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409025,13,4,1,0,51,9s2g5k3dlmfii452t8edaeozh,0,65.5,5.2,2023-05-20T06:04:25.212Z,2023-05-20T06:11:18Z,4291945357,265,,4291945509,189,,4291945385,233,9,4291945353,56,Right,4291945359,285,,4291945355,152,,4291945351,13,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409053,10,1,1,1,2,e90fnsgtnamze3yssxpg392eb,0,33.2,95.4,2023-05-20T06:04:35.852Z,2023-05-20T06:04:39Z,4291945557,1,,4291945549,140,74.7,4291945553,212,48.3,4291945541,5,,4291945545,152,,4291945543,155,,4291945547,56,Center,4291945555,213,5.8,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,4291945551,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,
2551409057,14,44,1,1,5,9s2g5k3dlmfii452t8edaeozh,1,28.2,35.2,2023-05-20T06:04:38.314Z,2023-05-20T06:04:39Z,4291945583,285,,4291945591,233,11,4291945581,56,Back,,,,,,,,,,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409055,11,44,1,1,5,e90fnsgtnamze3yssxpg392eb,0,71.8,64.8,2023-05-20T06:04:38.315Z,2023-05-20T06:04:40Z,4291945621,233,14,4291945579,286,,4291945577,56,Center,,,,,,,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409059,15,1,1,1,5,9s2g5k3dlmfii452t8edaeozh,0,29.8,33.8,2023-05-20T06:04:38.774Z,2023-05-20T06:14:01Z,4291945597,56,Back,4291945605,213,0.9,4291945601,141,48.2,4291945595,3,,4291945603,212,12.1,4291945599,140,36.6,,,,,,,cqjhp31uh46s2jfedo48h86ol,N. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551411169,82,61,1,1,6,e90fnsgtnamze3yssxpg392eb,0,70.2,53.4,2023-05-20T06:04:40.226Z,2023-05-20T06:13:43Z,4291956991,56,Center,,,,,,,,,,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409067,16,50,1,1,9,9s2g5k3dlmfii452t8edaeozh,1,32.9,51.7,2023-05-20T06:04:42.394Z,2023-05-20T06:04:56Z,4291945717,233,12,4291945653,56,Back,4291945715,285,,,,,,,,,,,,,,,,,5rilbggz566o3ixxga08zimdx,H. Nakama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409065,12,7,1,1,9,e90fnsgtnamze3yssxpg392eb,0,67.1,48.3,2023-05-20T06:04:42.395Z,2023-05-20T06:04:54Z,4291945651,286,,4291945707,233,16,4291945649,56,Center,,,,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409069,17,49,1,1,11,9s2g5k3dlmfii452t8edaeozh,1,13.4,61.5,2023-05-20T06:04:44.837Z,2023-05-20T06:04:44Z,,,,,,,,,,,,,,,,,,,,,,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409077,18,1,1,1,11,9s2g5k3dlmfii452t8edaeozh,1,13.4,61.5,2023-05-20T06:04:44.883Z,2023-05-20T06:04:47Z,4291945763,1,,4291945753,56,Back,4291945757,141,48.5,4291945751,157,,4291945755,140,48.0,4291945761,213,6.0,4291945759,212,37.4,,,,cvobb9nkum41ldfnfszy42xka,I. Sekigawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409079,19,1,1,1,14,9s2g5k3dlmfii452t8edaeozh,0,48,48.5,2023-05-20T06:04:47.757Z,2023-05-20T06:04:48Z,4291945777,213,3.8,4291945773,141,39.4,4291945775,212,10.7,4291945769,56,Back,4291945767,3,,4291945771,140,39.7,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409081,13,49,1,1,15,e90fnsgtnamze3yssxpg392eb,1,59.3,63.6,2023-05-20T06:04:48.554Z,2023-05-20T06:04:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409087,14,1,1,1,15,e90fnsgtnamze3yssxpg392eb,1,59.3,63.6,2023-05-20T06:04:49.115Z,2023-05-20T06:04:52Z,4291945841,56,Back,4291945845,141,90.6,4291945849,213,2.3,4291945843,140,43.5,4291945847,212,24.7,,,,,,,,,,1t02yvbqtxoq0xlil3o88bgx6,S. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409109,15,1,1,1,19,e90fnsgtnamze3yssxpg392eb,1,42.5,90.8,2023-05-20T06:04:52.555Z,2023-05-20T06:04:57Z,4291945989,141,75.9,4291945993,213,4.1,4291945987,140,36.1,4291945991,212,12.2,4291945985,56,Back,,,,,,,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409129,16,1,1,1,24,e90fnsgtnamze3yssxpg392eb,0,34.6,67.3,2023-05-20T06:04:57.532Z,2023-05-20T06:05:02Z,4291946093,213,5.5,4291946087,140,75.6,4291946083,196,,4291946089,141,4.9,4291946091,212,60.4,4291946085,56,Right,4291946081,155,,4291946095,1,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409131,20,12,1,1,28,9s2g5k3dlmfii452t8edaeozh,1,28,96,2023-05-20T06:05:02.096Z,2023-05-20T06:05:03Z,4291946111,15,,4291946133,167,,4291946103,140,29.5,4291946107,212,4.4,4291946101,56,Back,4291946105,141,100.0,4291946109,213,1.2,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409133,17,5,1,1,29,e90fnsgtnamze3yssxpg392eb,1,73.2,-2,2023-05-20T06:05:02.736Z,2023-05-20T06:05:03Z,4291946117,56,Right,4291946119,347,,4291946139,233,21,,,,,,,,,,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409135,21,5,1,1,29,9s2g5k3dlmfii452t8edaeozh,0,26.8,102,2023-05-20T06:05:02.736Z,2023-05-20T06:11:11Z,4291946125,56,Back,4291946143,233,17,4291946127,347,,,,,,,,,,,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409185,18,1,1,1,35,e90fnsgtnamze3yssxpg392eb,0,72.2,0,2023-05-20T06:05:09.227Z,2023-05-20T06:05:12Z,4291946351,56,Right,4291946355,141,5.8,4291946353,140,89.7,4291946359,213,0.3,4291946357,212,19.1,4291946349,107,,,,,,,,1vodims2kc52x1ew6acbj0wr9,Y. Nagatomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409193,22,8,1,1,38,9s2g5k3dlmfii452t8edaeozh,1,16,94.8,2023-05-20T06:05:12.164Z,2023-05-20T06:05:12Z,4291946389,56,Back,,,,,,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409203,23,50,1,1,40,9s2g5k3dlmfii452t8edaeozh,1,17,96.9,2023-05-20T06:05:13.499Z,2023-05-20T06:05:15Z,4291946473,233,19,4291946425,285,,4291946423,56,Back,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409199,19,7,1,1,40,e90fnsgtnamze3yssxpg392eb,1,83,3.1,2023-05-20T06:05:13.500Z,2023-05-20T06:05:18Z,4291946411,56,Right,4291946561,167,,4291946413,286,,4291946453,233,23,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409229,20,5,1,1,44,e90fnsgtnamze3yssxpg392eb,0,80.4,-1.6,2023-05-20T06:05:17.994Z,2023-05-20T06:11:12Z,4291946571,56,Right,4291946573,347,,4291953897,233,24,,,,,,,,,,,,,,,,8k94yjnb64nf994hbmpaiieol,K. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409225,24,5,1,1,44,9s2g5k3dlmfii452t8edaeozh,1,19.6,101.6,2023-05-20T06:05:17.994Z,2023-05-20T06:05:19Z,4291946553,56,Back,4291946579,233,20,4291946555,347,,,,,,,,,,,,,,,,,4mnxvvl5unk1t8k2lkac3yor9,Diego Pituca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409271,25,1,1,1,52,9s2g5k3dlmfii452t8edaeozh,1,21.5,100,2023-05-20T06:05:25.948Z,2023-05-20T06:05:28Z,4291946755,107,,4291946765,213,4.2,4291946761,141,86.2,4291946759,140,15.6,4291946763,212,12.3,4291946757,56,Back,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409275,26,1,1,1,55,9s2g5k3dlmfii452t8edaeozh,0,15.6,86.2,2023-05-20T06:05:28.473Z,2023-05-20T06:05:29Z,4291946785,140,48.4,4291946791,213,0.1,4291946781,157,,4291946789,212,34.6,4291946787,141,91.5,4291946793,1,,4291946783,56,Back,,,,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409289,22,1,1,1,58,e90fnsgtnamze3yssxpg392eb,0,54.1,6.2,2023-05-20T06:05:31.604Z,2023-05-20T06:15:36Z,4291946869,140,46.4,4291946875,213,2.2,4291946871,141,21.7,4291946867,56,Back,4291946865,3,,4291946873,212,13.3,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409287,21,43,1,1,58,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-05-20T06:05:32.203Z,2023-05-20T06:05:45Z,4291947085,144,44,4291946863,285,0,4291946861,56,Back,,,,,,,,,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409297,27,4,1,2,1,9s2g5k3dlmfii452t8edaeozh,1,56.4,76.4,2023-05-20T06:05:34.563Z,2023-05-20T06:05:38Z,4291946917,152,,4291946991,294,,4291946913,13,,4291946995,233,23,4291946915,56,Center,4291946921,286,,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409299,23,4,1,2,1,e90fnsgtnamze3yssxpg392eb,0,43.6,23.6,2023-05-20T06:05:34.564Z,2023-05-20T06:05:38Z,4291946927,294,,4291946931,152,,4291946929,56,Back,4291946933,285,,4291946987,233,27,4291946925,13,,,,,,,,6w26g83j8eztacwrfa4ilvh05,M. Morishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409511,28,1,1,2,47,9s2g5k3dlmfii452t8edaeozh,0,54.4,78.8,2023-05-20T06:06:21.167Z,2023-05-20T06:06:24Z,4291947979,141,42.7,4291947971,155,,4291947975,56,Center,4291947983,213,5.7,4291947969,5,,4291947985,1,,4291947973,152,,4291947977,140,91.6,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,4291947981,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,
2551409513,24,52,1,2,51,e90fnsgtnamze3yssxpg392eb,1,9.3,52.4,2023-05-20T06:06:24.683Z,2023-05-20T06:16:25Z,,,,,,,,,,,,,,,,,,,,,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409541,25,1,1,2,55,e90fnsgtnamze3yssxpg392eb,1,13.5,52.6,2023-05-20T06:06:28.812Z,2023-05-20T06:06:57Z,4291948149,213,1.2,4291948157,287,,4291948141,56,Back,4291948145,141,95.2,4291948143,140,24.9,4291948147,212,31.3,4291948137,123,,,,,eu0wama1jzd9er063es4p3b9x,J. Słowik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409549,26,61,1,2,59,e90fnsgtnamze3yssxpg392eb,0,33.6,93.3,2023-05-20T06:06:32.235Z,2023-05-20T06:17:10Z,4291948177,56,Back,,,,,,,,,,,,,,,,,,,,,,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409557,29,49,1,2,59,9s2g5k3dlmfii452t8edaeozh,1,62.3,19.1,2023-05-20T06:06:33.115Z,2023-05-20T06:06:33Z,,,,,,,,,,,,,,,,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409579,30,1,1,3,0,9s2g5k3dlmfii452t8edaeozh,1,60.3,7.5,2023-05-20T06:06:33.368Z,2023-05-20T06:17:18Z,4291948303,140,74.8,4291948307,212,16.8,4291948309,213,0.4,4291948301,56,Right,4291948305,141,18.0,,,,,,,,,,15b53vkcltdxtbt1zt4peswd1,R. Hirose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409583,31,4,1,3,2,9s2g5k3dlmfii452t8edaeozh,1,70.6,25,2023-05-20T06:06:35.738Z,2023-05-20T06:06:37Z,4291948327,286,,4291948323,152,,4291948325,265,,4291948319,13,,4291948321,56,Center,4291948333,233,27,,,,,,,4c03ukpq8hq69ykgcypq5jf8p,Y. Kakita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409577,27,4,1,3,2,e90fnsgtnamze3yssxpg392eb,0,29.4,75,2023-05-20T06:06:35.739Z,2023-05-20T06:06:37Z,4291948299,285,,4291948355,233,31,4291948291,13,,4291948295,152,,4291948293,56,Back,4291948297,265,,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409781,32,1,1,3,59,9s2g5k3dlmfii452t8edaeozh,0,68.6,23,2023-05-20T06:07:32.810Z,2023-05-20T06:07:38Z,4291949313,2,,4291949317,155,,4291949331,1,,4291949323,140,100.0,4291949327,212,44.9,4291949319,152,,4291949321,56,Center,4291949325,141,65.5,cs1e2ou4h94utke3qdy14fiay,Y. Higuchi,,4291949329,213,0.7,4291949315,5,,,,,,,,,,,,,,,,,,,,,,,
2551409771,28,5,1,4,2,e90fnsgtnamze3yssxpg392eb,1,-1.2,35.6,2023-05-20T06:07:35.741Z,2023-05-20T06:07:39Z,4291949249,56,Back,4291949355,233,33,4291949251,346,,,,,,,,,,,,,,,,,406wrekzsvvqqo9jgv2lk1d5,Y. Kimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
