id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/16/value
2511740107,1,34,16,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-02-25T04:50:58.904Z,2023-02-25T06:03:48Z,4053470513,197,11145,4053470511,194,83wyz3tyibxx8t5bnvtedpjo5,4053470509,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053470505,59,"1, 2, 19, 16, 23, 15, 22, 5, 10, 11, 14, 17, 18, 25, 26, 27, 33, 40",4053470515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053470507,130,4,4053470501,30,"71nmf5ieohq83rj1ah9j94a21, 8pws7hieamm0zugu456ibssiy, 1ma8gce4os15aa6p7u24dlj3d, c1bmg5i86q1qye115yyz4qvah, f2mpyljll9npb71owp1tlzy7d, 666fx7wetbxy3ri2hlfdn8ph, 2fpbnagisq2zqfordsc9fkjfu, 83wyz3tyibxx8t5bnvtedpjo5, 22imd9on624739u8fym5n640l, 3bl0mhzv53z17qkbezviavg0l, 196dypy60x08uuc7cltabdcr9, 9q5gt9chgmj0j94spa6ovm8a2, 9z3v28ssd5e50tt745583obth, 3eyq5jpfdsk0zp1hhmono2wgl, 62v83t4tsl4zt6kquo32vqay1, go7p2ijq9w10e8k9q4wz6c5w, 9whpm2j0zai890ysmcre6lpzp, 3pv358rkmu85la3dsk989fxm1",4053470503,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511742825,1,34,16,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-02-25T05:14:18.365Z,2023-02-25T05:31:08Z,4053489081,59,"25, 9, 4, 5, 50, 2, 3, 10, 27, 18, 11, 6, 13, 22, 45, 48, 49, 99",4053489083,130,17,4053489087,194,1bjh7t56w2jg6berm300782c5,4053489077,30,"8978k9hzej7ocv8ng09i1zcut, 7de6u27l0rm2y8aigjr2i0ru, f06bxfhvobzkepanw3nm1vzzd, 51ny01vwhnzkkd50iy4pfyor9, a60hpbc5lfxj5cj82iadif622, 8cmqekmxeybrc8c9ml7rwdai2, 5s151hcgpbhtuuarwfchd47ze, 1bjh7t56w2jg6berm300782c5, 61mnri2ox1dao9jdo2ye42i8l, ez4fqumbyew4fsvisf0ziml4a, 9bvp90vtnqsbq3muka37rm40l, 2jgby6e91uem5e2dd1b11psoa, 6jdifjaop9haqylognzg3azf9, 1av7m3uyhcvjn8jhsegdqypqt, 2xfo511b4sbt16xpwca2w3uok, dbx2uc9zyw88drq5w80smpgb9, bj3ve8inko999nctm66s76acp, 9wan49fvimh705r3jjfrlhuc5",4053489091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053489079,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4053489089,197,5044,4053489085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750959,2,32,1,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-02-25T06:03:16.411Z,2023-02-25T06:03:24Z,4053530327,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750955,2,32,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-02-25T06:03:16.411Z,2023-02-28T15:55:45Z,4053530317,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750975,3,1,1,0,1,1f3ehp8p9yi8reamghry4p76t,1,49.9,49.9,2023-02-25T06:03:17.511Z,2023-02-28T14:51:02Z,4053530387,140,28.8,4053530395,279,S,4053530385,56,Back,4053530393,213,3.2,4053530391,212,22.2,4053530389,141,47.5,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750981,4,1,1,0,3,1f3ehp8p9yi8reamghry4p76t,0,29.8,47.3,2023-02-25T06:03:19.495Z,2023-02-25T06:05:13Z,4053530423,56,Left,4053530421,155,,4053530427,141,86.8,4053530425,140,68.7,4053530429,212,48.9,4053530431,213,0.6,4053530433,1,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750999,3,1,1,0,5,bbt5nqwufsne7r0zfa6pvpmfa,1,27.1,10.4,2023-02-25T06:03:21.986Z,2023-02-28T14:56:49Z,4053530961,3,,4053530963,56,Back,4053530971,213,0.3,4053530967,141,14.3,4053530969,212,8.9,4053530965,140,35.2,,,,,,,8pws7hieamm0zugu456ibssiy,N. Iino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751003,4,1,1,0,6,bbt5nqwufsne7r0zfa6pvpmfa,1,35,14.3,2023-02-25T06:03:23.160Z,2023-02-28T14:57:40Z,4053531451,213,0.4,4053531439,168,,4053531443,140,42.2,4053531441,56,Back,4053531449,212,8.2,4053531445,141,19.0,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751007,5,44,1,0,10,bbt5nqwufsne7r0zfa6pvpmfa,1,43.6,19.3,2023-02-25T06:03:26.415Z,2023-02-25T06:05:30Z,4053532265,285,,4053532263,56,Back,4053533161,233,21,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511751339,21,44,1,0,10,1f3ehp8p9yi8reamghry4p76t,0,56.4,80.7,2023-02-25T06:03:26.416Z,2023-02-25T06:05:33Z,4053533165,233,5,4053532993,56,Left,4053532995,286,,,,,,,,,,,,,,,,,1bjh7t56w2jg6berm300782c5,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
