id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2526266907,6,50,1,0,27,6bus1cl4b6zdm93290r02o7cx,1,73.2,5.4,2023-04-01T05:03:44.081Z,2023-04-01T05:03:49Z,4151169569,56,Right,4151169657,233,6,4151169571,286,,,,,,,,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266917,6,7,1,0,27,bbt5nqwufsne7r0zfa6pvpmfa,1,26.8,94.6,2023-04-01T05:03:44.082Z,2023-04-06T13:53:57Z,4151169627,233,6,4167530355,384,,4151169611,56,Back,4151169613,285,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266919,7,49,1,0,31,bbt5nqwufsne7r0zfa6pvpmfa,1,27.9,96.6,2023-04-01T05:03:48.322Z,2023-04-01T05:03:48Z,,,,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266929,8,50,1,0,32,bbt5nqwufsne7r0zfa6pvpmfa,1,31,96.2,2023-04-01T05:03:48.771Z,2023-04-01T05:03:51Z,4151169679,56,Back,4151169735,233,7,4151169681,285,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266941,7,7,1,0,32,6bus1cl4b6zdm93290r02o7cx,1,69,3.8,2023-04-01T05:03:48.772Z,2023-04-06T13:54:29Z,4151169725,233,8,4151169729,286,,4167531487,385,,4151169713,167,,4151169715,56,Right,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266943,8,5,1,0,33,6bus1cl4b6zdm93290r02o7cx,0,70,-2,2023-04-01T05:03:50.272Z,2023-04-01T05:03:52Z,4151169723,347,,4151169779,233,9,4151169721,56,Right,,,,,,,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266951,9,5,1,0,33,bbt5nqwufsne7r0zfa6pvpmfa,1,30,102,2023-04-01T05:03:50.272Z,2023-04-01T05:24:41Z,4151169775,233,8,4151169773,347,,4151169771,56,Back,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266967,10,1,1,0,38,bbt5nqwufsne7r0zfa6pvpmfa,0,23.9,100,2023-04-01T05:03:55.250Z,2023-04-01T05:03:57Z,4151169871,56,Left,4151169877,212,36.6,4151169873,140,57.5,4151169875,141,86.9,4151169879,213,6.0,4151169881,1,,4151169869,107,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266977,9,12,1,0,42,6bus1cl4b6zdm93290r02o7cx,1,32.5,9.2,2023-04-01T05:03:59.536Z,2023-04-01T05:04:00Z,4151169909,141,0.0,4151169923,167,,4151169911,212,9.2,4151169905,56,Back,4151169913,213,5.3,4151169907,140,37.7,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266979,10,5,1,0,43,6bus1cl4b6zdm93290r02o7cx,0,39.5,-1.8,2023-04-01T05:04:00.139Z,2023-04-01T05:24:41Z,4151169941,233,11,4151169917,347,,4151169915,56,Back,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526266975,11,5,1,0,43,bbt5nqwufsne7r0zfa6pvpmfa,1,60.5,101.8,2023-04-01T05:04:00.139Z,2023-04-01T05:04:59Z,4151169901,56,Left,4151169937,233,10,4151169903,347,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267015,12,1,1,0,51,bbt5nqwufsne7r0zfa6pvpmfa,1,58.7,100,2023-04-01T05:04:08.002Z,2023-04-01T05:04:10Z,4151170105,212,21.0,4151170107,213,5.8,4151170101,141,87.1,4151170095,56,Left,4151170093,107,,4151170097,140,76.2,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267023,13,1,1,0,54,bbt5nqwufsne7r0zfa6pvpmfa,0,76.2,87.1,2023-04-01T05:04:10.754Z,2023-04-01T05:04:11Z,4151170135,140,80.7,4151170129,3,,4151170133,56,Left,4151170141,213,6.2,4151170131,168,,4151170137,141,86.2,4151170139,212,4.8,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267027,11,1,1,0,55,6bus1cl4b6zdm93290r02o7cx,1,14.5,7.1,2023-04-01T05:04:12.423Z,2023-04-01T05:04:13Z,4151170159,212,6.0,4151170157,141,5.2,4151170151,3,,4151170161,213,6.1,4151170153,56,Back,4151170155,140,20.1,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267031,12,49,1,0,57,6bus1cl4b6zdm93290r02o7cx,1,20.3,5.5,2023-04-01T05:04:13.759Z,2023-04-01T05:04:14Z,,,,,,,,,,,,,,,,,,,,,,,,,dsg6lclcyu8gvsyyn6jnoii95,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267039,13,1,1,0,57,6bus1cl4b6zdm93290r02o7cx,0,20.3,5.5,2023-04-01T05:04:14.336Z,2023-04-01T05:04:14Z,4151170197,56,Back,4151170199,140,29.3,4151170201,141,29.4,4151170205,213,1.0,4151170203,212,18.8,,,,,,,,,,dsg6lclcyu8gvsyyn6jnoii95,S. Fukuoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267045,14,1,1,0,57,bbt5nqwufsne7r0zfa6pvpmfa,1,71.9,69.9,2023-04-01T05:04:14.466Z,2023-04-06T13:55:55Z,4151170239,141,82.0,4151170243,213,2.4,4151170237,140,62.8,4151170233,3,,4151170235,56,Left,4151170241,212,12.6,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529357449,900,61,1,0,58,bbt5nqwufsne7r0zfa6pvpmfa,1,64.3,82.4,2023-04-01T05:04:15.656Z,2023-04-06T13:56:00Z,4167534415,56,Left,,,,,,,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267051,15,43,1,1,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-01T05:04:17.084Z,2023-04-01T05:04:50Z,4151170909,144,61,4151170273,56,Left,,,,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267053,16,43,1,1,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-01T05:04:17.153Z,2023-04-01T05:06:17Z,4151172913,144,61,4151170275,56,Left,,,,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267069,17,2,1,1,1,bbt5nqwufsne7r0zfa6pvpmfa,1,58.1,94.6,2023-04-01T05:04:18.690Z,2023-04-01T05:06:09Z,4151170347,141,68.2,4151170473,7,22imd9on624739u8fym5n640l,4151170345,140,74.4,4151170343,56,Center,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267083,14,55,1,1,1,6bus1cl4b6zdm93290r02o7cx,1,25.8,8.9,2023-04-01T05:04:18.691Z,2023-04-01T05:55:36Z,,,,,,,,,,,,,,,,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267071,18,43,1,1,4,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-01T05:04:20.882Z,2023-04-01T05:04:31Z,4151170355,56,Center,4151170519,144,61,,,,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267159,15,43,1,1,29,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-01T05:04:46.495Z,2023-04-01T05:04:49Z,4151170871,144,8,4151170843,56,Back,,,,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267187,16,1,1,1,35,6bus1cl4b6zdm93290r02o7cx,1,21.3,25.9,2023-04-01T05:04:51.944Z,2023-04-01T05:05:05Z,4151170965,212,42.7,4151170955,157,,4151170953,5,,4151170963,141,8.8,4151170967,213,6.0,4151170957,241,,4151170961,140,60.4,4151170969,1,,7j7c0l6xctuoauvg1tpni3ysp,T. Wakahara,4151170959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267199,17,1,1,1,39,6bus1cl4b6zdm93290r02o7cx,0,60.7,8.8,2023-04-01T05:04:56.480Z,2023-04-01T05:07:46Z,4151171033,56,Right,4151171035,140,73.1,4151171041,213,0.4,4151175081,168,,4151171031,3,,4151171039,212,14.4,4151171037,141,17.7,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267211,19,1,1,1,40,bbt5nqwufsne7r0zfa6pvpmfa,0,28.5,82,2023-04-01T05:04:56.978Z,2023-04-01T05:04:58Z,4151171097,3,,4151171103,141,83.0,4151171105,212,17.1,4151171099,56,Back,4151171107,213,0.0,4151171101,140,44.8,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267221,18,1,1,1,42,6bus1cl4b6zdm93290r02o7cx,1,57,9.4,2023-04-01T05:04:59.143Z,2023-04-01T05:05:01Z,4151171167,3,,4151171169,56,Right,4151171173,141,5.6,4151171175,212,10.4,4151171177,213,6.0,4151171171,140,66.6,,,,,,,6vkppmpdrvrujfp035ucpib8q,S. Kawasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267223,19,1,1,1,44,6bus1cl4b6zdm93290r02o7cx,0,65.9,8,2023-04-01T05:05:01.136Z,2023-04-01T05:05:01Z,4151171185,140,74.0,4151171183,56,Center,4151171191,213,1.1,4151171181,155,,4151171187,141,31.3,4151171189,212,18.0,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267225,20,1,1,1,44,bbt5nqwufsne7r0zfa6pvpmfa,0,25.7,81.4,2023-04-01T05:05:01.251Z,2023-04-01T05:05:02Z,4151171193,3,,4151171195,56,Back,4151171203,213,1.4,4151171199,141,100.0,4151171201,212,14.2,4151171197,140,28.1,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267231,20,5,1,1,45,6bus1cl4b6zdm93290r02o7cx,1,70,-2,2023-04-01T05:05:02.365Z,2023-04-01T05:24:41Z,4151171221,233,21,4151171217,56,Right,4151171219,347,,,,,,,,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267229,21,5,1,1,45,bbt5nqwufsne7r0zfa6pvpmfa,0,30,102,2023-04-01T05:05:02.365Z,2023-04-01T05:05:04Z,4151171211,347,,4151171225,233,20,4151171209,56,Back,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267249,21,1,1,1,52,6bus1cl4b6zdm93290r02o7cx,1,68.1,0,2023-04-01T05:05:09.593Z,2023-04-01T05:59:38Z,4151171299,140,76.5,4151240607,189,,4151171305,213,1.1,4151171303,212,19.8,4151171297,56,Center,4151171295,107,,4151171301,141,24.0,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267253,22,44,1,1,54,6bus1cl4b6zdm93290r02o7cx,1,72.2,23,2023-04-01T05:05:10.945Z,2023-04-01T05:05:11Z,4151171333,233,22,4151171315,286,,4151171313,56,Center,,,,,,,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267251,22,44,1,1,54,bbt5nqwufsne7r0zfa6pvpmfa,0,27.8,77,2023-04-01T05:05:10.946Z,2023-04-01T05:05:12Z,4151171311,285,,4151171309,56,Back,4151171339,233,22,,,,,,,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267263,23,1,1,1,54,6bus1cl4b6zdm93290r02o7cx,1,76.3,23.9,2023-04-01T05:05:11.536Z,2023-04-01T05:05:14Z,4151171409,3,,4151171423,213,0.5,4151171419,141,27.9,4151171421,212,5.8,4151171413,168,,4151171415,56,Center,4151171417,140,81.2,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267293,24,1,1,1,57,6bus1cl4b6zdm93290r02o7cx,1,92.8,17.6,2023-04-01T05:05:14.187Z,2023-04-06T13:58:33Z,4151171541,213,1.6,4151171535,140,90.0,4167539429,224,,4151171533,56,Left,4151171537,141,82.3,4151171543,1,,4151171531,155,,4151171529,2,,5cwzgbnlpamgpiwjlgn61i8k5,K. Kinoshita,4151171539,212,44.1,4167539431,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526268905,70,61,1,2,3,6bus1cl4b6zdm93290r02o7cx,0,91.2,74.6,2023-04-01T05:05:20.463Z,2023-04-01T05:11:14Z,4151180651,56,Center,,,,,,,,,,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267397,24,4,1,2,5,bbt5nqwufsne7r0zfa6pvpmfa,1,9.6,20.7,2023-04-01T05:05:21.853Z,2023-04-01T05:33:30Z,4151171965,152,,4151171963,56,Back,4151210325,233,25,4151180783,294,,4151171961,13,,4151171969,285,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267313,25,4,1,2,5,6bus1cl4b6zdm93290r02o7cx,0,90.4,79.3,2023-04-01T05:05:21.854Z,2023-04-01T05:33:30Z,4151171949,152,,4151210329,233,24,4151171603,56,Left,4151171605,286,,4151171947,13,,4151180855,294,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267321,23,43,1,2,9,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-01T05:05:26.003Z,2023-04-01T05:05:43Z,4151171643,346,0,4151171641,56,Back,4151172033,144,5,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267341,26,43,1,2,13,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-04-01T05:05:30.719Z,2023-04-01T05:05:37Z,4151171759,233,23,4151171715,346,0,4151171875,144,5,4151171713,56,Center,,,,,,,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267475,25,1,1,2,34,bbt5nqwufsne7r0zfa6pvpmfa,1,5.8,27.1,2023-04-01T05:05:51.491Z,2023-04-06T13:59:59Z,4151172357,1,,4151172345,152,,4151172351,141,59.9,4151172343,157,,4151172347,56,Center,4151172353,212,67.2,4151172355,213,0.3,4151172341,5,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,4151172349,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267479,26,44,1,2,37,bbt5nqwufsne7r0zfa6pvpmfa,1,67.2,59.8,2023-04-01T05:05:53.807Z,2023-04-06T20:35:33Z,4151172369,56,Center,4151172371,286,,4151172409,233,27,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267477,27,44,1,2,37,6bus1cl4b6zdm93290r02o7cx,0,32.8,40.2,2023-04-01T05:05:53.808Z,2023-04-06T14:00:08Z,4151172363,285,,4151172361,56,Back,4151172373,233,26,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529359229,901,1,1,2,38,bbt5nqwufsne7r0zfa6pvpmfa,0,63.5,53.6,2023-04-01T05:05:55.096Z,2023-04-06T14:00:34Z,4167543787,141,54.2,4167543789,212,2.8,4167543781,168,,4167543779,3,,4167543791,213,0.1,4167543785,140,66.1,4167543783,56,Center,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267483,28,61,1,2,39,6bus1cl4b6zdm93290r02o7cx,1,31.8,40.4,2023-04-01T05:05:56.190Z,2023-04-06T13:59:55Z,4151172383,56,Back,,,,,,,,,,,,,,,,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526267495,27,43,1,2,42,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-04-01T05:05:59.282Z,2023-04-06T14:01:01Z,4151172453,286,0,4167544793,144,44,4151172451,56,Center,,,,,,,,,,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
