id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2514843453,1,34,16,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-03-04T05:06:23.536Z,2023-03-04T05:06:23Z,4069865575,30,"9r2zywyi1254rds8d2h4ne0ru, ddf07flibb0j2s97fwmnuau3t, cpr3syuxxldolgb1a5exxvug9, 9b13bzxb1ihm44s5wx421v4oa, b2ud6d4vrv31bb5l00jzcogoa, 60wqpvcqw404cqqw11nejmvo5, egr1qg67z829bjgvwi8508yy, 5ap11m53rn4jai32lx8ejjzdh, 3rq2fxtjqablx794v1nom142x, ey5f9ve8nitrasavs98v01coa, 3glv4ddtgmm6ghdpqmcgr1j6y, 6a51lu3ps4xpzaa1okrpf26ll, b68uhpy97bj96uyshxaqdsr9, 28yslyo2m2bsim5y5s7fsr0t1, eho6q5j8oz6hw3tffv8p0erdg, cvid25qdznmh1j1lyto6dp695, 5pgua1i009fqvqfshy4ncgnv9, 6pjif1rwpdftfj1dfee9l5xm2",4069865583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069865579,59,"71, 29, 24, 42, 2, 6, 5, 14, 22, 18, 8, 7, 10, 19, 23, 30, 35, 41",4069865581,130,17,4069865577,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069865585,194,5ap11m53rn4jai32lx8ejjzdh,4069865589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069865587,197,5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514844733,1,34,16,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-03-04T05:09:50.757Z,2023-03-04T05:09:50Z,4069872787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069872789,194,a6mikq97x6ldarn4j7i16gatx,4069872795,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069872785,130,17,4069872781,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069872791,197,5030,4069872779,30,"jywyirljzj827gq6pkgb34k5, 4q09fnw7soqo8q1u50wfde76d, an0ry25y0g1r231rva3xbgs15, 96c2ojt4sgo4gfxs7vt1qfxed, dnwwsdy1tfz0o7t0odssfstsl, ecdovu3igm2rwrf6mwannhwmi, a6mikq97x6ldarn4j7i16gatx, 5c3w3zdu6bojrfd8gt8u35o7p, 4o4vrnjw7c3g7j5aw5utyw1cl, 1enckn6zmewa3nupsm95mgkb9, dnvqxvpw9c21y0mb2wdxyua51, b9q7re294ul5aq3jxch5oomol, 3g0uy8yhevhod17kgrtho63th, iu0xfgqmdqhn8vpgbqwpbnit, 8u07m36pydqgg68citu7pilii, adw7y69svjr1263pqibbx6fsa, 365fyu3119amhqhcr0odemuad, dg1wh53t8qyb8l2dkeibtnkkp",4069872783,59,"1, 2, 7, 3, 4, 13, 15, 6, 77, 10, 18, 5, 9, 16, 17, 19, 92, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863133,2,32,1,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-03-04T06:04:10.768Z,2023-03-04T06:04:13Z,4069967985,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863135,2,32,1,0,0,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-03-04T06:04:10.768Z,2023-03-09T09:43:01Z,4069968007,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863141,3,1,1,0,0,18c8ibslzapz40lfb8y5vygcs,1,50.1,50.1,2023-03-04T06:04:11Z,2023-03-04T06:16:44Z,4069968023,140,31.9,4069968025,141,50.1,4069968031,279,S,4069968027,212,19.1,4069968019,56,Back,4069968029,213,3.1,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863165,4,1,1,0,3,18c8ibslzapz40lfb8y5vygcs,0,29.7,59.3,2023-03-04T06:04:14.723Z,2023-03-04T06:15:42Z,4069968153,141,0.0,4069968151,140,74.4,4069968145,155,,4069968155,212,62.8,4069968159,1,,4069968147,196,,4069968149,56,Right,4069968157,213,5.6,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863169,3,5,1,0,8,27o8mdqno6jslcjb709sxjwyy,1,27.5,102,2023-03-04T06:04:19.249Z,2023-03-04T06:26:03Z,4069968171,347,,4069968169,56,Back,4069968173,233,5,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863167,5,5,1,0,8,18c8ibslzapz40lfb8y5vygcs,0,72.5,-2,2023-03-04T06:04:19.249Z,2023-03-04T06:04:21Z,4069968163,347,,4069968205,233,3,4069968161,56,Right,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863213,4,1,1,0,13,27o8mdqno6jslcjb709sxjwyy,0,33.2,100,2023-03-04T06:04:24.137Z,2023-03-04T06:04:28Z,4069968415,212,34.2,4069968407,107,,4069968409,56,Left,4069968417,213,6.2,4069968419,1,,4069968413,141,97.1,4069968411,140,65.6,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514863217,6,49,1,0,17,18c8ibslzapz40lfb8y5vygcs,1,21.6,7.7,2023-03-04T06:04:28.191Z,2023-03-09T09:44:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
