id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/16/value,assist
2540461769,3,5,1,0,42,18c8ibslzapz40lfb8y5vygcs,1,17,-1.6,2023-04-29T06:04:37.071Z,2023-04-29T06:04:38Z,4233614901,347,,4233614919,233,20,4233614899,56,Back,,,,,,,,,,,,,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461771,20,5,1,0,42,2cwez3hk2i75ope3qyu54cqh1,0,83,101.6,2023-04-29T06:04:37.071Z,2023-04-29T06:52:50Z,4233614905,347,,4233614903,56,Left,4233614935,233,3,,,,,,,,,,,,,,,,b3mo6ycp38zd2ecbzxoc8en6d,Marcos Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461823,4,1,1,0,49,18c8ibslzapz40lfb8y5vygcs,1,20,0,2023-04-29T06:04:44.172Z,2023-05-03T13:25:28Z,4233615135,140,22.4,4233615133,56,Back,4233615131,107,,4233615137,141,9.5,4233615139,212,7.8,4233615141,213,1.2,,,,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461829,5,1,1,0,51,18c8ibslzapz40lfb8y5vygcs,0,23.1,8,2023-04-29T06:04:45.927Z,2023-04-29T06:04:47Z,4233615159,140,40.1,4233615161,141,11.9,4233615167,1,,4233615163,212,18.0,4233615165,213,0.1,4233615155,157,,4233615157,56,Back,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461837,22,49,1,0,53,2cwez3hk2i75ope3qyu54cqh1,1,55.3,91.2,2023-04-29T06:04:47.567Z,2023-04-29T06:04:47Z,,,,,,,,,,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461855,23,1,1,0,53,2cwez3hk2i75ope3qyu54cqh1,1,55.3,91.2,2023-04-29T06:04:47.824Z,2023-04-29T06:04:50Z,4233615291,212,9.8,4233615293,213,5.6,4233615289,141,81.7,4233615287,140,62.3,4233615285,56,Left,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461857,24,4,1,0,55,2cwez3hk2i75ope3qyu54cqh1,1,68,83.8,2023-04-29T06:04:50.209Z,2023-05-03T13:25:54Z,4233615301,56,Left,4233615307,286,,4233615303,152,,4246921933,294,,4233615323,233,6,4233615299,13,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461861,6,4,1,0,55,18c8ibslzapz40lfb8y5vygcs,0,32,16.2,2023-04-29T06:04:50.210Z,2023-05-03T13:25:57Z,4233615313,13,,4233615317,152,,4233615331,233,24,4233615315,56,Back,4246921985,294,,4233615321,285,,,,,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461889,25,1,1,1,4,2cwez3hk2i75ope3qyu54cqh1,1,62.7,81.7,2023-04-29T06:04:58.576Z,2023-04-29T06:07:40Z,4233619953,189,,4233615469,212,9.8,4233615471,213,5.4,4233615465,140,68.4,4233615467,141,70.3,4233615461,152,,4233615459,5,,4233615463,56,Center,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461897,26,1,1,1,4,2cwez3hk2i75ope3qyu54cqh1,0,68.4,70.3,2023-04-29T06:04:59.392Z,2023-05-03T13:26:12Z,4233615493,56,Center,4233615501,213,6.0,4233615497,141,56.9,4233615495,140,93.7,4233615499,212,28.1,,,,,,,,,,b3mo6ycp38zd2ecbzxoc8en6d,Marcos Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461907,7,52,1,1,7,18c8ibslzapz40lfb8y5vygcs,1,2.6,34.8,2023-04-29T06:05:01.723Z,2023-05-03T13:26:17Z,4246922587,376,,4246922617,189,,,,,,,,,,,,,,,,,,,,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461953,8,80,1,1,17,18c8ibslzapz40lfb8y5vygcs,0,14.6,45.7,2023-04-29T06:05:11.627Z,2023-04-29T06:05:31Z,,,,,,,,,,,,,,,,,,,,,,,,,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461993,9,1,1,1,26,18c8ibslzapz40lfb8y5vygcs,0,19.3,34.6,2023-04-29T06:05:20.714Z,2023-04-29T06:05:33Z,4233615897,212,53.9,4233615891,56,Center,4233615893,140,70.6,4233615901,1,,4233615889,155,,4233615895,141,35.1,4233615899,213,0.0,,,,jywyirljzj827gq6pkgb34k5,M. Langerak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461997,27,1,1,1,27,2cwez3hk2i75ope3qyu54cqh1,1,34.2,73.3,2023-04-29T06:05:21.808Z,2023-04-29T06:05:24Z,4233615935,140,43.7,4233615933,56,Back,4233615937,141,72.9,4233615931,3,,4233615941,213,6.3,4233615939,212,10.0,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462001,28,43,1,1,29,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-04-29T06:05:23.953Z,2023-04-29T06:05:30Z,4233615961,233,10,4233615955,56,Back,4233615957,285,0,4233616119,144,44,,,,,,,,,,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540461999,10,43,1,1,29,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-29T06:05:23.954Z,2023-04-29T06:06:27Z,4233617791,144,44,4233615949,286,0,4233615947,56,Center,,,,,,,,,,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462017,29,4,1,1,32,2cwez3hk2i75ope3qyu54cqh1,1,37.5,71.9,2023-04-29T06:05:27.201Z,2023-04-29T06:06:24Z,4233616037,13,,4233616045,152,,4233616091,233,11,4233616041,56,Back,4233616047,286,,4233616039,294,,,,,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462023,11,4,1,1,32,18c8ibslzapz40lfb8y5vygcs,0,62.5,28.1,2023-04-29T06:05:27.202Z,2023-04-29T06:06:21Z,4233616085,285,,4233616079,294,,4233616081,56,Center,4233616083,152,,4233616077,13,,4233616099,233,29,,,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462073,30,1,1,1,41,2cwez3hk2i75ope3qyu54cqh1,1,38.8,71.4,2023-04-29T06:05:35.584Z,2023-04-29T06:05:38Z,4233616343,212,16.7,4233616341,141,50.4,4233616339,140,47.0,4233616345,213,5.3,4233616335,152,,4233616333,5,,4233616337,56,Back,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462089,31,1,1,1,44,2cwez3hk2i75ope3qyu54cqh1,1,44.4,38.8,2023-04-29T06:05:38.785Z,2023-04-29T06:06:17Z,4233616413,212,24.0,4233616411,141,3.7,4233616409,140,46.5,4233616407,56,Back,4233616415,213,4.8,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462097,32,1,1,1,46,2cwez3hk2i75ope3qyu54cqh1,0,46.5,3.7,2023-04-29T06:05:40.976Z,2023-04-29T06:05:42Z,4233616449,140,60.2,4233616455,213,6.1,4233616451,141,0.0,4233616453,212,14.7,4233616447,56,Right,,,,,,,,,,645fzooyxtlnw2fy87tys8cet,K. Matsubara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462101,33,43,1,1,47,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-04-29T06:05:42.118Z,2023-04-29T06:05:52Z,4233616477,347,0,4233616807,144,5,4233616475,56,Right,,,,,,,,,,,,,,,,645fzooyxtlnw2fy87tys8cet,K. Matsubara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462135,34,1,1,1,48,2cwez3hk2i75ope3qyu54cqh1,1,63.1,2.1,2023-04-29T06:05:42.960Z,2023-04-29T06:05:58Z,4233616649,140,69.4,4233616651,141,6.0,4233616653,212,7.1,4233616647,56,Right,4233616655,213,0.4,,,,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462153,35,1,1,1,52,2cwez3hk2i75ope3qyu54cqh1,1,68.5,3.1,2023-04-29T06:05:47.184Z,2023-04-29T06:05:49Z,4233616743,141,6.8,4233616747,213,0.5,4233616741,140,72.9,4233616739,56,Right,4233616745,212,5.3,,,,,,,,,,585zyri5hq2bu4j8kmjhnxi39,K. Mizunuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462157,36,3,1,1,54,2cwez3hk2i75ope3qyu54cqh1,0,83.4,13.2,2023-04-29T06:05:48.874Z,2023-05-03T17:12:51Z,4233616769,56,Right,4247397833,233,12,4233616771,286,,4246924859,464,,,,,,,,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462161,12,7,1,1,54,18c8ibslzapz40lfb8y5vygcs,1,16.6,86.8,2023-04-29T06:05:48.875Z,2023-05-03T13:27:35Z,4233616795,56,Back,4233616797,285,,4246924939,385,,4233616803,233,36,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462163,13,49,1,1,56,18c8ibslzapz40lfb8y5vygcs,1,4.8,89.4,2023-04-29T06:05:51.137Z,2023-04-29T06:05:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462183,14,3,1,1,58,18c8ibslzapz40lfb8y5vygcs,1,3.8,93.3,2023-04-29T06:05:52.726Z,2023-05-03T13:27:44Z,4246925185,464,,4233616887,285,,4233616889,233,37,4233616885,56,Back,,,,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462181,37,45,1,1,58,2cwez3hk2i75ope3qyu54cqh1,0,96.2,6.7,2023-04-29T06:05:52.726Z,2023-04-29T06:05:54Z,4233616875,286,,4233616903,233,14,4233616873,56,Right,,,,,,,,,,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462205,15,1,1,1,59,18c8ibslzapz40lfb8y5vygcs,1,5.5,90.3,2023-04-29T06:05:54.012Z,2023-04-29T06:05:57Z,4233616965,212,11.2,4233616967,213,0.3,4233616963,141,95.9,4233616961,140,15.5,4233616959,56,Back,,,,,,,,,,ecdovu3igm2rwrf6mwannhwmi,H. Fujii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462223,16,3,1,2,3,18c8ibslzapz40lfb8y5vygcs,1,25.4,89.9,2023-04-29T06:05:57.464Z,2023-05-03T13:28:11Z,4246926111,465,,4233617061,285,,4233617085,233,38,4233617059,56,Back,,,,,,,,,,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462227,38,45,1,2,3,2cwez3hk2i75ope3qyu54cqh1,0,74.6,10.1,2023-04-29T06:05:57.464Z,2023-04-29T06:09:50Z,4233617093,233,16,4233617073,286,,4233617071,56,Right,,,,,,,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462253,17,1,1,2,6,18c8ibslzapz40lfb8y5vygcs,1,31.5,74.7,2023-04-29T06:06:01.168Z,2023-04-29T06:06:06Z,4233617181,213,5.5,4233617183,1,,4233617179,212,49.6,4233617171,155,,4233617173,56,Center,4233617177,141,25.2,4233617175,140,66.2,,,,8u07m36pydqgg68citu7pilii,R. Morishita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462261,18,61,1,2,11,18c8ibslzapz40lfb8y5vygcs,0,77.9,28.2,2023-04-29T06:06:05.926Z,2023-04-29T06:06:06Z,4233617221,56,Center,,,,,,,,,,,,,,,,,,,,,,dg1wh53t8qyb8l2dkeibtnkkp,T. Uchida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462277,39,49,1,2,13,2cwez3hk2i75ope3qyu54cqh1,1,8.8,78.1,2023-04-29T06:06:07.616Z,2023-04-29T06:06:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540462303,40,1,1,2,13,2cwez3hk2i75ope3qyu54cqh1,0,8.8,78.1,2023-04-29T06:06:08.320Z,2023-04-29T06:06:11Z,4233617389,140,31.5,4233617393,212,28.8,4233617391,141,100.0,4233617395,213,0.6,4233617387,56,Back,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
