id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2512580669,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-02-26T04:15:03.644Z,2023-02-26T04:58:07Z,4057888669,197,14560,4057888665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4057888671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4057888667,194,9uuzy744b3q8i7sbk7hjjntn9,4057888659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4057888661,59,"1, 25, 31, 6, 3, 35, 11, 8, 9, 13, 14, 5, 7, 20, 21, 22, 23, 50",4057888655,30,"b67vtycwcw93v5z6zidzsej8p, bj5k9pm3837dxwerp0vy94hgq, 9uuzy744b3q8i7sbk7hjjntn9, a24vimk2li0nbswdipoih6gkq, 73si74r5khd2xih6w3uc72rxl, a0h7bps286z0f3sgnbkvpehg5, dhqt17jw4t2yis8p6medgnluy, 96dbf20tzfz2751lensfhchk9, 3tiriwy3k68lw0zi0fj5dx49h, 3n8lo5wm0i7sh0h92abx87hm1, 536qjh4gcmpo5q68ti87e60kq, 7f7rlxtcm93i5p08kci7rzjkl, 37fgppizaampk28232bzeqwru, aieev8jr470iq7ft2ob005wph, 5x1kq3909or0h3gbe2uu2cp91, 7wzdljgji8khptjqjjj5jwzfu, 6yy4eglwmvj6i50st1np97be2, 5vuhxc4dqq733xjjcnlbudn8p",4057888663,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512581245,1,34,16,0,0,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-02-26T04:18:28.787Z,2023-02-26T04:58:08Z,4057892511,30,"6vuryavylbdnwabe4g5yvgzxl, 4my8wr7hymw527avppuiojp5g, 7yiewrlx7wcg8l5ccx6z7oi51, 80qq4sxv5janjrt2in0qmgd79, czkrfln85uvtb58cau4kz5m5m, 5c2ydgdh3f14lya3spj89m0gl, 7mtych33i5kan7ngc4kj17x7t, 20ckxhxmd6h2jwv1yqi243h05, 33w6jl3u5nonnwk29nrhv9xhx, 4ps37rz4pj6015y18vgktyynd, 1dta13hd6ajv6vw1c4sxmdzvt, 8p32qaz1acgtf0kf395cpnhex, bslybqpvcs3eosivpxaeksgyx, 9lji59sodapv92xyenwbavr3d, cqhh4d51iamhrd8flzu1rlz9x, 9lsqinppc86dsw2sitt58lwph, d3aj0s7ozmpdbdtub8s5qo962, 3rgupzc2gcdg8nyzd78xe98no",4057892513,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4057892525,197,5035,4057892527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4057892521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4057892519,130,17,4057892523,194,80qq4sxv5janjrt2in0qmgd79,4057892515,59,"38, 15, 18, 19, 4, 33, 17, 7, 13, 11, 8, 5, 10, 16, 20, 22, 24, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590503,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-02-26T05:03:26.502Z,2023-02-26T05:03:27Z,4057946303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590499,2,32,1,0,0,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-02-26T05:03:26.502Z,2023-02-28T17:48:39Z,4057946297,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590525,3,1,1,0,0,89wr6p2dkh7wjxtbwhtsruu02,1,50.3,50.7,2023-02-26T05:03:26.602Z,2023-02-26T05:11:01Z,4057946409,212,23.8,4057946405,140,28.2,4057946407,141,58.5,4057946411,213,2.9,4057946413,279,S,4057946403,56,Back,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590529,4,1,1,0,4,89wr6p2dkh7wjxtbwhtsruu02,0,28.5,43.9,2023-02-26T05:03:30.642Z,2023-02-26T05:11:20Z,4057946449,140,62.4,4057946457,1,,4057946445,56,Right,4057946455,213,5.8,4057946451,141,17.3,4057946453,212,39.9,4057946443,155,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590563,3,1,1,0,6,12tyw9yomy9n5cjd5po2ajx1q,0,45.2,91.9,2023-02-26T05:03:33.452Z,2023-02-26T05:11:44Z,4057946567,3,,4057946571,140,87.5,4057946569,56,Left,4057946573,141,87.8,4057946579,1,,4057946575,212,44.5,4057946577,213,6.2,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590591,5,1,1,0,12,89wr6p2dkh7wjxtbwhtsruu02,1,8.5,16.2,2023-02-26T05:03:39.074Z,2023-02-26T05:03:46Z,4057946679,213,1.8,4057946675,141,46.6,4057946671,56,Back,4057946677,212,21.3,4057946673,140,3.6,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590603,6,1,1,0,20,89wr6p2dkh7wjxtbwhtsruu02,0,13.9,53,2023-02-26T05:03:46.611Z,2023-02-28T17:50:13Z,4057946743,212,59.5,4057946741,141,100.0,4057946735,155,,4057946747,1,,4057946739,140,60.9,4057946745,213,0.6,4057946737,56,Left,,,,6vuryavylbdnwabe4g5yvgzxl,K. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512590609,4,5,1,0,22,12tyw9yomy9n5cjd5po2ajx1q,1,34,-1.8,2023-02-26T05:03:48.729Z,2023-02-26T05:59:26Z,4057946771,347,,4057946777,233,7,4057946769,56,Back,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
