id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/value,assist,qualifier/16/value
2518935759,1,34,16,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-03-12T04:55:23.858Z,2023-03-12T06:06:52Z,4091532455,130,17,4091532459,194,1bjh7t56w2jg6berm300782c5,4091532463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091532451,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4091532453,59,"25, 9, 4, 5, 50, 2, 27, 10, 99, 19, 18, 3, 6, 22, 32, 45, 48, 49",4091532461,197,5044,4091532457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091532449,30,"8978k9hzej7ocv8ng09i1zcut, 7de6u27l0rm2y8aigjr2i0ru, f06bxfhvobzkepanw3nm1vzzd, 51ny01vwhnzkkd50iy4pfyor9, a60hpbc5lfxj5cj82iadif622, 8cmqekmxeybrc8c9ml7rwdai2, 61mnri2ox1dao9jdo2ye42i8l, 1bjh7t56w2jg6berm300782c5, 9wan49fvimh705r3jjfrlhuc5, 70pwpkwjgkp07b4m4jdz1l0fe, ez4fqumbyew4fsvisf0ziml4a, 5s151hcgpbhtuuarwfchd47ze, 2jgby6e91uem5e2dd1b11psoa, 1av7m3uyhcvjn8jhsegdqypqt, 28wgdmao7y8qbj30feniqnj3e, 2xfo511b4sbt16xpwca2w3uok, dbx2uc9zyw88drq5w80smpgb9, bj3ve8inko999nctm66s76acp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518939115,1,34,16,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-03-12T05:03:41.433Z,2023-03-12T06:07:29Z,4091546791,194,crytuzcclp9vswqsnwwkvubit,4091546783,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4091546787,130,8,4091546795,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091546793,197,15325,4091546785,59,"1, 15, 26, 6, 4, 33, 17, 8, 11, 30, 7, 5, 10, 16, 18, 19, 20, 21",4091546781,30,"2l3mrt15ldruy0y7b5n5aiz8p, 3cen673039ickz8g3q4ryqvze, 8ioi710x14yfrtjazop84942x, acr0ml1scc6iyvg8yzk8s9rs9, 4d97t25ita5v6jzni0vpnixg5, dmuwwelctq9hiy12xwwguiwdm, effts3pvx458med3adk4yagnp, crytuzcclp9vswqsnwwkvubit, 8dxp5caa7cl7yqamst9tpxej9, enfnckq0atgnq0ky2xokmzizt, 7q6m9kh79u477neouw0z7xt5h, 6dg5uo3zb4fti2k3i8qe7urbp, b3mo6ycp38zd2ecbzxoc8en6d, 3v695dpbm6bdgifkyhlie6kbu, 585zyri5hq2bu4j8kmjhnxi39, 7yvnut9znooykvfxh1u0yadhx, 8jh2hi287wjaldwq5e5185wq1, 1v26me41hp0pg52oflxiaf45x",4091546789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956231,2,32,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-03-12T06:05:19.365Z,2023-03-16T15:18:17Z,4091628181,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956225,2,32,1,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-03-12T06:05:19.365Z,2023-03-12T06:05:19Z,4091628163,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956245,3,1,1,0,0,2cwez3hk2i75ope3qyu54cqh1,1,50,50,2023-03-12T06:05:19.465Z,2023-03-12T06:05:23Z,4091628265,279,S,4091628257,140,31.6,4091628261,212,20.4,4091628255,56,Back,4091628259,141,40.4,4091628263,213,3.5,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956253,4,1,1,0,3,2cwez3hk2i75ope3qyu54cqh1,1,31,39.5,2023-03-12T06:05:22.933Z,2023-03-12T06:05:23Z,4091628293,213,1.7,4091628285,56,Back,4091628289,141,46.6,4091628291,212,4.8,4091628287,140,30.6,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956285,5,1,1,0,4,2cwez3hk2i75ope3qyu54cqh1,1,30.6,46.6,2023-03-12T06:05:23.688Z,2023-03-12T06:11:29Z,4091628397,212,17.6,4091628393,140,33.6,4091628395,141,72.1,4091628399,213,1.4,4091628391,56,Back,,,,,,,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956311,6,1,1,0,9,2cwez3hk2i75ope3qyu54cqh1,1,34.8,90.3,2023-03-12T06:05:28.671Z,2023-03-12T06:05:32Z,4091628515,141,54.8,4091628519,213,4.0,4091628521,1,,4091628511,56,Back,4091628517,212,33.3,4091628513,140,13.0,,,,,,,8ioi710x14yfrtjazop84942x,Y. Koike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956323,7,1,1,0,12,2cwez3hk2i75ope3qyu54cqh1,1,13,54.8,2023-03-12T06:05:32.262Z,2023-03-12T06:11:43Z,4091628577,213,1.1,4091628569,56,Back,4091628573,141,75.9,4091628571,140,20.7,4091628575,212,16.5,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956345,8,1,1,0,14,2cwez3hk2i75ope3qyu54cqh1,1,20.7,75.9,2023-03-12T06:05:33.603Z,2023-03-12T06:05:36Z,4091628675,56,Back,4091628683,213,4.1,4091628681,212,19.3,4091628677,140,10.1,4091628679,141,52.8,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956361,9,1,1,0,17,2cwez3hk2i75ope3qyu54cqh1,1,6.7,44.9,2023-03-12T06:05:36.792Z,2023-03-12T06:05:39Z,4091628741,213,5.1,4091628737,141,23.6,4091628733,56,Back,4091628735,140,12.1,4091628739,212,15.6,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956373,10,1,1,0,20,2cwez3hk2i75ope3qyu54cqh1,1,12.5,13.5,2023-03-12T06:05:39.827Z,2023-03-12T06:12:01Z,4091628789,56,Back,4091628795,212,31.0,4091628791,140,42.0,4091628797,213,6.2,4091628793,141,10.4,,,,,,,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956375,11,1,1,0,21,2cwez3hk2i75ope3qyu54cqh1,0,42.5,10.7,2023-03-12T06:05:40.427Z,2023-03-12T06:12:13Z,4091628809,141,16.8,4091628961,233,5,4091628811,212,7.2,4091628805,56,Back,4091628807,140,48.1,4091628803,168,,4091628813,213,0.6,,,,effts3pvx458med3adk4yagnp,K. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956371,3,49,1,0,23,1f3ehp8p9yi8reamghry4p76t,1,53.3,85.9,2023-03-12T06:05:43.168Z,2023-03-12T06:13:05Z,,,,,,,,,,,,,,,,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956391,4,1,1,0,25,1f3ehp8p9yi8reamghry4p76t,0,43.8,79.4,2023-03-12T06:05:45.327Z,2023-03-12T06:06:14Z,4091628885,56,Back,4091629455,233,12,4091629431,236,,4091628893,213,4.8,4091628889,141,69.9,4091629433,286,,4091628891,212,6.5,4091628887,140,44.4,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956387,12,74,1,0,25,2cwez3hk2i75ope3qyu54cqh1,1,55.2,15.3,2023-03-12T06:05:45.328Z,2023-03-12T06:53:02Z,4091628875,285,,4091628907,233,4,4091628873,56,Right,,,,,,,,,,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518959519,69,1,1,0,26,1f3ehp8p9yi8reamghry4p76t,0,46.9,91.1,2023-03-12T06:05:46.096Z,2023-03-12T06:14:34Z,4091645441,141,74.2,4091645443,212,11.6,4091645445,213,4.6,4091645437,56,Back,4091645439,140,45.6,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956397,13,1,1,0,28,2cwez3hk2i75ope3qyu54cqh1,0,52,25.2,2023-03-12T06:05:47.379Z,2023-03-12T06:13:28Z,4091641033,286,,4091628937,212,2.3,4091628933,140,54.2,4091641029,233,5,4091628935,141,24.9,4091641027,236,,4091628931,56,Center,4091628939,213,6.2,enfnckq0atgnq0ky2xokmzizt,T. Nishimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956401,5,74,1,0,28,1f3ehp8p9yi8reamghry4p76t,1,46.6,67.8,2023-03-12T06:05:47.380Z,2023-03-12T06:53:02Z,4091628953,56,Back,4091628971,233,13,4091628955,285,,,,,,,,,,,,,,,,,1bjh7t56w2jg6berm300782c5,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956405,6,49,1,0,30,1f3ehp8p9yi8reamghry4p76t,1,55.7,82.6,2023-03-12T06:05:49.536Z,2023-03-12T06:05:49Z,,,,,,,,,,,,,,,,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956409,7,1,1,0,30,1f3ehp8p9yi8reamghry4p76t,1,55.7,82.6,2023-03-12T06:05:49.632Z,2023-03-12T06:05:50Z,4091629015,212,12.3,4091629009,56,Back,4091629017,213,2.2,4091629011,140,49.0,4091629013,141,97.4,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956421,8,1,1,0,31,1f3ehp8p9yi8reamghry4p76t,0,49,97.4,2023-03-12T06:05:50.495Z,2023-03-12T06:17:07Z,4091629087,213,5.9,4091629083,141,76.7,4091629077,155,,4091629079,56,Center,4091629089,1,,4091629081,140,87.0,4091629085,212,42.3,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956423,14,49,1,0,32,2cwez3hk2i75ope3qyu54cqh1,1,15,18.3,2023-03-12T06:05:51.988Z,2023-03-12T06:05:52Z,,,,,,,,,,,,,,,,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956435,15,12,1,0,33,2cwez3hk2i75ope3qyu54cqh1,1,14.4,18,2023-03-12T06:05:52.505Z,2023-03-12T06:05:53Z,4091629141,213,5.0,4091629135,140,17.7,4091629139,212,13.6,4091629155,167,,4091629137,141,0.0,4091629133,56,Back,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956445,9,5,1,0,33,1f3ehp8p9yi8reamghry4p76t,1,78.8,101.2,2023-03-12T06:05:53.043Z,2023-03-12T06:09:03Z,4091629177,233,16,4091629171,56,Left,4091629173,347,,,,,,,,,,,,,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956437,16,5,1,0,33,2cwez3hk2i75ope3qyu54cqh1,0,21.2,-1.2,2023-03-12T06:05:53.043Z,2023-03-12T06:05:55Z,4091629147,56,Back,4091629187,233,9,4091629149,347,,,,,,,,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956473,10,1,1,0,41,1f3ehp8p9yi8reamghry4p76t,1,69.1,100,2023-03-12T06:06:00.655Z,2023-03-12T06:06:03Z,4091629365,212,14.5,4091629357,56,Left,4091629355,107,,4091629363,141,93.9,4091629367,213,3.5,4091629359,140,56.2,,,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956481,11,1,1,0,43,1f3ehp8p9yi8reamghry4p76t,1,56.4,94.1,2023-03-12T06:06:02.768Z,2023-03-12T06:06:03Z,4091629403,213,5.1,4091629397,140,57.9,4091629399,141,88.1,4091629401,212,4.4,4091629395,56,Left,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956497,12,1,1,0,44,1f3ehp8p9yi8reamghry4p76t,1,57.9,88.1,2023-03-12T06:06:03.681Z,2023-03-12T06:06:06Z,4091629497,212,13.3,4091629493,140,69.2,4091629491,56,Left,4091629499,213,0.5,4091629495,141,96.9,,,,,,,,,,1bjh7t56w2jg6berm300782c5,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956517,13,1,1,0,47,1f3ehp8p9yi8reamghry4p76t,1,66.7,96.9,2023-03-12T06:06:07.120Z,2023-03-12T06:06:10Z,4091629571,141,96.8,4091629567,56,Left,4091629575,213,3.2,4091629573,212,4.5,4091629569,140,62.4,,,,,,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956535,14,1,1,0,50,1f3ehp8p9yi8reamghry4p76t,1,68.2,95.4,2023-03-12T06:06:10.049Z,2023-03-12T06:06:13Z,4091629639,140,85.2,4091629643,212,18.0,4091629637,56,Left,4091629645,213,6.1,4091629641,141,91.8,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956537,15,1,1,0,51,1f3ehp8p9yi8reamghry4p76t,0,85.9,90.6,2023-03-12T06:06:11.216Z,2023-03-16T15:29:26Z,4091629653,2,,4091629657,56,Center,4091629661,141,55.1,4091629665,213,5.1,4100809535,72,,4100809533,224,,4091629659,140,96.3,4091629663,212,26.5,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,4091629655,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956525,17,52,1,0,52,2cwez3hk2i75ope3qyu54cqh1,1,4.2,46.4,2023-03-12T06:06:11.921Z,2023-03-16T15:29:28Z,4100809575,378,,,,,,,,,,,,,,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956573,18,80,1,1,1,2cwez3hk2i75ope3qyu54cqh1,0,8.2,47,2023-03-12T06:06:21.103Z,2023-03-12T06:06:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956625,19,1,1,1,4,2cwez3hk2i75ope3qyu54cqh1,0,11.9,41.2,2023-03-12T06:06:24.109Z,2023-03-12T06:17:51Z,4091630079,212,61.5,4091630081,213,0.4,4091630071,155,,4091630075,140,66.7,4091630083,1,,4091630077,141,73.0,4091630073,56,Center,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956641,16,49,1,1,10,1f3ehp8p9yi8reamghry4p76t,1,36.1,30.3,2023-03-12T06:06:29.808Z,2023-03-12T06:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956655,17,1,1,1,10,1f3ehp8p9yi8reamghry4p76t,1,36.1,30.3,2023-03-12T06:06:30.318Z,2023-03-12T06:06:32Z,4091630197,141,62.9,4091630193,56,Back,4091630195,140,40.7,4091630199,212,22.7,4091630201,213,1.4,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956685,18,1,1,1,12,1f3ehp8p9yi8reamghry4p76t,1,36.5,69.4,2023-03-12T06:06:32.351Z,2023-03-12T06:18:04Z,4091630299,56,Center,4091630305,212,29.4,4091630307,213,0.2,4091630303,141,76.0,4091630301,140,64.2,,,,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956691,19,1,1,1,18,1f3ehp8p9yi8reamghry4p76t,1,63.5,84.7,2023-03-12T06:06:37.631Z,2023-03-12T06:18:28Z,4091630333,213,5.2,4091630331,212,8.2,4091630325,56,Center,4091630327,140,67.3,4091630329,141,74.1,,,,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956717,20,1,1,1,19,1f3ehp8p9yi8reamghry4p76t,1,72.5,71.3,2023-03-12T06:06:38.591Z,2023-03-12T06:18:39Z,4091630441,213,3.1,4091630437,141,71.5,4091630433,56,Center,4091630435,140,60.4,4091630439,212,12.7,,,,,,,,,,f06bxfhvobzkepanw3nm1vzzd,D. Suga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956721,21,50,1,1,21,1f3ehp8p9yi8reamghry4p76t,1,68.3,75.5,2023-03-12T06:06:40.688Z,2023-03-12T06:06:42Z,4091630507,233,20,4091630453,286,,4091630451,56,Center,,,,,,,,,,,,,,,,ez4fqumbyew4fsvisf0ziml4a,Y. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956725,20,7,1,1,21,2cwez3hk2i75ope3qyu54cqh1,1,31.7,24.5,2023-03-12T06:06:40.689Z,2023-03-16T15:30:08Z,4091630473,285,,4091630471,56,Back,4091630481,233,21,4100810067,383,,,,,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
