id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/value,assist,qualifier/16/value
2518956727,21,49,1,1,22,2cwez3hk2i75ope3qyu54cqh1,1,29.5,25.3,2023-03-12T06:06:41.951Z,2023-03-12T06:06:42Z,,,,,,,,,,,,,,,,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956743,22,1,1,1,23,2cwez3hk2i75ope3qyu54cqh1,1,27.7,27.3,2023-03-12T06:06:42.674Z,2023-03-12T06:06:44Z,4091630569,140,4.6,4091630573,212,26.4,4091630571,141,42.5,4091630567,56,Back,4091630575,213,2.7,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956807,23,1,1,1,25,2cwez3hk2i75ope3qyu54cqh1,1,5.5,44.9,2023-03-12T06:06:44.855Z,2023-03-12T06:06:54Z,4091630895,212,43.4,4091630889,56,Back,4091630899,1,,4091630897,213,0.7,4091630893,141,83.8,4091630891,140,38.3,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956813,24,1,1,1,35,2cwez3hk2i75ope3qyu54cqh1,0,75.8,82,2023-03-12T06:06:54.425Z,2023-03-16T15:30:43Z,4091630923,141,61.2,4091630927,213,5.4,4100810337,224,,4091630925,212,18.2,4091630915,2,,4100810339,72,,4091630921,140,86.7,4091630919,56,Center,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956831,22,12,1,1,37,1f3ehp8p9yi8reamghry4p76t,1,10.3,41.3,2023-03-12T06:06:56.512Z,2023-03-12T06:19:27Z,4091630995,140,22.9,4091631001,213,5.4,4091630999,212,20.9,4091630993,56,Back,4091630997,141,17.6,,,,,,,,,,a60hpbc5lfxj5cj82iadif622,D. Okamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956839,25,1,1,1,38,2cwez3hk2i75ope3qyu54cqh1,1,75.3,80,2023-03-12T06:06:57.877Z,2023-03-12T06:06:59Z,4091631033,56,Left,4091631037,141,91.2,4091631041,213,1.0,4091631039,212,9.3,4091631035,140,80.3,,,,,,,,,,8ioi710x14yfrtjazop84942x,Y. Koike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956853,26,1,1,1,39,2cwez3hk2i75ope3qyu54cqh1,0,83.3,91.2,2023-03-12T06:06:59.355Z,2023-03-12T06:07:00Z,4091631103,212,15.1,4091631095,140,92.3,4091631105,213,5.4,4091631091,56,Center,4091631099,141,73.9,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956863,23,8,1,1,40,1f3ehp8p9yi8reamghry4p76t,1,4.7,23.4,2023-03-12T06:06:59.471Z,2023-03-16T15:31:02Z,4091631139,56,Back,4100810551,385,,,,,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956877,24,6,1,1,43,1f3ehp8p9yi8reamghry4p76t,0,3.4,18,2023-03-12T06:07:02.772Z,2023-03-16T15:31:12Z,4091631217,56,Back,4091631247,233,27,4091631221,73,,,,,,,,,,,,,,,,,8cmqekmxeybrc8c9ml7rwdai2,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518956881,27,6,1,1,43,2cwez3hk2i75ope3qyu54cqh1,1,96.6,82,2023-03-12T06:07:02.772Z,2023-03-12T06:07:04Z,4091631233,73,,4091631231,56,Left,4091631243,233,24,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518957093,28,1,1,2,11,2cwez3hk2i75ope3qyu54cqh1,1,99.5,99.5,2023-03-12T06:07:31.132Z,2023-03-16T15:31:57Z,4091632165,140,91.4,4091632173,213,4.5,4091632153,2,,4091632155,6,,4091632175,1,,4091632163,56,Center,4100810679,72,,4091632169,212,33.1,8ioi710x14yfrtjazop84942x,Y. Koike,4091727665,154,1,4091632161,224,4091727663,210,15,4091632159,155,4091632167,141,52.4,,,,,,,,,,,,,,,,,,
2518957097,29,44,1,2,14,2cwez3hk2i75ope3qyu54cqh1,1,91.8,54,2023-03-12T06:07:34.206Z,2023-03-12T06:54:43Z,4091632187,56,Center,4091632189,286,,4091632211,233,25,,,,,,,,,,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518957077,25,44,1,2,14,1f3ehp8p9yi8reamghry4p76t,0,8.2,46,2023-03-12T06:07:34.207Z,2023-03-12T06:54:42Z,4091632229,233,29,4091632105,285,,4091632103,56,Back,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518957099,30,15,1,2,14,2cwez3hk2i75ope3qyu54cqh1,1,92.9,53.8,2023-03-12T06:07:34.257Z,2023-03-16T15:31:57Z,4091727703,231,50.2,4091727681,102,51.1,4091632195,17,,4091727685,103,19,4091727701,230,99.1,4091727295,25,,4091727303,82,,4091727313,233,37,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,4091727675,55,,4100811141,78,4091727697,146,94.3,4091727297,15,4091727673,154,,28,4091727699,147,53.2,4091727671,29,4091632197,56,Center,4091727301,328,4100811143,100,,,,,
2518957765,37,10,1,2,14,1f3ehp8p9yi8reamghry4p76t,1,7.3,49.1,2023-03-12T06:07:34.357Z,2023-03-12T06:54:48Z,4091636071,56,Back,4091636069,94,,4091727319,233,30,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518957123,31,1,1,2,20,2cwez3hk2i75ope3qyu54cqh1,0,97.9,74.1,2023-03-12T06:07:39.839Z,2023-03-16T15:32:16Z,4100811293,387,,4091632325,140,92.1,4091632333,1,,4091632319,2,,4091632321,155,,4091632433,345,,4091632329,212,52.1,4100811291,225,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,4091632331,213,,4091632327,141,4091632323,56,Right,4100811295,72,,,,4.6,,,,,,,,,,,,,0.0,,,,
2518957133,26,5,1,2,21,1f3ehp8p9yi8reamghry4p76t,1,8.1,101.5,2023-03-12T06:07:40.609Z,2023-03-12T06:09:03Z,4091632397,233,32,4091632393,56,Back,4091632395,347,,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
