id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2508896361,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-02-18T04:12:02.632Z,2023-02-18T05:03:25Z,4038487403,194,9uuzy744b3q8i7sbk7hjjntn9,4038487399,130,8,4038487407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4038487405,197,14560,4038487397,59,"1, 25, 31, 20, 5, 35, 14, 8, 7, 13, 16, 2, 3, 6, 9, 21, 22, 29",4038487401,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4038487395,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4038487393,30,"b67vtycwcw93v5z6zidzsej8p, bj5k9pm3837dxwerp0vy94hgq, 9uuzy744b3q8i7sbk7hjjntn9, aieev8jr470iq7ft2ob005wph, 7f7rlxtcm93i5p08kci7rzjkl, a0h7bps286z0f3sgnbkvpehg5, 536qjh4gcmpo5q68ti87e60kq, 96dbf20tzfz2751lensfhchk9, 37fgppizaampk28232bzeqwru, 3n8lo5wm0i7sh0h92abx87hm1, 5r0vvr8ch9wrim11994baqln8, go72kkg33k57tcxebbg9v7u2, 73si74r5khd2xih6w3uc72rxl, a24vimk2li0nbswdipoih6gkq, 3tiriwy3k68lw0zi0fj5dx49h, 5x1kq3909or0h3gbe2uu2cp91, 7wzdljgji8khptjqjjj5jwzfu, e71tauhzcgnksdcab863uoqhg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508896367,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-02-18T04:12:07.513Z,2023-02-18T05:03:34Z,4038487457,30,"bg6f1chwq529zvdu7zcsz68r9, a48j66n8bzz6ffcsyiodbfwq2, 9lx0ga5gyyydtll2lykm496fp, c0462ainildhz7zmyosnafmc5, cswf4egr4vc9p1mcfdhlfj8id, b8uoz55lg5vph4efl6clee4x6, ehnhef906i6z4e7hn7ae1p68l, 9d46sx7as05co7z0b91b1fpx, cg2dpmeot9vtf40lnvg5scxsk, 7wg0d34b0cdh7fxgetfgqs8np, 6i35vaig8vo8uu549elm5kul1, 1wwcosp7djsj0lk59c379luxh, a5bv94qfazsluavgaoxrys0rt, 77487qauk9fkzlesgze21odsl, 5rojh6x1n0mshbzfhcjramn6d, 57140tg9gdrk4iqqhxbfomjmx, 14h0iqf7xj9ra1vqiq0o9zc2x, 79pu8sflam8hqbmlckw8o0huy",4038487469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4038487461,59,"31, 16, 6, 25, 22, 33, 11, 4, 38, 9, 19, 1, 3, 8, 17, 20, 29, 41",4038487463,130,2,4038487467,197,4991,4038521795,194,b8uoz55lg5vph4efl6clee4x6,4038487459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4038487465,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902645,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-02-18T05:04:00.278Z,2023-02-18T05:04:00Z,4038522403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902651,2,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-02-18T05:04:00.278Z,2023-02-22T02:57:26Z,4038522411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902681,3,1,1,0,1,12tyw9yomy9n5cjd5po2ajx1q,1,50.1,50.1,2023-02-18T05:04:01.378Z,2023-02-22T02:57:31Z,4038522563,140,36.1,4038522567,212,16.7,4038522565,141,38.5,4038522569,213,3.6,4038522571,279,S,4038522561,56,Back,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902711,4,1,1,0,4,12tyw9yomy9n5cjd5po2ajx1q,1,36.1,38.5,2023-02-18T05:04:04.611Z,2023-02-18T05:07:37Z,4038522689,56,Back,4038522695,212,19.9,4038522697,213,2.3,4038522691,140,23.7,4038522693,141,60.6,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902731,5,1,1,0,6,12tyw9yomy9n5cjd5po2ajx1q,1,24.5,64.5,2023-02-18T05:04:07.059Z,2023-02-22T03:31:50Z,4038522759,212,19.5,4038522753,56,Back,4038522755,140,30.3,4038522761,213,1.3,4038522757,141,91.7,,,,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902757,6,1,1,0,7,12tyw9yomy9n5cjd5po2ajx1q,1,25.2,85.1,2023-02-18T05:04:08.083Z,2023-02-22T03:32:03Z,4038522893,141,97.9,4038522891,140,42.4,4038522897,213,0.4,4038522895,212,20.0,4038522889,56,Back,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902777,7,1,1,0,10,12tyw9yomy9n5cjd5po2ajx1q,1,35.8,91.7,2023-02-18T05:04:10.691Z,2023-02-18T05:08:10Z,4038522997,141,82.7,4038522995,140,22.8,4038523001,213,3.6,4038522999,212,15.0,4038522993,56,Back,,,,,,,,,,5r0vvr8ch9wrim11994baqln8,Y. Komi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902789,8,1,1,0,13,12tyw9yomy9n5cjd5po2ajx1q,1,17.3,85.1,2023-02-18T05:04:13.442Z,2023-02-18T05:08:15Z,4038523047,56,Back,4038523055,213,0.8,4038523051,141,93.0,4038523049,140,22.2,4038523053,212,7.4,,,,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902813,9,1,1,0,15,12tyw9yomy9n5cjd5po2ajx1q,1,20.6,93,2023-02-18T05:04:15.747Z,2023-02-18T05:04:18Z,4038523195,140,10.8,4038523197,141,88.9,4038523193,56,Back,4038523201,213,3.4,4038523199,212,10.7,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902831,10,1,1,0,18,12tyw9yomy9n5cjd5po2ajx1q,0,9.4,90.9,2023-02-18T05:04:18.851Z,2023-02-18T05:04:20Z,4038523277,140,33.8,4038523275,56,Back,4038523279,141,87.1,4038523281,212,25.7,4038523273,155,,4038523283,213,6.2,,,,,,,a0h7bps286z0f3sgnbkvpehg5,K. Chiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902833,3,1,1,0,20,90cc40yau7yv6n8r4xs361ofd,1,67.4,10.2,2023-02-18T05:04:20.573Z,2023-02-22T03:32:46Z,4048729557,141,26.4,4048729561,213,2.1,4048729555,140,61.5,4048729553,3,,4038523289,56,Center,4048729559,212,12.6,,,,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902849,4,49,1,0,21,90cc40yau7yv6n8r4xs361ofd,1,63.5,22.1,2023-02-18T05:04:21.337Z,2023-02-22T03:32:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902885,5,1,1,0,22,90cc40yau7yv6n8r4xs361ofd,1,63.5,22.1,2023-02-18T05:04:22.528Z,2023-02-18T05:04:26Z,4038523511,140,43.0,4038523513,141,28.6,4038523515,212,22.0,4038523509,56,Back,4038523517,213,2.9,,,,,,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902911,6,1,1,0,26,90cc40yau7yv6n8r4xs361ofd,1,35.9,44.5,2023-02-18T05:04:26.332Z,2023-02-18T05:04:30Z,4038523659,141,48.1,4038523661,212,22.4,4038523655,56,Back,4038523663,213,3.0,4038523657,140,14.7,,,,,,,,,,b8uoz55lg5vph4efl6clee4x6,R. Nishio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902931,7,1,1,0,29,90cc40yau7yv6n8r4xs361ofd,0,11.6,44.3,2023-02-18T05:04:30.186Z,2023-02-18T05:04:33Z,4038523773,212,40.3,4038523769,140,36.3,4038523771,141,0.0,4038523777,1,,4038523765,155,,4038523775,213,5.4,4038523767,56,Back,,,,bg6f1chwq529zvdu7zcsz68r9,K. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902935,8,5,1,0,32,90cc40yau7yv6n8r4xs361ofd,0,37.6,-1.5,2023-02-18T05:04:32.993Z,2023-02-18T05:04:35Z,4038523853,233,11,4038523787,347,,4038523785,56,Back,,,,,,,,,,,,,,,,bg6f1chwq529zvdu7zcsz68r9,K. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902943,11,5,1,0,32,12tyw9yomy9n5cjd5po2ajx1q,1,62.4,101.5,2023-02-18T05:04:32.993Z,2023-02-18T05:07:07Z,4038523839,56,Left,4038523841,347,,4038523843,233,8,,,,,,,,,,,,,,,,5r0vvr8ch9wrim11994baqln8,Y. Komi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508903007,12,1,1,0,47,12tyw9yomy9n5cjd5po2ajx1q,1,62.7,100,2023-02-18T05:04:47.763Z,2023-02-18T05:04:49Z,4038524205,141,85.9,4038524207,212,11.6,4038524199,107,,4038524201,56,Left,4038524209,213,5.2,4038524203,140,67.5,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508903031,13,1,1,0,49,12tyw9yomy9n5cjd5po2ajx1q,1,67.5,85.9,2023-02-18T05:04:49.587Z,2023-02-22T03:33:36Z,4038524289,141,76.6,4038524291,212,8.8,4038524285,56,Center,4038524293,213,3.9,4038524287,140,61.7,4048729967,156,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
