id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/14/value
2518088701,9,1,1,0,12,bbt5nqwufsne7r0zfa6pvpmfa,1,66.7,5.9,2023-03-11T05:03:38.832Z,2023-03-11T05:03:40Z,4087068969,212,6.2,4087068965,140,72.3,4087068963,56,Right,4087068971,213,6.0,4087068967,141,3.2,,,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088707,10,1,1,0,13,bbt5nqwufsne7r0zfa6pvpmfa,1,72.3,3.2,2023-03-11T05:03:39.656Z,2023-03-11T05:04:29Z,4087068999,213,1.9,4087068991,56,Right,4087068997,212,7.3,4087068993,140,70.1,4087068995,141,13.4,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088711,11,61,1,0,14,bbt5nqwufsne7r0zfa6pvpmfa,0,70.1,13.4,2023-03-11T05:03:41.129Z,2023-03-11T05:04:31Z,4087069019,56,Right,,,,,,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088715,3,49,1,0,15,3vfso415vj7uitnunviuzdyg3,1,31.5,84.7,2023-03-11T05:03:42.020Z,2023-03-11T05:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088717,4,1,1,0,16,3vfso415vj7uitnunviuzdyg3,1,31.5,84.7,2023-03-11T05:03:43.405Z,2023-03-11T05:03:45Z,4087069059,212,11.5,4087069061,213,4.2,4087069057,141,69.6,4087069055,140,26.5,4087069053,56,Back,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088737,5,1,1,0,18,3vfso415vj7uitnunviuzdyg3,1,26.5,69.6,2023-03-11T05:03:45.062Z,2023-03-11T05:03:48Z,4087069121,212,21.4,4087069115,56,Back,4087069123,213,5.4,4087069117,140,39.3,4087069119,141,45.1,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088743,6,1,1,0,21,3vfso415vj7uitnunviuzdyg3,1,38.5,36.4,2023-03-11T05:03:48.073Z,2023-03-11T05:03:50Z,4087069163,212,22.0,4087069165,213,5.1,4087069159,140,46.7,4087069161,141,6.7,4087069157,56,Back,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088745,7,1,1,0,24,3vfso415vj7uitnunviuzdyg3,1,54.1,6.4,2023-03-11T05:03:50.841Z,2023-03-11T05:03:51Z,4087069177,212,10.6,4087069175,141,1.7,4087069179,213,6.0,4087069171,56,Right,4087069173,140,63.7,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088761,8,1,1,0,25,3vfso415vj7uitnunviuzdyg3,1,63.7,1.7,2023-03-11T05:03:51.665Z,2023-03-11T05:03:56Z,4087069247,141,12.9,4087069243,56,Right,4087069245,140,70.5,4087069251,213,0.8,4087069249,212,10.4,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088763,9,4,1,0,29,3vfso415vj7uitnunviuzdyg3,1,77.8,16.6,2023-03-11T05:03:55.787Z,2023-03-11T06:27:24Z,4087069255,13,,4087069313,233,12,4087069257,56,Right,4087071405,295,,4087069263,286,,4087069259,152,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088771,12,4,1,0,29,bbt5nqwufsne7r0zfa6pvpmfa,0,22.2,83.4,2023-03-11T05:03:55.788Z,2023-03-11T05:04:00Z,4087069305,285,,4087069303,152,,4087069297,13,,4087069301,56,Back,4087069317,233,9,4087069299,295,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088959,10,1,1,1,23,3vfso415vj7uitnunviuzdyg3,0,78.5,18.8,2023-03-11T05:04:49.575Z,2023-03-16T15:54:33Z,4087070223,140,92.2,4087070219,152,,4087070227,212,23.5,4087070225,141,46.2,4100825319,72,,4087070221,56,Center,4087070217,155,,4087070215,5,,1pcyox1b50pxufww0v07c5boq,T. Okubo,4087070213,2,4087070229,213,0.9,4100825317,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088979,13,12,1,1,25,bbt5nqwufsne7r0zfa6pvpmfa,1,6.7,51.8,2023-03-11T05:04:52.336Z,2023-03-11T05:05:48Z,4087070289,140,15.1,4087070291,141,61.7,4087070287,56,Back,4087070293,212,11.1,4087070295,213,0.7,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088981,14,49,1,1,27,bbt5nqwufsne7r0zfa6pvpmfa,1,15.6,63.1,2023-03-11T05:04:54.224Z,2023-03-11T05:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089085,15,1,1,1,28,bbt5nqwufsne7r0zfa6pvpmfa,0,14,63.1,2023-03-11T05:04:54.624Z,2023-03-11T05:07:27Z,4087070741,212,53.8,4087074325,1,,4087070735,56,Right,4087070737,140,55.5,4087070743,213,5.7,4087074323,157,,4087070739,141,16.7,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518088991,11,49,1,1,30,3vfso415vj7uitnunviuzdyg3,1,45.5,93.6,2023-03-11T05:04:57.242Z,2023-03-11T05:04:57Z,,,,,,,,,,,,,,,,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089013,12,1,1,1,32,3vfso415vj7uitnunviuzdyg3,1,45.8,86.2,2023-03-11T05:04:58.631Z,2023-03-11T05:05:01Z,4087070459,141,66.1,4087070463,213,4.7,4087070455,56,Back,4087070457,140,45.3,4087070461,212,13.7,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089029,13,1,1,1,35,3vfso415vj7uitnunviuzdyg3,1,47.3,65.5,2023-03-11T05:05:01.472Z,2023-03-11T05:05:03Z,4087070513,213,1.9,4087070509,141,81.2,4087070505,56,Back,4087070507,140,43.3,4087070511,212,11.5,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089087,14,1,1,1,37,3vfso415vj7uitnunviuzdyg3,1,44.4,84.5,2023-03-11T05:05:03.463Z,2023-03-11T05:05:10Z,4087070753,212,17.3,4087070755,213,0.5,4087070749,140,59.0,4087070751,141,96.3,4087070747,56,Left,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089091,15,4,1,1,43,3vfso415vj7uitnunviuzdyg3,1,59.9,93.6,2023-03-11T05:05:09.935Z,2023-03-11T05:05:11Z,4087070773,152,,4087070771,56,Left,4087070777,286,,4087070789,233,16,4087070769,13,,4087070775,265,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089089,16,4,1,1,43,bbt5nqwufsne7r0zfa6pvpmfa,0,40.1,6.4,2023-03-11T05:05:09.936Z,2023-03-11T06:27:23Z,4087070767,285,,4087070765,265,,4087070761,56,Back,4087070763,152,,4087070795,233,15,4087070759,13,,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089385,16,1,1,2,44,3vfso415vj7uitnunviuzdyg3,0,58.5,96.2,2023-03-11T05:06:10.725Z,2023-03-16T15:59:23Z,4087072089,213,6.0,4087072077,155,,4087072081,56,Left,4087072075,5,,4087072087,212,17.0,4087072079,152,,4087072085,141,89.3,4087072083,140,74.1,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089383,17,43,1,2,45,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-03-11T05:06:11.967Z,2023-03-11T05:08:05Z,4087072067,140,44.5,4087072071,212,13.7,4087072065,56,Back,4087072063,3,0,4087072069,141,19.4,4087072073,213,0.4,4087075407,144,1,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520695147,862,1,1,2,45,bbt5nqwufsne7r0zfa6pvpmfa,0,26.1,8.1,2023-03-11T05:06:12.281Z,2023-03-16T15:59:25Z,4100828473,213,0.3,4100828469,141,12.7,4100828471,212,12.5,4100828465,56,Back,4100828463,3,,4100828467,140,37.6,,,,,,,bntvupdmnof1hzo1tfa00yfv9,G. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089411,17,1,1,2,48,3vfso415vj7uitnunviuzdyg3,1,60.7,84.2,2023-03-11T05:06:15.016Z,2023-03-11T05:06:16Z,4087072203,56,Left,4087072209,212,11.7,4087072213,213,2.4,4087072207,141,95.9,4087072205,140,52.5,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089417,18,1,1,2,50,3vfso415vj7uitnunviuzdyg3,1,50.9,93.5,2023-03-11T05:06:16.537Z,2023-03-11T05:06:17Z,4087072249,213,5.3,4087072241,56,Left,4087072247,212,8.3,4087072243,140,55.4,4087072245,141,83.5,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089431,19,1,1,2,51,3vfso415vj7uitnunviuzdyg3,1,57,84.2,2023-03-11T05:06:17.823Z,2023-03-11T05:06:22Z,4087072341,140,62.3,4087072345,212,9.9,4087072343,141,96.2,4087072347,213,1.0,4087072339,56,Left,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089439,20,1,1,2,55,3vfso415vj7uitnunviuzdyg3,1,63.3,96.6,2023-03-11T05:06:21.913Z,2023-03-11T05:06:23Z,4087072399,212,10.1,4087072395,140,57.8,4087072397,141,84.5,4087072401,213,4.1,4087072393,56,Left,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089447,21,1,1,2,56,3vfso415vj7uitnunviuzdyg3,1,57,83.9,2023-03-11T05:06:23.115Z,2023-03-11T05:12:07Z,4087072433,213,2.0,4087072427,140,54.4,4087072431,212,6.2,4087072425,56,Left,4087072429,141,92.1,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089465,22,1,1,2,57,3vfso415vj7uitnunviuzdyg3,1,54.4,92.1,2023-03-11T05:06:23.801Z,2023-03-11T05:12:06Z,4087072561,212,33.2,4087072565,1,,4087072557,140,46.2,4087072555,56,Back,4087072563,213,4.5,4087072559,141,44.9,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089487,23,1,1,3,1,3vfso415vj7uitnunviuzdyg3,1,45.8,43.9,2023-03-11T05:06:27.845Z,2023-03-11T05:12:04Z,4087072651,213,4.3,4087072643,56,Back,4087072645,140,39.2,4087072647,141,22.5,4087072649,212,16.1,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089521,25,1,1,3,9,3vfso415vj7uitnunviuzdyg3,1,38.6,36.7,2023-03-11T05:06:36.002Z,2023-03-11T05:12:02Z,4087072851,140,32.0,4087072853,141,64.5,4087072855,212,20.1,4087072857,213,1.9,4087072849,56,Back,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089513,24,1,1,3,10,3vfso415vj7uitnunviuzdyg3,1,27.6,67.4,2023-03-11T05:06:36.666Z,2023-03-11T05:12:28Z,4087072799,212,16.9,4087072801,213,6.1,4087072795,140,43.3,4087072793,56,Back,4087072797,141,61.8,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089537,26,1,1,3,14,3vfso415vj7uitnunviuzdyg3,1,45.2,66,2023-03-11T05:06:40.524Z,2023-03-11T05:12:55Z,4087072949,213,3.5,4087072941,56,Back,4087072947,212,30.2,4087072943,140,18.1,4087072945,141,51.1,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089553,27,1,1,3,15,3vfso415vj7uitnunviuzdyg3,1,18.3,51.9,2023-03-11T05:06:42.134Z,2023-03-11T05:07:04Z,4087073013,140,27.8,4087073011,56,Back,4087073015,141,58.5,4087073023,213,0.4,4087073017,212,10.9,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089571,28,1,1,3,18,3vfso415vj7uitnunviuzdyg3,1,26.3,62,2023-03-11T05:06:44.568Z,2023-03-11T05:06:47Z,4087073099,141,70.0,4087073101,212,8.6,4087073095,56,Back,4087073097,140,32.6,4087073103,213,0.7,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089581,29,1,1,3,21,3vfso415vj7uitnunviuzdyg3,1,31.6,65.4,2023-03-11T05:06:47.512Z,2023-03-11T07:23:39Z,4087083455,156,,4087073179,141,19.1,4087083709,155,,4087073177,140,27.8,4087073181,212,31.7,4087073175,56,Back,4087073183,213,4.6,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089599,30,1,1,3,22,3vfso415vj7uitnunviuzdyg3,1,27.5,19.1,2023-03-11T05:06:49.348Z,2023-03-11T05:13:29Z,4087073283,141,4.1,4087073279,56,Back,4087073287,212,17.4,4087073289,213,5.7,4087073281,140,40.9,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089635,32,3,1,3,25,3vfso415vj7uitnunviuzdyg3,0,41,2.5,2023-03-11T05:06:51.900Z,2023-03-16T16:00:47Z,4100829555,465,,4087073475,56,Back,4087073499,211,,4087073477,286,,,,,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089593,18,5,1,3,26,bbt5nqwufsne7r0zfa6pvpmfa,1,55.2,101.2,2023-03-11T05:06:52.509Z,2023-03-11T05:50:46Z,4087073373,233,31,4087073247,347,,4087073245,56,Left,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089613,31,5,1,3,26,3vfso415vj7uitnunviuzdyg3,0,44.8,-1.2,2023-03-11T05:06:52.509Z,2023-03-11T05:08:20Z,4087073351,56,Back,4087073385,233,18,4087073353,347,,,,,,,,,,,,,,,,,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089627,19,1,1,3,29,bbt5nqwufsne7r0zfa6pvpmfa,1,46.6,100,2023-03-11T05:06:55.537Z,2023-03-16T16:00:57Z,4087073421,140,35.9,4087073427,213,3.6,4087073425,212,12.4,4087073419,56,Back,4087073417,107,,4087073423,141,94.0,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089643,20,1,1,3,31,bbt5nqwufsne7r0zfa6pvpmfa,1,37.6,86.3,2023-03-11T05:06:58.111Z,2023-03-11T05:07:01Z,4087073537,56,Back,4087073541,141,40.1,4087073539,140,34.2,4087073545,213,4.6,4087073543,212,31.6,,,,,,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089667,21,1,1,3,34,bbt5nqwufsne7r0zfa6pvpmfa,1,31.3,41.9,2023-03-11T05:07:00.943Z,2023-03-16T16:01:09Z,4087073683,56,Back,4087073691,213,2.7,4087073685,140,12.1,4087073687,141,56.9,4087073689,212,22.6,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518089689,22,1,1,3,39,bbt5nqwufsne7r0zfa6pvpmfa,1,15,53.1,2023-03-11T05:07:06.158Z,2023-03-11T05:07:10Z,4087073805,140,22.5,4087073811,213,5.0,4087073803,56,Back,4087073807,141,15.5,4087073809,212,26.8,,,,,,,,,,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
