id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2533373063,9,12,1,0,32,2cwez3hk2i75ope3qyu54cqh1,1,3,47.2,2023-04-15T06:03:47.546Z,2023-04-20T10:59:31Z,4189001229,212,10.8,4189001231,213,0.7,4189001227,141,57.7,4189001223,56,Back,4189001225,140,10.7,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373093,10,12,1,0,34,2cwez3hk2i75ope3qyu54cqh1,1,10.7,64.9,2023-04-15T06:03:49.403Z,2023-04-20T10:59:33Z,4189001331,141,90.3,4189001379,15,,4189001335,213,2.2,4189001357,167,,4189001333,212,21.7,4189001327,56,Back,4189001329,140,0.0,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373103,11,6,1,0,37,83d6z6wvkzs3dx9oy3mftixow,1,99.2,31.4,2023-04-15T06:03:52.710Z,2023-04-15T06:06:22Z,4189001387,75,,4189001413,233,11,4189001385,56,Center,,,,,,,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373095,11,6,1,0,37,2cwez3hk2i75ope3qyu54cqh1,0,0.8,68.6,2023-04-15T06:03:52.710Z,2023-04-20T11:00:00Z,4189001339,56,Back,4189001341,73,,4189001423,233,11,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373283,12,1,1,1,8,83d6z6wvkzs3dx9oy3mftixow,1,99.5,0.5,2023-04-15T06:04:23.857Z,2023-04-20T10:59:55Z,4189002075,2,,4189002085,140,93.0,4189002083,56,Center,4189002087,141,41.0,4189002079,155,,4189002089,212,28.4,4189002077,6,,4189002091,213,1.8,etsgyfejyka71co7e2xeq6r55,D. Sugioka,4204078963,72,4189002081,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533392377,361,61,1,1,10,83d6z6wvkzs3dx9oy3mftixow,0,88.9,42.5,2023-04-15T06:04:26.052Z,2023-04-15T06:58:01Z,4189114793,56,Center,,,,,,,,,,,,,,,,,,,,,,2rdx221tb304urcypk3y5nkk5,T. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373277,12,12,1,1,12,2cwez3hk2i75ope3qyu54cqh1,1,7.1,52,2023-04-15T06:04:28.004Z,2023-04-15T06:15:05Z,4189024681,212,4.7,4189024683,213,6.2,4189024679,141,51.1,4189024677,140,11.5,4189002065,56,Back,,,,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533378521,98,50,1,1,13,83d6z6wvkzs3dx9oy3mftixow,1,91.1,50.5,2023-04-15T06:04:29.289Z,2023-04-15T06:56:40Z,4189113553,286,,4189113583,233,106,4189027933,56,Center,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533378501,106,7,1,1,13,2cwez3hk2i75ope3qyu54cqh1,1,8.9,49.5,2023-04-15T06:04:29.290Z,2023-04-20T11:01:22Z,4189113493,285,,4204082095,385,,4189113571,233,98,4189029135,56,Back,,,,,,,,,,,,,11xe4cn95zc9a5s4gtfd6kcgk,R. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373339,13,15,1,1,18,83d6z6wvkzs3dx9oy3mftixow,1,88.1,17.3,2023-04-15T06:04:34.071Z,2023-04-20T11:01:47Z,4189003013,231,47.7,4189002335,66,,4189003001,103,20.8,4189002999,102,53.6,4189003009,147,19.8,4189003007,146,88.9,4189031545,215,,4189002837,72,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,4189031543,77,4189003043,233,15,4189002337,56,Right,4189031541,25,4189031547,328,4189003011,230,98.9,4189003005,82,4189003003,458,,,,,,,,,,,,,,,,,,,,
2533373457,15,10,1,1,18,2cwez3hk2i75ope3qyu54cqh1,1,12.6,78.7,2023-04-15T06:04:34.171Z,2023-04-15T06:17:19Z,4189002769,56,Back,4189003149,233,13,4189002767,94,,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373349,14,43,1,1,20,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-15T06:04:36.052Z,2023-04-15T06:04:45Z,4189002437,233,14,4189002681,144,5,4189002371,56,Center,4189002373,346,0,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373363,14,6,1,1,22,2cwez3hk2i75ope3qyu54cqh1,0,0,38.6,2023-04-15T06:04:37.990Z,2023-04-20T11:02:02Z,4189002417,56,Back,4189005831,233,15,4189002985,73,,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373433,15,6,1,1,22,83d6z6wvkzs3dx9oy3mftixow,1,100,61.4,2023-04-15T06:04:37.990Z,2023-04-15T06:30:17Z,4189002709,56,Center,4189002711,73,,4189005819,233,14,,,,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373705,16,1,1,2,7,83d6z6wvkzs3dx9oy3mftixow,1,99.6,99.5,2023-04-15T06:05:22.616Z,2023-04-20T11:02:17Z,4189003813,212,23.7,4189003815,213,4.6,4189003801,6,,4189003811,141,64.7,4189003807,56,Center,4189003809,140,97.7,4204083727,20,,4189003805,223,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,4189003803,155,4189003799,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373719,17,44,1,2,8,83d6z6wvkzs3dx9oy3mftixow,1,96.4,65.3,2023-04-15T06:05:23.660Z,2023-04-15T07:03:52Z,4189003879,56,Center,4189033591,233,16,4189033457,286,,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373695,16,44,1,2,8,2cwez3hk2i75ope3qyu54cqh1,0,3.6,34.7,2023-04-15T06:05:23.661Z,2023-04-15T06:59:30Z,4189003763,285,,4189003761,56,Back,4189033573,233,17,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533392381,362,1,1,2,9,83d6z6wvkzs3dx9oy3mftixow,0,94.7,70.9,2023-04-15T06:05:25.207Z,2023-04-20T11:02:50Z,4189116725,168,,4189116735,213,4.7,4189116733,212,2.4,4189116727,56,Center,4189116731,141,67.4,4189116729,140,94.6,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373711,17,12,1,2,10,2cwez3hk2i75ope3qyu54cqh1,1,3.2,39.1,2023-04-15T06:05:25.967Z,2023-04-20T11:02:48Z,4189003841,213,6.3,4189003839,212,23.8,4189003837,141,38.0,4189003833,56,Back,4189003835,140,25.9,4189003845,15,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373771,18,13,1,2,11,83d6z6wvkzs3dx9oy3mftixow,1,73.8,61.2,2023-04-15T06:05:26.385Z,2023-04-20T11:03:01Z,4189004285,20,,4189004447,230,98.0,4189004115,18,,4189004449,231,50.9,4189004431,25,,4189004439,215,,4189004441,328,,4189004437,103,63.9,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,4189004117,56,4189004445,458,,4189004435,102,45.7,4189004433,74,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,
2533373775,18,5,1,2,13,2cwez3hk2i75ope3qyu54cqh1,1,-1.2,57.4,2023-04-15T06:05:29.226Z,2023-04-15T06:19:41Z,4189004131,346,,4189004129,56,Back,4189004207,233,19,,,,,,,,,,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373777,19,5,1,2,13,83d6z6wvkzs3dx9oy3mftixow,0,101.2,42.6,2023-04-15T06:05:29.226Z,2023-04-15T06:19:43Z,4189004141,56,Center,4189004143,346,,4189004215,233,18,,,,,,,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373825,19,1,1,2,22,2cwez3hk2i75ope3qyu54cqh1,1,4.4,53.1,2023-04-15T06:05:37.584Z,2023-04-15T06:05:38Z,4189004353,213,1.3,4189004357,237,,4189004345,56,Back,4189004343,124,,4189004351,212,11.8,4189004349,141,70.0,4189004347,140,7.0,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373839,20,1,1,2,24,2cwez3hk2i75ope3qyu54cqh1,1,7.3,69.4,2023-04-15T06:05:39.675Z,2023-04-15T06:05:41Z,4189004417,212,25.7,4189004419,213,4.8,4189004413,140,8.3,4189004415,141,31.6,4189004411,56,Back,,,,,,,,,,dmuwwelctq9hiy12xwwguiwdm,R. Tsunoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373883,21,1,1,2,27,2cwez3hk2i75ope3qyu54cqh1,1,8,28,2023-04-15T06:05:42.467Z,2023-04-15T06:05:46Z,4189004623,212,19.8,4189004625,213,5.3,4189004621,141,4.0,4189004619,140,18.7,4189004617,56,Back,,,,,,,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373901,22,1,1,2,32,2cwez3hk2i75ope3qyu54cqh1,1,12.8,6.8,2023-04-15T06:05:47.641Z,2023-04-15T06:05:48Z,4189004719,56,Back,4189004727,213,3.3,4189004725,212,7.2,4189004723,141,5.2,4189004721,140,6.0,,,,,,,,,,11xe4cn95zc9a5s4gtfd6kcgk,R. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373915,23,1,1,2,34,2cwez3hk2i75ope3qyu54cqh1,0,4.3,4,2023-04-15T06:05:50.002Z,2023-04-15T06:05:49Z,4189004773,140,44.1,4189004775,141,5.3,4189004779,213,0.0,4189004777,212,41.8,4189004769,155,,4189004781,1,,4189004771,56,Back,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373923,20,49,1,2,36,83d6z6wvkzs3dx9oy3mftixow,1,57,94.1,2023-04-15T06:05:51.737Z,2023-04-15T06:05:51Z,,,,,,,,,,,,,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373959,21,1,1,2,38,83d6z6wvkzs3dx9oy3mftixow,1,56.9,92.6,2023-04-15T06:05:53.578Z,2023-04-15T06:05:56Z,4189004959,212,13.8,4189004957,141,97.5,4189004953,56,Left,4189004955,140,69.7,4189004961,213,0.2,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373967,22,4,1,2,40,83d6z6wvkzs3dx9oy3mftixow,1,72.6,95.7,2023-04-15T06:05:56.121Z,2023-04-15T06:06:20Z,4189004991,286,,4189004987,152,,4189004993,233,24,4189004989,265,,4189004983,13,,4189004985,56,Left,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373961,24,4,1,2,40,2cwez3hk2i75ope3qyu54cqh1,0,27.4,4.3,2023-04-15T06:05:56.122Z,2023-04-15T06:06:21Z,4189004965,13,,4189004969,152,,4189004971,265,,4189004967,56,Back,4189004999,233,22,4189004973,285,,,,,,,,11xe4cn95zc9a5s4gtfd6kcgk,R. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374463,23,2,1,3,32,83d6z6wvkzs3dx9oy3mftixow,1,68.3,96,2023-04-15T06:06:47.834Z,2023-04-20T11:04:53Z,4189007081,152,,4204089163,223,,4189007087,141,52.2,4189007079,5,,4204089165,20,,4189007077,2,,4189007073,7,4o71xxq6qdkhug58a073fxega,4189007075,1,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,4189007083,56,4189007513,8,,4189007085,140,91.2,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,
2533374457,25,55,1,3,32,2cwez3hk2i75ope3qyu54cqh1,1,14.4,47.6,2023-04-15T06:06:47.835Z,2023-04-15T06:30:16Z,,,,,,,,,,,,,,,,,,,,,,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374787,26,1,1,4,26,2cwez3hk2i75ope3qyu54cqh1,1,5.7,44.6,2023-04-15T06:07:42.208Z,2023-04-15T06:07:42Z,4189008403,241,,4189008405,56,Back,4189008407,140,14.9,4189008411,212,9.8,4189008409,141,42.2,4189008401,5,,4189008413,213,6.1,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374791,27,1,1,4,28,2cwez3hk2i75ope3qyu54cqh1,1,14.9,42.2,2023-04-15T06:07:43.558Z,2023-04-15T06:07:43Z,4189008451,213,3.0,4189008445,140,4.6,4189008443,56,Back,4189008447,141,44.8,4189008449,212,11.0,,,,,,,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533374811,28,1,1,4,29,2cwez3hk2i75ope3qyu54cqh1,1,4.6,44.8,2023-04-15T06:07:44.962Z,2023-04-15T06:07:47Z,4189008525,213,4.9,4189008523,212,12.1,4189008521,141,27.4,4189008517,56,Back,4189008519,140,6.9,,,,,,,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
