id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,assist
2526298421,8,1,1,0,22,90cc40yau7yv6n8r4xs361ofd,0,90.9,10.7,2023-04-01T07:03:43.420Z,2023-04-06T14:10:11Z,4151338745,213,1.5,4151338741,141,12.6,4167565179,224,,4151338763,236,,4151338739,140,91.0,4167565181,20,,4151338765,233,9,4151338733,2,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,4151338769,286,4151338737,56,Right,4151338743,212,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298425,9,12,1,0,22,2cwez3hk2i75ope3qyu54cqh1,1,14.2,86.6,2023-04-01T07:03:43.520Z,2023-04-01T07:03:45Z,4151338751,56,Back,4151338749,185,,4151338771,233,8,,,,,,,,,,,,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298431,9,5,1,0,25,90cc40yau7yv6n8r4xs361ofd,1,87.8,-1.8,2023-04-01T07:03:45.836Z,2023-04-01T07:03:47Z,4151338813,233,10,4151338799,347,,4151338797,56,Right,,,,,,,,,,,,,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298433,10,5,1,0,25,2cwez3hk2i75ope3qyu54cqh1,0,12.2,101.8,2023-04-01T07:03:45.836Z,2023-04-01T07:10:45Z,4151338803,347,,4151338819,233,9,4151338801,56,Back,,,,,,,,,,,,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298449,10,1,1,0,36,90cc40yau7yv6n8r4xs361ofd,0,90.8,0,2023-04-01T07:03:56.987Z,2023-04-01T07:03:59Z,4151338891,213,1.3,4151338885,140,94.7,4151338883,56,Center,4151338887,141,24.1,4151338881,107,,4151338889,212,17.9,,,,,,,a1c22m80hq868xo8ekebeh39x,R. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298465,11,12,1,0,38,2cwez3hk2i75ope3qyu54cqh1,1,5,71.4,2023-04-01T07:03:59.540Z,2023-04-06T14:10:29Z,4151338985,212,28.4,4151338979,56,Back,4151338987,213,0.4,4151338983,141,86.2,4151338981,140,30.3,,,,,,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298459,11,1,1,0,41,90cc40yau7yv6n8r4xs361ofd,0,77.2,4,2023-04-01T07:04:02.187Z,2023-04-01T07:09:21Z,4151338955,212,9.1,4151338957,213,0.4,4151338953,141,9.1,4151338951,140,85.2,4151338949,56,Right,4151338947,155,,,,,,,,5rojh6x1n0mshbzfhcjramn6d,T. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298467,12,1,1,0,42,2cwez3hk2i75ope3qyu54cqh1,0,18.8,88.9,2023-04-01T07:04:03.172Z,2023-04-01T07:04:04Z,4151339005,141,85.4,4151339001,56,Back,4151339009,213,6.1,4151338999,3,,4151339007,212,13.1,4151339003,140,31.1,,,,,,,7q6m9kh79u477neouw0z7xt5h,Élber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298469,12,1,1,0,43,90cc40yau7yv6n8r4xs361ofd,0,70.9,10.6,2023-04-01T07:04:04.685Z,2023-04-01T07:04:05Z,4151339035,213,0.4,4151339025,3,,4151339029,140,86.8,4151339033,212,18.1,4151339031,141,20.9,4151339027,56,Right,,,,,,,5rojh6x1n0mshbzfhcjramn6d,T. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298475,13,1,1,0,45,2cwez3hk2i75ope3qyu54cqh1,1,13.6,84.8,2023-04-01T07:04:05.860Z,2023-04-01T07:04:07Z,4151339055,3,,4151339059,140,29.9,4151339057,56,Back,4151339065,213,6.1,4151339061,141,80.3,4151339063,212,17.4,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298477,14,49,1,0,46,2cwez3hk2i75ope3qyu54cqh1,1,29.9,80.3,2023-04-01T07:04:07.667Z,2023-04-01T07:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298485,15,1,1,0,47,2cwez3hk2i75ope3qyu54cqh1,1,29.9,80.3,2023-04-01T07:04:08.086Z,2023-04-01T07:04:09Z,4151339097,212,11.6,4151339093,140,38.1,4151339091,56,Back,4151339099,213,5.5,4151339095,141,68.8,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298487,16,1,1,0,48,2cwez3hk2i75ope3qyu54cqh1,1,38.1,68.8,2023-04-01T07:04:09.365Z,2023-04-01T07:04:10Z,4151339111,56,Back,4151339119,213,3.6,4151339117,212,9.7,4151339113,140,29.8,4151339123,156,,4151339115,141,62.7,,,,,,,8dxp5caa7cl7yqamst9tpxej9,Anderson Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298493,17,1,1,0,51,2cwez3hk2i75ope3qyu54cqh1,0,31.5,63,2023-04-01T07:04:11.941Z,2023-04-01T07:04:13Z,4151339145,140,77.5,4151339153,1,,4151339149,212,49.2,4151339141,155,,4151339143,56,Center,4151339147,141,77.0,4151339151,213,0.2,,,,crytuzcclp9vswqsnwwkvubit,T. Kida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298495,13,49,1,0,53,90cc40yau7yv6n8r4xs361ofd,1,24.3,23.9,2023-04-01T07:04:14.715Z,2023-04-01T07:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298503,14,1,1,0,54,90cc40yau7yv6n8r4xs361ofd,0,24.3,23.9,2023-04-01T07:04:15.036Z,2023-04-01T07:10:38Z,4151339215,140,63.0,4151339219,212,41.0,4151339211,157,,4151339221,213,0.1,4151339223,1,,4151339213,56,Center,4151339217,141,31.9,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298505,18,1,1,0,56,2cwez3hk2i75ope3qyu54cqh1,0,42,70,2023-04-01T07:04:17.732Z,2023-04-01T07:04:19Z,4151339235,212,31.9,4151339237,213,5.6,4151339233,141,38.8,4151339229,56,Center,4151339227,3,,4151339231,140,64.7,,,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298511,15,1,1,0,59,90cc40yau7yv6n8r4xs361ofd,0,36.8,57.8,2023-04-01T07:04:20.667Z,2023-04-01T07:10:57Z,4151339261,212,24.0,4151339263,213,0.3,4151339255,56,Center,4151339259,141,69.0,4151339257,140,58.5,4151339253,3,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298519,19,1,1,1,1,2cwez3hk2i75ope3qyu54cqh1,0,44.2,30.3,2023-04-01T07:04:22.084Z,2023-04-01T07:11:05Z,4151339289,56,Center,4151339295,212,32.1,4151348365,157,,4151339291,140,71.3,4151339299,1,,4151339297,213,0.5,4151339293,141,52.2,,,,9yjk78212f5mzei9zey47tr84,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298527,16,1,1,1,3,90cc40yau7yv6n8r4xs361ofd,1,34,51.8,2023-04-01T07:04:23.996Z,2023-04-01T07:04:26Z,4151339355,140,14.2,4151339353,56,Back,4151339357,141,49.7,4151339359,212,20.8,4151339351,3,,4151339361,213,3.2,,,,,,,cswf4egr4vc9p1mcfdhlfj8id,M. Jonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298531,17,52,1,1,5,90cc40yau7yv6n8r4xs361ofd,1,14.1,49.7,2023-04-01T07:04:25.932Z,2023-04-06T14:11:33Z,4167567881,377,,,,,,,,,,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298559,18,1,1,1,7,90cc40yau7yv6n8r4xs361ofd,1,14.6,47.3,2023-04-01T07:04:28.573Z,2023-04-01T07:04:33Z,4151339511,140,20.2,4151339513,141,70.6,4151339517,213,1.2,4151339515,212,16.9,4151339509,56,Back,4151339507,123,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298581,19,1,1,1,12,90cc40yau7yv6n8r4xs361ofd,1,31.2,69.9,2023-04-01T07:04:33.724Z,2023-04-01T07:04:40Z,4151339617,212,22.8,4151339613,140,14.7,4151339619,213,3.8,4151339611,56,Back,4151339615,141,48.2,,,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298603,20,1,1,1,19,90cc40yau7yv6n8r4xs361ofd,0,13.8,45.8,2023-04-01T07:04:40.684Z,2023-04-01T07:04:45Z,4151339715,141,100.0,4151339721,1,,4151339719,213,0.7,4151339711,56,Left,4151339717,212,61.0,4151339713,140,59.2,4151339709,155,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298609,20,5,1,1,24,2cwez3hk2i75ope3qyu54cqh1,1,39.1,-1.8,2023-04-01T07:04:45.557Z,2023-04-01T07:04:46Z,4151339739,233,21,4151339731,56,Back,4151339733,347,,,,,,,,,,,,,,,,,9yjk78212f5mzei9zey47tr84,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298605,21,5,1,1,24,90cc40yau7yv6n8r4xs361ofd,0,60.9,101.8,2023-04-01T07:04:45.557Z,2023-04-01T07:10:45Z,4151339727,347,,4151339723,56,Left,4151339753,233,20,,,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298615,21,1,1,1,28,2cwez3hk2i75ope3qyu54cqh1,1,36.6,0,2023-04-01T07:04:49.412Z,2023-04-01T07:04:51Z,4151339829,56,Back,4151339833,141,16.4,4151339837,213,2.2,4151339831,140,27.3,4151339827,107,,4151339845,189,,4151339835,212,15.9,,,,9yjk78212f5mzei9zey47tr84,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298625,22,1,1,1,31,2cwez3hk2i75ope3qyu54cqh1,1,21.2,29.4,2023-04-01T07:04:52.340Z,2023-04-01T07:04:53Z,4151339881,212,12.0,4151339883,213,0.1,4151339875,140,32.5,4151339879,141,31.8,4151339869,56,Back,,,,,,,,,,4d97t25ita5v6jzni0vpnixg5,S. Hatanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298633,23,1,1,1,32,2cwez3hk2i75ope3qyu54cqh1,1,32.5,31.8,2023-04-01T07:04:53.380Z,2023-04-01T07:04:57Z,4151339925,212,17.1,4151339927,213,4.7,4151339923,141,6.7,4151339921,140,32.1,4151339919,56,Back,,,,,,,,,,acr0ml1scc6iyvg8yzk8s9rs9,K. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298649,24,1,1,1,36,2cwez3hk2i75ope3qyu54cqh1,1,29.4,9.4,2023-04-01T07:04:57.524Z,2023-04-01T07:05:00Z,4151339995,56,Back,4151339997,140,10.5,4151339999,141,34.9,4151340003,213,2.4,4151340001,212,26.4,,,,,,,,,,9yjk78212f5mzei9zey47tr84,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298657,25,1,1,1,39,2cwez3hk2i75ope3qyu54cqh1,1,10.2,35.5,2023-04-01T07:05:00.180Z,2023-04-01T07:05:03Z,4151340045,1,,4151340035,56,Back,4151340043,213,5.8,4151340037,140,46.0,4151340033,155,,4151340039,141,4.4,4151340041,212,43.1,,,,2l3mrt15ldruy0y7b5n5aiz8p,J. Ichimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298661,26,1,1,1,42,2cwez3hk2i75ope3qyu54cqh1,0,46,4.4,2023-04-01T07:05:02.979Z,2023-04-01T07:05:03Z,4151340055,140,39.6,4151340059,212,8.3,4151340061,213,2.5,4151340057,141,11.6,4151340053,56,Back,,,,,,,,,,585zyri5hq2bu4j8kmjhnxi39,K. Mizunuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298667,22,8,1,1,43,90cc40yau7yv6n8r4xs361ofd,1,62.2,87.8,2023-04-01T07:05:04.668Z,2023-04-06T14:12:18Z,4167569373,383,,4151340085,56,Left,,,,,,,,,,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298679,27,2,1,1,46,2cwez3hk2i75ope3qyu54cqh1,1,57,21.3,2023-04-01T07:05:07.221Z,2023-04-06T14:12:37Z,4151340253,7,7q6m9kh79u477neouw0z7xt5h,4151340143,141,64.5,4151340149,1,,4151340141,140,78.9,4151340139,56,Center,,,,,,,,,,585zyri5hq2bu4j8kmjhnxi39,K. Mizunuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298713,25,55,1,1,46,90cc40yau7yv6n8r4xs361ofd,1,39.5,38,2023-04-01T07:05:07.222Z,2023-04-06T14:12:35Z,,,,,,,,,,,,,,,,,,,,,,,,,a1c22m80hq868xo8ekebeh39x,R. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298687,23,43,1,1,49,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-04-01T07:05:10.093Z,2023-04-01T07:05:17Z,4151340173,56,Back,4151340267,144,59,,,,,,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298693,24,43,1,1,50,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-04-01T07:05:11.179Z,2023-04-01T07:05:16Z,4151340251,144,1,4151340193,141,33.6,4151340197,213,6.0,4151340191,140,30.6,4151340189,56,Back,4151340195,212,8.5,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298769,26,1,1,2,10,90cc40yau7yv6n8r4xs361ofd,0,28.9,22.7,2023-04-01T07:05:31.085Z,2023-04-01T07:05:34Z,4151340547,155,,4151340561,1,,4151340549,241,,4151340545,5,,4151340551,56,Right,4151340559,213,6.2,4151340553,140,72.3,4151340557,212,45.7,a1c22m80hq868xo8ekebeh39x,R. Matsuda,4151340555,141,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,
2526298779,28,1,1,2,13,2cwez3hk2i75ope3qyu54cqh1,1,27.6,89.7,2023-04-01T07:05:34.565Z,2023-04-01T07:05:36Z,4151340593,212,13.3,4151340591,141,92.6,4151340595,213,0.1,4151340589,140,40.1,4151340587,56,Back,,,,,,,,,,6dg5uo3zb4fti2k3i8qe7urbp,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298781,29,49,1,2,15,2cwez3hk2i75ope3qyu54cqh1,1,40.1,92.6,2023-04-01T07:05:35.909Z,2023-04-01T07:05:36Z,,,,,,,,,,,,,,,,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298785,30,1,1,2,15,2cwez3hk2i75ope3qyu54cqh1,0,40.1,92.6,2023-04-01T07:05:36.548Z,2023-04-01T07:05:37Z,4151340633,212,17.1,4151340629,140,24.6,4151340627,56,Back,4151340631,141,100.0,4151340635,213,2.8,,,,,,,,,,gdz8r5nsoq3gt8ujug4cv0mh,K. Nagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526298791,27,5,1,2,16,90cc40yau7yv6n8r4xs361ofd,1,77,-0.8,2023-04-01T07:05:37.710Z,2023-04-01T07:10:45Z,4151340659,233,31,4151340651,56,Right,4151340653,347,,,,,,,,,,,,,,,,,a1c22m80hq868xo8ekebeh39x,R. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
