id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2526280581,8,5,1,0,15,83d6z6wvkzs3dx9oy3mftixow,0,35.8,101.5,2023-04-01T06:03:38.780Z,2023-04-01T07:04:01Z,4151243405,347,,4151243621,233,3,4151243403,56,Back,,,,,,,,,,,,,,,,aua94lt20qwged96rn4hzz3rp,D. Tomii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280649,4,1,1,0,29,92br3632xgmc25jvr0jesfvl6,1,63.8,0,2023-04-01T06:03:52.731Z,2023-04-01T06:03:54Z,4151243649,107,,4151243651,56,Right,4151243653,140,67.7,4151243659,213,1.1,4151243655,141,9.5,4151243657,212,8.8,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280651,5,1,1,0,31,92br3632xgmc25jvr0jesfvl6,1,67.7,9.5,2023-04-01T06:03:54.443Z,2023-04-01T06:03:56Z,4151243679,213,3.7,4151243671,56,Right,4151243687,156,,4151243673,140,61.5,4151243677,212,7.6,4151243675,141,3.7,,,,,,,7ot8yoc3nghpbgdkexc2g4j8q,Y. Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280661,6,1,1,0,33,92br3632xgmc25jvr0jesfvl6,0,61.5,3.7,2023-04-01T06:03:57.052Z,2023-04-01T06:03:58Z,4151243733,155,,4151243745,1,,4151243737,140,82.1,4151243735,56,Center,4151243743,213,1.0,4151243739,141,54.2,4151243741,212,40.6,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280705,9,1,1,0,36,83d6z6wvkzs3dx9oy3mftixow,1,17.8,48.8,2023-04-01T06:04:00.011Z,2023-04-01T06:04:06Z,4151243973,212,13.8,4151243971,141,61.8,4151243969,140,27.9,4151243965,3,,4151243967,56,Back,4151243975,213,0.7,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526284617,126,1,1,0,37,83d6z6wvkzs3dx9oy3mftixow,1,28.6,62.3,2023-04-01T06:04:01.067Z,2023-04-01T06:14:41Z,4151263871,56,Back,4151263869,3,,4151263879,213,4.7,4151263873,140,28.6,4151263875,141,47.8,4151263877,212,9.9,,,,,,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280709,10,50,1,0,40,83d6z6wvkzs3dx9oy3mftixow,1,29.4,44,2023-04-01T06:04:03.754Z,2023-04-01T06:04:08Z,4151243987,56,Back,4151244013,233,7,4151243989,285,,,,,,,,,,,,,,,,,docsi872whx44eedrczqua385,K. Onose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280711,7,7,1,0,40,92br3632xgmc25jvr0jesfvl6,1,70.6,56,2023-04-01T06:04:03.755Z,2023-04-01T06:04:07Z,4151243991,56,Center,4151243993,286,,4151243999,233,10,,,,,,,,,,,,,,,,i3mv8ja69kgrfm3leprosfe1,Dawhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280715,8,49,1,0,43,92br3632xgmc25jvr0jesfvl6,1,39.7,96.3,2023-04-01T06:04:07.243Z,2023-04-01T06:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280721,9,1,1,0,44,92br3632xgmc25jvr0jesfvl6,0,39.7,96.3,2023-04-01T06:04:07.595Z,2023-04-01T06:04:09Z,4151244077,286,,4151244027,56,Back,4151244035,213,0.1,4151244037,1,,4151244025,157,,4151244073,233,11,4151244033,212,3.8,4151244029,140,43.3,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,4151244031,141,96.9,4151244071,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280729,11,74,1,0,44,83d6z6wvkzs3dx9oy3mftixow,1,53.4,6.1,2023-04-01T06:04:07.596Z,2023-04-01T07:04:10Z,4151244055,56,Right,4151244089,233,9,4151244057,285,,,,,,,,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280743,12,49,1,0,46,83d6z6wvkzs3dx9oy3mftixow,1,55.4,16.2,2023-04-01T06:04:09.633Z,2023-04-01T06:16:09Z,,,,,,,,,,,,,,,,,,,,,,,,,978z8ejc2jneguyb6yq430g5x,H. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280753,13,1,1,0,47,83d6z6wvkzs3dx9oy3mftixow,0,55.4,16.2,2023-04-01T06:04:10.834Z,2023-04-01T06:16:13Z,4151244149,56,Right,4151244151,140,71.9,4151244153,141,19.8,4151244155,212,17.5,4151244157,213,0.1,,,,,,,,,,978z8ejc2jneguyb6yq430g5x,H. Abe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526285163,149,49,1,0,48,92br3632xgmc25jvr0jesfvl6,1,30.2,74.6,2023-04-01T06:04:11.718Z,2023-04-01T06:16:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280765,10,1,1,0,49,92br3632xgmc25jvr0jesfvl6,1,27,86.6,2023-04-01T06:04:12.348Z,2023-04-01T06:04:14Z,4151244233,212,19.7,4151244227,56,Back,4151244235,213,0.2,4151244225,155,,4151244229,140,45.5,4151244231,141,91.1,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280781,11,1,1,0,51,92br3632xgmc25jvr0jesfvl6,0,45.5,91.1,2023-04-01T06:04:14.539Z,2023-04-01T06:04:20Z,4151244315,212,18.3,4151244317,213,6.1,4151244309,56,Left,4151244305,3,,4151244311,140,62.5,4151244313,141,85.0,4151244307,168,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280771,14,49,1,0,51,83d6z6wvkzs3dx9oy3mftixow,1,27.9,24.9,2023-04-01T06:04:15.210Z,2023-04-01T06:04:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280805,15,1,1,0,53,83d6z6wvkzs3dx9oy3mftixow,1,27.5,27.7,2023-04-01T06:04:16.576Z,2023-04-01T06:04:20Z,4151244433,212,20.8,4151244431,141,57.8,4151244429,140,31.1,4151244435,213,1.4,4151244427,56,Back,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280827,16,1,1,0,56,83d6z6wvkzs3dx9oy3mftixow,0,42.5,63.9,2023-04-01T06:04:20.301Z,2023-04-01T06:04:24Z,4151244549,1,,4151244539,141,29.2,4151244529,155,,4151244543,212,42.1,4151244535,140,75.7,4151244545,213,5.7,4151244533,56,Center,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280831,12,44,1,0,59,92br3632xgmc25jvr0jesfvl6,1,25.2,76.1,2023-04-01T06:04:23.228Z,2023-04-01T06:04:24Z,4151244559,285,,4151244557,56,Back,4151244583,233,17,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280835,17,44,1,0,59,83d6z6wvkzs3dx9oy3mftixow,0,74.8,23.9,2023-04-01T06:04:23.229Z,2023-04-01T06:04:25Z,4151244575,56,Center,4151244577,286,,4151244629,233,12,,,,,,,,,,,,,,,,docsi872whx44eedrczqua385,K. Onose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280845,13,1,1,1,0,92br3632xgmc25jvr0jesfvl6,1,26.6,81.6,2023-04-01T06:04:23.498Z,2023-04-01T06:39:43Z,4151244617,213,0.2,4151244609,56,Back,4151244615,212,6.7,4151244613,141,83.5,4151244607,3,,4151244611,140,32.9,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280855,14,49,1,1,2,92br3632xgmc25jvr0jesfvl6,1,34.8,83.3,2023-04-01T06:04:25.628Z,2023-04-01T06:04:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280879,15,3,1,1,4,92br3632xgmc25jvr0jesfvl6,1,34.6,94.3,2023-04-01T06:04:27.387Z,2023-04-01T06:04:31Z,4151244739,56,Back,4151244755,286,,4151244751,233,19,,,,,,,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280869,19,45,1,1,4,83d6z6wvkzs3dx9oy3mftixow,0,65.4,5.7,2023-04-01T06:04:27.387Z,2023-04-01T06:04:31Z,4151244711,285,,4151244757,233,15,4151244709,56,Right,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280867,18,43,1,1,4,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-01T06:04:27.791Z,2023-04-01T06:04:30Z,4151244737,144,7,4151244703,285,0,4151244701,56,Right,,,,,,,,,,,,,,,,1acnyk8g437ayer0m4e1331pm,K. Tachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280891,16,1,1,1,7,92br3632xgmc25jvr0jesfvl6,1,54.1,93.6,2023-04-01T06:04:30.571Z,2023-04-01T06:04:32Z,4151244783,56,Left,4151244789,212,6.7,4151244785,140,60.3,4151244787,141,96.0,4151244791,213,0.2,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280911,17,1,1,1,9,92br3632xgmc25jvr0jesfvl6,1,62.7,94.2,2023-04-01T06:04:32.378Z,2023-04-01T06:04:36Z,4151244873,212,9.8,4151244871,141,86.3,4151244869,140,70.5,4151244867,56,Left,4151244875,213,5.7,,,,,,,,,,crs9cbmof39x40h175yi7naol,H. Ishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280913,18,1,1,1,13,92br3632xgmc25jvr0jesfvl6,0,87,82.3,2023-04-01T06:04:36.843Z,2023-04-01T06:04:39Z,4151244881,155,,4151244985,286,,4151244889,212,3.5,4151244979,236,,4151244891,213,4.8,4151244879,2,,4151244883,56,Center,4151244885,140,87.2,ewm5o6wx18ujlzhyai425ak15,Juan Alano,4151244887,141,77.2,4151244981,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280929,20,12,1,1,13,83d6z6wvkzs3dx9oy3mftixow,1,12.5,23,2023-04-01T06:04:36.943Z,2023-04-01T06:04:40Z,4151244951,185,,4151244991,233,18,4151244953,56,Back,,,,,,,,,,,,,,,,ec0zzrcibmg2r6apg8a0c81cl,R. Nagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280939,21,52,1,1,18,83d6z6wvkzs3dx9oy3mftixow,1,3.3,51.5,2023-04-01T06:04:41.714Z,2023-04-01T06:04:41Z,,,,,,,,,,,,,,,,,,,,,,,,,aua94lt20qwged96rn4hzz3rp,D. Tomii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281001,22,1,1,1,23,83d6z6wvkzs3dx9oy3mftixow,1,10.3,52.1,2023-04-01T06:04:46.973Z,2023-04-01T06:04:53Z,4151245251,123,,4151245259,212,18.3,4151245253,56,Back,4151245255,140,17.0,4151245261,213,1.2,4151245257,141,76.9,,,,,,,aua94lt20qwged96rn4hzz3rp,D. Tomii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281017,23,1,1,1,29,83d6z6wvkzs3dx9oy3mftixow,0,24.7,82.1,2023-04-01T06:04:53.002Z,2023-04-01T06:04:54Z,4151245341,212,42.9,4151245339,141,78.7,4151245335,56,Center,4151245343,213,6.2,4151245337,140,65.5,4151245345,1,,4151245333,155,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281023,19,1,1,1,30,92br3632xgmc25jvr0jesfvl6,1,31,28.5,2023-04-01T06:04:53.691Z,2023-04-01T06:04:55Z,4151245369,3,,4151245371,56,Back,4151245379,213,5.0,4151245373,140,34.6,4151245375,141,11.6,4151245377,212,12.1,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281027,20,49,1,1,31,92br3632xgmc25jvr0jesfvl6,1,34.6,11.6,2023-04-01T06:04:55.035Z,2023-04-01T06:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281053,21,1,1,1,34,92br3632xgmc25jvr0jesfvl6,0,34.7,6.4,2023-04-01T06:04:57.420Z,2023-04-01T06:04:59Z,4151245481,212,23.7,4151245473,155,,4151245479,141,0.0,4151245483,213,6.0,4151245477,140,56.7,4151245475,56,Right,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281059,22,5,1,1,35,92br3632xgmc25jvr0jesfvl6,0,54.9,-1.7,2023-04-01T06:04:59.092Z,2023-04-01T06:05:03Z,4151245515,347,,4151245645,233,24,4151245513,56,Right,,,,,,,,,,,,,,,,4xg5pywcbv3pho0idx326s7e2,R. Handa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281087,24,5,1,1,35,83d6z6wvkzs3dx9oy3mftixow,1,45.1,101.7,2023-04-01T06:04:59.092Z,2023-04-01T07:04:01Z,4151245623,233,22,4151245617,56,Back,4151245619,347,,,,,,,,,,,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281175,25,1,1,1,49,83d6z6wvkzs3dx9oy3mftixow,1,52.1,100,2023-04-01T06:05:13.299Z,2023-04-01T06:05:17Z,4151246003,140,55.9,4151245999,107,,4151246007,212,9.9,4151246005,141,88.7,4151246009,213,5.1,4151246001,56,Left,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281179,26,1,1,1,54,83d6z6wvkzs3dx9oy3mftixow,0,55.9,88.7,2023-04-01T06:05:17.615Z,2023-04-01T06:05:18Z,4151246045,213,5.9,4151246039,140,87.8,4151246047,1,,4151246037,56,Center,4151246041,141,70.0,4151246043,212,35.8,,,,,,,2rdx221tb304urcypk3y5nkk5,T. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281185,23,49,1,1,55,92br3632xgmc25jvr0jesfvl6,1,12.2,26.7,2023-04-01T06:05:18.859Z,2023-04-01T06:05:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2mlhzuv74jc84rckx21ctofd,K. Tani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281249,24,1,1,2,3,92br3632xgmc25jvr0jesfvl6,1,15.2,47.3,2023-04-01T06:05:26.891Z,2023-04-01T06:05:30Z,4151246293,141,25.6,4151246291,140,24.1,4151246297,213,5.3,4151246289,56,Back,4151246295,212,17.5,,,,,,,,,,2mlhzuv74jc84rckx21ctofd,K. Tani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281269,25,1,1,2,6,92br3632xgmc25jvr0jesfvl6,1,25.7,25.2,2023-04-01T06:05:29.899Z,2023-04-01T06:05:33Z,4151246361,141,65.5,4151246363,212,27.8,4151246357,56,Back,4151246365,213,1.7,4151246359,140,21.3,,,,,,,,,,8d2l4zwaz145adziclzc764t1,G. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281291,26,1,1,2,10,92br3632xgmc25jvr0jesfvl6,1,22.4,73.3,2023-04-01T06:05:33.739Z,2023-04-01T06:05:35Z,4151246455,141,95.7,4151246457,212,21.0,4151246451,56,Back,4151246453,140,36.2,4151246459,213,0.8,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281309,27,1,1,2,12,92br3632xgmc25jvr0jesfvl6,1,36.2,95.7,2023-04-01T06:05:35.643Z,2023-04-01T06:05:37Z,4151246535,56,Back,4151246543,213,4.1,4151246541,212,6.1,4151246537,140,33.0,4151246539,141,88.3,,,,,,,,,,ewm5o6wx18ujlzhyai425ak15,Juan Alano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281329,28,1,1,2,14,92br3632xgmc25jvr0jesfvl6,0,33,88.3,2023-04-01T06:05:37.419Z,2023-04-01T06:05:41Z,4151246613,212,34.2,4151246607,56,Left,4151246605,155,,4151246611,141,93.5,4151246617,1,,4151246609,140,65.4,4151246615,213,0.1,,,,crs9cbmof39x40h175yi7naol,H. Ishige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281325,27,49,1,2,17,83d6z6wvkzs3dx9oy3mftixow,1,32.8,9.1,2023-04-01T06:05:40.919Z,2023-04-01T06:05:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281341,28,1,1,2,18,83d6z6wvkzs3dx9oy3mftixow,1,33.7,7.3,2023-04-01T06:05:41.474Z,2023-04-01T06:05:43Z,4151246675,1,,4151246667,140,7.7,4151246665,56,Back,4151246669,141,38.3,4151246671,212,34.5,4151246673,213,2.5,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281369,29,1,1,2,20,83d6z6wvkzs3dx9oy3mftixow,1,9,38.3,2023-04-01T06:05:43.711Z,2023-04-01T06:05:48Z,4151246799,213,4.8,4151246791,56,Back,4151246797,212,21.8,4151246795,141,6.5,4151246793,140,11.8,,,,,,,,,,aua94lt20qwged96rn4hzz3rp,D. Tomii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526281379,30,1,1,2,24,83d6z6wvkzs3dx9oy3mftixow,0,9.7,4.3,2023-04-01T06:05:47.896Z,2023-04-01T06:05:55Z,4151247061,236,,4151246839,213,0.2,4151246831,56,Back,4151246829,155,,4151246837,212,4.7,4151246835,141,5.5,4151247063,233,29,4151246833,140,14.1,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,4151247067,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
