id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist
2537739065,1,34,16,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-23T04:56:52.903Z,2023-04-23T04:56:53Z,4212122177,194,a6mikq97x6ldarn4j7i16gatx,4212122169,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4212122181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212122175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212122171,59,"1, 34, 17, 13, 4, 2, 15, 6, 77, 10, 18, 3, 5, 9, 16, 21, 24, 33",4212122179,197,5030,4212122173,130,17,4212122167,30,"jywyirljzj827gq6pkgb34k5, dg1wh53t8qyb8l2dkeibtnkkp, 8u07m36pydqgg68citu7pilii, ecdovu3igm2rwrf6mwannhwmi, dnwwsdy1tfz0o7t0odssfstsl, 4q09fnw7soqo8q1u50wfde76d, a6mikq97x6ldarn4j7i16gatx, 5c3w3zdu6bojrfd8gt8u35o7p, 4o4vrnjw7c3g7j5aw5utyw1cl, 1enckn6zmewa3nupsm95mgkb9, dnvqxvpw9c21y0mb2wdxyua51, 96c2ojt4sgo4gfxs7vt1qfxed, b9q7re294ul5aq3jxch5oomol, 3g0uy8yhevhod17kgrtho63th, iu0xfgqmdqhn8vpgbqwpbnit, ecl5pqdpqewobefggvbc3ukgk, 4wafzcrbcql65swyc2rsiilt5, cfzctw95ysbr2hdzz1q4uftre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537739785,1,34,16,0,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-23T05:01:33.636Z,2023-04-23T05:57:36Z,4212126107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4212126099,30,"5ai6500e7oug5v5hybnkfzh7t, 3tx6890pt4hfaz45foj1nhey1, 8d1sjb0uxmgz8945khj6ovmqd, 8alc0ohhvwzzpv25jxnicfmqd, 1acnyk8g437ayer0m4e1331pm, etsgyfejyka71co7e2xeq6r55, 2rdx221tb304urcypk3y5nkk5, cpats5brlfpugqtw8hi4vigdm, 4o71xxq6qdkhug58a073fxega, 978z8ejc2jneguyb6yq430g5x, 3mqvpqnv1yixpclmxsvqfoxec, 63x2f9goh9q2g6ql4r0ll4w5x, 2lwcix6j3nphfos61pidoxuj9, ec0zzrcibmg2r6apg8a0c81cl, 82jbtoimbxpaomrvm1q3wm5ex, 9w0brh9x5ez6yoiinh50g6y5m, c7ukr0stxvyflr3xfod5zkpp0",4212126113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212126111,197,11935,4212126109,194,8alc0ohhvwzzpv25jxnicfmqd,4212126103,59,"1, 3, 44, 22, 4, 2, 11, 15, 18, 7, 13, 6, 10, 20, 21, 26, 29",4212126101,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4212126105,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755979,2,32,1,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-23T06:03:27.812Z,2023-04-26T09:30:54Z,4212216603,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755975,2,32,1,0,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-23T06:03:27.812Z,2023-04-23T06:03:27Z,4212216597,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755981,3,1,1,0,1,18c8ibslzapz40lfb8y5vygcs,1,50.1,49.9,2023-04-23T06:03:28.912Z,2023-04-26T09:29:31Z,4212216617,213,3.2,4212216609,56,Back,4212216613,141,46.4,4212216619,279,S,4212216615,212,22.4,4212216611,140,28.9,,,,,,,4o4vrnjw7c3g7j5aw5utyw1cl,K. Junker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755989,4,1,1,0,4,18c8ibslzapz40lfb8y5vygcs,1,28.9,45.8,2023-04-23T06:03:31.880Z,2023-04-23T06:03:33Z,4212216659,56,Back,4212216667,213,4.6,4212216665,212,21.0,4212216661,140,25.7,4212216663,141,15.3,,,,,,,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755995,5,1,1,0,6,18c8ibslzapz40lfb8y5vygcs,1,27.2,14.7,2023-04-23T06:03:34.214Z,2023-04-23T06:03:36Z,4212216703,140,39.0,4212216707,212,12.6,4212216709,213,6.1,4212216705,141,11.7,4212216701,56,Back,,,,,,,,,,4q09fnw7soqo8q1u50wfde76d,Y. Nogami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537755999,6,1,1,0,9,18c8ibslzapz40lfb8y5vygcs,0,37.1,10.4,2023-04-23T06:03:37.475Z,2023-04-23T06:03:37Z,4212216737,212,38.8,4212216729,155,,4212216739,213,0.1,4212216733,140,73.7,4212216735,141,18.6,4212216731,56,Right,4212216741,1,,,,,a6mikq97x6ldarn4j7i16gatx,S. Inagaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537756003,3,1,1,0,11,83d6z6wvkzs3dx9oy3mftixow,0,27.2,70.8,2023-04-23T06:03:39.730Z,2023-04-23T06:03:40Z,4212216765,56,Back,4212216769,141,100.0,4212216763,157,,4212216771,212,28.7,4212216775,1,,4212216767,140,45.9,4212216773,213,0.8,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537756005,4,5,1,0,12,83d6z6wvkzs3dx9oy3mftixow,0,48.9,101.8,2023-04-23T06:03:40.581Z,2023-04-23T06:03:42Z,4212216793,233,7,4212216777,56,Back,4212216779,347,,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
