id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/16/value
2548431303,1,34,16,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-05-14T03:17:22.894Z,2023-05-14T04:27:35Z,4276134247,194,6vkppmpdrvrujfp035ucpib8q,4276134241,59,"1, 14, 44, 7, 4, 3, 10, 18, 11, 23, 17, 9, 19, 20, 22, 24, 25, 26",4276134249,197,14530,4276134239,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4276134237,30,"7j7c0l6xctuoauvg1tpni3ysp, 23ejdwwhvzovvi7jmek50dyol, 3qguujjae7411ruqhztrfojys, 6vkppmpdrvrujfp035ucpib8q, 82f876uvvivzq5hspoy6vpfmy, 12ndgojwoabbe9igew1ymcnop, dsg6lclcyu8gvsyyn6jnoii95, f0yeq2v114x8is6rbrj6xxrhm, 3dcmvl6ile1c42e7zzw4e139x, 5y6uy0cw3emtxukzgl1xeb4l, 5cwzgbnlpamgpiwjlgn61i8k5, 7csua09fwbprxmixvu567yvv9, ez252u15v75qpotw00x7n3rhl, c2kqhdj67jhmhibczzoigqb1m, darnk2r4rggf7z5dm7t48omp5, a9lb9wl7lf9lxpmwril1pyfop, ca4hme0jyql3gf06hmsi89ht6, 8m7y7kmzgy3aqwvlt1ywp1tjp",4276134251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4276134243,130,4,4276134245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548438173,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-05-14T03:34:21.671Z,2023-05-14T04:27:33Z,4276177577,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4276177579,59,"21, 16, 6, 25, 3, 24, 11, 8, 20, 9, 19, 1, 5, 17, 27, 30, 33, 41",4276177583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4276177585,194,rwrgxpcw0fbw23nmrol7w0d1,4276177587,197,5046,4276177581,130,2,4276177589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4276177575,30,"rwrgxpcw0fbw23nmrol7w0d1, a48j66n8bzz6ffcsyiodbfwq2, 9lx0ga5gyyydtll2lykm496fp, c0462ainildhz7zmyosnafmc5, a5bv94qfazsluavgaoxrys0rt, d5ohcms1wnysq8ydfrbbfhrvu, ehnhef906i6z4e7hn7ae1p68l, 77487qauk9fkzlesgze21odsl, 57140tg9gdrk4iqqhxbfomjmx, 7wg0d34b0cdh7fxgetfgqs8np, 6i35vaig8vo8uu549elm5kul1, 1wwcosp7djsj0lk59c379luxh, 9qugefy6toogpl37zi90s9uy1, 5rojh6x1n0mshbzfhcjramn6d, cvt6409ohlrm4x3jl75gyqy1, 6y8q2is29kywguj8vt0pffk0k, b8uoz55lg5vph4efl6clee4x6, 79pu8sflam8hqbmlckw8o0huy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455623,2,32,1,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-05-14T04:34:14.059Z,2023-05-14T04:34:14Z,4276277573,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455625,2,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-05-14T04:34:14.059Z,2023-05-14T04:34:16Z,4276277577,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455629,3,1,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,50.1,50,2023-05-14T04:34:14.159Z,2023-05-14T04:35:24Z,4276277591,141,48.7,4276277597,279,S,4276277593,212,22.2,4276277587,56,Back,4276277595,213,3.2,4276277589,140,29.0,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455649,4,1,1,0,3,90cc40yau7yv6n8r4xs361ofd,0,27.6,53,2023-05-14T04:34:18.030Z,2023-05-14T04:53:33Z,4276277733,140,69.2,4276277735,141,73.2,4276277741,1,,4276277729,155,,4276277731,56,Center,4276277739,213,0.3,4276277737,212,45.8,,,,a5bv94qfazsluavgaoxrys0rt,R. Shindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455643,3,1,1,0,6,6bus1cl4b6zdm93290r02o7cx,0,24.9,11,2023-05-14T04:34:20.880Z,2023-05-14T04:34:22Z,4276277701,212,15.3,4276277695,56,Back,4276277693,3,,4276277697,140,39.5,4276277703,213,0.0,4276277699,141,11.9,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455651,5,1,1,0,9,90cc40yau7yv6n8r4xs361ofd,0,63.1,75.9,2023-05-14T04:34:23.470Z,2023-05-14T04:34:24Z,4276277757,141,71.7,4276277759,212,11.7,4276277761,213,6.0,4276277751,3,,4276277755,140,73.9,4276277753,56,Center,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455657,4,1,1,0,10,6bus1cl4b6zdm93290r02o7cx,0,22.7,15.2,2023-05-14T04:34:24.609Z,2023-05-14T04:34:26Z,4276277821,212,11.3,4276277813,3,,4276277815,56,Back,4276277823,213,5.8,4276277817,140,32.3,4276277819,141,7.7,,,,,,,82f876uvvivzq5hspoy6vpfmy,R. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455663,6,1,1,0,13,90cc40yau7yv6n8r4xs361ofd,0,61,91.8,2023-05-14T04:34:27.924Z,2023-05-14T04:34:28Z,4276277905,212,17.1,4276277903,141,81.8,4276277899,56,Left,4276277897,155,,4276277901,140,75.9,4276277907,213,5.9,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
