id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2551433725,210,1,1,25,3,3lyo0vqgndy4fuzlfo5l9ql30,1,68.6,67,2023-05-20T07:28:21.665Z,2023-05-20T07:28:23Z,4292068591,213,4.7,4292068585,140,68.6,4292068583,56,Center,4292068587,141,42.8,4292068589,212,16.5,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433733,211,1,1,25,5,3lyo0vqgndy4fuzlfo5l9ql30,0,68.6,40,2023-05-20T07:28:23.345Z,2023-05-20T07:28:24Z,4292068623,56,Center,4292068635,213,5.6,4292068631,212,11.9,4292068629,141,28.5,4292068627,140,77.2,,,,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433735,227,8,1,25,6,bbt5nqwufsne7r0zfa6pvpmfa,1,24,62.1,2023-05-20T07:28:24.685Z,2023-05-20T07:28:24Z,4292068643,56,Back,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433755,228,49,1,25,8,bbt5nqwufsne7r0zfa6pvpmfa,1,9.5,61.2,2023-05-20T07:28:26.224Z,2023-05-20T07:28:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433771,229,12,1,25,8,bbt5nqwufsne7r0zfa6pvpmfa,1,9.5,61.2,2023-05-20T07:28:26.479Z,2023-05-20T07:28:29Z,4292068787,56,Back,4292068793,212,39.1,4292068789,140,35.8,4292068795,213,0.8,4292068791,141,100.0,4292068869,167,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433769,212,5,1,25,9,3lyo0vqgndy4fuzlfo5l9ql30,1,66,-2,2023-05-20T07:28:27.248Z,2023-05-20T07:28:28Z,4292068815,233,230,4292068773,347,,4292068769,56,Right,,,,,,,,,,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433775,230,5,1,25,9,bbt5nqwufsne7r0zfa6pvpmfa,0,34,102,2023-05-20T07:28:27.248Z,2023-05-20T07:30:26Z,4292068805,347,,4292068803,56,Back,4292068819,233,212,,,,,,,,,,,,,,,,8ms57twka5pm6och4fndo2r8q,Matheus Thuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433913,213,1,1,25,26,3lyo0vqgndy4fuzlfo5l9ql30,1,65.4,0,2023-05-20T07:28:44.129Z,2023-05-20T07:28:45Z,4292069387,141,10.4,4292069389,212,14.1,4292069381,107,,4292069385,140,76.2,4292069391,213,0.6,4292069383,56,Right,,,,,,,cq5sbfpf2mphplrzyb2tmsxxx,N. Kawaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433919,214,1,1,25,27,3lyo0vqgndy4fuzlfo5l9ql30,0,76.1,10.4,2023-05-20T07:28:45.328Z,2023-05-20T07:28:45Z,4292069411,141,5.3,4292069409,140,84.7,4292069407,56,Right,4292069413,212,9.7,4292069415,213,5.9,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433943,231,1,1,25,29,bbt5nqwufsne7r0zfa6pvpmfa,1,19.8,90.6,2023-05-20T07:28:46.879Z,2023-05-20T07:28:49Z,4292069573,157,,4292069581,141,81.2,4292069585,213,5.9,4292069583,212,17.0,4292069587,1,,4292069577,56,Back,4292069579,140,34.8,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433963,232,44,1,25,30,bbt5nqwufsne7r0zfa6pvpmfa,1,31.6,85.2,2023-05-20T07:28:48.176Z,2023-05-20T07:29:20Z,4292069673,233,215,4292069663,56,Back,4292069665,285,,,,,,,,,,,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433933,215,44,1,25,30,3lyo0vqgndy4fuzlfo5l9ql30,0,68.4,14.8,2023-05-20T07:28:48.177Z,2023-05-20T07:28:52Z,4292069543,286,,4292069541,56,Right,4292069699,233,232,,,,,,,,,,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433983,233,1,1,25,30,bbt5nqwufsne7r0zfa6pvpmfa,1,34.8,81.2,2023-05-20T07:28:48.199Z,2023-05-20T08:04:20Z,4292069747,140,27.5,4292069749,141,93.2,4292069743,3,,4292069745,56,Back,4292069751,212,11.2,4292069753,213,2.3,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433987,234,49,1,25,34,bbt5nqwufsne7r0zfa6pvpmfa,1,27.3,93,2023-05-20T07:28:52.640Z,2023-05-20T07:29:24Z,,,,,,,,,,,,,,,,,,,,,,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551433993,235,1,1,25,35,bbt5nqwufsne7r0zfa6pvpmfa,0,27.3,93,2023-05-20T07:28:52.975Z,2023-05-20T07:28:53Z,4292069777,140,56.0,4292069779,141,54.0,4292069773,157,,4292069781,212,40.1,4292069775,56,Center,4292069785,1,,4292069783,213,5.6,,,,196dypy60x08uuc7cltabdcr9,K. Yuruki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434017,216,49,1,25,37,3lyo0vqgndy4fuzlfo5l9ql30,1,39.8,47.2,2023-05-20T07:28:55.456Z,2023-05-20T07:28:55Z,,,,,,,,,,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434097,217,1,1,25,38,3lyo0vqgndy4fuzlfo5l9ql30,1,39.8,47.2,2023-05-20T07:28:55.794Z,2023-05-20T07:29:01Z,4292070199,140,34.0,4292070207,1,,4292070197,56,Back,4292070201,141,78.7,4292070195,157,,4292070205,213,1.8,4292070203,212,22.3,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434109,218,4,1,25,42,3lyo0vqgndy4fuzlfo5l9ql30,1,29.1,83.8,2023-05-20T07:28:59.902Z,2023-05-20T07:29:02Z,4292070273,233,236,4292070249,152,,4292070241,294,,4292070245,56,Back,4292070237,13,,4292070277,285,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434101,236,4,1,25,42,bbt5nqwufsne7r0zfa6pvpmfa,0,70.9,16.2,2023-05-20T07:28:59.903Z,2023-05-20T07:29:03Z,4292070215,13,,4292070217,294,,4292070221,152,,4292070219,56,Right,4292070223,286,,4292070309,233,218,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434237,219,1,1,25,53,3lyo0vqgndy4fuzlfo5l9ql30,1,30.8,82,2023-05-20T07:29:11.345Z,2023-05-20T07:29:13Z,4292070791,5,,4292070809,189,,4292070793,152,,4292070795,56,Back,4292070803,213,4.0,4292070797,140,12.6,4292070799,141,50.3,4292070801,212,28.8,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434273,220,1,1,25,55,3lyo0vqgndy4fuzlfo5l9ql30,1,12.5,50.1,2023-05-20T07:29:13.616Z,2023-05-20T07:29:16Z,4292070959,213,5.3,4292070949,140,22.7,4292070947,56,Back,4292070951,141,25.5,4292070955,212,19.9,,,,,,,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434343,221,1,1,25,58,3lyo0vqgndy4fuzlfo5l9ql30,1,26.9,24.6,2023-05-20T07:29:16.625Z,2023-05-20T07:29:20Z,4292071175,141,48.1,4292071173,140,9.3,4292071179,213,2.4,4292071177,212,24.4,4292071171,56,Back,,,,,,,,,,aju96fh38fg93pp3dasz29hwp,Y. Tatsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434403,222,1,1,26,2,3lyo0vqgndy4fuzlfo5l9ql30,1,9.3,48.1,2023-05-20T07:29:20.161Z,2023-05-20T07:29:25Z,4292071425,141,62.6,4292071423,140,14.4,4292071429,213,1.1,4292071427,212,11.2,4292071421,56,Back,,,,,,,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434435,223,1,1,26,8,3lyo0vqgndy4fuzlfo5l9ql30,1,23.3,68.8,2023-05-20T07:29:25.777Z,2023-05-20T07:29:29Z,4292071567,141,83.9,4292071569,212,10.5,4292071571,213,1.8,4292071563,56,Back,4292071565,140,21.3,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434437,224,1,1,26,11,3lyo0vqgndy4fuzlfo5l9ql30,0,21.5,82.4,2023-05-20T07:29:29.041Z,2023-05-20T07:29:29Z,4292071587,213,6.3,4292071581,140,38.9,4292071585,212,18.3,4292071579,56,Back,4292071583,141,82.1,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434441,237,8,1,26,12,bbt5nqwufsne7r0zfa6pvpmfa,1,60.7,24.3,2023-05-20T07:29:30.416Z,2023-05-20T07:29:30Z,4292071593,56,Center,,,,,,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434465,238,49,1,26,14,bbt5nqwufsne7r0zfa6pvpmfa,1,56.7,21.5,2023-05-20T07:29:32.080Z,2023-05-20T07:29:32Z,,,,,,,,,,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434477,239,1,1,26,14,bbt5nqwufsne7r0zfa6pvpmfa,1,56.7,21.5,2023-05-20T07:29:32.494Z,2023-05-20T07:29:34Z,4292071701,141,11.7,4292071699,140,55.9,4292071697,56,Right,4292071703,212,6.7,4292071705,213,4.6,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434507,240,1,1,26,16,bbt5nqwufsne7r0zfa6pvpmfa,1,54.9,6.4,2023-05-20T07:29:33.903Z,2023-05-20T07:29:36Z,4292071803,141,7.6,4292071797,56,Right,4292071799,140,78.7,4292071809,213,0.0,4292071807,212,25.0,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434523,241,1,1,26,18,bbt5nqwufsne7r0zfa6pvpmfa,0,74.5,5.5,2023-05-20T07:29:36.639Z,2023-05-20T07:29:37Z,4292071861,141,15.0,4292071859,140,75.2,4292071865,213,1.5,4292071857,56,Right,4292071863,212,6.5,,,,,,,,,,2fpbnagisq2zqfordsc9fkjfu,D. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434521,225,49,1,26,19,3lyo0vqgndy4fuzlfo5l9ql30,1,27.1,79.3,2023-05-20T07:29:36.898Z,2023-05-20T07:29:37Z,,,,,,,,,,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434539,226,1,1,26,20,3lyo0vqgndy4fuzlfo5l9ql30,1,27.1,79.3,2023-05-20T07:29:38Z,2023-05-20T07:29:39Z,4292071929,140,30.5,4292071927,56,Back,4292071931,141,63.0,4292071935,213,5.0,4292071933,212,11.6,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434567,227,1,1,26,21,3lyo0vqgndy4fuzlfo5l9ql30,1,30.5,63,2023-05-20T07:29:39.329Z,2023-05-20T07:29:41Z,4292072019,56,Back,4292072021,140,19.1,4292072027,213,3.3,4292072023,141,60.6,4292072025,212,12.1,,,,,,,,,,exhzpkx6j2ffgblv06ummy356,S. Toshima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434611,228,1,1,26,24,3lyo0vqgndy4fuzlfo5l9ql30,1,18.1,56.3,2023-05-20T07:29:41.793Z,2023-05-20T07:29:47Z,4292072205,213,3.6,4292072203,212,13.0,4292072201,141,48.1,4292072199,140,6.9,4292072197,56,Back,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434627,229,1,1,26,29,3lyo0vqgndy4fuzlfo5l9ql30,0,9.1,42.4,2023-05-20T07:29:46.977Z,2023-05-20T07:29:50Z,4292072279,212,47.1,4292072281,213,0.2,4292072269,56,Center,4292072267,157,,4292072275,141,53.9,4292072271,140,53.3,4292072283,1,,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434659,242,1,1,26,33,bbt5nqwufsne7r0zfa6pvpmfa,0,46.2,49.1,2023-05-20T07:29:51.280Z,2023-05-20T07:29:53Z,4292072391,140,62.3,4292072397,213,5.7,4292072387,3,,4292072389,56,Center,4292072393,141,31.0,4292072395,212,20.9,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434681,230,1,1,26,35,3lyo0vqgndy4fuzlfo5l9ql30,1,35.8,69.9,2023-05-20T07:29:53.601Z,2023-05-20T07:29:55Z,4292072479,141,91.2,4292072477,140,38.9,4292072483,213,1.3,4292072475,56,Back,4292072481,212,14.8,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434707,231,1,1,26,37,3lyo0vqgndy4fuzlfo5l9ql30,1,39.6,93.5,2023-05-20T07:29:55.585Z,2023-05-20T07:29:58Z,4292072589,213,4.3,4292072587,212,9.5,4292072581,56,Back,4292072583,140,35.8,4292072585,141,80.9,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434743,232,1,1,26,40,3lyo0vqgndy4fuzlfo5l9ql30,1,36.1,79.1,2023-05-20T07:29:58.097Z,2023-05-20T07:30:02Z,4292072729,140,38.6,4292072727,56,Back,4292072731,141,62.3,4292072735,213,4.9,4292072733,212,11.7,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434757,233,1,1,26,44,3lyo0vqgndy4fuzlfo5l9ql30,1,46.4,65.8,2023-05-20T07:30:01.889Z,2023-05-20T07:30:03Z,4292072789,56,Left,4292072797,213,0.6,4292072795,212,20.0,4292072793,141,81.5,4292072791,140,62.5,,,,,,,,,,cgv10p2fly70zfpm74nmyx8bu,T. Takamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434777,234,1,1,26,45,3lyo0vqgndy4fuzlfo5l9ql30,1,62.7,81.8,2023-05-20T07:30:03.152Z,2023-05-20T07:30:05Z,4292072867,141,94.5,4292072869,212,8.9,4292072871,213,1.3,4292072863,56,Left,4292072865,140,64.8,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434819,235,1,1,26,47,3lyo0vqgndy4fuzlfo5l9ql30,0,67,93.9,2023-05-20T07:30:05.473Z,2023-05-20T07:30:09Z,4292073013,212,35.8,4292073015,213,6.1,4292073011,141,85.9,4292073009,140,100.0,4292073007,56,Left,4292073017,1,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434841,243,56,1,26,53,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-05-20T07:30:11.303Z,2023-05-20T07:30:11Z,4292073093,56,Back,,,,,,,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434821,236,5,1,26,54,3lyo0vqgndy4fuzlfo5l9ql30,0,101.2,80.8,2023-05-20T07:30:11.755Z,2023-05-20T07:30:24Z,4292073167,233,244,4292073021,346,,4292073019,56,Left,,,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551434853,244,5,1,26,54,bbt5nqwufsne7r0zfa6pvpmfa,1,-1.2,19.2,2023-05-20T07:30:11.755Z,2023-05-20T07:30:26Z,4292073143,233,236,4292073123,56,Back,4292073125,346,,,,,,,,,,,,,,,,,f2mpyljll9npb71owp1tlzy7d,T. Yamakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435171,245,1,1,27,29,bbt5nqwufsne7r0zfa6pvpmfa,1,4.5,52.4,2023-05-20T07:30:46.976Z,2023-05-20T07:30:51Z,4292074449,212,65.0,4292074447,141,39.8,4292074439,124,,4292074457,74,,4292074453,1,,4292074441,155,,4292074451,213,6.2,4292074445,140,65.9,71nmf5ieohq83rj1ah9j94a21,D. Maekawa,4292074443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435173,246,44,1,27,33,bbt5nqwufsne7r0zfa6pvpmfa,1,64.4,42.3,2023-05-20T07:30:51.456Z,2023-05-20T07:30:52Z,4292074461,286,,4292074477,233,237,4292074459,56,Center,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435177,237,44,1,27,33,3lyo0vqgndy4fuzlfo5l9ql30,0,35.6,57.7,2023-05-20T07:30:51.457Z,2023-05-20T07:30:52Z,4292074467,56,Back,4292074469,285,,4292074481,233,246,,,,,,,,,,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435197,247,1,1,27,34,bbt5nqwufsne7r0zfa6pvpmfa,1,65.9,39.8,2023-05-20T07:30:51.920Z,2023-05-20T07:30:55Z,4292074549,140,75.2,4292074561,213,6.0,4292074557,212,10.2,4292074539,3,,4292074553,141,35.7,4292074543,168,,4292074545,56,Center,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435201,248,44,1,27,35,bbt5nqwufsne7r0zfa6pvpmfa,1,74.2,37.3,2023-05-20T07:30:53.440Z,2023-05-20T07:30:55Z,4292074581,233,238,4292074569,286,,4292074567,56,Center,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435187,238,44,1,27,35,3lyo0vqgndy4fuzlfo5l9ql30,0,25.8,62.7,2023-05-20T07:30:53.441Z,2023-05-20T07:30:56Z,4292074507,285,,4292074603,233,248,4292074503,56,Back,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435209,249,1,1,27,36,bbt5nqwufsne7r0zfa6pvpmfa,0,75.2,35.7,2023-05-20T07:30:54.313Z,2023-05-20T08:04:26Z,4292074621,213,0.6,4292074617,141,51.9,4292074619,212,18.8,4292074611,3,,4292074615,140,89.7,4292074613,56,Center,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435213,239,49,1,27,38,3lyo0vqgndy4fuzlfo5l9ql30,1,4.3,48.8,2023-05-20T07:30:56.544Z,2023-05-20T07:30:56Z,,,,,,,,,,,,,,,,,,,,,,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435269,240,1,1,27,42,3lyo0vqgndy4fuzlfo5l9ql30,1,11.7,45.1,2023-05-20T07:31:00.289Z,2023-05-20T07:31:03Z,4292074813,56,Back,4292074815,140,12.2,4292074819,212,13.1,4292074817,141,64.3,4292074821,213,1.5,,,,,,,,,,5ha4d9cmkfc0zdfjtmqt3mg6i,K. Matsumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435299,241,1,1,27,45,3lyo0vqgndy4fuzlfo5l9ql30,0,12.9,65.5,2023-05-20T07:31:02.914Z,2023-05-20T07:31:07Z,4292074927,140,31.3,4292074931,141,70.5,4292074935,212,19.6,4292074939,213,0.2,4292074921,155,,4292074925,56,Back,,,,,,,bcqjrpgcfyzggcts863ck11bd,T. Koga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435309,250,44,1,27,47,bbt5nqwufsne7r0zfa6pvpmfa,1,62.2,25.9,2023-05-20T07:31:05.536Z,2023-05-20T07:31:06Z,4292074973,56,Center,4292074975,286,,4292074991,233,242,,,,,,,,,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435307,242,44,1,27,47,3lyo0vqgndy4fuzlfo5l9ql30,0,37.8,74.1,2023-05-20T07:31:05.537Z,2023-05-20T07:31:07Z,4292074969,56,Back,4292075043,233,250,4292074971,285,,,,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435319,251,1,1,27,48,bbt5nqwufsne7r0zfa6pvpmfa,1,58.8,23.3,2023-05-20T07:31:06.144Z,2023-05-20T07:31:38Z,4292075005,141,6.8,4292075003,140,72.3,4292075001,56,Right,4292075007,212,18.1,4292075009,213,5.6,4292074999,3,,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435337,252,49,1,27,50,bbt5nqwufsne7r0zfa6pvpmfa,1,72.3,6.8,2023-05-20T07:31:08.368Z,2023-05-20T07:31:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435423,254,50,1,27,56,bbt5nqwufsne7r0zfa6pvpmfa,1,74.6,7.4,2023-05-20T07:31:14.624Z,2023-05-20T07:32:24Z,4292075399,56,Right,4292075435,233,243,4292075401,286,,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435409,243,7,1,27,56,3lyo0vqgndy4fuzlfo5l9ql30,1,25.4,92.6,2023-05-20T07:31:14.625Z,2023-05-20T07:32:25Z,4292075371,285,,4292075431,233,254,4292075369,56,Back,,,,,,,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435407,253,43,1,27,57,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-05-20T07:31:15.376Z,2023-05-20T07:31:40Z,4292075367,56,Right,4292076239,144,61,,,,,,,,,,,,,,,,,,,3bl0mhzv53z17qkbezviavg0l,Y. Muto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435417,244,49,1,27,58,3lyo0vqgndy4fuzlfo5l9ql30,1,11.8,89.6,2023-05-20T07:31:15.842Z,2023-05-20T07:31:16Z,,,,,,,,,,,,,,,,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435427,245,1,1,27,58,3lyo0vqgndy4fuzlfo5l9ql30,1,11.8,89.6,2023-05-20T07:31:16.017Z,2023-05-20T07:31:16Z,4292075413,212,11.3,4292075415,213,0.1,4292075411,141,90.8,4292075407,56,Back,4292075409,140,22.5,,,,,,,,,,h84l7hezwweq4hmxnb0q7651,E. Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435439,246,1,1,27,58,3lyo0vqgndy4fuzlfo5l9ql30,1,22.6,90.8,2023-05-20T07:31:16.737Z,2023-05-20T07:31:18Z,4292075459,140,36.8,4292075465,213,5.9,4292075457,56,Back,4292075463,212,15.8,4292075461,141,83.0,,,,,,,,,,9bk61hqoeloi792bgxkq0owyd,T. Koyamatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435441,247,3,1,28,0,3lyo0vqgndy4fuzlfo5l9ql30,0,36,86,2023-05-20T07:31:18.160Z,2023-05-20T07:31:22Z,4292075471,286,,4292075603,233,255,4292075469,56,Back,,,,,,,,,,,,,,,,1d57az0nmca33zgcta21912p5,Matheus Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435465,255,7,1,28,0,bbt5nqwufsne7r0zfa6pvpmfa,1,64,14,2023-05-20T07:31:18.161Z,2023-05-20T07:32:39Z,4292075569,56,Right,4292075591,233,247,4292075571,285,,,,,,,,,,,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435469,256,61,1,28,1,bbt5nqwufsne7r0zfa6pvpmfa,1,58.5,10.9,2023-05-20T07:31:19.240Z,2023-05-20T07:32:53Z,4292075581,56,Right,,,,,,,,,,,,,,,,,,,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551435477,248,1,1,28,2,3lyo0vqgndy4fuzlfo5l9ql30,1,53.4,70.3,2023-05-20T07:31:20.721Z,2023-05-20T07:32:57Z,4292075615,56,Back,4292075623,213,2.5,4292075619,141,78.1,4292075617,140,46.0,4292075621,212,9.4,,,,,,,,,,7zxscftntxqon7k8h7ozac3fu,M. Hosoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
