id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2514831981,1,34,16,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-03-04T04:07:58.599Z,2023-03-04T04:07:58Z,4069802759,59,"99, 13, 24, 18, 5, 34, 29, 7, 11, 47, 37, 1, 3, 6, 8, 9, 16, 23",4069802755,30,"2mlhzuv74jc84rckx21ctofd, 7yt16wh1vrezxyfbvtrpn78mi, 76x9dtsoan0d48m4h6gjr8bca, ejiqb92493nx7l8wifxbw5hp1, 8d2l4zwaz145adziclzc764t1, 5426us5htztnint9qxlhfugkq, 7ot8yoc3nghpbgdkexc2g4j8q, 2shd4ptk7rfpalkpnrfodgded, 4g3jv6nwzqmv6tow2stbtrt1x, ewm5o6wx18ujlzhyai425ak15, co2jr63m3drr3y0ww8ytfexw4, bnejmblsp0svuw4x3ngkgwonp, 4xg5pywcbv3pho0idx326s7e2, 3erz4yrlw2m15mxxocwq31g16, 2kcise3j2ab8hq0n2vgf391wp, cts4m629mfz3knbeyri4021n9, a30xlbgdtdfkih9w3z6mmrp5g, i3mv8ja69kgrfm3leprosfe1",4069802757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069802769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069802765,194,2shd4ptk7rfpalkpnrfodgded,4069802767,197,5066,4069802763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069802761,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514832229,1,34,16,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-03-04T04:09:09.346Z,2023-03-04T04:09:09Z,4069804007,30,"71nmf5ieohq83rj1ah9j94a21, bntvupdmnof1hzo1tfa00yfv9, 1ma8gce4os15aa6p7u24dlj3d, 3eyq5jpfdsk0zp1hhmono2wgl, 9q5gt9chgmj0j94spa6ovm8a2, f2mpyljll9npb71owp1tlzy7d, 83wyz3tyibxx8t5bnvtedpjo5, c1bmg5i86q1qye115yyz4qvah, 22imd9on624739u8fym5n640l, 3bl0mhzv53z17qkbezviavg0l, 196dypy60x08uuc7cltabdcr9, 8pws7hieamm0zugu456ibssiy, 666fx7wetbxy3ri2hlfdn8ph, 2fpbnagisq2zqfordsc9fkjfu, 62v83t4tsl4zt6kquo32vqay1, go7p2ijq9w10e8k9q4wz6c5w, c2pa3htr3y0ncojh8kr83sd79, 3pv358rkmu85la3dsk989fxm1",4069804015,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069804019,197,14622,4069804009,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069804011,59,"1, 24, 19, 25, 17, 23, 5, 16, 10, 11, 14, 2, 15, 22, 26, 27, 30, 40",4069804013,130,4,4069804017,194,83wyz3tyibxx8t5bnvtedpjo5,4069804021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842373,2,32,1,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-03-04T05:03:31.505Z,2023-03-07T22:26:57Z,4069859657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842369,2,32,1,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-03-04T05:03:31.505Z,2023-03-04T05:03:31Z,4069859641,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842379,3,1,1,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,50.1,50.1,2023-03-04T05:03:31.605Z,2023-03-04T05:15:21Z,4069859673,56,Back,4069859677,141,57.9,4069859687,279,S,4069859683,213,2.8,4069859675,140,34.2,4069859679,212,17.5,,,,,,,c1bmg5i86q1qye115yyz4qvah,M. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842433,4,1,1,0,4,bbt5nqwufsne7r0zfa6pvpmfa,0,29.8,73.5,2023-03-04T05:03:35.832Z,2023-03-04T05:03:41Z,4069859927,56,Right,4069859931,141,13.8,4069859937,1,,4069859933,212,61.7,4069859925,155,,4069859929,140,74.1,4069859935,213,5.6,,,,1ma8gce4os15aa6p7u24dlj3d,R. Hatsuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842423,3,44,1,0,7,92br3632xgmc25jvr0jesfvl6,1,24.8,87.6,2023-03-04T05:03:38.924Z,2023-03-04T05:03:41Z,4069859901,56,Back,4069859903,285,,4069860015,233,5,,,,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842439,5,44,1,0,7,bbt5nqwufsne7r0zfa6pvpmfa,0,75.2,12.4,2023-03-04T05:03:38.925Z,2023-03-04T05:03:41Z,4069859961,56,Right,4069859963,286,,4069860029,233,3,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842437,4,1,1,0,7,92br3632xgmc25jvr0jesfvl6,0,23.7,89,2023-03-04T05:03:39.286Z,2023-03-04T05:03:40Z,4069859947,3,,4069859951,140,30.4,4069859957,213,0.9,4069859953,141,100.0,4069859949,56,Back,4069859955,212,10.9,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842447,5,5,1,0,8,92br3632xgmc25jvr0jesfvl6,0,28,101.6,2023-03-04T05:03:40.299Z,2023-03-04T05:03:42Z,4069860053,233,6,4069859991,347,,4069859987,56,Back,,,,,,,,,,,,,,,,5426us5htztnint9qxlhfugkq,Y. Egawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
