id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2548461363,116,28,1,17,39,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-14T04:52:11.368Z,2023-05-14T04:52:12Z,4276310495,233,199,4276310477,55,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461369,199,28,1,17,39,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-14T04:52:11.368Z,2023-05-14T04:52:12Z,4276310491,55,198,4276310499,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461387,200,68,1,17,45,27o8mdqno6jslcjb709sxjwyy,0,0,0,2023-05-14T04:52:17.688Z,2023-05-14T04:52:21Z,4276310745,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461399,117,68,1,17,47,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-14T04:52:19.768Z,2023-05-14T04:52:20Z,4276310701,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461475,118,52,1,17,59,ydlnn8jofdkseegh42az3fpt,1,12.3,62.7,2023-05-14T04:52:31.841Z,2023-05-18T14:21:18Z,4287811457,376,,,,,,,,,,,,,,,,,,,,,,,emw5plh1tvy8dc86odc9xmprd,M. Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461489,119,80,1,18,1,ydlnn8jofdkseegh42az3fpt,0,12.3,62.7,2023-05-14T04:52:33.768Z,2023-05-14T04:52:33Z,,,,,,,,,,,,,,,,,,,,,,,,,emw5plh1tvy8dc86odc9xmprd,M. Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461519,120,1,1,18,3,ydlnn8jofdkseegh42az3fpt,1,16,63.3,2023-05-14T04:52:35.665Z,2023-05-14T04:52:39Z,4276311287,140,71.0,4276311283,155,,4276311289,141,77.9,4276311295,1,,4276311285,56,Center,4276311293,213,0.2,4276311291,212,58.6,,,,emw5plh1tvy8dc86odc9xmprd,M. Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461525,121,44,1,18,4,ydlnn8jofdkseegh42az3fpt,1,68,77,2023-05-14T04:52:37.009Z,2023-05-18T14:21:27Z,4276311309,286,,4276311307,56,Center,4276311329,233,201,,,,,,,,,,,,,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461527,201,44,1,18,4,27o8mdqno6jslcjb709sxjwyy,0,32,23,2023-05-14T04:52:37.010Z,2023-05-18T14:21:30Z,4276311311,56,Back,4276311351,233,121,4276311313,285,,,,,,,,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461539,122,1,1,18,5,ydlnn8jofdkseegh42az3fpt,0,71,77.9,2023-05-14T04:52:37.305Z,2023-05-18T14:21:32Z,4276311383,213,5.8,4276311381,212,8.3,4276311377,140,78.1,4276311373,168,,4276311371,3,,4276311379,141,72.4,4276311375,56,Center,,,,bc3t2v3tt6phv43c5v89u5ckp,Y. Yamagishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461545,202,1,1,18,8,27o8mdqno6jslcjb709sxjwyy,1,28.9,29.7,2023-05-14T04:52:40.337Z,2023-05-14T04:52:41Z,4276311403,56,Back,4276311401,3,,4276311409,212,11.4,4276311405,140,32.1,4276311411,213,5.0,4276311407,141,13.7,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461547,203,49,1,18,9,27o8mdqno6jslcjb709sxjwyy,1,32.1,13.7,2023-05-14T04:52:41.418Z,2023-05-14T04:52:41Z,,,,,,,,,,,,,,,,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461565,204,1,1,18,13,27o8mdqno6jslcjb709sxjwyy,1,33,5.6,2023-05-14T04:52:45.864Z,2023-05-14T04:52:48Z,4276311577,141,7.3,4276311581,213,3.0,4276311575,140,26.0,4276311579,212,7.4,4276311573,56,Back,,,,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461567,205,1,1,18,14,27o8mdqno6jslcjb709sxjwyy,1,26.3,7.3,2023-05-14T04:52:46.185Z,2023-05-18T14:22:02Z,4276311595,56,Back,4276311597,140,35.8,4276311599,141,17.9,4276311603,213,0.6,4276311601,212,12.3,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461569,206,50,1,18,15,27o8mdqno6jslcjb709sxjwyy,1,37.8,15.1,2023-05-14T04:52:47.936Z,2023-05-18T14:22:44Z,4276311657,233,123,4276311609,286,,4276311607,56,Back,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461581,123,7,1,18,15,ydlnn8jofdkseegh42az3fpt,0,62.2,84.9,2023-05-14T04:52:47.937Z,2023-05-18T14:22:47Z,4276311649,233,206,4276311643,56,Left,4287813071,383,,4276311645,285,,,,,,,,,,,,,,8ml40qwf2tnqc72oy6zo68ic5,T. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461925,210,61,1,18,16,27o8mdqno6jslcjb709sxjwyy,1,37.3,20.7,2023-05-14T04:52:48.200Z,2023-05-18T14:22:50Z,4276314189,56,Back,,,,,,,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461583,124,61,1,18,17,ydlnn8jofdkseegh42az3fpt,0,61.1,90.6,2023-05-14T04:52:49.282Z,2023-05-18T14:23:04Z,4287814861,56,Left,,,,,,,,,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550646427,894,61,1,18,18,27o8mdqno6jslcjb709sxjwyy,0,36.5,9.5,2023-05-14T04:52:50.170Z,2023-05-18T14:23:27Z,4287815405,56,Back,,,,,,,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461595,125,43,1,18,19,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-14T04:52:51.224Z,2023-05-18T14:24:24Z,4276311693,56,Left,4276314715,286,0,4287817671,144,50,,,,,,,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462199,220,43,1,18,19,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-14T04:52:51.225Z,2023-05-18T14:24:23Z,4287817597,144,7,4276315689,56,Back,4276315691,285,0,4276315715,233,125,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461603,126,1,1,18,21,ydlnn8jofdkseegh42az3fpt,0,66.1,90.6,2023-05-14T04:52:54.008Z,2023-05-14T04:55:09Z,4276311749,212,2.6,4276311743,56,Left,4276311745,140,64.0,4276311787,233,207,4276311747,141,88.7,4276311751,213,3.7,4276311785,236,,4276311791,286,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461593,207,74,1,18,21,27o8mdqno6jslcjb709sxjwyy,1,34.1,15.5,2023-05-14T04:52:54.009Z,2023-05-14T04:55:11Z,4276311687,56,Back,4276311689,285,,4276311805,233,126,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461623,127,4,1,18,25,ydlnn8jofdkseegh42az3fpt,1,62.8,82.2,2023-05-14T04:52:57.194Z,2023-05-14T04:53:00Z,4276311885,286,,4276311877,13,,4276311883,265,,4276311881,152,,4276312005,233,208,4276311879,56,Left,,,,,,,5dvxh6xzjxetb0lx04uxztb6d,Lukian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461637,208,4,1,18,25,27o8mdqno6jslcjb709sxjwyy,0,37.2,17.8,2023-05-14T04:52:57.195Z,2023-05-14T04:53:00Z,4276311963,13,,4276311969,265,,4276311971,285,,4276311965,56,Back,4276311967,152,,4276312011,233,127,,,,,,,cpr3syuxxldolgb1a5exxvug9,Y. Naganuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461845,128,1,1,19,10,ydlnn8jofdkseegh42az3fpt,1,61.2,79.4,2023-05-14T04:53:42.065Z,2023-05-14T04:53:44Z,4276313093,141,78.1,4276313091,140,77.4,4276313085,5,,4276313095,212,17.0,4276313089,56,Center,4276313087,152,,4276313097,213,6.2,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461867,129,1,1,19,12,ydlnn8jofdkseegh42az3fpt,1,77.4,78.2,2023-05-14T04:53:44.529Z,2023-05-14T04:53:47Z,4276313191,213,3.0,4276313187,212,15.6,4276313177,56,Left,4276313179,140,62.7,4276313183,141,81.1,,,,,,,,,,8ml40qwf2tnqc72oy6zo68ic5,T. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461875,130,1,1,19,15,ydlnn8jofdkseegh42az3fpt,0,66,82.1,2023-05-14T04:53:47.393Z,2023-05-14T04:53:48Z,4276313229,56,Left,4276313237,213,0.7,4276313235,212,9.4,4276313233,141,91.5,4276313231,140,72.6,,,,,,,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461885,209,8,1,19,16,27o8mdqno6jslcjb709sxjwyy,1,26.1,5.9,2023-05-14T04:53:48.384Z,2023-05-18T14:25:05Z,4276313277,56,Back,4287819383,383,,,,,,,,,,,,,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461901,131,1,1,19,17,ydlnn8jofdkseegh42az3fpt,1,67.1,88,2023-05-14T04:53:49.954Z,2023-05-14T04:53:51Z,4276313341,213,0.2,4276313337,141,91.2,4276313331,155,,4276313339,212,10.1,4276313333,56,Left,4276313335,140,76.5,,,,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461929,132,1,1,19,19,ydlnn8jofdkseegh42az3fpt,1,76.5,91.5,2023-05-14T04:53:51.561Z,2023-05-14T04:53:55Z,4276313449,140,80.7,4276313451,141,97.1,4276313447,56,Left,4276313453,212,5.8,4276313455,213,0.7,,,,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461971,133,1,1,19,22,ydlnn8jofdkseegh42az3fpt,1,84.1,96.6,2023-05-14T04:53:54.881Z,2023-05-14T04:54:01Z,4276313675,213,0.0,4276313669,140,89.6,4276313673,212,5.8,4276313671,141,96.9,4276313667,56,Left,,,,,,,,,,8ml40qwf2tnqc72oy6zo68ic5,T. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461973,134,3,1,19,29,ydlnn8jofdkseegh42az3fpt,0,93.3,94.3,2023-05-14T04:54:01.137Z,2023-05-18T14:25:28Z,4287820243,465,,4276313739,233,211,4276313681,286,,4276313679,56,Left,,,,,,,,,,,,,74nsqkyskico0dzgtxjheka5m,K. Konno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461979,211,7,1,19,29,27o8mdqno6jslcjb709sxjwyy,1,6.7,5.7,2023-05-14T04:54:01.138Z,2023-05-18T14:25:31Z,4276313723,233,134,4287820325,383,,4276313703,285,,4276313701,56,Back,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461983,212,49,1,19,30,27o8mdqno6jslcjb709sxjwyy,1,7.1,7,2023-05-14T04:54:02.281Z,2023-05-18T14:25:41Z,,,,,,,,,,,,,,,,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548461993,213,1,1,19,31,27o8mdqno6jslcjb709sxjwyy,1,7.1,7,2023-05-14T04:54:03.713Z,2023-05-14T04:55:02Z,4276313795,212,3.6,4276313789,140,8.4,4276313799,213,1.2,4276313793,141,11.9,4276313785,56,Back,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462003,214,1,1,19,32,27o8mdqno6jslcjb709sxjwyy,1,8.4,11.9,2023-05-14T04:54:04.923Z,2023-05-14T04:54:06Z,4276313855,56,Back,4276313857,140,33.6,4276313863,213,0.1,4276313861,212,26.6,4276313859,141,15.2,4276313853,155,,,,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462009,215,44,1,19,33,27o8mdqno6jslcjb709sxjwyy,1,30.8,12.1,2023-05-14T04:54:05.384Z,2023-05-18T14:25:56Z,4276313873,56,Back,4276313945,233,135,4276313875,285,,,,,,,,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462011,135,44,1,19,33,ydlnn8jofdkseegh42az3fpt,0,69.2,87.9,2023-05-14T04:54:05.385Z,2023-05-18T14:25:59Z,4276313969,233,215,4276313883,286,,4276313881,56,Left,,,,,,,,,,,,,,,,8ml40qwf2tnqc72oy6zo68ic5,T. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462021,216,1,1,19,34,27o8mdqno6jslcjb709sxjwyy,0,33.6,15.2,2023-05-14T04:54:06.736Z,2023-05-14T04:54:07Z,4276313927,140,33.4,4276313933,213,1.6,4276313931,212,10.3,4276313925,56,Back,4276313929,141,30.4,4276313923,3,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462029,136,49,1,19,36,ydlnn8jofdkseegh42az3fpt,1,71.4,72.9,2023-05-14T04:54:08.066Z,2023-05-18T14:26:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462073,137,1,1,19,37,ydlnn8jofdkseegh42az3fpt,0,71.7,70.3,2023-05-14T04:54:09.571Z,2023-05-18T14:26:15Z,4276314205,213,3.9,4276314199,140,45.5,4276314201,141,35.5,4276314203,212,36.3,4276314207,1,,4276314197,56,Back,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462075,138,43,1,19,43,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-05-14T04:54:15.698Z,2023-05-14T04:54:32Z,4276314223,285,0,4276314221,56,Back,4276314811,144,45,,,,,,,,,,,,,,,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462079,217,49,1,19,44,27o8mdqno6jslcjb709sxjwyy,1,59.1,65.5,2023-05-14T04:54:16.121Z,2023-05-14T04:54:16Z,,,,,,,,,,,,,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462093,218,3,1,19,45,27o8mdqno6jslcjb709sxjwyy,0,64.8,48.8,2023-05-14T04:54:17.272Z,2023-05-18T14:26:53Z,4287823849,465,,4276314467,233,139,4276314269,286,,4276314267,56,Center,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462119,139,7,1,19,45,ydlnn8jofdkseegh42az3fpt,0,35.2,51.2,2023-05-14T04:54:17.273Z,2023-05-18T14:26:50Z,4287823791,384,,4276314459,233,218,4276314429,56,Back,4276314431,285,,,,,,,,,,,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550648085,895,61,1,19,46,27o8mdqno6jslcjb709sxjwyy,1,65.7,47.6,2023-05-14T04:54:18.867Z,2023-05-18T14:27:08Z,4287824579,56,Center,,,,,,,,,,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462125,140,4,1,19,51,ydlnn8jofdkseegh42az3fpt,1,36.3,57,2023-05-14T04:54:23.977Z,2023-05-14T04:54:27Z,4276314445,13,,4276314449,152,,4276314451,265,,4276314447,56,Back,4276314453,286,,4276314553,233,219,,,,,,,3qfugmdyrphh09ktbhqqid3p,H. Mae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462139,219,4,1,19,51,27o8mdqno6jslcjb709sxjwyy,0,63.7,43,2023-05-14T04:54:23.978Z,2023-05-18T14:28:54Z,4276314545,285,,4276314537,13,,4276314575,233,140,4276314541,152,,4276314543,265,,4276314539,56,Center,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462333,141,1,1,20,24,ydlnn8jofdkseegh42az3fpt,1,36.5,62,2023-05-14T04:54:56.049Z,2023-05-14T04:55:00Z,4276315543,56,Back,4276315557,213,4.9,4276315537,152,,4276315527,5,,4276315547,140,39.9,4276315553,212,22.0,4276315551,141,30.1,,,,2ati8vm9atqgr7pw57olfrr2t,T. Nara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462347,142,1,1,20,28,ydlnn8jofdkseegh42az3fpt,1,47.2,21.8,2023-05-14T04:55:00.649Z,2023-05-14T04:55:03Z,4276315603,213,5.7,4276315601,212,18.7,4276315599,141,6.1,4276315597,140,61.8,4276315595,56,Right,,,,,,,,,,t3mr37pe6ebkr18v3n9373kl,Douglas Grolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462361,143,1,1,20,30,ydlnn8jofdkseegh42az3fpt,0,62.6,5.6,2023-05-14T04:55:02.801Z,2023-05-14T04:55:06Z,4276315681,212,3.0,4276315683,213,6.3,4276315677,140,65.5,4276315699,233,221,4276315679,141,5.5,4276315697,236,,4276315675,56,Right,4276315703,286,,76l36yrzqri48jtz5idaxjyzt,Y. Maejima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462359,221,74,1,20,30,27o8mdqno6jslcjb709sxjwyy,1,41.4,95.3,2023-05-14T04:55:02.802Z,2023-05-14T04:55:06Z,4276315673,285,,4276315671,56,Back,4276315707,233,143,,,,,,,,,,,,,,,,ddf07flibb0j2s97fwmnuau3t,Y. Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462375,222,43,1,20,34,27o8mdqno6jslcjb709sxjwyy,1,0,0,2023-05-14T04:55:06.228Z,2023-05-14T04:55:10Z,4276315751,56,Back,4276315905,144,61,,,,,,,,,,,,,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462391,223,4,1,20,34,27o8mdqno6jslcjb709sxjwyy,1,40,81,2023-05-14T04:55:06.849Z,2023-05-14T04:55:28Z,4276315819,13,,4276316491,294,,4276315889,233,144,4276315827,286,,4276315823,152,,4276315821,56,Back,,,,,,,3glv4ddtgmm6ghdpqmcgr1j6y,F. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462395,144,4,1,20,34,ydlnn8jofdkseegh42az3fpt,0,60,19,2023-05-14T04:55:06.850Z,2023-05-14T04:55:30Z,4276315849,56,Right,4276315855,285,,4276315847,13,,4276315851,152,,4276316393,294,,4276315893,233,223,,,,,,,6q6m86e4vt46tk3bzgfvaq904,M. Shigemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462507,224,1,1,20,51,27o8mdqno6jslcjb709sxjwyy,1,43.9,91.8,2023-05-14T04:55:23.216Z,2023-05-14T04:55:24Z,4276316375,141,81.1,4276316369,152,,4276316373,140,43.5,4276316371,56,Back,4276316379,213,4.7,4276316377,212,7.3,4276316367,5,,,,,eho6q5j8oz6hw3tffv8p0erdg,T. Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462515,225,1,1,20,52,27o8mdqno6jslcjb709sxjwyy,1,43.5,77.8,2023-05-14T04:55:24.449Z,2023-05-14T04:55:25Z,4276316409,140,44.3,4276316415,213,4.9,4276316407,56,Back,4276316413,212,5.8,4276316411,141,69.4,,,,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462521,226,1,1,20,53,27o8mdqno6jslcjb709sxjwyy,1,44.3,69.4,2023-05-14T04:55:25.305Z,2023-05-14T04:55:27Z,4276316449,56,Back,4276316457,213,3.4,4276316455,212,11.2,4276316453,141,65.1,4276316451,140,34.0,,,,,,,,,,28yslyo2m2bsim5y5s7fsr0t1,K. Moriya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462547,227,1,1,20,55,27o8mdqno6jslcjb709sxjwyy,1,34,65.1,2023-05-14T04:55:27.497Z,2023-05-14T04:55:32Z,4276316579,141,41.5,4276316575,56,Back,4276316583,213,4.5,4276316581,212,16.4,4276316577,140,31.0,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462559,228,1,1,20,59,27o8mdqno6jslcjb709sxjwyy,1,31.7,36.6,2023-05-14T04:55:32.032Z,2023-05-14T04:55:33Z,4276316637,213,4.8,4276316629,56,Back,4276316635,212,7.5,4276316631,140,32.4,4276316633,141,25.6,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462587,229,1,1,21,3,27o8mdqno6jslcjb709sxjwyy,1,31.9,25.8,2023-05-14T04:55:35.784Z,2023-05-14T04:55:40Z,4276316807,213,1.8,4276316799,56,Back,4276316801,140,25.7,4276316803,141,62.3,4276316805,212,25.7,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462589,230,1,1,21,8,27o8mdqno6jslcjb709sxjwyy,1,26.9,66.1,2023-05-14T04:55:40.153Z,2023-05-14T04:55:41Z,4276316835,213,5.4,4276316831,141,62.9,4276316833,212,2.7,4276316827,56,Back,4276316829,140,28.5,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462591,231,1,1,21,9,27o8mdqno6jslcjb709sxjwyy,1,28.5,62.9,2023-05-14T04:55:41.112Z,2023-05-14T04:55:41Z,4276316869,156,,4276316845,141,67.0,4276316847,212,8.6,4276316843,140,20.8,4276316841,56,Back,4276316849,213,2.8,,,,,,,egr1qg67z829bjgvwi8508yy,S. Kawahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462611,232,1,1,21,10,27o8mdqno6jslcjb709sxjwyy,1,22.4,66.1,2023-05-14T04:55:42.553Z,2023-05-14T04:55:46Z,4276316969,140,14.9,4276316975,213,4.2,4276316971,141,46.1,4276316973,212,15.7,4276316967,56,Back,,,,,,,,,,b2ud6d4vrv31bb5l00jzcogoa,K. Yamazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462617,233,1,1,21,14,27o8mdqno6jslcjb709sxjwyy,1,14.2,41.8,2023-05-14T04:55:46.112Z,2023-05-14T04:55:47Z,4276317011,141,23.7,4276317013,212,12.3,4276317007,56,Back,4276317015,213,4.8,4276317009,140,14.8,,,,,,,,,,9r2zywyi1254rds8d2h4ne0ru,Park Il-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462647,234,1,1,21,15,27o8mdqno6jslcjb709sxjwyy,1,14.9,23,2023-05-14T04:55:47.801Z,2023-05-14T04:55:52Z,4276317149,141,6.2,4276317147,140,27.7,4276317153,213,5.6,4276317145,56,Back,4276317151,212,17.6,,,,,,,,,,cvid25qdznmh1j1lyto6dp695,M. Tashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462649,235,1,1,21,19,27o8mdqno6jslcjb709sxjwyy,0,28.9,6.4,2023-05-14T04:55:51.793Z,2023-05-18T14:30:08Z,4276317163,212,5.4,4276317161,141,12.9,4276317159,140,31.9,4276317165,213,1.0,4276317157,56,Back,,,,,,,,,,9b13bzxb1ihm44s5wx421v4oa,W. Harada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462657,145,61,1,21,20,ydlnn8jofdkseegh42az3fpt,1,72,90.3,2023-05-14T04:55:52.980Z,2023-05-14T04:56:10Z,4276317215,56,Left,,,,,,,,,,,,,,,,,,,,,,8ml40qwf2tnqc72oy6zo68ic5,T. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548462669,236,1,1,21,23,27o8mdqno6jslcjb709sxjwyy,1,34,6.8,2023-05-14T04:55:55.777Z,2023-05-14T04:55:57Z,4276317267,56,Back,4276317273,212,6.6,4276317271,141,13.2,4276317269,140,29.3,4276317275,213,2.4,,,,,,,,,,b68uhpy97bj96uyshxaqdsr9,Y. Ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
