id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2548440345,1,34,16,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-05-14T03:40:35.127Z,2023-05-14T03:40:34Z,4276189875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4276189867,30,"b67vtycwcw93v5z6zidzsej8p, bj5k9pm3837dxwerp0vy94hgq, 9uuzy744b3q8i7sbk7hjjntn9, aieev8jr470iq7ft2ob005wph, 7f7rlxtcm93i5p08kci7rzjkl, a0h7bps286z0f3sgnbkvpehg5, 536qjh4gcmpo5q68ti87e60kq, 96dbf20tzfz2751lensfhchk9, 3tiriwy3k68lw0zi0fj5dx49h, 3n8lo5wm0i7sh0h92abx87hm1, 5r0vvr8ch9wrim11994baqln8, go72kkg33k57tcxebbg9v7u2, a24vimk2li0nbswdipoih6gkq, 59e2dosv29zg2c146u5v9k02y, d00ghqkaff818dnyuyhcdcve, 5x1kq3909or0h3gbe2uu2cp91, e71tauhzcgnksdcab863uoqhg, 6lc4nnqxwzi39yz3cd6b7p13p",4276189869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4276189871,59,"1, 25, 31, 20, 5, 35, 14, 8, 9, 13, 16, 2, 6, 15, 17, 21, 29, 33",4276189873,130,8,4276189879,197,14700,4276189877,194,9uuzy744b3q8i7sbk7hjjntn9,4276189881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548441751,1,34,16,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-05-14T03:44:05.331Z,2023-05-14T03:44:05Z,4276197569,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4276197563,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4276197567,130,8,4276197573,197,5033,4276197561,30,"2l3mrt15ldruy0y7b5n5aiz8p, 645fzooyxtlnw2fy87tys8cet, gdz8r5nsoq3gt8ujug4cv0mh, 3v695dpbm6bdgifkyhlie6kbu, 4d97t25ita5v6jzni0vpnixg5, 6dg5uo3zb4fti2k3i8qe7urbp, 8jh2hi287wjaldwq5e5185wq1, acr0ml1scc6iyvg8yzk8s9rs9, 8dxp5caa7cl7yqamst9tpxej9, enfnckq0atgnq0ky2xokmzizt, 7q6m9kh79u477neouw0z7xt5h, crytuzcclp9vswqsnwwkvubit, b3mo6ycp38zd2ecbzxoc8en6d, 3cen673039ickz8g3q4ryqvze, 585zyri5hq2bu4j8kmjhnxi39, 1v26me41hp0pg52oflxiaf45x, 47ln2heh3o1r4gkbvhp7vnqi1, 64kh102i5g21rdu01h74pjjyt",4276197575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4276197571,194,4d97t25ita5v6jzni0vpnixg5,4276197565,59,"1, 27, 2, 16, 4, 5, 20, 6, 11, 30, 7, 8, 10, 15, 18, 21, 25, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455709,2,32,1,0,0,2cwez3hk2i75ope3qyu54cqh1,1,0,0,2023-05-14T04:34:40.818Z,2023-05-14T04:34:43Z,4276278225,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455703,2,32,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-05-14T04:34:40.818Z,2023-05-18T11:25:52Z,4276278193,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455721,3,1,1,0,0,12tyw9yomy9n5cjd5po2ajx1q,1,49.9,49.7,2023-05-14T04:34:40.918Z,2023-05-14T04:34:44Z,4276278305,213,2.7,4276278295,56,Back,4276278301,141,58.2,4276278307,279,S,4276278303,212,12.9,4276278297,140,38.9,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455739,4,1,1,0,2,12tyw9yomy9n5cjd5po2ajx1q,1,38.7,59.1,2023-05-14T04:34:42.922Z,2023-05-14T04:34:47Z,4276278403,56,Back,4276278409,212,18.0,4276278411,213,2.0,4276278407,141,82.9,4276278405,140,31.1,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455743,5,1,1,0,6,12tyw9yomy9n5cjd5po2ajx1q,1,31.4,79.1,2023-05-14T04:34:47.115Z,2023-05-14T04:34:49Z,4276278433,141,63.6,4276278437,213,5.0,4276278429,56,Back,4276278431,140,34.2,4276278435,212,10.9,,,,,,,,,,9uuzy744b3q8i7sbk7hjjntn9,Y. Horigome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455751,6,1,1,0,7,12tyw9yomy9n5cjd5po2ajx1q,1,34.6,65.4,2023-05-14T04:34:47.871Z,2023-05-18T11:40:21Z,4276278469,56,Back,4276278477,212,14.9,4276278473,140,48.8,4276278479,213,6.2,4276278475,141,63.9,,,,,,,,,,96dbf20tzfz2751lensfhchk9,T. Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550596359,929,1,1,0,8,12tyw9yomy9n5cjd5po2ajx1q,1,50.4,63.4,2023-05-14T04:34:49.733Z,2023-05-18T11:40:19Z,4287543951,213,2.5,4287543945,140,44.6,4287543943,56,Back,4287543949,212,7.6,4287543947,141,70.0,4287543941,156,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548455785,7,1,1,0,10,12tyw9yomy9n5cjd5po2ajx1q,1,46.5,67,2023-05-14T04:34:51.362Z,2023-05-18T11:40:34Z,4276278677,155,,4276278681,56,Right,4276278685,141,6.7,4276278679,196,,4276278683,140,66.7,4276278689,213,5.2,4276278693,1,,4276278687,212,46.2,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
