id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2511750817,1,34,16,0,0,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-02-25T06:02:24.989Z,2023-02-25T06:52:19Z,4053529495,197,11922,4053529485,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4053529483,30,"8i7aw5yhze1xiw2d2g5wax91w, 7xvwcat6dce9y9obgc8e2s1k9, 12lc6edtue24savqtmbkyu7rp, 6dtp194pewnyuhwkxcn2xpf8q, cqjhp31uh46s2jfedo48h86ol, cvobb9nkum41ldfnfszy42xka, 4mnxvvl5unk1t8k2lkac3yor9, cs1e2ou4h94utke3qdy14fiay, 51xel26o3uzvjdbcywcunmu3t, aa1f06qx3epbsge6s4ayd1e22, 412cup9h8jkgivwiroq8mpfjd, 22ad41qtjnxsdo3piosg6mn6d, wp6f6m1vhdtygyelx9nj74oa, 15b53vkcltdxtbt1zt4peswd1, bqrfxy265rurcjw7c5swwjl9m, 950svxoswapg0ws25uo7jy2nd, 5rilbggz566o3ixxga08zimdx, 4c03ukpq8hq69ykgcypq5jf8p",4053529493,194,51xel26o3uzvjdbcywcunmu3t,4053529489,130,4,4053529491,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053529497,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053529487,59,"29, 32, 2, 25, 55, 5, 21, 14, 40, 15, 13, 8, 10, 22, 27, 31, 33, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511752637,1,34,16,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-02-25T06:09:11.073Z,2023-02-25T07:01:35Z,4053539429,30,"8psi8rr64yq7ovzua6ekiznpx, 5olu4s7w7nn9wy1219grd6z8p, dmg39rv08bjlkilby5aycpsve, edb7mugbc0u6ke0rk67po87o5, 3l6ixflqq5g8ivhj7x9emh8t1, awckr8ajqo4vstzghb59rkwkp, 1zajsokdkegr6kia745i27omi, 520gf81j9admw2zeib75x3v11, 3h1911weob775j3n3r77gjlrd, 3o2up44nguwivaltm6d2hdhw5, gseaoyujse4xe4xwhlsq6sq1, 55plbq48ahcbaz5maex325nv8, e8vzy09iw6420p567rmrcj3vu, 1m492fb1pd8amxhgextvoonsa, 2ingh41ma0grign63tygcgaok, 1h7fvauzlamj44picr31usjys, asr6wzzjgymajee0mth8rbvt, 88d8c6vvmo62h0lnbbo1t9i39",4053539443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053539441,197,14937,4053539437,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053539435,130,4,4053539431,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4053539433,59,"1, 13, 8, 6, 31, 3, 14, 10, 33, 41, 23, 5, 16, 17, 20, 27, 30, 99",4053539439,194,dmg39rv08bjlkilby5aycpsve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768693,2,32,1,0,0,9s2g5k3dlmfii452t8edaeozh,1,0,0,2023-02-25T07:03:22.513Z,2023-02-28T13:27:03Z,4053624149,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768691,2,32,1,0,0,5pol481515zvirmk6t00kerbc,1,0,0,2023-02-25T07:03:22.513Z,2023-02-25T07:03:22Z,4053624145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768703,3,1,1,0,0,5pol481515zvirmk6t00kerbc,1,49.8,50.1,2023-02-25T07:03:22.613Z,2023-02-25T07:03:25Z,4053624177,140,32.5,4053624187,213,2.5,4053624179,141,70.0,4053624175,56,Back,4053624189,279,S,4053624183,212,22.7,,,,,,,3h1911weob775j3n3r77gjlrd,T. Miyashiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768731,4,1,1,0,3,5pol481515zvirmk6t00kerbc,0,36.9,63.7,2023-02-25T07:03:25.613Z,2023-02-25T07:03:30Z,4053624241,1,,4053624237,212,59.4,4053624229,155,,4053624239,213,5.7,4053624233,140,84.4,4053624231,56,Right,4053624235,141,16.2,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768733,3,1,1,0,7,9s2g5k3dlmfii452t8edaeozh,1,15.9,81.5,2023-02-25T07:03:30.455Z,2023-02-25T07:03:34Z,4053624267,56,Back,4053624265,3,,4053624273,212,24.1,4053624271,141,81.5,4053624275,213,0,4053624269,140,38.9,,,,,,,12lc6edtue24savqtmbkyu7rp,K. Anzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768735,4,61,1,0,10,9s2g5k3dlmfii452t8edaeozh,0,39.8,83.6,2023-02-25T07:03:32.755Z,2023-02-28T16:18:31Z,4053624279,56,Back,,,,,,,,,,,,,,,,,,,,,,51xel26o3uzvjdbcywcunmu3t,Y. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768737,5,1,1,0,11,5pol481515zvirmk6t00kerbc,1,65.7,12.6,2023-02-25T07:03:34.356Z,2023-02-28T16:18:33Z,4053626845,140,72.8,4053626849,212,9.9,4053626843,3,,4053624281,56,Right,4053626851,213,5.6,4053626847,141,3.1,,,,,,,1zajsokdkegr6kia745i27omi,Y. Wakizaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511768741,6,43,1,0,14,5pol481515zvirmk6t00kerbc,1,0,0,2023-02-25T07:03:37.117Z,2023-02-28T16:18:39Z,4063696327,144,49,,,,,,,,,,,,,,,,,,,,,,3o2up44nguwivaltm6d2hdhw5,A. Ienaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
