id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2508895977,1,34,16,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-02-18T04:07:52.290Z,2023-02-18T04:57:30Z,4038484483,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4038484481,30,"emw5plh1tvy8dc86odc9xmprd, 8ng7ivcy8k8lxjpe4hpgl0lbd, 4mp3ntunfpatxw6adeskv6385, 1wqc5xmo6zuuatorteg0zz78q, 2ati8vm9atqgr7pw57olfrr2t, t3mr37pe6ebkr18v3n9373kl, b2g7r00e5yiswe9y2qdodktt5, 3qfugmdyrphh09ktbhqqid3p, 5dvxh6xzjxetb0lx04uxztb6d, 74nsqkyskico0dzgtxjheka5m, bc3t2v3tt6phv43c5v89u5ckp, bpzxb7f450i503nsl4wj1xk2x, u4whgg6ojxpsaktaikdpl785, e7eqz8gzhxdfdkiwbd8dkrz3e, 4lu1bc2hlxs0glhnc3nlek4k4, 76l36yrzqri48jtz5idaxjyzt, 9cj392dzw0u8cr467wuijecmi, 2x55i04w8rtduvgtwc3oc9j2t",4038484495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4038484493,197,10309,4038484491,194,2ati8vm9atqgr7pw57olfrr2t,4038484489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4038484487,130,17,4038484485,59,"31, 2, 22, 5, 3, 33, 17, 6, 9, 8, 11, 1, 10, 20, 27, 29, 35, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508896011,1,34,16,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-02-18T04:08:08.308Z,2023-02-18T05:05:13Z,4038484695,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4038484703,194,83wyz3tyibxx8t5bnvtedpjo5,4038484697,59,"1, 24, 19, 16, 23, 15, 5, 18, 10, 11, 14, 22, 26, 27, 30, 33, 34, 40",4038484699,130,4,4038484701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4038484705,197,14622,4038484707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4038484693,30,"71nmf5ieohq83rj1ah9j94a21, bntvupdmnof1hzo1tfa00yfv9, 1ma8gce4os15aa6p7u24dlj3d, c1bmg5i86q1qye115yyz4qvah, f2mpyljll9npb71owp1tlzy7d, 666fx7wetbxy3ri2hlfdn8ph, 83wyz3tyibxx8t5bnvtedpjo5, 9z3v28ssd5e50tt745583obth, 22imd9on624739u8fym5n640l, 3bl0mhzv53z17qkbezviavg0l, 196dypy60x08uuc7cltabdcr9, 2fpbnagisq2zqfordsc9fkjfu, 62v83t4tsl4zt6kquo32vqay1, go7p2ijq9w10e8k9q4wz6c5w, c2pa3htr3y0ncojh8kr83sd79, 9whpm2j0zai890ysmcre6lpzp, 72kqs3ac4qyb8jq5isqpketqs, 3pv358rkmu85la3dsk989fxm1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902647,2,32,1,0,0,ydlnn8jofdkseegh42az3fpt,1,0,0,2023-02-18T05:04:00.634Z,2023-02-18T05:04:00Z,4038522405,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902683,2,32,1,0,0,bbt5nqwufsne7r0zfa6pvpmfa,1,0,0,2023-02-18T05:04:00.634Z,2023-02-18T05:04:04Z,4038522579,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902701,3,1,1,0,0,bbt5nqwufsne7r0zfa6pvpmfa,0,49.4,50.4,2023-02-18T05:04:00.734Z,2023-02-18T05:06:02Z,4038522653,213,2.9,4038522651,212,13.9,4038522647,140,36.4,4038522649,141,54.5,4038522645,56,Back,4038522655,279,S,,,,,,,9z3v28ssd5e50tt745583obth,H. Ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902723,4,1,1,0,3,bbt5nqwufsne7r0zfa6pvpmfa,0,34.2,61.8,2023-02-18T05:04:03.812Z,2023-02-18T05:06:41Z,4038527087,140,73.2,4038527089,141,25.4,4038527091,212,47.8,4038527085,56,Center,4038527093,213,5.7,4038527095,1,,4038527083,155,,,,,666fx7wetbxy3ri2hlfdn8ph,Y. Honda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902715,3,44,1,0,5,ydlnn8jofdkseegh42az3fpt,1,28,76.2,2023-02-18T05:04:06.023Z,2023-02-18T05:06:57Z,4038522709,56,Back,4038527783,233,5,4038522711,285,,,,,,,,,,,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902733,5,44,1,0,5,bbt5nqwufsne7r0zfa6pvpmfa,0,72,23.8,2023-02-18T05:04:06.024Z,2023-02-18T05:06:58Z,4038527657,286,,4038528051,233,3,4038527655,56,Center,,,,,,,,,,,,,,,,22imd9on624739u8fym5n640l,Y. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902737,4,1,1,0,5,ydlnn8jofdkseegh42az3fpt,0,24.8,76.5,2023-02-18T05:04:06.256Z,2023-02-18T05:07:10Z,4038522793,213,0.0,4038522787,140,35.2,4038522791,212,10.9,4038522789,141,77.3,4038522785,56,Back,4038522783,3,,,,,,,,1wqc5xmo6zuuatorteg0zz78q,D. Miya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508902749,7,1,1,0,6,bbt5nqwufsne7r0zfa6pvpmfa,0,62.3,20.9,2023-02-18T05:04:07.336Z,2023-02-18T05:07:21Z,4038522863,212,10.1,4038522859,140,71.9,4038522857,56,Right,4038522855,3,,4038522861,141,19.6,4038522865,213,6.2,,,,,,,83wyz3tyibxx8t5bnvtedpjo5,H. Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
