id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2530797507,1,34,16,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-09T05:00:38.422Z,2023-04-09T05:00:38Z,4175226007,30,"eu0wama1jzd9er063es4p3b9x, 6zhe1uw4hag6m8sqmcy7zw8kq, 5rqe1mdhd56mpjkas654hby3u, 80q72r0bt6k15fgvbfvs3llud, 406wrekzsvvqqo9jgv2lk1d5, cxmuf2ztbfbfw5p2fmr7uzbvt, 8k94yjnb64nf994hbmpaiieol, 63245yg2ywq2p2s85w4vdokd0, cm1x3wpag38ievovx1azsp9lh, 1zckxb4ugqeuc50tggo5cohyh, anzbyfw36kbait6hvlzornuok, 6w26g83j8eztacwrfa4ilvh05, 1vodims2kc52x1ew6acbj0wr9, 1t02yvbqtxoq0xlil3o88bgx6, 5tkfqt3adzkyb7rxjdni12vh1, 3o1ca5xdl2d20r1cwx3r548gl, 8mmr7rl5w3nfvs9304pbrfpjo, cam8s80ouxcw7900f0qiwoacq",4175226021,194,cm1x3wpag38ievovx1azsp9lh,4175226013,59,"27, 2, 17, 10, 4, 44, 37, 7, 9, 39, 33, 3, 5, 8, 11, 15, 29, 41",4175226025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175226009,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175226023,197,5038,4175226017,130,4,4175226019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530799515,1,34,16,0,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-09T05:05:22.303Z,2023-04-09T06:18:25Z,4175234461,194,8alc0ohhvwzzpv25jxnicfmqd,4175234465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175234449,30,"aua94lt20qwged96rn4hzz3rp, 3tx6890pt4hfaz45foj1nhey1, 8d1sjb0uxmgz8945khj6ovmqd, 8alc0ohhvwzzpv25jxnicfmqd, 1acnyk8g437ayer0m4e1331pm, etsgyfejyka71co7e2xeq6r55, 2rdx221tb304urcypk3y5nkk5, ec0zzrcibmg2r6apg8a0c81cl, 978z8ejc2jneguyb6yq430g5x, 4o71xxq6qdkhug58a073fxega, 3mqvpqnv1yixpclmxsvqfoxec, cpats5brlfpugqtw8hi4vigdm, 63x2f9goh9q2g6ql4r0ll4w5x, c3co8yb1kyhzxhl5rs55vi3f9, 2lwcix6j3nphfos61pidoxuj9, 82jbtoimbxpaomrvm1q3wm5ex, 7kw2rg2vf2sqs486bdasi20ru, c7ukr0stxvyflr3xfod5zkpp0",4175234453,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4175234463,197,12765,4175234459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175234455,59,"23, 3, 44, 22, 4, 2, 11, 20, 7, 18, 13, 15, 6, 8, 10, 21, 25, 29",4175234457,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823343,2,32,1,0,0,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-04-09T06:04:55.750Z,2023-04-09T06:04:57Z,4175351083,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823351,2,32,1,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-04-09T06:04:55.750Z,2023-04-14T12:15:03Z,4175351131,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823365,3,1,1,0,0,83d6z6wvkzs3dx9oy3mftixow,1,49.8,50,2023-04-09T06:04:55.850Z,2023-04-09T06:05:26Z,4175351193,213,2.5,4175351191,212,24.4,4175351187,140,31.8,4175351189,141,72.6,4175351185,56,Back,4175351195,279,S,,,,,,,4o71xxq6qdkhug58a073fxega,S. Machino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823399,4,1,1,0,4,83d6z6wvkzs3dx9oy3mftixow,1,32.9,82,2023-04-09T06:05:00.664Z,2023-04-09T06:05:02Z,4175351399,212,15.7,4175351395,140,44.1,4175351397,141,97.4,4175351393,56,Back,4175351401,213,0.7,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823405,5,1,1,0,6,83d6z6wvkzs3dx9oy3mftixow,0,52.3,94.4,2023-04-09T06:05:01.984Z,2023-04-14T12:16:21Z,4175351447,140,67.9,4175351451,212,17.2,4175351445,56,Left,4175351453,213,0.3,4175351449,141,100.0,,,,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823415,3,5,1,0,7,e90fnsgtnamze3yssxpg392eb,1,32.2,-1.8,2023-04-09T06:05:03.530Z,2023-04-09T06:05:04Z,4175351489,56,Back,4175351493,233,6,4175351491,347,,,,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823407,6,5,1,0,7,83d6z6wvkzs3dx9oy3mftixow,0,67.8,101.8,2023-04-09T06:05:03.530Z,2023-04-09T06:15:51Z,4175351513,233,3,4175351457,347,,4175351455,56,Left,,,,,,,,,,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823467,4,1,1,0,14,e90fnsgtnamze3yssxpg392eb,0,37.8,0,2023-04-09T06:05:10.704Z,2023-04-09T06:05:14Z,4175351759,56,Right,4175351763,141,10.0,4175351757,107,,4175351761,140,71.1,4175351767,213,0.2,4175351765,212,35.9,4175351769,1,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823491,7,1,1,0,19,83d6z6wvkzs3dx9oy3mftixow,0,26.2,88.3,2023-04-09T06:05:14.855Z,2023-04-14T12:16:32Z,4175351887,140,36.8,4175351893,213,0.7,4175351883,3,,4175351891,212,14.3,4175351885,56,Back,4175351889,141,100.0,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823495,5,5,1,0,20,e90fnsgtnamze3yssxpg392eb,1,64.2,-1.8,2023-04-09T06:05:16.285Z,2023-04-09T06:05:17Z,4175351899,56,Right,4175351901,347,,4175351923,233,8,,,,,,,,,,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823493,8,5,1,0,20,83d6z6wvkzs3dx9oy3mftixow,0,35.8,101.8,2023-04-09T06:05:16.285Z,2023-04-09T06:15:51Z,4175351895,56,Back,4175351933,233,5,4175351897,347,,,,,,,,,,,,,,,,,8alc0ohhvwzzpv25jxnicfmqd,K. Oiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823649,6,1,1,0,44,e90fnsgtnamze3yssxpg392eb,1,68.2,0,2023-04-09T06:05:40.275Z,2023-04-09T06:05:42Z,4175352737,56,Center,4175352741,141,24.6,4175352745,213,1.3,4175352735,107,,4175352739,140,72.8,4175352743,212,18.7,,,,,,,6zhe1uw4hag6m8sqmcy7zw8kq,H. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823661,7,1,1,0,46,e90fnsgtnamze3yssxpg392eb,1,73.6,33.4,2023-04-09T06:05:42.697Z,2023-04-09T06:05:44Z,4175352815,212,8.3,4175352809,56,Center,4175352813,141,40.1,4175352817,213,2.6,4175352811,140,67.0,,,,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823695,8,1,1,0,48,e90fnsgtnamze3yssxpg392eb,1,67.2,40.1,2023-04-09T06:05:44.133Z,2023-04-14T12:19:13Z,4175353011,213,1.7,4175353003,56,Center,4175353615,210,15,4175353005,140,65.5,4175353009,212,18.7,4175353007,141,67.5,,,,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530823701,9,15,1,0,51,e90fnsgtnamze3yssxpg392eb,1,71.4,69.1,2023-04-09T06:05:47.259Z,2023-04-14T12:19:13Z,4175353629,55,8,4175353047,18,,4175353639,146,97.8,4175353635,103,17.1,4175353637,215,,4175353045,22,,4175424969,233,9,4175353641,147,50.7,5rqe1mdhd56mpjkas654hby3u,S. Tokumoto,,4175353627,29,4175353049,56,Center,4187326121,78,4175353179,72,4175353633,102,51.3,,,,,,,,,,,,,,,,,,,,,,
