id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/16/value
2530798703,1,34,16,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-09T05:03:32.716Z,2023-04-13T15:16:16Z,4175231285,197,5030,4175231287,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175231279,130,17,4175231277,59,"1, 34, 17, 13, 4, 2, 15, 6, 77, 10, 18, 3, 5, 9, 16, 21, 31, 33",4175231275,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175231281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175231283,194,a6mikq97x6ldarn4j7i16gatx,4175231273,30,"jywyirljzj827gq6pkgb34k5, dg1wh53t8qyb8l2dkeibtnkkp, 8u07m36pydqgg68citu7pilii, ecdovu3igm2rwrf6mwannhwmi, dnwwsdy1tfz0o7t0odssfstsl, 4q09fnw7soqo8q1u50wfde76d, a6mikq97x6ldarn4j7i16gatx, 5c3w3zdu6bojrfd8gt8u35o7p, 4o4vrnjw7c3g7j5aw5utyw1cl, 1enckn6zmewa3nupsm95mgkb9, dnvqxvpw9c21y0mb2wdxyua51, 96c2ojt4sgo4gfxs7vt1qfxed, b9q7re294ul5aq3jxch5oomol, 3g0uy8yhevhod17kgrtho63th, iu0xfgqmdqhn8vpgbqwpbnit, ecl5pqdpqewobefggvbc3ukgk, djnz3pbd42x5ii006rc5kn5zo, cfzctw95ysbr2hdzz1q4uftre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530800331,1,34,16,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-09T05:06:58.919Z,2023-04-09T06:05:31Z,4175238119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4175238121,59,"1, 2, 15, 19, 28, 5, 21, 3, 30, 8, 14, 4, 11, 12, 22, 25, 26, 27",4175238117,30,"7lxjfpbed6rmm2qmzs6r1c2j9, 4seh91gn4cj2l3x7kg19duqxh, 7izhszqmb1a9z5na5e0utnc6i, 3ihaypy0xs7cpw7ij61qislat, 5fglqrb2jo1ideuag4pjit9sl, 6gzt9s90prbrhsw4t72vb4jx1, 1pcyox1b50pxufww0v07c5boq, b5nc0tgc33wklhsekw3jklylm, da5nt2kexuabduzu4qqxf09ud, do6zvquhc4udqtp900l1cid0q, a1uzi9vgpfy7qo1eay243dsk5, cqclwglpzg5flou0r0x3lm21h, a1ooclhmf2jn4puw9vjvg1gb9, 2mfunwzltzdnmzlcjyvx752i, 9lofkwlhnkhsvb1em98ae52lm, 8wnmymj8du9xj1jhp90qs366s, eo5kfco94g7az5x9dn2mtr78q, hhdrwctaf13rayl2llykrlnu",4175238123,130,8,4175238131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175238129,197,18929,4175238127,194,4seh91gn4cj2l3x7kg19duqxh,4175238125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822867,2,32,1,0,0,18c8ibslzapz40lfb8y5vygcs,1,0,0,2023-04-09T06:03:49.331Z,2023-04-13T15:02:04Z,4175348585,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822863,2,32,1,0,0,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-04-09T06:03:49.331Z,2023-04-09T06:03:49Z,4175348569,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822879,3,1,1,0,0,18c8ibslzapz40lfb8y5vygcs,1,49.6,49.7,2023-04-09T06:03:49.431Z,2023-04-09T07:02:44Z,4175348639,279,S,4175348637,213,3.7,4175348635,212,15.1,4175348631,140,37.6,4175348629,56,Back,4175348633,141,37.5,,,,,,,1enckn6zmewa3nupsm95mgkb9,Mateus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822911,4,1,1,0,3,18c8ibslzapz40lfb8y5vygcs,0,30.3,40.6,2023-04-09T06:03:52.746Z,2023-04-09T06:03:56Z,4175348789,140,74.4,4175348797,1,,4175348795,213,0.5,4175348785,155,,4175348787,56,Left,4175348793,212,53.6,4175348791,141,80.3,,,,dnwwsdy1tfz0o7t0odssfstsl,S. Nakatani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822917,3,44,1,0,6,3vfso415vj7uitnunviuzdyg3,1,26.2,21.2,2023-04-09T06:03:56.113Z,2023-04-09T06:03:57Z,4175348833,233,5,4175348823,285,,4175348821,56,Back,,,,,,,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822913,5,44,1,0,6,18c8ibslzapz40lfb8y5vygcs,0,73.8,78.8,2023-04-09T06:03:56.114Z,2023-04-09T06:03:58Z,4175348851,233,3,4175348807,286,,4175348805,56,Center,,,,,,,,,,,,,,,,dnvqxvpw9c21y0mb2wdxyua51,K. Nagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822937,4,1,1,0,7,3vfso415vj7uitnunviuzdyg3,0,26.7,22.5,2023-04-09T06:03:56.845Z,2023-04-09T07:02:33Z,4175348893,141,22.7,4175348891,140,40.1,4175348897,213,0.0,4175348889,56,Back,4175348895,212,14.1,4175348887,3,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530822961,8,44,1,0,8,18c8ibslzapz40lfb8y5vygcs,1,61.6,77.4,2023-04-09T06:03:57.859Z,2023-04-09T07:13:20Z,4175357717,233,5,4175349013,286,,4175349011,56,Center,,,,,,,,,,,,,,,,5c3w3zdu6bojrfd8gt8u35o7p,T. Yonemoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
