id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value
2540438385,1,34,16,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-04-29T04:04:03.171Z,2023-04-29T04:04:03Z,4233503941,130,2,4233503943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4233503947,197,14640,4233503939,59,"49, 22, 26, 4, 2, 27, 33, 25, 18, 13, 7, 3, 6, 15, 20, 21, 30, 50",4233503935,30,"70d7ep81lnb6m2flci6s8s5w5, 19pcq7pd8fq57z1tgec16o79x, 8bxd61gpgwi9cat8awx4h0n4k, 19m4x5k36kaujvze82qp1ju8l, el9hmsmc1zz7yie7dedfaac8a, 8lfgk7eqdptu5o53n656vxck5, esfnlp56d5kfvxy9518d91gd0, 9gqymee6r8xdj6jbvcc6mahg5, dgex06nxjy9fdvc12o8keg99l, 201ujggt4gi1swlx1c79byig9, 9zr0kq2pw4eua1tqo3vsvd9wq, br87k809f9zu9av8cwkwtkhgq, 9uj9vy1lj10nqjncq6d2rd39x, 8mksoz3513wprt2hhu8c9vo45, 31xdzeykcgfe0vyel250sd0q1, a8adq7dy6i0icdu0j2b6jm2g9, 4hpqusnkgyghf16g9pbclkve1, 6m636zjfcq36y7r9hx4c4bi6t",4233503945,194,9gqymee6r8xdj6jbvcc6mahg5,4233503937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4233503949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540438939,1,34,16,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-29T04:09:57.110Z,2023-04-29T04:09:57Z,4233507809,30,"7blan2t3io9iatmzpzazeh9lh, 7de6u27l0rm2y8aigjr2i0ru, f06bxfhvobzkepanw3nm1vzzd, 2jgby6e91uem5e2dd1b11psoa, a60hpbc5lfxj5cj82iadif622, 8cmqekmxeybrc8c9ml7rwdai2, 61mnri2ox1dao9jdo2ye42i8l, 51ny01vwhnzkkd50iy4pfyor9, 70pwpkwjgkp07b4m4jdz1l0fe, ez4fqumbyew4fsvisf0ziml4a, du14luqzm3al3uw51qs2bzqol, 5s151hcgpbhtuuarwfchd47ze, 1bjh7t56w2jg6berm300782c5, 676393u877l71t3rli4ukbq39, 28wgdmao7y8qbj30feniqnj3e, 2xfo511b4sbt16xpwca2w3uok, bj3ve8inko999nctm66s76acp, 9wan49fvimh705r3jjfrlhuc5",4233507819,194,61mnri2ox1dao9jdo2ye42i8l,4233507815,130,17,4233507821,197,12128,4233507817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4233507813,59,"1, 9, 4, 6, 50, 2, 27, 5, 19, 18, 14, 3, 10, 21, 32, 45, 49, 99",4233507823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4233507811,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448393,2,32,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-04-29T05:03:33.523Z,2023-04-29T05:03:33Z,4233549389,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448399,2,32,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-04-29T05:03:33.523Z,2023-04-29T05:03:36Z,4233549411,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448401,3,1,1,0,0,ctm9as17rs95yhuz7qf53wfke,1,50,50,2023-04-29T05:03:33.623Z,2023-04-29T07:13:44Z,4233549427,140,44.6,4233549433,213,3.2,4233549425,56,Back,4233549431,212,5.7,4233549435,279,S,4233549429,141,49.4,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448413,4,1,1,0,2,ctm9as17rs95yhuz7qf53wfke,1,44.6,49.4,2023-04-29T05:03:36.192Z,2023-04-29T05:03:40Z,4233549505,56,Right,4233549509,141,4.9,4233549515,1,,4233549513,213,5.1,4233549511,212,33.3,4233549507,140,57.9,4233549503,155,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448427,5,1,1,0,6,ctm9as17rs95yhuz7qf53wfke,0,55.9,5.6,2023-04-29T05:03:40.240Z,2023-04-29T05:06:37Z,4233549573,213,0.9,4233549567,140,72.8,4233549569,141,36.4,4233549571,212,27.5,4233549565,56,Center,,,,,,,,,,19pcq7pd8fq57z1tgec16o79x,K. Iwatake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448431,3,1,1,0,9,1f3ehp8p9yi8reamghry4p76t,0,25.6,71.9,2023-04-29T05:03:42.796Z,2023-04-29T05:03:55Z,4233549577,56,Left,4233549905,141,100.0,4233549909,213,0.5,4233549911,1,,4233549903,140,62.1,4233549907,212,43.2,4233549901,157,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448439,4,5,1,0,10,1f3ehp8p9yi8reamghry4p76t,0,59.7,101.4,2023-04-29T05:03:44.061Z,2023-04-29T05:03:46Z,4233549675,233,6,4233549621,56,Left,4233549623,347,,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540448443,6,5,1,0,10,ctm9as17rs95yhuz7qf53wfke,1,40.3,-1.4,2023-04-29T05:03:44.061Z,2023-04-29T05:14:05Z,4233549641,56,Back,4233549643,347,,4233549665,233,4,,,,,,,,,,,,,,,,19pcq7pd8fq57z1tgec16o79x,K. Iwatake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
