id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2521302651,7,1,1,0,6,5pol481515zvirmk6t00kerbc,1,34.7,27.1,2023-03-18T07:03:41.496Z,2023-03-18T07:09:49Z,4104074063,140,42.9,4104074061,56,Back,4104074059,3,,4104074065,141,14.7,4104074067,212,12.1,4104074069,213,5.5,,,,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302653,8,1,1,0,8,5pol481515zvirmk6t00kerbc,0,42.9,14.7,2023-03-18T07:03:43.336Z,2023-03-18T07:09:49Z,4104074079,140,62.9,4104074077,56,Center,4104074075,157,,4104074081,141,34.6,4104074083,212,25.0,4104074085,213,0.6,4104074087,1,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302657,3,1,1,0,9,90cc40yau7yv6n8r4xs361ofd,0,32.6,69.6,2023-03-18T07:03:44.330Z,2023-03-18T07:09:28Z,4104074109,141,64.5,4104074107,140,39.4,4104074105,56,Back,4104074103,3,,4104074113,213,5.8,4104074111,212,7.9,,,,,,,5rojh6x1n0mshbzfhcjramn6d,T. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302667,10,49,1,0,10,5pol481515zvirmk6t00kerbc,1,59,34.5,2023-03-18T07:03:45.528Z,2023-03-18T07:12:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302661,9,1,1,0,11,5pol481515zvirmk6t00kerbc,0,56.7,31.8,2023-03-18T07:03:46.823Z,2023-03-18T07:09:49Z,4104074127,56,Right,4104074135,213,4.7,4104074133,212,11.0,4104074131,141,15.6,4104074129,140,56.1,,,,,,,,,,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303107,21,49,1,0,12,90cc40yau7yv6n8r4xs361ofd,1,46.9,88,2023-03-18T07:03:47.378Z,2023-03-18T07:13:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302665,4,1,1,0,13,90cc40yau7yv6n8r4xs361ofd,0,39.3,84.2,2023-03-18T07:03:48.021Z,2023-03-23T14:37:17Z,4117649525,155,,4104074147,140,70.4,4104074149,141,37.9,4104074151,212,45.4,4104074153,213,5.5,4104074145,56,Center,4104074155,1,,,,,6i35vaig8vo8uu549elm5kul1,H. Tameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521305803,150,49,1,0,15,5pol481515zvirmk6t00kerbc,1,30.1,68.2,2023-03-18T07:03:50.261Z,2023-03-18T07:14:03Z,,,,,,,,,,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302671,11,1,1,0,16,5pol481515zvirmk6t00kerbc,1,28.5,61.5,2023-03-18T07:03:51.640Z,2023-03-18T07:13:30Z,4104074189,213,5.0,4104074187,212,11.0,4104074185,141,46.0,4104074181,56,Back,4104074183,140,31.5,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302681,12,1,1,0,19,5pol481515zvirmk6t00kerbc,1,31.5,46,2023-03-18T07:03:54.312Z,2023-03-18T07:09:48Z,4104074223,212,22.1,4104074221,141,19.8,4104074219,140,19.0,4104074225,213,4.1,4104074217,56,Back,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302689,13,1,1,0,20,5pol481515zvirmk6t00kerbc,0,19,19.8,2023-03-18T07:03:55.928Z,2023-03-18T07:09:48Z,4104074259,213,0.0,4104074257,212,54.5,4104074255,141,23.3,4104074253,140,70.9,4104074251,56,Center,4104074261,1,,4104074249,157,,,,,awckr8ajqo4vstzghb59rkwkp,T. Ominami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302691,5,1,1,0,25,90cc40yau7yv6n8r4xs361ofd,0,27.1,71.7,2023-03-18T07:04:00.002Z,2023-03-18T07:09:27Z,4104074271,140,36.5,4104074273,141,72.9,4104074275,212,9.9,4104074277,213,0.1,4104074269,56,Back,4104074267,3,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302711,14,8,1,0,27,5pol481515zvirmk6t00kerbc,1,61.7,25.8,2023-03-18T07:04:02.289Z,2023-03-23T14:38:30Z,4104074503,15,,4117654227,383,,4104074321,56,Center,,,,,,,,,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302715,6,4,1,0,29,90cc40yau7yv6n8r4xs361ofd,1,35.3,73.7,2023-03-18T07:04:04.908Z,2023-03-18T07:14:35Z,4104074357,233,15,4104074361,286,,4104074329,56,Back,4104074331,152,,4104091275,295,,4104074327,13,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302721,15,4,1,0,29,5pol481515zvirmk6t00kerbc,0,64.7,26.3,2023-03-18T07:04:04.909Z,2023-03-18T07:14:38Z,4104074353,285,,4104074345,13,,4104091327,295,,4104074347,56,Center,4104074365,233,6,4104074349,152,,,,,,,,5olu4s7w7nn9wy1219grd6z8p,M. Yamane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302741,7,1,1,0,36,90cc40yau7yv6n8r4xs361ofd,0,34.3,75.1,2023-03-18T07:04:11.785Z,2023-03-23T14:38:49Z,4104074437,140,90.2,4104074439,141,73.9,4104074431,155,,4104074433,152,,4104074435,56,Center,4104074443,213,6.3,4104074441,212,58.7,4104074429,5,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,4104074445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302755,16,52,1,0,44,5pol481515zvirmk6t00kerbc,1,5.7,24.9,2023-03-18T07:04:19.287Z,2023-03-23T14:39:16Z,4117656977,376,,,,,,,,,,,,,,,,,,,,,,,8psi8rr64yq7ovzua6ekiznpx,Jung Sung-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302765,17,1,1,0,46,5pol481515zvirmk6t00kerbc,1,5.7,24.9,2023-03-18T07:04:21.511Z,2023-03-23T14:39:22Z,4104074553,123,,4104074555,56,Back,4117657431,287,,4104074557,140,20.8,4104074559,141,78.5,4104074565,1,,4104074561,212,39.7,4104074563,213,1.2,8psi8rr64yq7ovzua6ekiznpx,Jung Sung-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302769,18,1,1,0,50,5pol481515zvirmk6t00kerbc,1,22.7,78.4,2023-03-18T07:04:25.319Z,2023-03-18T07:09:46Z,4104074583,212,24.8,4104074579,140,8.1,4104074581,141,49.7,4104074577,56,Back,4104074585,213,4.0,,,,,,,,,,9whlivl2irrdz4ed457x2vv9w,S. Tanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302773,19,1,1,0,52,5pol481515zvirmk6t00kerbc,1,9,50.9,2023-03-18T07:04:27.943Z,2023-03-18T07:16:05Z,4104074605,56,Center,4104074615,1,,4104074613,213,0.3,4104074611,212,49.3,4104093787,155,,4104074609,141,72.3,4104074607,140,53.9,,,,8psi8rr64yq7ovzua6ekiznpx,Jung Sung-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302801,20,1,1,0,55,5pol481515zvirmk6t00kerbc,1,53.9,72.3,2023-03-18T07:04:30.200Z,2023-03-18T07:09:46Z,4104074687,140,76.2,4104074689,141,96.2,4104074681,3,,4104074683,168,,4104074685,56,Left,4104074693,213,0.6,4104074691,212,28.5,,,,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302803,21,61,1,1,0,5pol481515zvirmk6t00kerbc,1,83.8,72.7,2023-03-18T07:04:35.970Z,2023-03-18T07:09:46Z,4104074699,56,Center,,,,,,,,,,,,,,,,,,,,,,gseaoyujse4xe4xwhlsq6sq1,Marcinho,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302813,22,15,1,1,3,5pol481515zvirmk6t00kerbc,1,93,69.9,2023-03-18T07:04:38.409Z,2023-03-23T14:39:57Z,4104074931,55,21,4104074935,102,50.3,4117659329,215,,4104074941,146,99.3,4104074725,64,,4104074927,78,,4104074937,103,2.5,4104074943,147,52.2,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,4104074929,29,,4104074723,22,4104074925,72,4104074947,233,8,4104074727,56,Center,,,,,,,,,,,,,,,,,,
2521302837,8,10,1,1,3,90cc40yau7yv6n8r4xs361ofd,1,1.6,46.2,2023-03-18T07:04:38.509Z,2023-03-23T14:40:01Z,4104074799,179,,4104074951,233,22,4104074797,173,,4117659565,376,,4104074803,56,Back,4104074801,183,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302839,9,6,1,1,4,90cc40yau7yv6n8r4xs361ofd,0,4.6,38.6,2023-03-18T07:04:39.943Z,2023-03-23T14:40:29Z,4104074811,73,,4104075393,233,23,4104074809,56,Back,,,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302815,23,6,1,1,4,5pol481515zvirmk6t00kerbc,1,95.4,61.4,2023-03-18T07:04:39.943Z,2023-03-18T07:09:45Z,4104074735,56,Center,4104074737,73,,4104075389,233,9,,,,,,,,,,,,,,,,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302923,24,1,1,1,33,5pol481515zvirmk6t00kerbc,0,99.5,99.5,2023-03-18T07:05:08.888Z,2023-03-23T14:40:34Z,4104075075,223,,4104075071,6,,4104075079,140,95.4,4104075083,212,31.7,4104075069,2,,4104075099,233,10,4104075073,155,,4104075077,56,Center,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,4117661237,20,,4104075081,141,4104075085,213,,,,,,,53.3,4.6,,,,,,,,,,,,,,,,
2521302927,10,11,1,1,36,90cc40yau7yv6n8r4xs361ofd,0,8.5,50.6,2023-03-18T07:05:11.250Z,2023-03-23T14:40:49Z,4104075095,56,Back,4104075107,233,24,4117662077,378,,4104075097,88,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521307503,126,61,1,1,37,90cc40yau7yv6n8r4xs361ofd,1,10.1,48,2023-03-18T07:05:12.891Z,2023-03-18T07:18:53Z,4104098611,56,Back,,,,,,,,,,,,,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302935,11,52,1,1,38,90cc40yau7yv6n8r4xs361ofd,1,9.9,52.4,2023-03-18T07:05:13.268Z,2023-03-23T14:40:54Z,4117662361,376,,,,,,,,,,,,,,,,,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302953,12,1,1,1,44,90cc40yau7yv6n8r4xs361ofd,0,15,56.6,2023-03-18T07:05:19.561Z,2023-03-18T07:09:25Z,4104075193,199,,4104075195,56,Back,4104075197,140,40.1,4104075199,141,58.1,4104075201,212,26.4,4104075203,213,0.0,,,,,,,rwrgxpcw0fbw23nmrol7w0d1,Kim Jin-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302957,25,49,1,1,46,5pol481515zvirmk6t00kerbc,1,64.6,43.6,2023-03-18T07:05:21.671Z,2023-03-18T07:09:44Z,,,,,,,,,,,,,,,,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302965,26,1,1,1,46,5pol481515zvirmk6t00kerbc,1,64.6,43.6,2023-03-18T07:05:21.944Z,2023-03-18T07:09:44Z,4104075241,140,77.4,4104075243,141,56.9,4104075245,212,16.2,4104075247,213,0.6,4104075239,56,Center,,,,,,,,,,edb7mugbc0u6ke0rk67po87o5,João Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302975,27,1,1,1,49,5pol481515zvirmk6t00kerbc,0,77,60.8,2023-03-18T07:05:24.391Z,2023-03-18T07:09:44Z,4104075271,140,83.4,4104075273,141,35.2,4104075275,212,18.7,4104075269,56,Center,4104075277,213,5.1,,,,,,,,,,gseaoyujse4xe4xwhlsq6sq1,Marcinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302973,13,49,1,1,50,90cc40yau7yv6n8r4xs361ofd,1,17.5,62.7,2023-03-18T07:05:25.142Z,2023-03-18T07:09:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302977,14,1,1,1,50,90cc40yau7yv6n8r4xs361ofd,0,17.5,62.7,2023-03-18T07:05:25.486Z,2023-03-18T07:09:25Z,4104075295,1,,4104075293,213,5.5,4104075291,212,29.7,4104075285,56,Back,4104075283,157,,4104075289,141,31.6,4104075287,140,37.4,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302987,28,1,1,1,53,5pol481515zvirmk6t00kerbc,0,58.1,66.1,2023-03-18T07:05:28.071Z,2023-03-18T07:09:44Z,4104075327,140,60.2,4104075331,212,5.2,4104075333,213,5.1,4104075329,141,59.1,4104075325,56,Center,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521302995,15,8,1,1,55,90cc40yau7yv6n8r4xs361ofd,1,35.2,35.1,2023-03-18T07:05:30.378Z,2023-03-23T14:41:15Z,4117663669,384,,4104075351,56,Back,,,,,,,,,,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303013,16,49,1,2,0,90cc40yau7yv6n8r4xs361ofd,1,57.9,7.4,2023-03-18T07:05:35.234Z,2023-03-18T07:09:24Z,,,,,,,,,,,,,,,,,,,,,,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303035,17,1,1,2,1,90cc40yau7yv6n8r4xs361ofd,0,60.3,10.2,2023-03-18T07:05:36.236Z,2023-03-18T07:20:08Z,4104075535,213,0.9,4104075527,56,Right,4104075529,140,61.7,4104075533,212,2.3,4104075531,141,12.8,,,,,,,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521308057,222,61,1,2,2,5pol481515zvirmk6t00kerbc,1,34.9,90.7,2023-03-18T07:05:37.978Z,2023-03-18T07:20:10Z,4104101733,56,Back,,,,,,,,,,,,,,,,,,,,,,a2lga77euo3am1ltgxstfnpp1,K. Noborizato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303037,18,4,1,2,4,90cc40yau7yv6n8r4xs361ofd,1,61.4,12.2,2023-03-18T07:05:39.363Z,2023-03-18T07:09:24Z,4104075591,233,29,4104075539,13,,4104075543,152,,4104075541,56,Right,4104075545,265,,4104075547,286,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303047,29,4,1,2,4,5pol481515zvirmk6t00kerbc,0,38.6,87.8,2023-03-18T07:05:39.364Z,2023-03-18T07:20:18Z,4104075579,265,,4104075577,152,,4104075575,56,Back,4104075597,233,18,4104075573,13,,4104075581,285,,,,,,,,9whlivl2irrdz4ed457x2vv9w,S. Tanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303191,22,1,1,2,37,90cc40yau7yv6n8r4xs361ofd,1,59.3,15.5,2023-03-18T07:06:12.178Z,2023-03-18T07:53:51Z,4104155789,5,,4104076209,56,Center,4104155791,152,,4104076217,213,0.8,4104076215,212,12.8,4104076211,140,67.5,4104076213,141,29.5,,,,5rojh6x1n0mshbzfhcjramn6d,T. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303211,23,1,1,2,39,90cc40yau7yv6n8r4xs361ofd,1,66.4,33.1,2023-03-18T07:06:14.452Z,2023-03-18T07:09:22Z,4104076283,56,Right,4104076287,140,89.2,4104076279,155,,4104076291,141,6.2,4104076295,212,30.1,4104076299,213,5.6,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303219,24,61,1,2,43,90cc40yau7yv6n8r4xs361ofd,0,95.5,3.8,2023-03-18T07:06:18.207Z,2023-03-18T07:09:22Z,4104076325,56,Right,,,,,,,,,,,,,,,,,,,,,,a1c22m80hq868xo8ekebeh39x,R. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303237,25,5,1,2,43,90cc40yau7yv6n8r4xs361ofd,0,101.4,4.4,2023-03-18T07:06:18.550Z,2023-03-18T07:17:22Z,4104076405,56,Right,4104076423,233,30,4104076407,346,,,,,,,,,,,,,,,,,a1c22m80hq868xo8ekebeh39x,R. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303225,30,5,1,2,43,5pol481515zvirmk6t00kerbc,1,-1.4,95.6,2023-03-18T07:06:18.550Z,2023-03-18T07:09:43Z,4104076417,233,25,4104076345,56,Back,4104076347,346,,,,,,,,,,,,,,,,,5u3kbu3dqrij1mnzy6ismu6z9,C. Songkrasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303305,31,1,1,2,57,5pol481515zvirmk6t00kerbc,1,3.5,48.4,2023-03-18T07:06:32.423Z,2023-03-18T07:09:43Z,4104076777,56,Back,4104076779,140,12.7,4104076775,124,,4104076785,213,1.1,4104076803,189,,4104076783,212,22.9,4104076781,141,79.0,4104076789,237,,8psi8rr64yq7ovzua6ekiznpx,Jung Sung-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521303321,32,1,1,3,0,5pol481515zvirmk6t00kerbc,1,23.1,91.8,2023-03-18T07:06:35.654Z,2023-03-18T07:09:42Z,4104076871,213,0.0,4104076869,212,13.4,4104076867,141,92.0,4104076865,140,35.9,4104076863,56,Back,,,,,,,,,,9whlivl2irrdz4ed457x2vv9w,S. Tanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
