id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,keyPass,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2514830393,1,34,16,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-03-04T03:58:07.767Z,2023-03-04T04:58:09Z,4069794163,130,4,4069794171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069794165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069794169,197,5039,4069794159,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069794167,194,6w26g83j8eztacwrfa4ilvh05,4069794161,59,"27, 5, 49, 10, 4, 3, 37, 35, 9, 39, 15, 17, 22, 26, 33, 41, 44, 48",4069794157,30,"eu0wama1jzd9er063es4p3b9x, 1vodims2kc52x1ew6acbj0wr9, dqdflrd7ox6ord50i2qwu0416, 80q72r0bt6k15fgvbfvs3llud, 406wrekzsvvqqo9jgv2lk1d5, 6w26g83j8eztacwrfa4ilvh05, 8k94yjnb64nf994hbmpaiieol, 2otou563dkse1ojis549sw1rd, cm1x3wpag38ievovx1azsp9lh, 1zckxb4ugqeuc50tggo5cohyh, 3o1ca5xdl2d20r1cwx3r548gl, 5rqe1mdhd56mpjkas654hby3u, elwh2hvzlbju52obpqmh39vxl, 49pimptme99yiya9m9idpa1d6, anzbyfw36kbait6hvlzornuok, cam8s80ouxcw7900f0qiwoacq, cxmuf2ztbfbfw5p2fmr7uzbvt, 8q4hv1r8dh6f5xyhmotbu9wd0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514832757,1,34,16,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-03-04T04:12:41.525Z,2023-03-04T04:58:03Z,4069807521,59,"1, 14, 44, 7, 4, 3, 10, 16, 9, 27, 17, 8, 11, 15, 19, 21, 24, 25",4069807527,194,6vkppmpdrvrujfp035ucpib8q,4069807529,197,14530,4069807531,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069807525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069807519,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4069807517,30,"7j7c0l6xctuoauvg1tpni3ysp, 23ejdwwhvzovvi7jmek50dyol, 3qguujjae7411ruqhztrfojys, 6vkppmpdrvrujfp035ucpib8q, 82f876uvvivzq5hspoy6vpfmy, 12ndgojwoabbe9igew1ymcnop, dsg6lclcyu8gvsyyn6jnoii95, 1zoe7llh5n846ipo1i4oqse7d, 7csua09fwbprxmixvu567yvv9, 74ebuvw74k1iwcq5nafqijvxm, 5cwzgbnlpamgpiwjlgn61i8k5, 39ix1ftjgermlkf4i12c80u7d, 3dcmvl6ile1c42e7zzw4e139x, 493qw13cbziuyumsb1s01cufo, ez252u15v75qpotw00x7n3rhl, ch1ehgr9guufs2wmz5dbvmvo5, a9lb9wl7lf9lxpmwril1pyfop, ca4hme0jyql3gf06hmsi89ht6",4069807523,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842365,2,32,1,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-03-04T05:03:30.012Z,2023-03-04T05:03:32Z,4069859629,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842361,2,32,1,0,0,e90fnsgtnamze3yssxpg392eb,1,0,0,2023-03-04T05:03:30.012Z,2023-03-04T05:03:30Z,4069859623,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842381,3,1,1,0,0,e90fnsgtnamze3yssxpg392eb,1,50.1,50.3,2023-03-04T05:03:30.112Z,2023-03-04T05:03:33Z,4069859701,279,S,4069859693,140,38.7,4069859695,141,52.7,4069859699,213,3.0,4069859691,56,Back,4069859697,212,12.1,,,,,,,cm1x3wpag38ievovx1azsp9lh,Diego Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842393,4,1,1,0,2,e90fnsgtnamze3yssxpg392eb,0,38.4,52.5,2023-03-04T05:03:32.288Z,2023-03-04T05:03:37Z,4069859763,140,72.0,4069859769,213,0.7,4069859759,155,,4069859771,1,,4069859765,141,95.4,4069859767,212,45.8,4069859761,56,Left,,,,80q72r0bt6k15fgvbfvs3llud,K. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842397,3,44,1,0,5,6bus1cl4b6zdm93290r02o7cx,1,28.6,4.5,2023-03-04T05:03:35.300Z,2023-03-04T08:21:41Z,4069859787,56,Back,4069859789,285,,4069859817,233,5,,,,,,,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842399,5,44,1,0,5,e90fnsgtnamze3yssxpg392eb,0,71.4,95.5,2023-03-04T05:03:35.301Z,2023-03-04T08:21:41Z,4069859797,56,Left,4070190101,233,3,4069859799,286,,,,,,,,,,,,,,,,,3o1ca5xdl2d20r1cwx3r548gl,Adaílton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514842401,4,61,1,0,5,6bus1cl4b6zdm93290r02o7cx,1,30.5,4.1,2023-03-04T05:03:35.978Z,2023-03-04T05:03:36Z,4069859801,56,Back,,,,,,,,,,,,,,,,,,,,,,23ejdwwhvzovvi7jmek50dyol,K. Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514843901,47,1,1,0,6,6bus1cl4b6zdm93290r02o7cx,1,30.9,3.4,2023-03-04T05:03:36.735Z,2023-03-04T05:07:57Z,4069868817,56,Back,4069868825,213,2.6,4069868823,212,2.8,4069868819,140,28.6,4069868821,141,5.4,,,,,,,,,,74ebuvw74k1iwcq5nafqijvxm,F. Yamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
